year,veut_VERB aider_VERB,veut_VERB céder_VERB
1800,2.829747991484055e-08,6.917161954334006e-08
1801,1.6668277424969347e-08,4.0480102825313224e-08
1802,1.1189200677108602e-08,4.0281122437590966e-08
1803,2.5354410126965377e-08,4.095712213825209e-08
1804,2.2246657849223084e-08,9.88740396223875e-08
1805,2.842877711017877e-09,1.194008660831969e-07
1806,5.76333825108577e-09,1.4408345627714425e-08
1807,0.0,8.540865792383556e-09
1808,2.7192887941396293e-08,2.4926814390369145e-08
1809,2.4849335034105025e-08,6.777091243748146e-08
1810,1.6380887757350138e-08,2.8081521108447305e-08
1811,0.0,5.766276700569506e-08
1812,5.3344164641089264e-09,2.6672082320544632e-09
1813,4.601186631703058e-08,4.026038169513413e-08
1814,3.776012391654149e-08,4.72001566720337e-08
1815,3.236668177919455e-08,1.0788894222457657e-08
1816,9.270415546325239e-09,4.6352077731626196e-09
1817,7.784366928831332e-09,6.07180652423267e-08
1818,3.099506074022429e-08,4.2916237674717195e-08
1819,2.6912729822470283e-08,4.34744116262209e-08
1820,6.40789963313182e-08,3.085285271708926e-08
1821,4.930744168518686e-08,4.7335142028259725e-08
1822,3.909990198280866e-08,4.712039469723095e-08
1823,8.894418535021487e-09,2.4706716672540097e-08
1824,6.06320114115988e-08,5.810567671460376e-08
1825,1.8491430608946757e-08,5.987701001686219e-08
1826,1.9377566218281572e-08,6.517908701653141e-08
1827,1.1060727445055818e-08,3.871254605769536e-08
1828,1.3758452155343548e-08,4.3109814384934e-08
1829,2.0575622983187714e-08,3.5150023336427694e-08
1830,2.5048406016026092e-08,3.652892388572582e-08
1831,1.870944643656003e-08,3.897801548191637e-08
1832,2.0294953273491956e-08,3.6530916958099624e-08
1833,2.548398292390175e-08,3.8225973497674204e-08
1834,1.8669062740173104e-08,4.0138484536100805e-08
1835,2.7983425354705105e-08,3.1764969321557146e-08
1836,4.301280043250699e-08,4.435695188931277e-08
1837,3.1310509740478665e-08,3.6876823372722356e-08
1838,3.471689069556305e-08,3.28232410140572e-08
1839,2.7266752411492234e-08,4.264799713382672e-08
1840,3.758116307039927e-08,6.369688776430849e-08
1841,2.1829865914924085e-08,7.255219713897532e-08
1842,3.5553803456878086e-08,4.8299508392801727e-08
1843,1.6539351221922516e-08,3.721353891705803e-08
1844,3.622450606144412e-08,4.171306500211358e-08
1845,2.17628883802945e-08,3.961961780873935e-08
1846,3.5127008857216424e-08,3.922516000898213e-08
1847,3.721324404182269e-08,4.638172157456211e-08
1848,2.735375304041554e-08,3.620349886546137e-08
1849,3.603148357456121e-08,2.76520690789539e-08
1850,3.326607966869233e-08,1.2899092460827433e-08
1851,2.96674187438839e-08,1.5478653025979838e-08
1852,3.385483537954315e-08,4.362065553209504e-08
1853,3.2845626662947325e-08,3.0456853039595444e-08
1854,2.4419623656513068e-08,3.221311928314208e-08
1855,1.9104973603134567e-08,4.351688431825096e-08
1856,2.2261913201759853e-08,4.193523395201737e-08
1857,2.636014961865385e-08,3.417056504417815e-08
1858,2.838332058274773e-08,4.7468656561022726e-08
1859,5.1940169498720934e-08,3.7172863898149444e-08
1860,3.753290656050012e-08,4.3025529805618135e-08
1861,2.971057178058345e-08,6.177912581506462e-08
1862,1.8523744316212287e-08,4.834245359575107e-08
1863,2.7969877081091e-08,3.646073309937492e-08
1864,2.589153069720851e-08,4.746780746245349e-08
1865,3.153585836912498e-08,5.412870862642194e-08
1866,2.578774882522339e-08,5.7900795269461014e-08
1867,2.814630661873707e-08,4.173417877950669e-08
1868,3.359114231216154e-08,4.989272639477349e-08
1869,2.2952539424636598e-08,3.369628132077196e-08
1870,2.1789386295267832e-08,3.55511033944822e-08
1871,8.815577245968598e-08,2.549082545044712e-08
1872,6.47065334646868e-08,3.5679303067581714e-08
1873,2.993002112816612e-08,3.23244258026989e-08
1874,2.1508592240593316e-08,3.1665429389704514e-08
1875,2.5174719198162165e-08,2.803548326824057e-08
1876,2.9625471853478302e-08,2.2974855795609983e-08
1877,2.6594708657512456e-08,3.834585982076533e-08
1878,3.0799352401800206e-08,4.589707458535486e-08
1879,3.421222061206208e-08,3.4823152361695975e-08
1880,2.5029599726167362e-08,2.8238524407697696e-08
1881,3.346803723047742e-08,3.834879080955034e-08
1882,2.728707926280549e-08,2.3959387362992857e-08
1883,2.1485751844352308e-08,4.486730631469982e-08
1884,2.3105940272216685e-08,2.6406787867472303e-08
1885,1.933690718658454e-08,3.8029249083137984e-08
1886,2.0651084398082276e-08,3.0976625708944994e-08
1887,2.7421483750345033e-08,3.656197833379338e-08
1888,1.9655905347804037e-08,5.5163347667530616e-08
1889,2.380751951136517e-08,2.0048437576747347e-08
1890,1.6385966361553983e-08,3.8015443237782165e-08
1891,2.2309770031370135e-08,3.1233678754460925e-08
1892,1.8805536683430546e-08,2.8835156484774416e-08
1893,2.278614097406262e-08,4.187723234849727e-08
1894,3.528862180246506e-08,2.6466464575491955e-08
1895,1.3240951446391591e-08,2.5278181325916194e-08
1896,4.3048309805726603e-08,3.184395680477792e-08
1897,4.0204323425996336e-08,1.806281169081103e-08
1898,2.4330926606808134e-08,5.8846890027552945e-08
1899,4.09040801230276e-08,2.5979618456517528e-08
1900,4.152842336679896e-08,2.4397950326715545e-08
1901,3.63268028991115e-08,4.8622027293276915e-08
1902,1.9641134940684424e-08,2.6024505217492333e-08
1903,2.754112315983548e-08,2.214090244478939e-08
1904,2.0961039126632386e-08,3.2247751136083025e-08
1905,2.580379465655369e-08,4.3866453580676534e-08
1906,4.3211148437194424e-08,4.1153477070565714e-08
1907,1.697138252154673e-08,2.3142794347563722e-08
1908,1.8663278922304016e-08,2.89771957540097e-08
1909,3.135560788791736e-08,3.905698164885507e-08
1910,4.756294202934441e-08,2.9927242906069296e-08
1911,2.606983251496331e-08,3.1390207766435196e-08
1912,3.021464323182954e-08,4.375913675858101e-08
1913,3.6590627416899224e-08,2.1211958411981868e-08
1914,2.8126324380650658e-08,3.4153391226254826e-08
1915,2.238344798399794e-08,2.709575319670421e-08
1916,5.493730981243061e-08,4.724608615447323e-08
1917,4.496234140560773e-08,3.947912929902486e-08
1918,6.776961924970237e-08,2.986458014220261e-08
1919,7.458357487166722e-08,3.1306683467846597e-08
1920,6.057785384427916e-08,2.8017257847068322e-08
1921,4.543648302046677e-08,3.634918854800162e-08
1922,6.345024416987144e-08,3.24629176873259e-08
1923,3.8217415010421973e-08,2.866305948145964e-08
1924,4.383152329978657e-08,1.675911143195208e-08
1925,2.0896537833436923e-08,2.5295809891190402e-08
1926,4.124071395494866e-08,2.3406890647947876e-08
1927,3.2332753363562006e-08,2.3413372574054847e-08
1928,5.827281057690925e-08,3.1992914983902665e-08
1929,4.4561623724348465e-08,1.6710609784809094e-08
1930,4.3064773080914165e-08,2.520864939015155e-08
1931,3.5356606531422585e-08,1.2545892325022123e-08
1932,4.383814555808385e-08,1.8631212128639163e-08
1933,4.932384811695556e-08,4.932384811695556e-08
1934,4.4331848414458364e-08,4.4331848414458364e-08
1935,5.505410882733486e-08,2.154291145473053e-08
1936,4.00115567344983e-08,3.273672888326473e-08
1937,4.910535977842301e-08,1.888667711114067e-08
1938,3.3709557811789637e-08,1.6854778905894818e-08
1939,5.8117393564316444e-08,2.9058696782158222e-08
1940,7.60734906180005e-08,1.7750480196809804e-08
1941,2.9515025090631752e-08,8.854508237732261e-09
1942,8.49579322448335e-08,2.1239483061208375e-08
1943,5.2258233296242906e-08,2.0322646676618206e-08
1944,5.1410978585408884e-08,2.8918675454292497e-08
1945,1.3724574898787978e-07,1.3071024262956144e-08
1946,1.0580039599972224e-07,2.7842208538686464e-08
1947,7.867775053682635e-08,2.0265479960812627e-08
1948,8.588791189367839e-08,4.022598432129598e-08
1949,7.951776836989666e-08,2.3560819073509265e-08
1950,7.232046073113452e-08,3.828730044119766e-08
1951,1.0021717855579482e-07,1.8124383771578323e-08
1952,8.014050933979888e-08,2.2144087452602434e-08
1953,6.787511352968068e-08,1.508335856215126e-08
1954,8.502106396690579e-08,1.4658803948464083e-08
1955,7.133061785680184e-08,1.9709776921672528e-08
1956,6.45364508500279e-08,1.657016923672927e-08
1957,7.774833221674271e-08,2.47381048978923e-08
1958,7.445019178931034e-08,1.4062814024384807e-08
1959,7.673240531858028e-08,2.2477168570844697e-08
1960,1.1350167028467695e-07,2.0070416439921246e-08
1961,1.0074830925077549e-07,2.501337270643944e-08
1962,1.0971584885055563e-07,2.1562652108286784e-08
1963,1.0151703833116699e-07,3.297687101166957e-08
1964,9.004273238133464e-08,2.4335873760605864e-08
1965,8.700548903561867e-08,2.2435377999840966e-08
1966,8.973301390824417e-08,3.323444985880997e-08
1967,8.282963648298391e-08,2.662381248796919e-08
1968,1.2081908096206462e-07,2.380450325745187e-08
1969,8.44766958607579e-08,2.679637134406221e-08
1970,8.139743101764907e-08,3.0351586133292585e-08
1971,9.660187316740121e-08,2.5178147566862208e-08
1972,9.798580435926851e-08,2.8215808356435446e-08
1973,1.0254559157374388e-07,2.0398854161385316e-08
1974,1.158867775075123e-07,2.1377172032543967e-08
1975,8.510105686809766e-08,2.6843956391076063e-08
1976,1.0798565597269771e-07,1.9425991482080462e-08
1977,9.461619043804603e-08,1.8218024422367307e-08
1978,1.1643559361118605e-07,2.4950484345254154e-08
1979,8.426841446862454e-08,2.0481905949054635e-08
1980,1.193881615790815e-07,1.762396628635088e-08
1981,1.3220397931945627e-07,3.415796712147312e-08
1982,1.2849530151015642e-07,1.924325765401136e-08
1983,1.225171359919841e-07,1.705135410645653e-08
1984,1.0380225035078183e-07,1.797692661398287e-08
1985,1.1008471290097077e-07,1.8648229627160617e-08
1986,1.0130680294651029e-07,1.4386765556650971e-08
1987,1.1732768712136021e-07,3.422057304192094e-08
1988,1.0254107252194444e-07,2.818380373525997e-08
1989,1.1689700585293394e-07,1.8659616074501173e-08
1990,1.4329951625313697e-07,1.5801088437683575e-08
1991,1.4653663527042227e-07,1.3481369798284959e-08
1992,1.3389164621457894e-07,2.3692759754112558e-08
1993,1.1133806765428744e-07,3.212740296021366e-08
1994,1.313456721163675e-07,2.2682185019107237e-08
1995,1.0519554649590646e-07,2.0063067651676647e-08
1996,1.1103232111508987e-07,2.7224270837677977e-08
1997,1.179544071305827e-07,1.5823152565985765e-08
1998,1.4733520004028833e-07,2.6224711291433778e-08
1999,1.1425503032569395e-07,2.5136106529544122e-08
2000,1.0824177110180244e-07,2.2090157258958243e-08
2001,1.292457483259568e-07,2.1029816110740285e-08
2002,1.1128302901397547e-07,2.0153619217921914e-08
2003,1.1667383859048641e-07,1.583430631058036e-08
2004,1.272984633260421e-07,2.95121012072741e-08
2005,1.432192391348508e-07,2.567137258324692e-08
2006,1.0830050456434037e-07,4.076710879985512e-08
2007,1.2902168577966222e-07,1.837460494868992e-08
2008,1.204855379910441e-07,2.2564430324223395e-08
2009,1.1205252548052158e-07,2.098004614481397e-08
2010,1.2234623625317909e-07,2.1257068993918438e-08
2011,1.200727268724222e-07,1.9884653923440965e-08
2012,1.0485098300705431e-07,1.974466634635519e-08
2013,9.90139383816313e-08,2.342865101923053e-08
2014,1.1022115842251878e-07,3.031623307947484e-08
2015,1.0151915574851955e-07,2.992376835209143e-08
2016,1.000457245936559e-07,2.8791626860424913e-08
2017,1.182337356908647e-07,2.7671724467381864e-08
2018,1.226196673087543e-07,2.6589107804397827e-08
2019,1.2729428533475584e-07,2.653027308952005e-08
