year,brûlant_VERB en_ADP,brûlant_VERB sans_ADP
1955,7.508486277174597e-09,5.631364707880948e-09
1956,1.744228317335228e-09,1.744228317335228e-09
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,4.1361216673863055e-09,5.790570245522986e-09
1959,4.650448692800069e-09,4.650448914844674e-09
1960,1.3841666701708277e-09,4.152500121534786e-09
1961,6.948159270159238e-10,2.779263708063695e-09
1962,5.073564957047694e-09,1.9025869213429303e-09
1963,1.2932106496776896e-09,3.2330267352165265e-09
1964,3.0419841645645818e-09,4.867174663303331e-09
1965,2.188817349590977e-09,5.472043373977442e-10
1966,1.6617224263271169e-09,4.985167390003653e-09
1967,0.0,1.9721342336964653e-09
1968,8.982831700699023e-10,1.7965663401398047e-09
1969,5.904285033109247e-09,2.2708788183223305e-09
1970,4.5987250119061684e-10,1.8394900047624674e-09
1971,4.6245578477766e-09,1.0276794970565106e-09
1972,2.5650734314375256e-09,0.0
1973,1.102640756478479e-09,5.513203782392395e-10
1974,3.3753431161187564e-09,1.1251143350321513e-09
1975,1.1422960355389478e-09,1.1422960355389478e-09
1976,4.570821443561357e-09,1.142705374768127e-09
1977,0.0,2.938390863960194e-09
1978,2.3762365408686037e-09,1.7821774056514528e-09
1979,5.851973350345929e-10,4.096381456264453e-09
1980,5.685150683554241e-10,1.7055452605774235e-09
1981,1.2651099057237047e-09,1.2651099057237047e-09
1982,4.345251713999687e-09,1.2415004579935385e-09
1983,5.052252838311233e-09,1.2630632095778083e-09
1984,2.3196033982486597e-09,1.1598016991243298e-09
1985,1.8046674155058895e-09,2.4062232206745193e-09
1986,2.3977941854269602e-09,3.5966913891627428e-09
1987,1.8332451112712533e-09,6.110816852533674e-10
1988,2.9982769045311386e-09,2.99827696004229e-09
1989,2.7440609784434855e-09,3.2928733073589456e-09
1990,0.0,1.089730194969718e-09
1991,5.861465202094962e-10,1.1722930404189924e-09
1992,5.509944167592096e-10,2.2039776670368383e-09
1993,3.323524566667402e-09,1.1078414852150331e-09
1994,3.164956019485743e-09,1.0549853213248639e-09
1995,2.1689803286761844e-09,5.422450821690461e-10
1996,1.067618438099771e-09,3.2028553142993132e-09
1997,9.58978896292706e-10,1.917957792585412e-09
1998,9.536258449571733e-10,2.3840645013706308e-09
1999,2.7421207526856506e-09,1.3710603763428253e-09
2000,0.0,8.836062992401139e-10
2001,1.3143635069212678e-09,1.7524847129024579e-09
2002,0.0,1.3143663935011318e-09
2003,1.2500768753476166e-09,1.6667691671301554e-09
2004,1.3214374039449694e-09,1.3214374039449694e-09
2005,4.5037495954858286e-10,1.3511248786457486e-09
2006,2.8825228870488218e-09,4.529678854225949e-09
2007,3.595031605740928e-09,2.7961355453243186e-09
2008,2.128719839289417e-09,2.1287198115338413e-09
2009,1.907277002999308e-09,3.337734755248789e-09
2010,0.0,3.7790344187271785e-09
2011,4.206369003112442e-09,6.1183550448262736e-09
2012,3.744677928851914e-09,4.085103366691101e-09
2013,3.0680376017500066e-09,5.020424964641279e-09
2014,2.5985342211320983e-09,4.5474349286145355e-09
2015,3.989835711815104e-09,2.21657536769726e-09
2016,2.899876117012923e-09,3.314144070287739e-09
2017,2.0124890642847504e-09,2.012489092040326e-09
2018,1.5488800242380307e-09,2.581466596041082e-09
2019,3.0611854162643226e-09,2.04079020349468e-09
