year,aidant_VERB en_ADP,aidant_VERB sans_ADP
1864,1.1507347075223606e-08,8.151037178549814e-09
1865,1.0825742080555756e-08,1.97687466396701e-08
1866,4.865613079108044e-09,5.352174259343201e-09
1867,4.367530337390235e-09,2.91168689159349e-09
1868,5.433861360870651e-09,1.333765986544222e-08
1869,5.371870948067681e-09,0.0
1870,1.9495765002375265e-08,2.2936195165357276e-09
1871,4.248470908407853e-09,1.0621177271019633e-09
1872,3.628403577593531e-09,6.047339295989218e-10
1873,8.979006871356887e-09,3.591602570907071e-09
1874,7.169530746864439e-09,0.0
1875,2.2886108563824337e-09,1.1443054281912168e-09
1876,1.813804439976252e-09,1.209202959984168e-09
1877,2.4739263970730008e-09,8.040260901509555e-09
1878,1.1474268646338714e-08,8.4547240319921e-09
1879,1.0996785704264767e-08,8.55305515301552e-09
1880,8.343199908722454e-09,0.0
1881,2.7890030285249168e-09,1.3945015142624584e-09
1882,3.9932310791357395e-09,4.6587693702804245e-09
1883,1.0110942305630033e-08,1.1374810426900694e-08
1884,9.902545450302114e-09,1.9805090900604227e-09
1885,4.511945039809007e-09,6.445635691854079e-10
1886,7.098810428374236e-09,2.5813855497602844e-09
1887,1.3057849246322917e-09,0.0
1888,1.014498351992188e-08,3.1703073499755874e-09
1889,5.012109394186837e-09,0.0
1890,5.898947996740844e-09,0.0
1891,1.8485238229004608e-08,8.92390783491237e-09
1892,4.387958441043338e-09,1.8805537127519756e-09
1893,8.621783287310336e-09,1.2316833108982905e-09
1894,3.150769645188234e-09,5.671385139294216e-09
1895,3.611168697403855e-09,2.4074457982692365e-09
1896,7.076434549446731e-09,1.1794058174530164e-08
1897,6.409385022720926e-09,8.157399200570126e-09
1898,7.921697076085366e-09,7.355861253444118e-09
1899,9.39688327150634e-09,4.4220627160029835e-09
1900,3.633737311048435e-09,0.0
1901,1.676621730339889e-09,7.824234593556412e-09
1902,8.838511256215043e-09,3.928227076954727e-09
1903,2.1600881083827517e-09,1.1340462791054051e-08
1904,5.374625189347171e-09,2.1498500757388683e-09
1905,6.708986699521802e-09,3.6125313851442797e-09
1906,5.658602919567102e-09,3.600929110447737e-09
1907,2.057137349353866e-09,6.1714118260169926e-09
1908,5.893666887857307e-09,6.875944702500192e-09
1909,6.0510818578052294e-09,1.6502950117569526e-09
1910,6.947395991829808e-09,1.6032452032632705e-09
1911,8.51259862599818e-09,3.7242617878519013e-09
1912,8.335073964360618e-09,1.3023552902780011e-08
1913,7.42418571064718e-09,0.0
1914,4.018046340092951e-09,2.678697486047099e-09
1915,1.1780761921542648e-09,0.0
1916,7.691223435912775e-09,2.197492410260793e-09
1917,1.315970976634162e-08,4.386569774084137e-09
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,1.3811772170413406e-08,4.603924352863942e-09
1920,4.543339038320937e-09,4.543339038320937e-09
1921,9.844571380313027e-09,8.330022005509363e-09
1922,1.1804697219730542e-08,5.164555005876537e-09
1923,1.2739137744688378e-08,8.492758496458919e-09
1924,6.445812328337297e-09,3.867487219366694e-09
1925,5.499089184013428e-09,3.299453377181294e-09
1926,1.114613823460786e-08,4.458455382660986e-09
1927,4.4596899506643695e-09,1.4493992672726108e-08
1928,1.0283437212876834e-08,1.3711249025050165e-08
1929,1.6710609784809094e-08,0.0
1930,5.2518016602221e-09,8.402882833991043e-09
1931,1.2545892325022123e-08,4.5621426636444085e-09
1932,1.0959536389520963e-08,2.1919073223131136e-09
1933,1.8353059516584835e-08,2.2941324395731044e-09
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,2.393656828303392e-09,7.180970484910176e-09
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,7.554670666820584e-09,2.5182236296217297e-09
1938,9.075650453382877e-09,3.8895642262559704e-09
1939,1.6823456405745674e-08,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,0.0
1945,1.089252066321933e-08,0.0
1946,8.352662561605939e-09,2.7842208538686464e-09
1947,1.0728784083369192e-08,3.5762612871081956e-09
1948,5.435944139264848e-09,4.348755133776194e-09
1949,5.890204768377316e-09,1.9634016634739737e-09
1950,9.571825110299415e-09,3.190608444114673e-09
1951,1.1727541604500402e-08,6.396841278899501e-09
1952,7.381362632230548e-09,5.272402070488624e-09
1953,5.386913581872932e-09,3.232148326759443e-09
1954,1.07497895029951e-08,1.07497895029951e-08
1955,9.385608290557457e-09,2.815682353940474e-09
1956,9.593255301254544e-09,1.744228317335228e-09
1957,9.718541527092839e-09,7.068030161150318e-09
1958,4.9633461784992505e-09,2.4816730892496253e-09
1959,1.7826719656000023e-08,3.100299128533379e-09
1960,7.612916519406099e-09,4.844583401109048e-09
1961,1.111705483225478e-08,8.33779090214648e-09
1962,8.244543714397423e-09,5.0735651235811474e-09
1963,1.4871922360271128e-08,3.2330267352165265e-09
1964,1.5818317322668918e-08,7.300761772910391e-09
1965,1.4227312938874803e-08,1.6416130677043839e-09
1966,1.273987226824147e-08,3.8773522170743036e-09
1967,6.409436092980059e-09,4.930335695263466e-09
1968,9.431973424511852e-09,3.1439910674890825e-09
1969,1.4533624970169967e-08,1.3625273131978588e-09
1970,1.0577067222072856e-08,5.058597540852361e-09
1971,6.679916619845017e-09,5.138397263237948e-09
1972,7.69522046084603e-09,5.130146862875051e-10
1973,7.718485406371656e-09,3.3079223804577396e-09
1974,9.00091468025721e-09,2.2502286700643026e-09
1975,8.567219822452898e-09,1.1422960355389478e-09
1976,1.314111219841152e-08,7.427584769459372e-09
1977,9.990529292736028e-09,4.11374712072643e-09
1978,8.910887139279566e-09,6.534650598410963e-09
1979,5.851973128301324e-09,2.3407893401383717e-09
1980,1.193881615790815e-08,6.822181042309694e-09
1981,1.138598904049104e-08,5.060439622894819e-09
1982,1.5518756057986138e-08,4.966001831974154e-09
1983,1.326216381158929e-08,2.5261264191556165e-09
1984,1.0438215014563212e-08,8.69851302098823e-09
1985,5.414002135495366e-09,9.624892882698077e-09
1986,5.994485352545098e-09,5.994485463567401e-10
1987,9.166224945733603e-09,2.4443267410134695e-09
1988,5.99655392008458e-09,1.798966087207532e-09
1989,1.4269117443177493e-08,5.488122178931576e-10
1990,7.62811153132148e-09,8.172976073694826e-09
1991,1.1722930182145319e-08,5.2753188484189195e-09
1992,1.3774860863069449e-08,7.713921945651236e-09
1993,1.0524494165053966e-08,4.985286850001103e-09
1994,1.2132331583813993e-08,5.802419433820205e-09
1995,1.2471637056421514e-08,7.0491861237087505e-09
1996,9.074756945892659e-09,6.939520069693117e-09
1997,8.630809844589749e-09,5.274384040632185e-09
1998,4.7681290027412615e-09,4.7681290027412615e-09
1999,1.1425503210205079e-08,5.484241505371301e-09
2000,1.8555732950176207e-08,7.510653432518666e-09
2001,3.5049694258049158e-09,6.133696661692056e-09
2002,9.63868718173444e-09,6.133709984368352e-09
2003,8.333845613606172e-09,2.9168460979889232e-09
2004,8.369103632333008e-09,2.642874807889939e-09
2005,1.3961623857028371e-08,4.503749373441224e-09
2006,4.941467679486777e-09,9.059357708451898e-09
2007,1.6377365241737607e-08,6.391167151065247e-09
2008,1.1495087548496485e-08,6.3861596011349775e-09
2009,1.3827758493789588e-08,6.198650481792356e-09
2010,1.1809482280966677e-08,6.140930874920514e-09
2011,1.185431308670104e-08,5.353560705856353e-09
2012,1.4638286915946708e-08,7.829781267787439e-09
2013,1.2272150407000026e-08,1.1993237514218436e-08
2014,6.929424548052232e-09,6.063246349441442e-09
2015,1.10828768384863e-08,1.0196246513771712e-08
2016,1.3670844151159045e-08,5.178350193091319e-09
2017,1.0062445099379147e-08,9.810884549210641e-09
2018,1.2132893467686756e-08,7.228107001822082e-09
2019,7.90806176098613e-09,5.867272001580659e-09
