year,quand_CONJ en_PRON,quand_CONJ cent_DET
1800,5.659496160603794e-08,3.144164395507687e-08
1801,1.04772034603684e-07,1.1905912700171939e-08
1802,1.4098392853156838e-07,8.951360541686881e-09
1803,7.606322949271771e-08,0.0
1804,1.2606439980800133e-07,9.887403784603066e-09
1805,9.097208675257207e-08,0.0
1806,1.0662175498055149e-07,1.152667650217154e-08
1807,4.839823652957875e-08,8.540865792383556e-09
1808,3.172503637571822e-08,6.798221985349073e-09
1809,5.873479524964864e-08,0.0
1810,7.956430891908894e-08,1.4040760554223652e-08
1811,5.264861258069686e-08,5.0141535368197765e-09
1812,6.668020446909395e-08,0.0
1813,7.764502640839055e-08,0.0
1814,4.405348086322647e-08,0.0
1815,5.66416948899473e-08,0.0
1816,5.7940097164532745e-08,2.3176038865813098e-09
1817,7.940054302935096e-08,1.2454987263765815e-08
1818,7.629553522292554e-08,1.1921177378582115e-09
1819,7.349245478849298e-08,1.9666995143552413e-08
1820,6.407899810767503e-08,2.8479555602700657e-08
1821,6.705811905760584e-08,5.9168927535324656e-09
1822,5.81485721795616e-08,5.012807946513931e-09
1823,7.906149246394989e-08,9.882686891060644e-10
1824,7.831634540877985e-08,2.105278085196005e-08
1825,1.047847710822225e-07,3.522177216552791e-09
1826,6.782147821127182e-08,5.284790383086602e-09
1827,5.99122760291948e-08,1.8434546111834038e-09
1828,4.76959645112629e-08,4.586150570418113e-09
1829,5.658296392541118e-08,8.57317605795771e-10
1830,5.114049628218709e-08,1.0436835840010872e-09
1831,8.419251429359065e-08,3.1182412207897414e-09
1832,6.900284255095812e-08,8.117981842303834e-09
1833,7.52935847003755e-08,2.3167257001688313e-09
1834,9.521221855379736e-08,2.8003592777992026e-09
1835,7.260564416355919e-08,6.806779140333674e-09
1836,9.47625775071792e-08,6.720749956556915e-09
1837,8.349469204915749e-08,1.461157062010443e-08
1838,5.617824250236936e-08,2.5248647617104325e-09
1839,7.760537457102146e-08,1.0487212875887053e-08
1840,6.178597899975102e-08,6.3696887764308485e-09
1841,7.062603435414871e-08,1.0914932957462042e-08
1842,7.312009131510422e-08,0.0
1843,9.451057891851633e-08,8.269675610961258e-09
1844,7.464443646520991e-08,6.037417232818143e-09
1845,9.318980931372067e-08,5.580227835366713e-09
1846,7.786486833083472e-08,1.2879902477891392e-08
1847,6.579733025091627e-08,1.240441438454809e-08
1848,6.516629724728773e-08,2.413566457803995e-09
1849,6.284561138159006e-08,8.379414939696517e-10
1850,6.924775952654727e-08,7.467895635215882e-09
1851,6.900899407469296e-08,2.579775504329973e-09
1852,1.0807505645971105e-07,1.0416872697760482e-08
1853,8.719020505587594e-08,7.763511611358354e-09
1854,9.715892490547162e-08,1.2469594468100809e-08
1855,9.870903383557561e-08,8.491099379170919e-09
1856,9.215396773454287e-08,1.50138483867579e-08
1857,9.958278757160599e-08,3.4170564155999728e-09
1858,8.172438809017635e-08,1.9574704079872163e-09
1859,9.675129675201788e-08,2.036869339860914e-09
1860,1.0298663610797121e-07,1.2816114836056158e-08
1861,1.3581975777388067e-07,3.772770984511453e-09
1862,1.292144098385961e-07,3.162590411776023e-09
1863,9.98924178929883e-08,2.4973103585068657e-09
1864,1.1795030507855131e-07,8.630510306417705e-09
1865,1.1390563514623864e-07,5.648213119435752e-09
1866,1.0655692150862706e-07,4.865612801552288e-09
1867,1.300553460481524e-07,4.85281148598915e-09
1868,1.1855697934493037e-07,5.9278488784286765e-09
1869,9.327521643953673e-08,4.395167230164532e-09
1870,1.422044100252151e-07,7.454262984651905e-09
1871,1.6250401557726946e-07,7.434823867669138e-09
1872,1.566260861007862e-07,6.047339518033823e-09
1873,1.62819318916263e-07,4.190203073406451e-09
1874,1.2725917741818193e-07,0.0
1875,1.4532679060152986e-07,5.149374260327022e-09
1876,1.6807921232597778e-07,1.0278225381910033e-08
1877,1.3049961467004323e-07,7.421779191219002e-09
1878,1.262169567750604e-07,7.850815053611626e-09
1879,1.5517686335897451e-07,1.7717042943843353e-08
1880,1.1295409629852315e-07,1.2835692508872398e-09
1881,1.1295462215565877e-07,4.183504653809678e-09
1882,1.4575293305618686e-07,6.655384909848294e-09
1883,1.1185230014421066e-07,1.2638677882037541e-09
1884,1.3863563452787275e-07,1.0562715146988921e-08
1885,1.3922573316449416e-07,8.379326343899152e-09
1886,1.27778586156424e-07,5.162771044009418e-09
1887,1.305784944616306e-07,2.6115698492645834e-09
1888,1.236419819861112e-07,2.53624587998047e-09
1889,1.2592925074939032e-07,3.759081934617825e-09
1890,1.2649966407707325e-07,2.621754646714436e-09
1891,1.4724448149650016e-07,6.374220040683554e-10
1892,1.1534062949181134e-07,0.0
1893,1.268633802453678e-07,9.23762488724833e-09
1894,1.4052433017219812e-07,0.0
1895,1.2699276275007776e-07,0.0
1896,8.31481068441775e-08,1.179405795248556e-09
1897,1.2527434101183843e-07,2.913356778044829e-09
1898,1.36932188365968e-07,1.13167097914868e-09
1899,1.0391847382607011e-07,1.1055156790007459e-09
1900,1.1316495829305495e-07,5.191053142894475e-10
1901,9.947955348366122e-08,5.588738916095792e-10
1902,1.0655315707541746e-07,1.4730851538580225e-09
1903,9.288379132499358e-08,1.0800440541913758e-09
1904,9.405594347811075e-08,0.0
1905,1.228260622099242e-07,3.6125313851442797e-09
1906,9.619624918855152e-08,4.115347618238729e-09
1907,7.5599796645065e-08,2.0571372938427146e-09
1908,8.447589405768952e-08,1.4734167219643268e-09
1909,9.131632872083628e-08,3.850688656825696e-09
1910,1.0581418197208592e-07,3.2064905175488434e-09
1911,8.406191098764282e-08,3.1922244847493175e-09
1912,9.58533508121917e-08,3.125652625612929e-09
1913,8.431753745208326e-08,5.833288740930698e-09
1914,1.0915692377766462e-07,1.3393487430235496e-09
1915,9.306802084552146e-08,0.0
1916,9.00971883766033e-08,0.0
1917,7.018511571921238e-08,3.289927441585405e-09
1918,1.1601240146319469e-07,5.743188147278033e-09
1919,1.2338517052512543e-07,2.762354511798293e-09
1920,7.117897915520643e-08,9.086678076641874e-09
1921,6.209652803068622e-08,7.572747762196741e-09
1922,8.115728977742265e-08,1.4755870969551665e-09
1923,7.855801698042342e-08,2.1231896241147297e-09
1924,7.992807293799586e-08,3.867487330388997e-09
1925,7.478761077095442e-08,6.598906976407193e-09
1926,6.241837624543223e-08,3.3438415369957397e-09
1927,5.463120267279464e-08,8.919380012351041e-09
1928,4.113374962866345e-08,6.8556247345696875e-09
1929,7.909688548579652e-08,3.342121912552898e-09
1930,9.243171383843674e-08,0.0
1931,6.957267562057723e-08,1.1405356659111021e-09
1932,6.466126700743757e-08,0.0
1933,5.735331143341682e-08,2.2941324395731044e-09
1934,4.4331846638101524e-08,1.1981580172459871e-09
1935,5.744776476745983e-08,2.393656828303392e-09
1936,6.789840156784521e-08,8.487300195980652e-09
1937,3.1477795481293924e-08,3.777335333410292e-09
1938,6.223302884134085e-08,1.2965214457594243e-09
1939,4.435274547631707e-08,7.647025235257843e-09
1940,6.593035783986068e-08,0.0
1941,2.066051862925633e-08,2.9515025978810172e-09
1942,1.0619741308559583e-07,0.0
1943,4.3548528338988035e-08,0.0
1944,3.534504777746861e-08,6.4263723231761105e-09
1945,5.010559256390934e-08,1.089252066321933e-08
1946,8.074240653854758e-08,2.7842208538686464e-09
1947,6.556478981956104e-08,2.3841741914054637e-09
1948,5.435943961629164e-08,1.0871887834440486e-09
1949,5.3993546078601184e-08,7.85360643185129e-09
1950,7.019338710279044e-08,0.0
1951,4.9042446770286574e-08,1.0661401761424827e-09
1952,6.221434034614504e-08,6.326882129314981e-09
1953,4.9559605419524644e-08,5.386913581872932e-09
1954,5.961247140362502e-08,6.840775279570721e-09
1955,5.631364752289869e-08,9.385607846468247e-10
1956,4.447782231409292e-08,4.36057079333807e-09
1957,5.0359713954506446e-08,0.0
1958,7.693186532264917e-08,2.481673033738474e-09
1959,4.107896334204497e-08,7.750747821333448e-10
1960,5.467458358277e-08,4.152500121534786e-09
1961,4.8637114946625815e-08,6.25334317660986e-09
1962,5.45408259111646e-08,6.341956404476434e-10
1963,4.849539947393566e-08,1.9398159745165344e-09
1964,6.935723972922858e-08,2.4335873316516654e-09
1965,5.7456456481475016e-08,4.377634810204256e-09
1966,5.539074665605881e-08,4.985167390003653e-09
1967,4.683818882744717e-08,2.4651677921205817e-09
1968,5.749012288447375e-08,4.042274182047834e-09
1969,5.0413512420188766e-08,3.1792304344691047e-09
1970,7.219998288121587e-08,6.898087545614828e-09
1971,6.320228962408692e-08,7.707596116901527e-09
1972,5.232749877848164e-08,3.0780881177250308e-09
1973,6.836372673513225e-08,3.3079223804577396e-09
1974,4.837991790518359e-08,2.250228725575454e-09
1975,6.511087491389844e-08,0.0
1976,6.399150004332554e-08,2.8567634369203176e-09
1977,4.8189611634441576e-08,5.289103488514968e-09
1978,4.990096613699535e-08,2.9702956760857546e-09
1979,4.506019557481977e-08,2.3407893401383717e-09
1980,7.220141395869462e-08,1.7055452050662723e-09
1981,4.7441622186283894e-08,0.0
1982,5.400526781329518e-08,1.2415004579935385e-09
1983,4.547027288026584e-08,1.89459470334441e-09
1984,4.871167114117725e-08,5.799008495621649e-10
1985,4.8726021995015856e-08,1.2031116103372597e-09
1986,4.435919120915344e-08,2.3977941854269602e-09
1987,5.1330861339238254e-08,2.4443267410134695e-09
1988,3.95772560835006e-08,1.798966087207532e-09
1989,5.982053075115346e-08,5.4881220679092735e-09
1990,4.9582725480945555e-08,2.7243255429354463e-09
1991,5.392547974825135e-08,3.516879065745826e-09
1992,5.895640292630233e-08,5.509944167592096e-10
1993,5.982343909138876e-08,6.647048911290199e-09
1994,6.593658419262738e-08,5.274926606624319e-10
1995,5.9104714011937176e-08,2.168980273165033e-09
1996,4.750901894112758e-08,1.067618438099771e-09
1997,6.616954295601829e-08,1.917957792585412e-09
1998,4.7681291803769454e-08,1.9072516899143466e-09
1999,5.4385394854250535e-08,2.7421206971744994e-09
2000,4.329670666436414e-08,2.2090157481002848e-09
2001,5.2136419625981034e-08,3.943090631786106e-09
2002,5.827024551763316e-08,1.752488598683044e-09
2003,4.250261498306429e-08,4.1669229178253886e-10
2004,6.783378658781203e-08,1.7619165015858584e-09
2005,5.404499370254001e-08,3.1526248278623825e-09
2006,6.176834793647501e-08,2.8825229980711242e-09
2007,5.6721610880439144e-08,1.9972397624634652e-09
2008,6.51388258887664e-08,0.0
2009,7.247652633601831e-08,2.860915504498962e-09
2010,7.038451532714873e-08,0.0
2011,6.53899218105991e-08,3.059177577924288e-09
2012,7.251058203872063e-08,2.0425516000788235e-09
2013,7.223833975444904e-08,2.510212593342942e-09
2014,7.427477105581559e-08,2.5985342766432495e-09
2015,7.292532855363021e-08,5.763096111444099e-09
2016,7.436110793790363e-08,3.314144070287739e-09
2017,7.496521803318501e-08,1.5093667704579872e-09
2018,7.718585531835132e-08,3.872199894061623e-09
2019,7.270315138807604e-08,6.12237061048404e-09
