year,écrivant_VERB en_ADP,écrivant_VERB cent_DET,ecrivant_VERB en_ADP
1800,2.1694735607979965e-07,0.0,0.0
1801,1.262026785298076e-07,0.0,0.0
1802,9.398928568771225e-08,0.0,0.0
1803,7.606323038089613e-08,0.0,0.0
1804,1.0628959046243835e-07,0.0,0.0
1805,1.5635826855486812e-07,0.0,0.0
1806,3.7461699520235925e-08,0.0,8.645007376628655e-09
1807,5.97860605466849e-08,0.0,0.0
1808,1.6315732409566408e-07,0.0,2.2660739951163578e-09
1809,8.132509776714869e-08,0.0,0.0
1810,2.620942041176022e-07,0.0,0.0
1811,2.1811567307850055e-07,0.0,0.0
1812,2.2404549326893175e-07,0.0,1.3336041604361526e-08
1813,1.121539270343419e-07,0.0,0.0
1814,1.5733385794192145e-07,0.0,4.405347908686963e-08
1815,1.348611817775236e-07,0.0,2.697223555614414e-09
1816,1.4137383175238938e-07,0.0,4.6352077731626196e-09
1817,1.7281294617532694e-07,0.0,1.556873407970727e-09
1818,1.287487094714379e-07,0.0,3.5763532135746345e-09
1819,1.3249344021915022e-07,0.0,0.0
1820,1.7325062628970045e-07,0.0,1.1866481131050932e-09
1821,1.8835442405773506e-07,0.0,9.86148829262845e-10
1822,1.3334069137727056e-07,0.0,0.0
1823,1.087095569118901e-07,0.0,0.0
1824,1.515800249762833e-07,0.0,5.894778887238772e-09
1825,7.13240879690602e-08,0.0,0.0
1826,2.1491481561053405e-07,0.0,0.0
1827,1.1429418833586169e-07,0.0,0.0
1828,1.733564971573287e-07,0.0,9.172301251858528e-10
1829,1.5517449014623708e-07,0.0,2.571952817387313e-09
1830,1.3046044422537761e-07,0.0,0.0
1831,1.6994414409055025e-07,0.0,0.0
1832,1.5018265742128278e-07,0.0,4.058990921151917e-09
1833,1.0888610546544442e-07,0.0,0.0
1834,1.6335428654201678e-07,4.667265685043276e-09,9.334530925997342e-10
1835,8.31939672707449e-08,0.0,0.0
1836,6.115882911217341e-08,0.0,2.016224964762614e-09
1837,1.6977254524430663e-07,0.0,1.1828414692161004e-08
1838,1.7800297147374522e-07,0.0,6.312161904276081e-10
1839,1.5870649017202254e-07,1.3982950353153e-09,4.894032734625853e-09
1840,1.4459193664606573e-07,0.0,0.0
1841,1.9454262112361675e-07,0.0,1.926164561183441e-09
1842,1.2745704225380905e-07,0.0,2.683306021822318e-09
1843,1.1282200063078562e-07,5.906911071384968e-10,1.1813822142769936e-09
1844,1.1635749785909866e-07,0.0,2.7442805805577564e-09
1845,1.1551072082172098e-07,0.0,1.674068439427856e-09
1846,1.510461373754879e-07,5.854501328173001e-10,0.0
1847,1.6772925715002884e-07,0.0,4.853901280910122e-09
1848,1.0136979256003542e-07,1.6090443422100975e-09,0.0
1849,1.1982562853063428e-07,0.0,4.1897072478036534e-09
1850,1.0115603998883671e-07,0.0,0.0
1851,1.064157402197452e-07,0.0,6.449438760824933e-09
1852,1.438830565803073e-07,0.0,6.510545436100301e-10
1853,1.487011047629494e-07,0.0,1.1943863675867306e-09
1854,1.9379828924970255e-07,0.0,1.5586993362681767e-09
1855,1.204674759947011e-07,0.0,0.0
1856,1.1130957106031403e-07,0.0,5.177189232874468e-10
1857,1.3521780695135988e-07,4.881509085841174e-10,5.857810903009408e-09
1858,1.4632091338562248e-07,0.0,2.4468380654951716e-09
1859,1.522559784916666e-07,1.5276520048956854e-09,9.165912473463322e-09
1860,1.4601216102860803e-07,0.0,0.0
1861,1.612859579225301e-07,0.0,5.659156698811785e-09
1862,1.7574966926225954e-07,0.0,0.0
1863,1.5483324489196093e-07,0.0,0.0
1864,1.7884335923312733e-07,0.0,4.315255264231155e-09
1865,2.2169236402191927e-07,4.706844358715045e-10,0.0
1866,1.7516205907952553e-07,0.0,5.838735717134114e-09
1867,1.645103093750322e-07,0.0,5.338092634588065e-09
1868,1.9413704555049094e-07,2.9639244392143382e-09,3.951899252285784e-09
1869,1.4015700267044906e-07,0.0,4.395167341186834e-09
1870,1.9381084248593083e-07,0.0,1.7202146374017957e-09
1871,1.7737365487491275e-07,0.0,2.1242354542039266e-09
1872,1.917006597906834e-07,0.0,1.0885210954825197e-08
1873,1.5503751171763724e-07,0.0,4.788803575905831e-09
1874,1.3442869928326218e-07,0.0,4.182226565063729e-09
1875,1.5162047395378409e-07,0.0,1.716458086775674e-09
1876,2.091921129654395e-07,0.0,0.0
1877,1.4410621873572893e-07,0.0,2.4739263970730008e-09
1878,2.0230947628263607e-07,0.0,5.435179861734696e-09
1879,1.4479100540754075e-07,0.0,1.832797580370027e-09
1880,1.4055083763508947e-07,4.492492600149944e-09,1.2193908105473383e-08
1881,1.4781715496070547e-07,0.0,3.486253785656146e-09
1882,1.9167509002215866e-07,6.655385131892899e-10,1.3310770263785798e-09
1883,1.6114314560500276e-07,0.0,5.0554711528150165e-09
1884,2.1917634107637696e-07,0.0,4.621187876807653e-09
1885,1.8112236510603452e-07,1.2891271383708158e-09,5.156508553483263e-09
1886,1.4778432344542125e-07,6.453463874400711e-10,1.936039106809062e-09
1887,1.1947932199163347e-07,0.0,1.3057849246322917e-09
1888,1.6992847085006701e-07,6.340614699951175e-10,1.268122939990235e-09
1889,1.4096558054177422e-07,6.265136742733546e-10,1.2530273485467092e-09
1890,1.8090106790324967e-07,0.0,9.176140736144589e-09
1891,1.2111017744231845e-07,6.374220040683554e-10,6.374220040683554e-10
1892,1.454294906721998e-07,6.268512375839919e-10,2.5074049503359674e-09
1893,1.4041189988489577e-07,2.463366621796581e-09,1.847525021858587e-09
1894,1.6951141112997448e-07,0.0,3.150769645188234e-09
1895,1.5708583589457703e-07,1.2037228991346183e-09,4.213029924926559e-09
1896,1.4447720575461176e-07,0.0,7.076434549446731e-09
1897,1.485811971235762e-07,0.0,2.913356778044829e-09
1898,1.5730226810006798e-07,5.6583548957434e-10,8.487532454637403e-09
1899,1.3874222126730729e-07,1.1055156790007459e-09,6.633094074004475e-09
1900,1.2718079478446498e-07,0.0,6.74836919678512e-09
1901,1.4251283930732939e-07,0.0,7.824234371511807e-09
1902,1.532008626625725e-07,9.820567692386817e-10,4.419255628107521e-09
1903,1.7280704955879855e-07,5.400220270956879e-10,3.2401321625741275e-09
1904,1.7628770709876562e-07,0.0,1.4511488011237361e-08
1905,1.8372301813229797e-07,0.0,8.773290205432716e-09
1906,1.9907994452950106e-07,5.144184522798412e-10,6.687439713104482e-09
1907,1.902852098112362e-07,0.0,1.5428529565042481e-09
1908,1.586378735041194e-07,1.4734167219643268e-09,1.7681000663571922e-08
1909,1.540275451628048e-07,0.0,5.500983446538044e-09
1910,1.9452708033274035e-07,0.0,6.412980813053082e-09
1911,1.558869686668629e-07,2.128149656499545e-09,4.25629931299909e-09
1912,1.7399466312184586e-07,0.0,8.335073686804861e-09
1913,1.903773270139908e-07,0.0,9.015082902408267e-09
1914,1.9889329383460108e-07,0.0,6.027069510139427e-09
1915,1.4254721403261783e-07,1.1780761921542648e-09,9.424609537234119e-09
1916,1.5931819308256934e-07,0.0,2.307367097387214e-08
1917,1.6449637207927026e-07,0.0,2.4126133979507358e-08
1918,2.3087616440875536e-07,1.1486376294556067e-09,2.756730221875614e-08
1919,1.896816712587679e-07,0.0,1.9336481860143806e-08
1920,1.9157746145026522e-07,7.572231730534895e-10,9.086678076641874e-09
1921,1.9992053701400891e-07,2.2718242842501013e-09,1.8931868961402643e-08
1922,1.9035073028916827e-07,0.0,7.377935318242379e-09
1923,1.7516313732812705e-07,0.0,7.431163684401554e-09
1924,3.0424234065407063e-07,0.0,7.734974438733389e-09
1925,2.221631962839865e-07,0.0,9.898360353588487e-09
1926,2.1177663445115513e-07,0.0,4.458455382660986e-09
1927,2.385934134707668e-07,0.0,8.919380123373344e-09
1928,2.3537645432725185e-07,0.0,1.0283437212876834e-08
1929,2.22808122174456e-07,1.1140406375176326e-09,2.0052731031228177e-08
1930,2.2582747871702225e-07,0.0,8.402882945013346e-09
1931,1.813451779852926e-07,0.0,1.1405356659111021e-09
1932,2.1042309672480997e-07,0.0,1.53433514782364e-08
1933,1.9270711781871341e-07,0.0,1.3764795081527836e-08
1934,2.3244266245114886e-07,0.0,1.0783422155213884e-08
1935,1.902957196264765e-07,1.196828414151696e-09,1.3165112555668657e-08
1936,1.8065824392010654e-07,0.0,3.6374143697059935e-09
1937,2.1404901406896215e-07,0.0,1.510934133364117e-08
1938,2.2429820667468903e-07,0.0,9.075650453382877e-09
1939,1.9423444452826288e-07,0.0,1.6823455517567254e-08
1940,2.5864985442325406e-07,0.0,7.607348528892999e-09
1941,1.652841423727125e-07,0.0,1.7709016475464523e-08
1942,2.0632640040929573e-07,0.0,1.517105863158008e-08
1943,2.3516204827878084e-07,5.806470415592457e-09,5.806470415592457e-09
1944,2.2170985225500317e-07,0.0,2.2492303131116387e-08
