year,veut_VERB ôter_VERB,veut_VERB oter_VERB,veut_VERB sauter_VERB
1800,6.917161954334006e-08,0.0,1.8864987794131594e-08
1801,1.0715321963061797e-07,4.7623651688866175e-09,1.1905912700171939e-08
1802,8.056224487518193e-08,2.2378401354217203e-09,4.4756802708434407e-08
1803,7.411289004721766e-08,3.900678446910888e-09,8.776526527753958e-08
1804,7.168367943677367e-08,0.0,4.943701892301533e-09
1805,8.812921237222326e-08,2.842877711017877e-09,1.1371510844071508e-08
1806,4.610670600868616e-08,0.0,2.881669125542885e-09
1807,1.4804166426074516e-07,0.0,2.562259560079383e-08
1808,4.5321478125970316e-08,0.0,6.118399653587403e-08
1809,8.132509776714869e-08,0.0,0.0
1810,1.4976811257838563e-07,0.0,1.1700633351097167e-08
1811,9.025476543911282e-08,0.0,2.0056614147279106e-08
1812,2.6672083208723052e-08,0.0,0.0
1813,5.7514832008109806e-08,0.0,8.627225156487839e-09
1814,5.349351184236184e-08,0.0,4.72001566720337e-08
1815,1.1867783911156948e-07,8.091670444798638e-09,0.0
1816,1.5527946573001827e-07,0.0,2.3176038865813098e-09
1817,1.479029805295795e-07,0.0,2.9580593974287694e-08
1818,8.821671571013212e-08,1.1921177378582115e-09,1.9073883805731384e-08
1819,1.1903707530791507e-07,4.140420006848444e-09,1.6561680027393777e-08
1820,1.696906792858499e-07,1.1866481131050932e-09,3.20394981656591e-08
1821,1.5581152013055544e-07,1.97229765852569e-09,7.88919063410276e-09
1822,1.6843034700286807e-07,0.0,0.0
1823,7.016707570528524e-08,9.882686891060644e-10,3.063632902922109e-08
1824,1.0779024250950897e-07,2.5263338088166165e-09,3.03160057057994e-08
1825,6.868245350233337e-08,0.0,9.68598712347557e-09
1826,1.3300056878051691e-07,1.7615968683770689e-09,1.9377566218281572e-08
1827,9.125100319806734e-08,0.0,7.373818444733615e-09
1828,1.0456423638061096e-07,0.0,1.4675682002973645e-08
1829,1.3031227297233272e-07,0.0,4.029392641768936e-08
1830,6.575206867864836e-08,0.0,1.7742621594152297e-08
1831,1.1381580122815649e-07,1.5591206103948707e-09,1.5591206548037917e-08
1832,7.306183391619925e-08,0.0,1.3529969367098715e-09
1833,5.6759780875381693e-08,0.0,2.3167256557599103e-08
1834,5.880754372356023e-08,0.0,5.600718555598405e-09
1835,9.15133639978194e-08,7.563087933704082e-10,6.806779140333674e-09
1836,1.5726554636330548e-07,5.376600054063374e-09,1.0753200108126748e-08
1837,6.401259611266141e-08,6.957890930081589e-10,1.6698937344017395e-08
1838,8.39517539930057e-08,6.312161904276081e-10,3.787297142565649e-09
1839,4.754203075663099e-08,0.0,3.4957374772659477e-09
1840,7.45253601053264e-08,6.369688665408546e-10,5.095750932326837e-09
1841,7.062603657459476e-08,2.5682194149112547e-09,1.4767261191650505e-08
1842,4.9641162291891305e-08,0.0,2.884553929050071e-08
1843,6.674809327478215e-08,0.0,2.1855571574747046e-08
1844,9.604982409427976e-08,1.097712254427563e-09,6.586273748609983e-09
1845,7.254296008341043e-08,5.580227946389016e-10,1.3392547515422848e-08
1846,8.371937099127535e-08,5.854501328173001e-10,8.196302303531411e-09
1847,3.9909856752728956e-08,1.0786447290911383e-09,3.235934187273415e-09
1848,3.700802153616678e-08,1.6090443422100975e-09,8.84974404868899e-09
1849,7.457679629396807e-08,0.0,5.02764896381791e-09
1850,5.7706465383944305e-08,0.0,1.3577992064028876e-08
1851,6.836405219701192e-08,0.0,2.579775504329973e-09
1852,4.948014620254071e-08,6.510545436100301e-10,6.510545436100301e-09
1853,7.644072752555076e-08,5.971931837933653e-10,4.777545470346922e-09
1854,7.949366676029967e-08,5.195664454227256e-10,1.2989160858012383e-08
1855,6.42139355022664e-08,1.5920811335945473e-09,1.6982198758341838e-08
1856,7.351608388717068e-08,2.5885946719483854e-09,7.248064815001953e-09
1857,7.371078680762366e-08,0.0,8.78671624349181e-09
1858,5.334106845111819e-08,9.787352039936081e-10,1.2234189661342043e-08
1859,5.244938705573077e-08,1.5276520048956854e-09,1.884104072757964e-08
1860,7.506581312100025e-08,1.373155145145688e-09,1.2358396972445007e-08
1861,5.046081241744105e-08,0.0,1.9807048445841247e-08
1862,7.590217165898139e-08,4.517986262886353e-10,4.066187830886747e-09
1863,4.894728533599846e-08,0.0,1.1487627737949424e-08
1864,7.623617648278014e-08,9.589455896019672e-10,2.349416661218129e-08
1865,5.9306238142653456e-08,0.0,1.7415324293779122e-08
1866,6.665889884516218e-08,9.731225825149181e-10,9.731225603104576e-09
1867,4.949867715708933e-08,1.455843445796745e-09,4.85281148598915e-09
1868,6.718228462432307e-08,9.87974813071446e-10,1.0867722721741302e-08
1869,4.150991372853241e-08,0.0,2.0999133099053324e-08
1870,4.472558146062511e-08,0.0,2.064257564882155e-08
1871,3.823623728749226e-08,0.0,1.6993883633631413e-08
1872,3.5679303067581714e-08,6.047339295989218e-10,9.675742873582749e-09
1873,2.095101514498765e-08,0.0,7.781805422268917e-09
1874,4.421210775262807e-08,6.572069999322139e-09,4.182226565063729e-09
1875,4.520006413599731e-08,1.716458086775674e-09,9.7265964171811e-09
1876,3.9903696347209916e-08,6.04601479992084e-10,1.6928840551599933e-08
1877,6.184816214727107e-08,1.8554447978047506e-09,1.1751150275074451e-08
1878,3.200716847118201e-08,0.0,1.509772218355465e-08
1879,5.681672377022551e-08,0.0,1.2829582729523281e-08
1880,3.8507078414795615e-08,1.2835692508872398e-09,9.626769603698904e-09
1881,4.183504387356152e-08,0.0,1.324776466304911e-08
1882,3.3276926103553706e-08,6.655385131892899e-10,1.2645231528551903e-08
1883,4.107570461542309e-08,6.319338941018771e-10,6.951272890631799e-09
1884,3.036780782394999e-08,0.0,1.2543224237049344e-08
1885,2.9649923405372647e-08,3.2228177904158883e-09,1.160214413431504e-08
1886,2.0651084398082276e-08,6.453463874400711e-10,9.034849313138693e-09
1887,3.1991731930247624e-08,0.0,1.828098916689669e-08
1888,1.4583413587843097e-08,0.0,8.242799331981132e-09
1889,1.50363277384713e-08,1.2530273485467092e-09,5.6386229019267375e-09
1890,3.5393686204088226e-08,6.554386478008212e-10,6.554386366985909e-09
1891,3.505821055682645e-08,0.0,1.529812720946211e-08
1892,3.322311670217459e-08,0.0,6.268512375839919e-09
1893,2.278614097406262e-08,0.0,7.390100087434348e-09
1894,2.079507943619774e-08,0.0,9.452309157609307e-09
1895,2.9491211250842753e-08,0.0,1.2037228991346183e-08
1896,2.181900704556483e-08,0.0,4.1279202278587945e-09
1897,2.3889525024856084e-08,0.0,7.574727511894253e-09
1898,2.4330926606808134e-08,5.6583548957434e-10,5.6583546736987955e-09
1899,1.5477219506010442e-08,0.0,3.8693048765026106e-09
1900,2.28406342728249e-08,0.0,5.710158568206225e-09
1901,1.5089595351014395e-08,0.0,1.117747761014698e-08
1902,6.874397495693074e-09,0.0,8.347482705062248e-09
1903,1.9980815224585058e-08,5.400220270956879e-10,1.4580594509538969e-08
1904,8.599400302955473e-09,0.0,1.1286712897629059e-08
1905,1.7546581076999246e-08,0.0,5.676835002077496e-09
1906,9.773950537805831e-09,0.0,3.600929110447737e-09
1907,2.2114226894132116e-08,0.0,9.771402353919711e-09
1908,7.858222517143076e-09,0.0,6.384805573134145e-09
1909,2.0353638774395222e-08,0.0,1.1001967337165297e-08
1910,9.619471441624228e-09,0.0,1.068830179917768e-08
1911,1.755723388896513e-08,0.0,1.8089272302290738e-08
1912,1.3544495303108306e-08,0.0,1.40654377034366e-08
1913,2.8105844762649212e-08,0.0,1.3257474229533273e-08
1914,2.5447626228469744e-08,0.0,6.696743604095445e-09
1915,1.4136913861761968e-08,0.0,5.890381071793627e-09
1916,9.888715624128963e-09,0.0,9.888715624128963e-09
1917,1.864292187292449e-08,0.0,1.5352993543160665e-08
1918,1.8378202071289707e-08,0.0,1.1486376294556067e-09
1919,1.1049418269237776e-08,0.0,2.762354567309444e-09
1920,1.3630017114962811e-08,1.514446346106979e-09,3.786115865267448e-09
1921,1.741731914250977e-08,0.0,7.572747762196741e-09
1922,9.591316185719734e-09,0.0,7.377935484775833e-10
1923,1.2739137744688378e-08,0.0,1.4862327368803108e-08
1924,1.2891624656674594e-08,1.289162443462999e-09,7.734974438733389e-09
1925,8.798542339150117e-09,0.0,1.2097995494286806e-08
