year,veut_VERB ôter_VERB,veut_VERB oter_VERB,veut_VERB sauter_VERB
1926,2.229227646921572e-08,0.0,5.57306911730393e-09
1927,1.5608915049369898e-08,0.0,1.7838759802657478e-08
1928,5.713020723163709e-09,0.0,6.8556245125250825e-09
1929,7.798284684668033e-09,0.0,5.570202965543558e-09
1930,1.3654684494213143e-08,1.0503603542488804e-09,7.352522590764465e-09
1931,1.3686427990933225e-08,0.0,1.1405356659111021e-08
1932,1.53433514782364e-08,0.0,4.383814644626227e-09
1933,6.882397318719313e-09,1.1470662197865522e-09,5.735331320977366e-09
1934,8.38710612072191e-09,0.0,5.990790086229936e-09
1935,1.555876849579363e-08,0.0,9.574627313213568e-09
1936,1.576212937948185e-08,0.0,1.091224355320719e-08
1937,1.6368453259474336e-08,1.2591118148108649e-09,2.0145789036973838e-08
1938,1.2965214679638848e-08,0.0,1.5558256905023882e-08
1939,1.5294050470515685e-08,0.0,1.5294050470515685e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09,5.0715658339584024e-09
1941,1.4757512545315876e-08,0.0,8.854508237732261e-09
1942,9.102635090130207e-09,0.0,3.034211770724937e-09
1943,2.0322646676618206e-08,0.0,5.806470415592457e-09
1944,1.6065930807940276e-08,0.0,3.213186161588055e-08
1945,1.742803235060819e-08,0.0,1.3071024262956144e-08
1946,6.960552134671616e-09,0.0,1.3921104269343232e-08
1947,1.0728784083369192e-08,0.0,7.152522574216391e-09
1948,8.697510267552389e-09,0.0,1.195907639583993e-08
1949,1.0798709482173763e-08,9.817008317369869e-10,1.2762110479513922e-08
1950,2.5524867552917385e-08,1.0635361480382244e-09,1.1698897850465073e-08
1951,1.4925962688039363e-08,0.0,7.462981344019681e-09
1952,4.2179215675730575e-09,0.0,7.381362632230548e-09
1953,2.1547654771580937e-09,0.0,8.619061908632375e-09
1954,3.224936762080688e-08,0.0,6.840775057526116e-09
1955,4.6928039232341234e-09,0.0,7.508486277174597e-09
1956,1.1337483840634377e-08,0.0,1.1337483840634377e-08
1957,8.835037590415595e-09,0.0,7.068030161150318e-09
1958,1.4062814024384807e-08,0.0,5.790570245522986e-09
1959,9.300897829689347e-09,0.0,1.007597205671118e-08
1960,1.4533750203327145e-08,6.920833350854139e-10,6.920833239831836e-09
1961,1.389631876236308e-08,0.0,4.86371165564492e-09
1962,2.029426049432459e-08,0.0,4.43936931660005e-09
1963,1.6165133231993423e-08,0.0,1.2932106940866106e-08
1964,2.6769461314302134e-08,0.0,1.520992043424485e-08
1965,2.3529786119524942e-08,1.6416130677043839e-09,9.849678406226303e-09
1966,1.9386762417639147e-08,0.0,7.754704434148607e-09
1967,1.3311906243984595e-08,0.0,1.0846738618397467e-08
1968,1.6169096284102125e-08,0.0,1.6169096284102125e-08
1969,2.0892086283197386e-08,2.7250546263957176e-09,9.537691525451919e-09
1970,1.4256047897731605e-08,0.0,8.277704743875347e-09
1971,2.6205826841874114e-08,0.0,5.652237344833111e-09
1972,1.5903454553267693e-08,0.0,1.0773308467548759e-08
1973,1.0475087464101307e-08,0.0,9.37244681864513e-09
1974,1.5751600912494723e-08,0.0,7.875800456247362e-09
1975,1.1422960355389478e-08,0.0,1.0851811893530794e-08
1976,9.712995741040231e-09,0.0,1.085570122683066e-08
1977,4.7014254711541525e-09,0.0,8.22749424145286e-09
1978,8.910887139279566e-09,0.0,1.3069301196821925e-08
1979,9.948355028654987e-09,1.7555920051037788e-09,8.192762912528906e-09
1980,1.3075846183596695e-08,0.0,7.390696055153967e-09
1981,8.223214109648325e-09,6.325549528618524e-10,6.958104314946922e-09
1982,8.690503427999374e-09,0.0,1.3035754697909852e-08
1983,5.68378455412244e-09,6.315316047889041e-10,8.841442245000053e-09
1984,1.275781880138993e-08,0.0,9.858314165001048e-09
1985,7.218669662023558e-09,6.015558051686298e-10,8.421781494405423e-09
1986,1.9182353483415682e-08,0.0,5.994485352545098e-09
1987,1.2832715334809564e-08,0.0,7.944062296871834e-09
1988,7.795519785247507e-09,0.0,7.195864348830128e-09
1989,1.3720305780395847e-08,0.0,1.1525056464734007e-08
1990,9.262707045820662e-09,0.0,6.538381391862913e-09
1991,1.1136783939491579e-08,0.0,1.2309077312977479e-08
1992,1.2121876835635703e-08,1.1019888335184191e-09,7.713921945651236e-09
1993,9.416652346772025e-09,0.0,1.661762283333701e-08
1994,1.0549853435293244e-08,0.0,5.802419433820205e-09
1995,1.572510655023507e-08,0.0,9.21816667442954e-09
1996,1.014237493990322e-08,0.0,3.736664311304594e-09
1997,9.110299181713799e-09,0.0,1.102825741838842e-08
1998,1.144351013948608e-08,0.0,8.10582001520288e-09
1999,3.656160929565999e-09,0.0,7.769341614505265e-09
2000,9.719669513685858e-09,8.836062992401139e-10,1.1486881668076876e-08
2001,7.448059946568719e-09,0.0,9.20054432640427e-09
2002,6.571832411594869e-09,4.38122149670761e-10,8.762443215459825e-09
2003,1.5417615628621206e-08,0.0,1.3750845795357236e-08
2004,1.3214373595360485e-08,4.404791253964646e-10,6.166707589017051e-09
2005,1.0808999029165989e-08,0.0,8.557123898356167e-09
2006,1.1941880373456115e-08,1.2353669198716943e-09,1.2765458912156191e-08
2007,1.1583990655594789e-08,1.5977917877663117e-09,9.18730247434496e-09
2008,9.79211112195344e-09,0.0,1.1069342775726909e-08
2009,1.0966842545201416e-08,0.0,5.721831008997924e-09
2010,1.2281861749841028e-08,0.0,1.322662068758973e-08
2011,9.177532511728259e-09,0.0,1.185431308670104e-08
2012,8.170206733382201e-09,0.0,1.838296448397614e-08
2013,6.693900100884775e-09,0.0,1.7292574483462886e-08
2014,1.1909948582911056e-08,0.0,2.2087540685333806e-08
2015,1.440773989003219e-08,0.0,2.0614150386677466e-08
2016,1.4499380363020009e-08,0.0,1.677785377296459e-08
2017,8.804639684001359e-09,0.0,1.7609279368002717e-08
2018,1.0325866384164328e-08,0.0,1.987729447705533e-08
2019,1.2754938438774843e-08,0.0,1.5050828139351324e-08
