year,visant_VERB en_ADP,visant_VERB sans_ADP
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,3.900678446910888e-09,0.0
1804,0.0,0.0
1805,8.528632911009026e-09,0.0
1806,0.0,0.0
1807,3.131650672116848e-08,0.0
1808,2.2660739951163578e-09,4.5321479902327155e-09
1809,1.129515236897305e-08,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,1.1502966579257645e-08,0.0
1814,1.2586708564299443e-08,0.0
1815,5.394447111228828e-09,0.0
1816,2.3176038865813098e-09,2.3176038865813098e-09
1817,0.0,0.0
1818,3.5763532135746345e-09,0.0
1819,3.1053151161586356e-09,0.0
1820,1.0679833017945839e-08,0.0
1821,0.0,8.875339574387908e-09
1822,2.0051231786055723e-09,0.0
1823,2.9648061783404955e-09,9.882686891060644e-10
1824,0.0,1.6842225392110777e-09
1825,0.0,1.2327619813845558e-08
1826,8.807984341885344e-10,2.201995996653494e-08
1827,2.7651818612639545e-09,0.0
1828,1.8344602503717056e-09,1.2841221419535032e-08
1829,0.0,0.0
1830,5.218417697960831e-09,3.1310507520032616e-09
1831,1.5591206548037917e-08,0.0
1832,4.058990921151917e-09,0.0
1833,9.266902800675325e-09,0.0
1834,1.8669061851994684e-09,0.0
1835,5.294161553592858e-09,1.5126175867408165e-09
1836,4.032449929525228e-09,1.3441500135158435e-09
1837,1.3915781860163179e-09,6.957890930081589e-10
1838,6.312161904276081e-10,2.5248647617104325e-09
1839,1.0487212875887053e-08,2.0974426639952526e-09
1840,1.9109065441114126e-09,5.732719632334238e-09
1841,4.494383976094696e-09,0.0
1842,5.366612043644636e-09,5.366612043644636e-09
1843,1.7720733214154905e-09,0.0
1844,3.293136707771538e-09,1.6465684371524958e-09
1845,2.7901139176833567e-09,2.790114028705659e-09
1846,7.025401593807601e-09,2.3418005312692003e-09
1847,5.393223645455691e-10,2.6966118227278457e-09
1848,1.6090443422100975e-09,2.413566457803995e-09
1849,5.865590679832167e-09,1.75967720394965e-08
1850,3.394498016007219e-09,1.3577992064028876e-09
1851,2.579775504329973e-09,3.2247193804124663e-09
1852,0.0,1.3021090872200602e-09
1853,5.3747388761848924e-09,0.0
1854,8.313063126763609e-09,1.3508727469968562e-08
1855,1.0613874223963649e-08,3.1841622671890946e-09
1856,2.0708756931497874e-09,2.5885946719483854e-09
1857,5.369659827891837e-09,4.881509085841174e-10
1858,2.4468380654951716e-09,4.893676019968041e-10
1859,7.129042689513199e-09,9.675129142294736e-09
1860,9.154367819341758e-10,6.865775947773045e-09
1861,9.431927461278633e-10,2.357981809808507e-09
1862,4.517986262886353e-10,2.710791813242963e-09
1863,3.496234635136375e-09,9.989241989138975e-09
1864,1.2945765681671162e-08,1.1507347075223606e-08
1865,4.706844358715045e-10,7.530950973944073e-09
1866,5.838735717134114e-09,1.9462451650298362e-09
1867,6.79393608038481e-09,4.85281148598915e-09
1868,5.433861360870651e-09,5.9278488784286765e-09
1869,1.0743741896135361e-08,4.883519033604955e-09
1870,2.2936195165357276e-09,5.734048791339319e-09
1871,4.248470908407853e-09,1.0621176826930423e-08
1872,1.0280476914203973e-08,4.8378714367913744e-09
1873,6.584604861359367e-09,1.496501056408306e-08
1874,1.0156835372754358e-08,1.1949218281515073e-09
1875,1.1443054281912168e-09,0.0
1876,4.232210137899983e-09,3.02300739996042e-09
1877,9.895705588292003e-09,6.803297813995357e-09
1878,7.850815109122777e-09,7.2469061862534545e-09
1879,1.3440515367335593e-08,3.665595160740054e-09
1880,1.6044615414045893e-08,2.5671385017744797e-09
1881,1.8825770387032037e-08,1.3945015142624584e-09
1882,7.986462158271479e-09,1.1979693237407218e-08
1883,2.274962085380139e-08,5.0554711528150165e-09
1884,1.5183903023796574e-08,5.281357573494461e-09
1885,1.0957580620640783e-08,8.379326565943757e-09
1886,9.034849313138693e-09,3.872078213618124e-09
1887,2.4809914123125054e-08,3.264462256069578e-09
1888,1.4583413587843097e-08,4.4384300679212174e-09
1889,9.397704836544563e-09,3.1325683158556217e-09
1890,7.209825181320184e-09,5.898947996740844e-09
1891,1.1473596295275001e-08,6.3742202627281586e-09
1892,1.0656471260972467e-08,1.1283322720601063e-08
1893,2.0322774574310642e-08,6.774258043407144e-09
1894,2.2055386850183822e-08,5.671385139294216e-09
1895,2.9491211250842753e-08,4.213029924926559e-09
1896,2.1229303870384797e-08,5.89702897624278e-10
1897,2.2141511402118397e-08,1.7480140668268973e-09
1898,2.2633418694795182e-08,5.092519295146758e-09
1899,9.949641111006713e-09,5.527578395003729e-09
1900,2.595526638060619e-08,8.824790342920608e-09
1901,2.9620316921441514e-08,7.824234593556412e-09
1902,2.5042448115186744e-08,6.874397495693074e-09
1903,2.214090244478939e-08,5.400220270956879e-09
1904,3.278521276683932e-08,8.061937784020756e-09
1905,1.9610885193532823e-08,1.0321518084666081e-09
1906,1.1317205839134203e-08,2.0576738091193647e-09
1907,2.828563872014911e-08,3.599990305858114e-09
1908,1.9645555626723876e-08,6.875944702500192e-09
1909,1.6502950117569526e-08,1.6502950117569526e-09
1910,2.5651923141190025e-08,1.1222716089775986e-08
1911,1.5961122201701983e-08,5.852411444351446e-09
1912,2.3442395302719632e-08,8.856016364688912e-09
1913,2.2802856491921375e-08,1.113627856597077e-08
1914,2.0759905794420774e-08,3.3483718020477227e-09
1915,2.591767689352764e-08,7.068456930880984e-09
1916,4.504859418830165e-08,1.3184954461564757e-08
1917,5.483212106582869e-08,6.57985488317081e-09
1918,2.412139110674616e-08,1.1486376294556067e-09
1919,4.603924352863942e-08,1.1049418269237776e-08
1920,2.2716694303426266e-08,1.514446346106979e-09
1921,5.2251958815308086e-08,9.087297137000405e-09
1922,4.2792025645166376e-08,5.164555005876537e-09
1923,4.246379337047301e-08,9.554353752605493e-09
1924,2.4494086758863887e-08,1.289162443462999e-09
1925,4.729216551702109e-08,1.2097995494286806e-08
1926,1.114613823460786e-08,1.2260752413340015e-08
1927,5.0171511389862644e-08,3.3447675740205796e-09
1928,3.427812345080383e-08,5.713020723163709e-09
1929,3.5649300400564243e-08,1.0026365959703298e-08
1930,2.3107928015519974e-08,6.3021621254932825e-09
1931,4.5621426636444085e-08,4.5621426636444085e-09
1932,4.603005265835236e-08,7.6716757391182e-09
1933,3.670611903316967e-08,3.4411986593596566e-09
1934,2.3963160344919743e-08,1.5576054224197833e-08
1935,2.5133397585364037e-08,2.393656828303392e-09
1936,3.273672888326473e-08,3.6374143697059935e-09
1937,4.910535977842301e-08,2.0145788592884628e-08
1938,3.3709557811789637e-08,5.186085783037697e-09
1939,3.6705722017416065e-08,2.5999884911698246e-08
1940,4.057252667166722e-08,2.028626333583361e-08
1941,1.4757512545315876e-08,0.0
1942,2.4273694165799498e-08,9.102635090130207e-09
1943,1.4516176038981143e-08,5.806470415592457e-09
1944,3.855823393905666e-08,1.927911696952833e-08
1945,2.6142048525912287e-08,8.714016175304096e-09
1946,3.897909195416105e-08,1.1136883415474585e-08
1947,3.337843779149807e-08,1.0728784083369192e-08
1948,3.0441286602567175e-08,2.0656587551570738e-08
1949,5.1048442695211804e-08,3.926803215925645e-09
1950,4.2541447031752e-08,7.444753258312176e-09
1951,2.6653504292539765e-08,7.462981344019681e-09
1952,3.9015773722894664e-08,4.2179215675730575e-09
1953,5.386913670690774e-08,5.386913803917537e-09
1954,4.202190595492539e-08,1.2704297391863406e-08
1955,5.9129329876839165e-08,8.447047061821422e-09
1956,5.3198963234635244e-08,1.2209598665435806e-08
1957,4.50586910005768e-08,1.3252556385623393e-08
1958,4.136121811715299e-08,1.7371711014124713e-08
1959,3.4878365084978213e-08,1.3951345856355601e-08
1960,4.152499955001332e-08,1.1073333361366622e-08
1961,7.781938338169425e-08,5.55852741612739e-09
1962,5.390662849436012e-08,1.3952304200870458e-08
1963,3.233026724114296e-08,1.0992290633282664e-08
1964,5.2930525518135596e-08,1.1559539880856562e-08
1965,4.760677896342713e-08,1.8057743300659013e-08
1966,6.64688979412631e-08,8.862519607077957e-09
1967,5.275458936360167e-08,1.0353704782417594e-08
1968,5.2100422587297857e-08,1.0779397818794223e-08
1969,3.905911805102136e-08,6.812636649256021e-09
1970,7.541909141650649e-08,1.195668489217816e-08
1971,6.679916386698181e-08,7.707596116901527e-09
1972,7.336109886235676e-08,9.747279428040656e-09
1973,7.001769042336292e-08,1.7642252547744874e-08
1974,8.157078590365074e-08,1.0126029126311664e-08
1975,7.653383660155555e-08,1.0851811893530794e-08
1976,7.713261485076117e-08,1.4283816740512378e-08
1977,8.227494918688905e-08,8.22749424145286e-09
1978,8.732669543043414e-08,1.0099005409713868e-08
1979,8.192762379621854e-08,1.6970723493159312e-08
1980,6.935883822833944e-08,1.4781392165819085e-08
1981,9.172046727679017e-08,1.4548763971333756e-08
1982,1.1670104038685736e-07,1.0552753781922775e-08
1983,9.91504598424342e-08,1.957747985947833e-08
1984,8.988463218173592e-08,1.333771937339634e-08
1985,9.324114813580309e-08,1.2632671797518924e-08
1986,8.632059111945978e-08,1.3787316233138114e-08
1987,9.655090815741119e-08,1.2832715778898773e-08
1988,7.915451027962206e-08,1.2592763054541933e-08
1989,8.561470954404626e-08,1.1525056464734007e-08
1990,8.990273969722296e-08,1.1987032477733806e-08
1991,1.2133233262545673e-07,1.64121027879105e-08
1992,8.430214903931699e-08,1.2672871252394913e-08
1993,9.804396983170705e-08,1.1078414630105726e-08
1994,1.0497103630768834e-07,8.439882570598911e-09
1995,1.1332922156270797e-07,2.0063068317810462e-08
1996,1.1156612922391673e-07,1.5480466686312866e-08
1997,1.0788512327941646e-07,1.1987236536725732e-08
1998,1.0775971936993756e-07,1.4781200263769279e-08
1999,1.1242694919477714e-07,1.4624643718263997e-08
2000,9.233685649423506e-08,7.510653432518666e-09
2001,1.1303526503692041e-07,2.2344180172773065e-08
2002,1.077780484859403e-07,1.5334275182965484e-08
2003,1.058398435560548e-07,1.3750845795357236e-08
2004,9.382205634622665e-08,1.2333415178034102e-08
2005,1.1439524305600912e-07,2.432024759357887e-08
2006,1.1241839525943931e-07,1.3177247515372414e-08
2007,1.150410113837097e-07,1.6776813549501668e-08
2008,1.0686173546048394e-07,1.6178270362265934e-08
2009,1.0490023583109576e-07,1.764231316592202e-08
2010,8.975206694517013e-08,1.2754240996670774e-08
2011,6.88314986674321e-08,1.0324724131205443e-08
2012,5.8212720643879834e-08,9.531907319004773e-09
2013,6.387096451732077e-08,8.367374959572516e-09
2014,5.8033929328793477e-08,3.269822312912396e-08
2015,6.05125096697634e-08,9.97458915463767e-09
2016,5.219776744169735e-08,1.0770968561502059e-08
2017,4.855129864811403e-08,1.081712880379726e-08
2018,6.169705502045986e-08,8.776987137082415e-09
2019,5.204015129933737e-08,3.4948533900180934e-08
