year,est_VERB en_ADP,est_VERB sans_ADP
1800,8.012588659767061e-05,2.0968433091184124e-05
1801,7.804326014593244e-05,2.022338412643876e-05
1802,8.012810576474294e-05,1.987425821425859e-05
1803,8.20527202449739e-05,2.0014380424981937e-05
1804,7.760622975183651e-05,2.008626142924186e-05
1805,7.60412949603051e-05,2.1247667973511852e-05
1806,7.141352398321033e-05,2.0004546968266368e-05
1807,7.662579446332529e-05,1.9743632947211154e-05
1808,7.359528535744175e-05,1.9193646949133836e-05
1809,7.188913150457665e-05,1.9298897314001806e-05
1810,6.479577132267877e-05,1.966876516235061e-05
1811,7.123607792891562e-05,1.8213911971542984e-05
1812,7.705831376370043e-05,1.916122346301563e-05
1813,7.450184057233855e-05,2.334814598725643e-05
1814,6.868566561024636e-05,1.859686199168209e-05
1815,6.590126577066258e-05,1.9312121366965584e-05
1816,7.277971599251032e-05,2.0251221940270625e-05
1817,7.833875861251727e-05,2.1114317860337906e-05
1818,6.660958024440333e-05,2.0320838302723132e-05
1819,6.922161264810711e-05,1.9791206796071492e-05
1820,6.399000267265365e-05,1.956189407792408e-05
1821,6.850479985587299e-05,1.9437979062786326e-05
1822,6.960584869375452e-05,1.8509292203816585e-05
1823,6.312862387858331e-05,1.7185004253406078e-05
1824,6.500930612673983e-05,1.8107919458998367e-05
1825,6.443206802941859e-05,1.780548700480722e-05
1826,6.480034062406048e-05,1.708396666799672e-05
1827,6.504444900201634e-05,1.850828448368702e-05
1828,6.973792187636718e-05,2.013870471273549e-05
1829,6.989710527705029e-05,1.8849841580959037e-05
1830,6.944878987269476e-05,1.943234383361414e-05
1831,7.627061859238893e-05,1.894487468234729e-05
1832,7.02070101397112e-05,1.898660593724344e-05
1833,7.34193527023308e-05,1.7773920262698084e-05
1834,7.291855581570417e-05,1.8487971829017624e-05
1835,7.177899533417076e-05,1.8052334780804813e-05
1836,7.090660074027255e-05,1.684421658865176e-05
1837,7.181100227171555e-05,1.6940377463470213e-05
1838,6.693542673019692e-05,1.6010799299692735e-05
1839,7.028180698398501e-05,1.6500580386491492e-05
1840,7.172842742875218e-05,1.6038238754845224e-05
1841,7.352170359808952e-05,1.794864328985568e-05
1842,6.902536551933736e-05,1.7346232198178768e-05
1843,7.328350329771638e-05,1.7929838577401824e-05
1844,7.02771867509e-05,1.6873484128154814e-05
1845,6.986891821725294e-05,1.652919308980927e-05
1846,7.369470404228196e-05,1.769523078110069e-05
1847,6.7432556534186e-05,1.6867847079993226e-05
1848,6.87842330080457e-05,1.6252957721007988e-05
1849,7.020106568234041e-05,1.6105235772556625e-05
1850,7.059130439301953e-05,1.6277297618216835e-05
1851,6.987128290347755e-05,1.5698578863521107e-05
1852,7.119151268852875e-05,1.5763333067297935e-05
1853,7.298596756299958e-05,1.6215586583712138e-05
1854,7.104915130184963e-05,1.591899672348518e-05
1855,7.070857100188732e-05,1.6315116226905957e-05
1856,7.468302646884695e-05,1.6549403881072067e-05
1857,7.280526915565133e-05,1.5429961422341876e-05
1858,7.262948929565027e-05,1.589123348821886e-05
1859,7.346019992837682e-05,1.5645702660549432e-05
1860,7.064288365654647e-05,1.5176568922470324e-05
1861,7.668157195439562e-05,1.589232670085039e-05
1862,7.559178629890084e-05,1.5999996321625076e-05
1863,7.34543937142007e-05,1.5560241081402637e-05
1864,7.658379036001861e-05,1.5297100617317483e-05
1865,7.533445750596002e-05,1.5625311789335683e-05
1866,7.533331518061459e-05,1.4997764992585871e-05
1867,7.858982280595228e-05,1.572359360579867e-05
1868,7.891596760600805e-05,1.5118484952836297e-05
1869,7.961357187014073e-05,1.5808927855687216e-05
1870,7.77542736614123e-05,1.542688551126048e-05
1871,7.665091106900945e-05,1.504702140664449e-05
1872,7.85428419476375e-05,1.5235062164720148e-05
1873,8.031841571209952e-05,1.4221549463400152e-05
1874,7.994863699423149e-05,1.4602542250941042e-05
1875,7.934785389807075e-05,1.4988112525315955e-05
1876,8.304261427838355e-05,1.5786145013407804e-05
1877,7.875744631746784e-05,1.6062585928011686e-05
1878,7.975100015755743e-05,1.4975128578953445e-05
1879,7.856225420255214e-05,1.5485305993934162e-05
1880,7.726765761617571e-05,1.4876567547617014e-05
1881,7.937502959975973e-05,1.4578118680219632e-05
1882,8.197504212148488e-05,1.448278362659039e-05
1883,8.143289596773684e-05,1.4890258171362802e-05
1884,8.204655023291707e-05,1.4722444575454574e-05
1885,8.09307603049092e-05,1.4244210433389526e-05
1886,8.093869837466627e-05,1.3873656826035585e-05
1887,8.376675395993516e-05,1.4084195754549e-05
1888,8.219085430027917e-05,1.3830148418492172e-05
1889,8.228129445342347e-05,1.3684311852557585e-05
1890,8.287300443043932e-05,1.4308226127468515e-05
1891,8.539606642443687e-05,1.4680465937999543e-05
1892,8.456662180833519e-05,1.4126719179330394e-05
1893,8.509084000252187e-05,1.4297379493655171e-05
1894,8.487354352837428e-05,1.419862837792607e-05
1895,8.24935341370292e-05,1.3803090041619726e-05
1896,8.389349386561662e-05,1.402431462338427e-05
1897,8.555829845136032e-05,1.391477508150274e-05
1898,8.487928425893188e-05,1.416286249877885e-05
1899,8.395009353989735e-05,1.4124068002274726e-05
1900,8.512185013387352e-05,1.4001827366882935e-05
1901,8.7084285041783e-05,1.4157952136883978e-05
1902,9.747011790750548e-05,1.323075957770925e-05
1903,8.615241677034646e-05,1.4461249520536512e-05
1904,8.601818990428001e-05,1.4175573596730828e-05
1905,8.531766798114404e-05,1.436806905985577e-05
1906,8.496803638990968e-05,1.4233958609111141e-05
1907,8.617862476967275e-05,1.4628817552875262e-05
1908,8.505592995788902e-05,1.4548516446666326e-05
1909,8.642375178169459e-05,1.411552420904627e-05
1910,8.443972183158621e-05,1.4072751582716592e-05
1911,8.471152978017926e-05,1.4272967746364884e-05
1912,8.516987145412713e-05,1.4968751202104613e-05
1913,8.634381083538756e-05,1.4731705050508026e-05
1914,8.524084114469588e-05,1.4805161299591418e-05
1915,8.251363760791719e-05,1.480723949498497e-05
1916,8.474519563606009e-05,1.5260486179613508e-05
1917,8.327573596034199e-05,1.3180545465729665e-05
1918,8.248366793850437e-05,1.3601018508779816e-05
1919,8.109720511129126e-05,1.3366112398216501e-05
1920,8.552229701308534e-05,1.4399355677596759e-05
1921,8.535470988135785e-05,1.4619946341554169e-05
1922,8.582014561397955e-05,1.480677838117117e-05
1923,8.741384226595983e-05,1.463089938624762e-05
1924,8.554237138014287e-05,1.4947838280932046e-05
1925,8.4549596067518e-05,1.5147790691116825e-05
1926,8.397389319725335e-05,1.4896813809173182e-05
1927,8.411533053731546e-05,1.5041418919281568e-05
1928,8.441787940682843e-05,1.5657104086130857e-05
1929,8.29659475130029e-05,1.4492554328171536e-05
1930,8.542685827706009e-05,1.5169303878792562e-05
1931,8.646172500448301e-05,1.5011730283731595e-05
1932,8.531998901162297e-05,1.512416019977536e-05
1933,8.574434468755499e-05,1.5456716937478632e-05
1934,8.689641254022717e-05,1.4839187315374147e-05
1935,8.718894969206303e-05,1.5990824977052398e-05
1936,8.598241402069107e-05,1.5496598280151375e-05
1937,8.578832785133272e-05,1.551477544126101e-05
1938,8.758909825701267e-05,1.6793841496109962e-05
1939,8.711643749848008e-05,1.640592745388858e-05
1940,8.486504520988092e-05,1.6695594240445644e-05
1941,8.533679647371173e-05,1.6454627257189713e-05
1942,8.58257117215544e-05,1.687325129751116e-05
1943,8.794770110398531e-05,1.7802638467401266e-05
1944,8.783244265941903e-05,1.803561463020742e-05
1945,8.592455560574308e-05,1.62647120305337e-05
1946,8.765284292167053e-05,1.7035255950759165e-05
1947,9.020880679599941e-05,1.7720374671625905e-05
1948,9.05900087673217e-05,1.760811028361786e-05
1949,9.494617552263662e-05,1.741046435199678e-05
1950,9.22394247027114e-05,1.8056716726277955e-05
1951,9.208785922965035e-05,1.8571096006780863e-05
1952,9.389831393491477e-05,1.7582406144356355e-05
1953,9.40091849770397e-05,1.863549005065579e-05
1954,9.494311962043867e-05,1.828636959544383e-05
1955,9.356418740935624e-05,1.844271901063621e-05
1956,9.661542571848258e-05,1.8785338397719897e-05
1957,9.316370415035635e-05,1.8632210412761196e-05
1958,9.50240864767693e-05,1.8394986909697764e-05
1959,9.491488162893802e-05,1.813054950616788e-05
1960,9.438563574803993e-05,1.8641956557985395e-05
1961,9.725269046612084e-05,1.928183701238595e-05
1962,9.574705472914502e-05,1.8958644432132132e-05
1963,9.687893907539546e-05,1.88356134458445e-05
1964,9.499508450971916e-05,1.8781211110763252e-05
1965,9.5841744041536e-05,1.913518826768268e-05
1966,9.663137461757287e-05,1.9373468603589572e-05
1967,9.561300976201892e-05,1.9049337424803525e-05
1968,9.440596477361396e-05,1.95291249838192e-05
1969,9.43100531003438e-05,1.8083008399116807e-05
1970,9.587284148437902e-05,1.8737504433374852e-05
1971,9.54334027483128e-05,1.9163653632858768e-05
1972,9.565312939230353e-05,1.9068242181674577e-05
1973,9.501344902673736e-05,1.906576108012814e-05
1974,9.471381054027006e-05,1.8076087144436315e-05
1975,9.556391160003841e-05,1.8768494555843063e-05
