year,est_VERB en_ADP,est_VERB sans_ADP
1976,9.5698720542714e-05,1.932314808072988e-05
1977,9.738004155224189e-05,1.9692508431035094e-05
1978,9.61514379014261e-05,2.0129100448684767e-05
1979,9.701694216346368e-05,2.0016674170619808e-05
1980,0.00010041738278232515,2.032498196058441e-05
1981,9.868996130535379e-05,2.0470110030146316e-05
1982,0.00010168820153921843,2.165983823942952e-05
1983,0.00010054741142084822,2.118914926541038e-05
1984,9.930918167810887e-05,2.0994149963371456e-05
1985,9.959177259588614e-05,2.116634277626872e-05
1986,9.993466665036976e-05,2.142489029210992e-05
1987,0.00010122140520252287,2.144102290912997e-05
1988,0.00010246011515846476,2.1693133021472022e-05
1989,9.948483784683049e-05,2.1448679035529494e-05
1990,0.00010273267980664968,2.211770879512187e-05
1991,0.0001026987301884219,2.1625290173687972e-05
1992,0.00010220120020676404,2.231196776847355e-05
1993,0.00010153699258808047,2.2089250705903396e-05
1994,0.00010313272650819272,2.2060798073653132e-05
1995,0.00010329280485166237,2.2589929358218797e-05
1996,0.00010698711412260309,2.2965006792219356e-05
1997,0.00010801554890349507,2.289993608428631e-05
1998,0.0001077892811736092,2.350163231312763e-05
1999,0.00010877490421989933,2.2864260245114565e-05
2000,0.00011075784277636558,2.3741617042105645e-05
2001,0.00010862688941415399,2.3535430955234915e-05
2002,0.00011084096331615001,2.3465821868740022e-05
2003,0.00010988301073666662,2.314808989467565e-05
2004,0.00010992332681780681,2.3041022359393537e-05
2005,0.00010958613711409271,2.329654489585664e-05
2006,0.00011077577073592693,2.292264616698958e-05
2007,0.00010926699178526178,2.237867192889098e-05
2008,0.00010825094068422914,2.181001218559686e-05
2009,0.00010738398850662634,2.0650564692914486e-05
2010,0.00010542797099333256,1.9851740944432095e-05
2011,0.00010403995111119002,1.9185632481821813e-05
2012,9.920673619490117e-05,1.716492261039093e-05
2013,9.566977678332478e-05,1.671801510383375e-05
2014,9.239673090633005e-05,1.6888956452021375e-05
2015,9.152439452009276e-05,1.6539421267225407e-05
2016,9.094322012970224e-05,1.589960629644338e-05
2017,9.84562502708286e-05,1.61534953804221e-05
2018,9.336906805401668e-05,1.5311454262700863e-05
2019,9.18758669286035e-05,1.5642912330804393e-05
