year,vieillissant_VERB en_ADP,vieillissant_VERB sans_ADP
1800,0.0,0.0
1801,0.0,0.0
1802,1.7902721083373763e-08,4.475680270843441e-09
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,1.4305412854298538e-08,2.384235475716423e-09
1819,5.175524897538253e-09,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,1.7615968683770689e-09,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,1.714635211591542e-09,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,1.6235963684607668e-08
1833,0.0,0.0
1834,0.0,0.0
1835,5.294161553592858e-09,3.025235173481633e-09
1836,1.3441500135158435e-09,0.0
1837,0.0,0.0
1838,0.0,6.312161904276081e-10
1839,2.0974426639952526e-09,0.0
1840,0.0,1.2739377330817092e-09
1841,1.926164561183441e-09,2.5682194149112547e-09
1842,0.0,0.0
1843,0.0,0.0
1844,3.841992946007622e-09,0.0
1845,0.0,0.0
1846,5.854501328173001e-10,1.7563503984519002e-09
1847,2.6966118227278457e-09,0.0
1848,0.0,0.0
1849,1.6758829879393033e-09,0.0
1850,0.0,1.1541293254424545e-08
1851,3.8696632564949596e-09,3.2247193804124663e-09
1852,1.3021090872200602e-09,6.510545436100301e-10
1853,5.971931837933653e-10,1.7915795513800958e-09
1854,0.0,0.0
1855,1.5920811335945473e-09,6.368324534378189e-09
1856,0.0,1.5531567143511893e-09
1857,4.393358121745905e-09,1.9526036343364694e-09
1858,9.787352039936081e-10,1.0766087576996597e-08
1859,0.0,3.5645213447565993e-09
1860,0.0,0.0
1861,3.3011746669586728e-09,3.772770984511453e-09
1862,0.0,0.0
1863,0.0,2.4973103585068657e-09
1864,1.9178911792039344e-09,0.0
1865,8.001635798393636e-09,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,5.433861360870651e-09,1.975949626142892e-09
1869,2.9301114867763545e-09,9.767038289254515e-10
1870,1.1468097582678638e-09,2.2936195165357276e-09
1871,0.0,0.0
1872,1.2094678591978436e-09,6.047339518033823e-09
1873,1.1972008939764578e-09,0.0
1874,0.0,0.0
1875,0.0,1.716458086775674e-09
1876,3.02300739996042e-09,7.255217759905008e-09
1877,1.2369631985365004e-09,6.184816214727107e-09
1878,1.2078177347163432e-09,0.0
1879,0.0,3.665595160740054e-09
1880,1.2835692508872398e-09,1.2835692508872398e-09
1881,6.972507571312292e-10,1.3945015142624584e-09
1882,0.0,0.0
1883,0.0,6.319338941018771e-10
1884,3.9610181801208455e-09,4.621187876807653e-09
1885,3.2228177904158883e-09,0.0
1886,6.453463874400711e-10,0.0
1887,6.528924623161458e-10,3.9173548849191775e-09
1888,4.4384300679212174e-09,2.53624587998047e-09
1889,6.265136742733546e-10,4.385595886446936e-09
1890,3.9326319978272295e-09,2.6217545912032847e-09
1891,3.824531802365527e-09,0.0
1892,6.268512375839919e-10,5.014809900671935e-09
1893,0.0,6.158416554491453e-10
1894,1.2603078580752936e-09,0.0
1895,6.018614495673091e-10,0.0
1896,0.0,4.1279202278587945e-09
1897,5.826713334045053e-09,5.826713556089658e-10
1898,1.13167097914868e-09,0.0
1899,1.1055156790007459e-09,0.0
1900,1.5573159428683425e-09,5.191053142894475e-10
1901,5.58873880507349e-09,0.0
1902,0.0,0.0
1903,5.940242076007962e-09,0.0
1904,2.6873125946735854e-09,5.374625189347171e-10
1905,5.676835002077496e-09,2.0643036169332163e-09
1906,5.144184522798412e-10,0.0
1907,2.5714217422034835e-09,0.0
1908,4.911389073214423e-10,4.911389073214423e-10
1909,5.500983557560346e-10,0.0
1910,1.6032452032632705e-09,0.0
1911,5.852411444351446e-09,1.5961122423746588e-09
1912,3.646594803896619e-09,1.0418842455450772e-09
1913,1.590896969716482e-09,5.30298971401777e-10
1914,4.68772043404897e-09,6.696743604095445e-09
1915,3.534228465440492e-09,5.890381071793627e-09
1916,2.197492410260793e-09,4.394984820521586e-09
1917,1.0966424435210342e-09,0.0
1918,0.0,0.0
1919,0.0,9.207848372660976e-10
1920,4.543339038320937e-09,3.028892692213958e-09
1921,3.0290989716519334e-09,0.0
1922,1.4755870969551665e-09,0.0
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,0.0,1.289162443462999e-09
1925,0.0,0.0
1926,1.1146138456652466e-09,2.229227691330493e-09
1927,0.0,0.0
1928,0.0,0.0
1929,0.0,4.4561625500705304e-09
1930,1.0503603542488804e-09,5.2518016602221e-09
1931,1.0264820993199919e-08,0.0
1932,4.383814644626227e-09,4.383814644626227e-09
1933,2.2941324395731044e-09,1.1470662197865522e-09
1934,0.0,0.0
1935,1.196828414151696e-09,1.196828414151696e-09
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,0.0,0.0
1938,0.0,0.0
1939,0.0,4.588215141154706e-09
1940,0.0,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,0.0,2.178504043826024e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,1.1920870957027319e-09
1948,2.174377566888097e-09,0.0
1949,5.890204768377316e-09,0.0
1950,5.317680518146517e-09,0.0
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,4.2179215675730575e-09,4.2179215675730575e-09
1953,3.232148326759443e-09,3.232148326759443e-09
1954,9.772536113672459e-10,0.0
1955,1.0324168187025862e-08,1.8771215692936494e-09
1956,9.593255967388359e-09,1.744228317335228e-09
1957,3.534015080575159e-09,8.835037701437898e-10
1958,4.9633461784992505e-09,3.3088973783179654e-09
1959,3.8753737996444215e-09,0.0
1960,6.2287499602575735e-09,0.0
1961,1.3896318540318475e-09,2.779263708063695e-09
1962,4.43936931660005e-09,0.0
1963,5.1728425987107585e-09,5.1728425987107585e-09
1964,6.083968440151466e-09,0.0
1965,5.472043373977442e-10,0.0
1966,4.985167390003653e-09,1.1078149508847446e-09
1967,4.437302081328198e-09,1.4791006197611978e-09
1968,4.491415683816058e-09,0.0
1969,2.2708788183223305e-09,4.5417578031781147e-10
1970,4.598724956395017e-09,4.1388523719376735e-09
1971,4.624557625731995e-09,1.541519245584766e-09
1972,2.565073486948677e-09,2.0520587451500205e-09
1973,1.6539611902288698e-09,1.6539611902288698e-09
1974,2.2502286700643026e-09,1.6876715580593782e-09
1975,3.4268881066168433e-09,1.1422960355389478e-09
1976,2.285410749536254e-09,5.713526873840635e-10
1977,1.7630346071939584e-09,5.876781838942691e-10
1978,9.504946163474415e-09,1.7821774056514528e-09
1979,3.5111840102075575e-09,0.0
1980,1.7055452605774235e-09,3.411090521154847e-09
1981,3.795329828193417e-09,6.325549528618524e-10
1982,2.483000915987077e-09,6.207502289967692e-10
1983,8.841442245000053e-09,3.157658134966823e-09
1984,6.958810416790584e-09,1.1598016991243298e-09
1985,4.812446441349039e-09,1.8046674155058895e-09
1986,7.1933827783254856e-09,4.196139880008332e-09
1987,3.6664902225425067e-09,6.110816852533674e-10
1988,2.398621523624911e-09,1.1993107618124554e-09
1989,5.488121956886971e-09,0.0
1990,6.538381391862913e-09,1.6345953479657283e-09
1991,8.20605094986604e-09,1.1722930404189924e-09
1992,6.060938417817852e-09,1.1019888335184191e-09
1993,1.0524494165053966e-08,1.661762283333701e-09
1994,1.002236071911966e-08,7.384897138251745e-09
1995,4.337960657352369e-09,1.0844901643380922e-09
1996,5.3380921904988554e-09,0.0
1997,3.3564262480467733e-09,0.0
1998,1.0489884516573511e-08,4.768129224785866e-10
1999,7.769341614505265e-09,2.285100553223174e-09
2000,1.2812291672048559e-08,3.97622823555821e-09
2001,1.1829271784336015e-08,3.5049694258049158e-09
2002,1.0953053575235572e-08,3.9430991805033955e-09
2003,1.12506919336397e-08,4.166922806803086e-09
2004,7.488145215006625e-09,4.404791253964646e-10
2005,5.854874363109275e-09,2.251874686720612e-09
2006,1.1118302722934459e-08,4.529678854225949e-09
2007,1.1983438241713884e-08,3.994479469415779e-10
2008,9.79211112195344e-09,4.257439734089985e-09
2009,1.0013204487790972e-08,1.907277002999308e-09
2010,6.613310343794865e-09,3.3066551718974324e-09
2011,8.030340836739924e-09,2.6767803529281764e-09
2012,1.1574459612972987e-08,1.0212758416727752e-09
2013,9.761937924679387e-09,4.183687618564136e-09
2014,9.961047986450922e-09,2.3819897165822113e-09
2015,6.428068743957738e-09,2.659890530054554e-09
2016,5.178350193091319e-09,8.285360175719347e-10
2017,5.282783988036499e-09,1.509366853724714e-09
2018,9.809573597863164e-09,1.8070267504555204e-09
2019,4.591778068885333e-09,2.806086474294034e-09
