year,grand_ADJ honneur_NOUN,grand_ADJ sonneur_NOUN
1800,1.2167917020633467e-06,0.0
1801,1.676352553658944e-06,0.0
1802,1.3650824257638305e-06,0.0
1803,1.1624022135947598e-06,0.0
1804,1.2952499446328147e-06,2.4718509461507665e-09
1805,1.6602406276433612e-06,0.0
1806,1.6079713986982824e-06,0.0
1807,1.3836202015227173e-06,0.0
1808,1.4434891681958106e-06,0.0
1809,1.4457795032285503e-06,0.0
1810,1.518742237749393e-06,0.0
1811,1.6396281807828927e-06,0.0
1812,1.554982418383588e-06,0.0
1813,1.7053148440027144e-06,0.0
1814,1.3656579085363774e-06,0.0
1815,1.3189422816139995e-06,0.0
1816,1.752108573782607e-06,0.0
1817,1.693878289188433e-06,0.0
1818,1.7869845123641426e-06,0.0
1819,2.375566054979572e-06,0.0
1820,2.8989813927182695e-06,0.0
1821,1.959477685886668e-06,0.0
1822,2.216663688159315e-06,0.0
1823,3.1575184493704e-06,0.0
1824,2.7823357413581107e-06,0.0
1825,3.462300128376228e-06,8.805443041381977e-10
1826,2.9321779493329814e-06,0.0
1827,1.877558474916441e-06,0.0
1828,1.6225800436586724e-06,0.0
1829,1.5928960692690453e-06,0.0
1830,1.7356458101858152e-06,0.0
1831,1.5139061133595533e-06,0.0
1832,1.4801786392126814e-06,0.0
1833,1.8012542568612844e-06,0.0
1834,1.7539583723191754e-06,0.0
1835,2.3294310267374385e-06,0.0
1836,3.248810571676586e-06,0.0
1837,2.6927039016300114e-06,0.0
1838,3.0538240025634877e-06,8.2058102535143e-09
1839,2.199518121415167e-06,0.0
1840,2.359969585086219e-06,0.0
1841,2.0385241441545077e-06,0.0
1842,2.4263795239676256e-06,4.695785538189057e-09
1843,2.1530690901272465e-06,0.0
1844,2.1937778456049273e-06,0.0
1845,1.8883491748056258e-06,1.1160455892778032e-09
1846,2.0853733531112084e-06,0.0
1847,1.8229095530841732e-06,5.393223645455691e-10
1848,2.315414803888416e-06,8.045221711050488e-10
1849,1.7211318663612474e-06,0.0
1850,2.260735755044152e-06,0.0
1851,2.140568767572404e-06,0.0
1852,2.0807704004255356e-06,0.0
1853,2.6664674805942923e-06,0.0
1854,2.9215220820333343e-06,1.0910895742455295e-08
1855,2.734664803938358e-06,5.306937111981824e-10
1856,2.6600398541631876e-06,1.0354378465748937e-09
1857,3.0133555810607504e-06,2.4407544874094356e-09
1858,2.914184051405755e-06,6.8511463169329545e-09
1859,3.0441012768278597e-06,0.0
1860,2.778350562948617e-06,1.8308735638683515e-09
1861,2.7295998279441847e-06,4.2443675241088386e-09
1862,2.8978363388887374e-06,4.517986262886353e-10
1863,2.7565313303057337e-06,6.99246927027275e-09
1864,2.8797135200875346e-06,2.8768367688059016e-09
1865,2.9300106234586565e-06,4.706844358715045e-10
1866,3.1135057270148536e-06,5.838735717134114e-09
1867,3.140739636364742e-06,3.396968040192405e-09
1868,2.984671937156236e-06,0.0
1869,2.8060701424692525e-06,2.441759683335931e-09
1870,2.743169034147286e-06,1.1468097582678638e-09
1871,2.9378177259786753e-06,0.0
1872,3.053906311833998e-06,1.2094678591978436e-09
1873,3.0780036013311474e-06,1.1972008939764578e-09
1874,3.2896198263188126e-06,6.572069999322139e-09
1875,3.3568198887223843e-06,5.721527251978387e-09
1876,3.2884274787647882e-06,0.0
1877,2.9996358534845058e-06,0.0
1878,3.518976882332936e-06,1.2078177347163432e-09
1879,3.1933443551679375e-06,6.10932526790009e-10
1880,3.450234089541482e-06,6.417846254436199e-10
1881,3.578988071240019e-06,3.4862537301449947e-09
1882,3.5746072626352543e-06,1.5307385581309063e-08
1883,3.502809477140545e-06,6.319338941018771e-10
1884,3.6619612728827633e-06,6.601696966868076e-10
1885,3.805503411058453e-06,0.0
1886,3.7933459680061787e-06,6.453463874400711e-10
1887,3.5328012017998844e-06,3.917354773896875e-09
1888,3.734622168849455e-06,0.0
1889,4.002795776614221e-06,3.132568371366773e-09
1890,3.935253516829107e-06,4.588070645628051e-09
1891,3.770988541873521e-06,0.0
1892,3.7711370168835856e-06,1.8805537127519756e-09
1893,3.7030558814876713e-06,0.0
1894,3.826924967142986e-06,1.6384001710889606e-08
1895,4.079417067259783e-06,1.8055843487019274e-09
1896,3.7322297430364415e-06,0.0
1897,3.6376172829477582e-06,4.07869948926276e-09
1898,3.786571141972672e-06,0.0
1899,3.454183797657606e-06,2.7637891975018647e-09
1900,3.7193894968368113e-06,1.5573159428683425e-09
1901,3.849523181997938e-06,0.0
