year,furent_VERB en_ADP,furent_VERB sans_ADP
1913,1.4265042409533635e-06,4.401481419336051e-07
1914,1.4130129102341016e-06,4.218948674861167e-07
1915,1.4054448911338113e-06,3.9818974073568825e-07
1916,1.537145976726606e-06,4.065360883487301e-07
1917,1.3784795100946212e-06,4.5181667474025744e-07
1918,1.5001207884779433e-06,3.801990544616274e-07
1919,1.4529985037370352e-06,4.244818114784721e-07
1920,1.4561401258106343e-06,4.1268663153459784e-07
1921,1.338861693511717e-06,4.4224844941709307e-07
1922,1.4453376024903264e-06,4.5669420956073736e-07
1923,1.5584212178509915e-06,4.936416075906891e-07
1924,1.5753564639453543e-06,3.9964035636330664e-07
1925,1.4781551271880744e-06,4.5202511955722e-07
1926,1.4679463902211864e-06,4.870862539974041e-07
1927,1.3724695691053057e-06,4.247854690220265e-07
1928,1.4156864835968008e-06,4.387599688016053e-07
1929,1.5362620615633205e-06,4.3670394234140986e-07
1930,1.4442455267271725e-06,4.1489232671665377e-07
1931,1.4530423868563958e-06,4.607764196862263e-07
1932,1.4926888525224058e-06,5.238658218331693e-07
1933,1.3730382306675892e-06,5.024149913879228e-07
1934,1.3682964663530583e-06,4.900466024082561e-07
1935,1.492444994255493e-06,3.734104723207565e-07
1936,1.3191689731684164e-06,4.19515117755509e-07
1937,1.306958097302413e-06,4.243206888077111e-07
1938,1.2524396879598498e-06,4.602651131335733e-07
1939,1.2143476624260074e-06,4.3893925294469227e-07
1940,1.5037193179523456e-06,5.020850153414358e-07
1941,1.2012615115963854e-06,5.165129550732672e-07
1942,1.4533874264088809e-06,4.763712411204324e-07
1943,1.419682007508527e-06,5.370985149966145e-07
1944,1.3495381381289917e-06,5.366021014197031e-07
1945,1.4792042293265695e-06,5.685895416718267e-07
1946,1.4310895721791894e-06,5.15080841978488e-07
1947,1.451962134524365e-06,5.722018272535934e-07
1948,1.2448311963453307e-06,4.566192899346788e-07
1949,1.3743812132815947e-06,5.242282554718258e-07
1950,1.1762709846152575e-06,5.413398866949137e-07
1951,1.2495162309278385e-06,5.053504423813138e-07
1952,1.3022832945353002e-06,4.196832037450804e-07
1953,1.2077460951331886e-06,4.902091177427792e-07
1954,1.2733614767057588e-06,4.358550995675614e-07
1955,1.180709432446747e-06,5.105770810587273e-07
1956,1.070956159310299e-06,4.3954554485026165e-07
1957,1.300517510571808e-06,4.7002401970530627e-07
1958,1.1399151844670996e-06,4.02858262305017e-07
1959,1.1711380238921265e-06,4.0923947608462186e-07
1960,1.161315822173492e-06,4.768454004988598e-07
1961,1.2228759942445322e-06,4.7664372004874167e-07
1962,1.16374894787441e-06,4.6232861450334894e-07
1963,1.2175578376627527e-06,4.752549216391344e-07
1964,1.2417378911777632e-06,4.471716863463371e-07
1965,1.2788165122401551e-06,4.6731250336051744e-07
1966,1.2994669305044226e-06,4.818995194000308e-07
1967,1.5639024013580638e-06,4.895823053630011e-07
1968,1.2885872138213017e-06,5.942143275206035e-07
1969,1.2180994417576585e-06,3.955871079597273e-07
1970,1.1437028888394707e-06,4.033081779653003e-07
1971,1.1931358585570706e-06,4.408745155615179e-07
1972,1.1122158412035787e-06,4.0579462279310974e-07
1973,9.774910267879022e-07,4.0963104197544453e-07
1974,1.0727965218393365e-06,3.7016260989730654e-07
1975,1.0806120371853467e-06,4.1065541722673515e-07
1976,1.024435391627776e-06,4.09088528385837e-07
1977,9.908254696711083e-07,4.2489133988965477e-07
1978,1.084157929653884e-06,4.722770086118544e-07
1979,1.0012726079366985e-06,3.938378085877048e-07
1980,9.505571938461799e-07,4.1558450902812183e-07
1981,1.0032321142716683e-06,3.991421806404105e-07
1982,1.0801054486364592e-06,3.9355563785647973e-07
1983,9.599280019756407e-07,3.9028654441608523e-07
1984,9.42338886034122e-07,3.7809536479471717e-07
1985,9.125601536652539e-07,4.000346223165252e-07
1986,9.58518171501055e-07,4.0522721178604115e-07
1987,9.53898506850237e-07,4.088136336122261e-07
1988,9.528524174129416e-07,3.945732487409259e-07
1989,9.467010499975004e-07,3.753875432721543e-07
1990,9.883852953862515e-07,4.070142267664778e-07
1991,9.126301279138715e-07,3.9037357169036113e-07
1992,1.067276230060088e-06,4.198577414626925e-07
1993,1.0230916132059065e-06,4.364895573871763e-07
1994,9.231121680386423e-07,4.283240286895307e-07
1995,9.603160151527845e-07,4.5060565412313736e-07
1996,1.0526717915126937e-06,4.259797492522921e-07
1997,1.103784711631306e-06,4.3249949044366076e-07
1998,9.679301911091898e-07,3.776358425966464e-07
1999,9.848783975030528e-07,4.0034962012214237e-07
2000,9.569456551616895e-07,3.560933521384868e-07
2001,1.0663869716154295e-06,4.2015821577479073e-07
2002,1.0002328281188966e-06,4.4075088112549565e-07
2003,9.767267101778998e-07,3.733563005425822e-07
2004,9.051846063812263e-07,3.3344269922963576e-07
2005,9.72809857557877e-07,4.089404512797046e-07
2006,9.121126254285628e-07,3.677275799418567e-07
2007,9.890330829875893e-07,3.7667942365260387e-07
2008,9.140723022937891e-07,3.2526838822377613e-07
2009,8.673342222209612e-07,3.0945568596507655e-07
2010,7.345498147515173e-07,2.7161809157405514e-07
2011,6.913741117386962e-07,2.70354831855002e-07
2012,6.937867169654055e-07,2.2978706226695067e-07
2013,7.435807560796093e-07,2.630144990689587e-07
2014,7.873558729443175e-07,2.864883867914614e-07
2015,7.915390938251221e-07,2.533545568894624e-07
2016,8.919190008782607e-07,2.5663902647465875e-07
2017,6.507886496365245e-07,1.9848172883030202e-07
2018,7.070637479955622e-07,2.2355501982929127e-07
2019,7.515209858866001e-07,2.7040471195505233e-07
