year,appartenant_VERB en_ADP,appartenant_VERB sans_ADP
1884,5.532222075999016e-07,8.186104594187782e-08
1885,5.440116410682094e-07,1.1537687782947614e-07
1886,5.00143471526826e-07,5.0337018109303244e-08
1887,5.843387498316588e-07,7.312395666758675e-08
1888,5.592422098743555e-07,7.925768130689903e-08
1889,6.390439466485986e-07,9.898916175643535e-08
1890,6.154568836791441e-07,5.505684796958121e-08
1891,5.647559078170161e-07,8.860165934265751e-08
1892,6.155678988761792e-07,9.214713259098062e-08
1893,5.690376951861253e-07,5.850495554682311e-08
1894,6.440172910515685e-07,7.057724360493012e-08
1895,5.476939008985937e-07,6.379731587458082e-08
1896,6.634157330154267e-07,6.781583294923621e-08
1897,6.922135753484326e-07,6.292850684985751e-08
1898,5.890347551940067e-07,7.525611778191887e-08
1899,6.494904596365814e-07,7.904436927219649e-08
1900,6.815852771069331e-07,6.748368974740515e-08
1901,6.801495260333468e-07,4.918090112937534e-08
1902,5.489697514349245e-07,7.954659508868644e-08
1903,7.560308290521789e-07,6.75027536090056e-08
1904,6.363555939969956e-07,7.201997931360893e-08
1905,6.316769258774002e-07,5.005936287716395e-08
1906,6.126723519628285e-07,7.407625446376187e-08
1907,7.127981120902405e-07,6.58283951793237e-08
1908,7.273767437254719e-07,5.1569585934885254e-08
1909,6.870728270769177e-07,6.161101850921114e-08
1910,6.225935749171185e-07,7.000837598525322e-08
1911,6.325925028249912e-07,4.415910481725405e-08
1912,6.147117233012978e-07,7.918320221733666e-08
1913,5.891621412956738e-07,6.946916641936696e-08
1914,6.308332558546681e-07,6.696743781731129e-08
1915,6.809280534980644e-07,6.479419312199752e-08
1916,6.482602543655958e-07,6.152978926365904e-08
1917,6.108298293838743e-07,5.483212106582869e-08
1918,6.248588988455595e-07,8.844509835626013e-08
1919,6.666482477157842e-07,5.248473655683483e-08
1920,6.678708359686425e-07,6.13350792377787e-08
1921,6.255089601836517e-07,5.9067428281878165e-08
1922,5.82119128011982e-07,6.123686802084194e-08
1923,6.49696005439182e-07,7.325004247604738e-08
1924,5.814122800984478e-07,3.9964035636330664e-08
1925,5.323117875377648e-07,5.169143690864075e-08
1926,5.238684934738558e-07,5.5730691173039304e-08
1927,5.663806064148957e-07,6.689534615134107e-08
1928,6.672808012808673e-07,7.541186874959749e-08
1929,5.837572985001316e-07,8.355304714768863e-08
1930,6.606766760341998e-07,7.247486166761519e-08
1931,6.204513738339301e-07,7.983749839013399e-08
1932,5.490728085533192e-07,7.562080384104775e-08
1933,6.423570653169008e-07,8.717703536831323e-08
1934,6.350237526930869e-07,8.02765853791243e-08
1935,6.211539584910497e-07,7.659701850570855e-08
1936,5.698615836990939e-07,9.214782892286166e-08
1937,5.36381605797942e-07,1.1709740022070037e-07
1938,5.847311967954738e-07,9.594258898459884e-08
1939,7.89172986515041e-07,9.635251529971356e-08
1940,5.933732154517202e-07,8.368083825871508e-08
1941,1.1510860531416256e-06,9.444808313219255e-08
1942,1.016460942082631e-06,6.068423630267716e-08
1943,5.429049565464084e-07,1.3645205854118103e-07
1944,5.012570341023093e-07,7.711646787811333e-08
1945,3.943092394820269e-07,6.971212940243277e-08
1946,5.15080841978488e-07,7.9350293447078e-08
1947,5.662413968821056e-07,2.7418003867296648e-08
1948,4.7292712679336546e-07,5.109787437618252e-08
1949,4.987040256310138e-07,6.47922533403289e-08
1950,4.371133570657548e-07,6.912984673590472e-08
1951,4.2858835058723344e-07,6.823297127311889e-08
1952,4.439362442099082e-07,9.279427359842884e-08
1953,4.923639380649547e-07,5.171437322815109e-08
1954,4.573547016661905e-07,6.645324646115114e-08
1955,4.092125038823724e-07,8.540903451148552e-08
1956,4.6745319082219794e-07,8.110662008675718e-08
1957,4.497034069572692e-07,6.626278548083064e-08
1958,4.41737796563757e-07,7.362296372548371e-08
1959,3.813368039118359e-07,7.363210130506559e-08
1960,4.36012498994387e-07,6.782416761552668e-08
1961,4.016036143639212e-07,6.531269747256374e-08
1962,4.3061882593065093e-07,6.976151922799545e-08
1963,4.1318079979646427e-07,5.302163685882988e-08
1964,3.984999352724117e-07,7.361601461752798e-08
1965,4.42688303792238e-07,7.770301380105593e-08
1966,3.8718133055226645e-07,7.699313897546745e-08
1967,4.3140437355759786e-07,7.789930123180966e-08
1968,3.4224589740006195e-07,7.096436860365429e-08
1969,4.732511627025815e-07,6.67638389018066e-08
1970,4.4423683220884413e-07,6.25426608280577e-08
1971,3.9771197180016316e-07,7.758980302696727e-08
1972,3.4782397051458247e-07,5.84836747918871e-08
1973,3.4622919997673307e-07,7.883881636416845e-08
1974,4.416073693391809e-07,6.63817445456516e-08
1975,3.849537506539491e-07,6.682432029947449e-08
1976,3.5366730344321695e-07,9.255913369088375e-08
1977,3.3732726478774566e-07,5.9355496517810025e-08
1978,3.398018293410132e-07,7.900986531694798e-08
1979,3.815486593339301e-07,5.325295759917026e-08
1980,3.479312340459728e-07,6.594774504264933e-08
1981,2.8781249739040504e-07,5.186950602364959e-08
1982,3.0789212246418174e-07,5.4005269589652016e-08
1983,2.8355768222354527e-07,5.431171956615799e-08
1984,2.499372726560978e-07,5.97297855620127e-08
1985,3.290510335318686e-07,4.812446263713355e-08
1986,3.0631821346105426e-07,5.514926471050785e-08
1987,3.092073370680737e-07,4.766437200487417e-08
1988,3.1122112886805553e-07,5.396898572485043e-08
1989,3.3477545002824627e-07,4.225854155492925e-08
1990,3.4816881111510156e-07,5.394164404037838e-08
1991,3.0010701834726206e-07,3.8099525312418336e-08
1992,2.8100714644097025e-07,4.1324582866764104e-08
1993,3.113034665602754e-07,4.5421501226883265e-08
1994,3.07000732391316e-07,4.5364370038214474e-08
1995,2.564819112649275e-07,5.585124185358836e-08
1996,2.3701129236997076e-07,4.4306165847274315e-08
1997,2.934475560323335e-07,4.411302967355368e-08
1998,2.4555865252295916e-07,4.482041404685333e-08
1999,2.4222066485890537e-07,4.981519197144735e-08
2000,2.505023815047025e-07,4.285490717848006e-08
2001,2.5980585860452265e-07,5.476514886026962e-08
2002,2.5192022690134763e-07,4.687906951517107e-08
2003,2.2209698613551154e-07,6.583738354493107e-08
2004,2.1979907671720866e-07,6.783378836416887e-08
2005,2.350957259977804e-07,4.2335244643254555e-08
2006,2.277193118516152e-07,3.5413854959642777e-08
2007,2.1130796312718303e-07,4.353982774318865e-08
2008,1.7923821360454895e-07,3.2356542334355254e-08
2009,1.959727171652048e-07,3.385416746937153e-08
2010,1.7478033953466365e-07,2.645324137517946e-08
2011,1.3613340854590206e-07,2.332622983658439e-08
2012,1.2085097012004553e-07,1.7702113552786614e-08
2013,1.626059855652784e-07,2.342865101923053e-08
2014,1.3447414914935507e-07,2.165445245339015e-08
2015,1.9949177954003972e-07,2.349569960813369e-08
2016,1.6819281256630347e-07,2.83773591291947e-08
2017,1.4515077850774105e-07,2.0124890198758294e-08
2018,1.3191295522574364e-07,2.6589107804397827e-08
2019,1.5688574706018699e-07,2.1428297358738746e-08
