year,étaient_VERB allemands_ADJ,étaient_VERB salement_ADV
1800,0.0,0.0
1801,0.0,0.0
1802,3.5805442166747525e-08,0.0
1803,1.5602713787643552e-08,0.0
1804,9.887403784603066e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,3.388545621874073e-08,0.0
1810,0.0,0.0
1811,5.0141535368197765e-09,0.0
1812,5.3344164641089264e-09,0.0
1813,8.627225156487839e-09,0.0
1814,3.776012391654149e-08,0.0
1815,5.394447111228828e-09,0.0
1816,3.0128852301913867e-08,0.0
1817,1.5568733857662664e-08,0.0
1818,1.1921177378582115e-09,0.0
1819,8.280840013696888e-09,0.0
1820,7.119888678630559e-09,0.0
1821,2.9584463767662328e-09,0.0
1822,0.0,0.0
1823,5.929612356680991e-09,0.0
1824,2.5263338088166165e-09,0.0
1825,5.283265824829186e-09,0.0
1826,6.1655889282974385e-09,0.0
1827,1.2904182611350734e-08,0.0
1828,9.172301251858528e-10,0.0
1829,8.57317605795771e-10,0.0
1830,0.0,0.0
1831,1.5591206103948707e-09,0.0
1832,0.0,0.0
1833,1.1583628500844156e-09,0.0
1834,1.213489042584115e-08,0.0
1835,3.781543966852041e-09,0.0
1836,0.0,0.0
1837,4.87052354003481e-09,0.0
1838,1.1361890983607736e-08,0.0
1839,9.088918062616358e-09,0.0
1840,4.33138822586443e-08,0.0
1841,9.630822361827995e-09,0.0
1842,4.024959032733477e-09,0.0
1843,1.1813822142769936e-09,0.0
1844,7.683985892015244e-09,0.0
1845,3.348136878855712e-09,0.0
1846,2.9272506640865004e-09,0.0
1847,3.235934187273415e-09,0.0
1848,0.0,0.0
1849,2.011059585527164e-08,0.0
1850,1.0862393651223101e-08,0.0
1851,5.8044946626978344e-09,0.0
1852,1.3672145193766028e-08,0.0
1853,1.3138249599364826e-08,0.0
1854,6.754363734984281e-09,0.0
1855,1.326734277995456e-08,0.0
1856,3.1063134287023786e-09,0.0
1857,8.298565390418844e-09,0.0
1858,9.787352039936081e-10,0.0
1859,7.129042689513199e-09,0.0
1860,8.696649622663699e-09,0.0
1861,1.744906619194353e-08,0.0
1862,1.355395884417021e-08,0.0
1863,9.989241656072068e-10,0.0
1864,0.0,0.0
1865,7.530950973944073e-09,0.0
1866,5.352174259343201e-09,0.0
1867,6.79393608038481e-09,0.0
1868,8.397785578040384e-09,0.0
1869,1.953407657850903e-09,0.0
1870,1.0321287824410774e-08,0.0
1871,4.248470908407853e-09,0.0
1872,6.047339518033823e-09,0.0
1873,6.584604861359367e-09,0.0
1874,6.572069999322139e-09,0.0
1875,7.437985338754061e-09,0.0
1876,1.0882827083946722e-08,0.0
1877,6.80329748092845e-09,0.0
1878,3.140326043649111e-08,0.0
1879,7.94212251520321e-09,0.0
1880,1.4119262203848848e-08,0.0
1881,1.673401861523871e-08,0.0
1882,1.1979693681496428e-08,0.0
1883,1.1374810426900694e-08,0.0
1884,1.7824582698722224e-08,0.0
1885,2.127059772760731e-08,0.0
1886,2.0651084398082276e-08,0.0
1887,1.1099172247952538e-08,0.0
1888,9.510921827882157e-09,0.0
1889,8.14467782106476e-09,0.0
1890,4.5880703680722945e-09,0.0
1891,8.286486163910922e-09,0.0
1892,3.761107425503951e-09,0.0
1893,1.23168328869383e-08,0.0
1894,8.192000855444803e-09,0.0
1895,1.2037228991346183e-09,0.0
1896,2.5946928161602045e-08,0.0
1897,8.740070001067579e-09,0.0
1898,1.3580051749784161e-08,0.0
1899,1.8241008703512307e-08,0.0
1900,2.1283318218934255e-08,0.0
1901,6.706486921359556e-09,0.0
1902,8.347482705062248e-09,0.0
1903,2.1060859722865644e-08,0.0
1904,1.3436562973367927e-08,0.0
1905,1.2901897328276846e-08,0.0
1906,1.6461390472954918e-08,0.0
1907,1.337139288182243e-08,0.0
1908,9.822778146428846e-09,0.0
1909,1.265226234892225e-08,0.0
1910,1.336037680488289e-08,0.0
1911,2.2345570727111408e-08,0.0
1912,1.82329742415277e-08,0.0
1913,2.0681659052002033e-08,0.0
1914,2.74566485103378e-08,0.0
1915,1.0013647511186718e-07,0.0
1916,1.3844201873780548e-07,0.0
1917,1.217273108977679e-07,0.0
1918,7.236417332023848e-08,0.0
1919,7.366278964582307e-08,0.0
1920,4.619061400035207e-08,0.0
1921,5.2251955651172466e-08,0.0
1922,4.426761179843197e-08,0.0
1923,6.157249998750558e-08,0.0
1924,3.351822286390416e-08,0.0
1925,1.6497267552040284e-08,0.0
1926,3.78968714187522e-08,4.458455382660986e-09
1927,3.0102906833917586e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,2.4508894469477127e-08,0.0
1930,3.151081173768944e-08,0.0
1931,2.167017854048936e-08,0.0
1932,1.753525857850491e-08,0.0
1933,4.932384811695556e-08,2.2941324395731044e-09
1934,2.036868629318178e-08,0.0
1935,1.555876849579363e-08,0.0
1936,1.2124714565686645e-08,0.0
1937,1.1332006444320086e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,2.9058696782158222e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,4.177142187700156e-08,0.0
1945,3.703456741277478e-08,0.0
1946,1.8097434661967782e-08,1.3921104269343232e-09
1947,1.907339353124371e-08,0.0
1948,1.9569398546082084e-08,0.0
1949,1.668891336237266e-08,0.0
1950,3.296961992305114e-08,1.0635361480382244e-09
1951,1.5992101864981123e-08,0.0
1952,9.490323193972472e-09,0.0
1953,1.508335856215126e-08,1.0773827385790469e-09
1954,1.4658803948464083e-08,0.0
1955,1.5016972554349195e-08,0.0
1956,2.1802854632824165e-08,8.72114158667614e-10
1957,1.8553580005686854e-08,0.0
1958,1.0753916868111446e-08,0.0
1959,2.4802393028267034e-08,0.0
1960,2.145458388724819e-08,0.0
1961,2.36237411854745e-08,0.0
1962,1.7123282347597524e-08,0.0
1963,2.0044765847160306e-08,0.0
1964,2.251068309533366e-08,0.0
1965,1.91521518644322e-08,0.0
1966,1.38476865529924e-08,0.0
1967,3.3526280418527676e-08,0.0
1968,3.0092486724697665e-08,2.245707841908029e-09
1969,1.2716921737876419e-08,4.5417578031781147e-10
1970,1.5175793066646293e-08,4.5987250119061684e-10
1971,1.5929032315398217e-08,0.0
1972,1.5903454553267693e-08,0.0
1973,1.3231689521830958e-08,0.0
1974,2.306484425673716e-08,1.1251143350321513e-09
1975,2.341706917263764e-08,0.0
1976,2.1140049710766107e-08,0.0
1977,1.5279633558407113e-08,0.0
1978,1.6039596317796168e-08,0.0
1979,3.043026097770962e-08,0.0
1980,1.591842213599648e-08,5.685150683554241e-10
1981,1.8976647808699454e-08,0.0
1982,1.8622506203769262e-08,0.0
1983,2.3998200759933752e-08,0.0
1984,1.5657322549600394e-08,0.0
1985,1.9851341903631692e-08,0.0
1986,1.2588419195935785e-08,5.994485463567401e-10
1987,1.588812459374367e-08,1.2221633705067347e-09
1988,1.739000587974715e-08,0.0
1989,2.469655058234821e-08,1.6464366536794728e-09
1990,1.3621627381610324e-08,0.0
1991,2.9307326343541718e-08,0.0
1992,1.8733810946969243e-08,0.0
1993,2.9357799746776436e-08,0.0
1994,2.004472143823932e-08,0.0
1995,3.0907969517102174e-08,2.1689803286761844e-09
1996,3.683283722466513e-08,0.0
1997,1.91795770376757e-08,0.0
1998,2.8131962537258914e-08,4.768129224785866e-10
1999,3.153438754566196e-08,0.0
2000,1.899753598877396e-08,1.7672125984802278e-09
2001,1.8839211080035057e-08,8.762423564512289e-10
2002,2.584920721915296e-08,8.76244299341522e-10
2003,2.7501691590714472e-08,4.1669229178253886e-10
2004,1.8940601975714344e-08,0.0
2005,2.0717248361279417e-08,0.0
2006,2.2648395159308166e-08,2.0589450144825605e-09
2007,2.5564668604260987e-08,2.7961355453243186e-09
2008,2.299017509699297e-08,2.554463751636149e-09
2009,2.0503227560197956e-08,1.430457752249481e-09
2010,1.6533276081531767e-08,2.3618964561933353e-09
2011,1.9884653923440965e-08,3.059177577924288e-09
2012,2.791487219155897e-08,4.765953853791416e-09
2013,3.988448682434864e-08,6.136075203500013e-09
2014,2.7068065122648477e-08,5.846701789380404e-09
2015,2.5047301122071985e-08,5.319781060109108e-09
2016,2.4856079861024227e-08,5.799752234025846e-09
2017,2.616235761365715e-08,5.7859059765519305e-09
2018,2.7363547872027993e-08,8.776987137082415e-09
2019,2.5509876877549686e-08,6.632568272380013e-09
