year,empêchant_VERB en_ADP
1800,6.288328968651058e-09
1801,2.3811825844433088e-09
1802,0.0
1803,0.0
1804,1.4831105232815389e-08
1805,8.528632911009026e-09
1806,0.0
1807,1.1387820464392462e-08
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,3.4508900625951355e-08
1814,3.1466772298927026e-08
1815,0.0
1816,2.3176038865813098e-09
1817,0.0
1818,7.152706427149269e-09
1819,0.0
1820,1.779972080839798e-08
1821,2.9584463767662328e-09
1822,1.0025615893027862e-09
1823,0.0
1824,6.736890156844311e-09
1825,0.0
1826,2.642395191543301e-09
1827,8.295545583791863e-09
1828,1.834460228167245e-08
1829,2.571952872898464e-09
1830,4.174734336004349e-09
1831,1.5591206103948707e-09
1832,0.0
1833,1.1583628500844156e-09
1834,9.334530925997342e-10
1835,1.8151411040889798e-08
1836,6.720750067579218e-10
1837,7.653680356156656e-09
1838,6.312161904276081e-10
1839,2.0974426639952526e-09
1840,6.369688665408546e-10
1841,5.1364388298225094e-09
1842,0.0
1843,6.497602011990011e-09
1844,1.5916826967554698e-08
1845,3.9061593959388574e-09
1846,3.5127007969038004e-09
1847,8.089835468183537e-09
1848,0.0
1849,1.6758829879393033e-09
1850,6.788996032014438e-10
1851,9.674158363282004e-09
1852,2.6042181744401205e-09
1853,3.5831591027601917e-09
1854,1.558699391779328e-09
1855,1.0613874223963649e-09
1856,1.1389816201301528e-08
1857,2.4407544874094356e-09
1858,2.936205500958522e-09
1859,8.147477359443656e-09
1860,8.696649622663699e-09
1861,3.3011746669586728e-09
1862,2.2589932147099034e-09
1863,4.495158911765884e-09
1864,1.4384183844029508e-09
1865,3.294791106611683e-09
1866,7.784980660119345e-09
1867,1.455843445796745e-09
1868,4.939874287401835e-09
1869,6.8369265804335555e-09
1870,1.2614907340946502e-08
1871,1.274541272522356e-08
1872,1.1489944995446422e-08
1873,5.387403856360606e-09
1874,1.0156835372754358e-08
1875,9.154443425529735e-09
1876,1.209202959984168e-09
1877,6.184816214727107e-09
1878,1.8117265465633636e-09
1879,1.7717043832021773e-08
1880,1.9253538763308597e-09
1881,9.761510710859511e-09
1882,9.983077475794744e-09
1883,3.791603475633565e-09
1884,7.922036360241691e-09
1885,1.160214413431504e-08
1886,1.5488312854472497e-08
1887,7.834709769838355e-09
1888,1.9021844099853524e-09
1889,1.0650732740202784e-08
1890,1.9663159989136147e-09
1891,1.0198752065093686e-08
1892,6.268512375839919e-09
1893,4.926733243593162e-09
1894,5.041231432301174e-09
1895,3.611168697403855e-09
1896,7.66613794667137e-09
1897,2.330685422435863e-09
1898,1.1882545614128048e-08
1899,1.1607914629507832e-08
1900,7.26747462209687e-09
1901,2.794369402536745e-09
1902,6.088752257937813e-08
1903,8.640352433531007e-09
1904,5.374625189347171e-09
1905,8.257214467732865e-09
1906,5.658602919567102e-09
1907,8.228549397415463e-09
1908,1.2278472460991452e-08
1909,1.4302557360679202e-08
1910,5.34415089958884e-09
1911,1.0640748726586935e-08
1912,1.0418842677495377e-08
1913,1.0605979205990934e-08
1914,1.4063162190325329e-08
1915,7.068456930880984e-09
1916,3.2962386153911893e-09
1917,1.0966424435210342e-09
1918,4.594550517822427e-09
1919,5.524709134618888e-09
1920,6.815008557481406e-09
1921,4.543648568500203e-09
1922,3.6889677978990676e-09
1923,1.1677542488541803e-08
1924,5.156649773851996e-09
1925,5.499089184013428e-09
1926,4.458455382660986e-09
1927,7.804457524684949e-09
1928,9.14083297942625e-09
1929,1.4482528065684619e-08
1930,1.3654684494213143e-08
1931,9.124285327288817e-09
1932,5.4797681947604815e-09
1933,6.882397318719313e-09
1934,2.3963160344919743e-09
1935,8.377798899061872e-09
1936,8.487299751891442e-09
1937,3.777335333410292e-09
1938,1.2965214457594243e-09
1939,6.117620188206274e-09
1940,7.607348528892999e-09
1941,8.854508237732261e-09
1942,3.034211770724937e-09
1943,5.806470415592457e-09
1944,1.2852744646352221e-08
1945,8.714016175304096e-09
1946,8.352662561605939e-09
1947,8.344609447874518e-09
1948,3.2615663503321457e-09
1949,1.3743811422273211e-08
1950,7.444753258312176e-09
1951,7.462981344019681e-09
1952,5.272402070488624e-09
1953,4.3095309543161875e-09
1954,1.3681550115052232e-08
1955,2.815682353940474e-09
1956,2.616342476002842e-09
1957,1.501956425897788e-08
1958,2.4816730892496253e-09
1959,1.705164542897819e-08
1960,7.612916519406099e-09
1961,9.72742331128984e-09
1962,1.4586500007851555e-08
1963,9.052474325699222e-09
1964,5.475571551727398e-09
1965,8.755269398363907e-09
1966,7.200797291773142e-09
1967,9.367637332502454e-09
1968,1.3474247495537384e-08
1969,4.541757636644661e-09
