year,empêchant_VERB en_ADP
1970,4.1388523719376735e-09
1971,1.1304474689666222e-08
1972,5.130146973897354e-09
1973,7.718485406371656e-09
1974,9.563471792262135e-09
1975,9.138368284311582e-09
1976,5.713526984862938e-09
1977,1.1165885105413054e-08
1978,1.128712323605896e-08
1979,4.096381456264453e-09
1980,2.2740602734216964e-09
1981,7.590659656386833e-09
1982,1.3656505259973528e-08
1983,3.78918940668882e-09
1984,9.278413592994639e-09
1985,7.218669662023558e-09
1986,6.593933843390687e-09
1987,7.332980445085013e-09
1988,1.199310784016916e-08
1989,8.232182935330457e-09
1990,9.80757164370516e-09
1991,5.8614650910726596e-09
1992,8.264915862810085e-09
1993,6.647049133334804e-09
1994,8.439882570598911e-09
1995,9.21816667442954e-09
1996,8.540947504798169e-09
1997,9.58978851883785e-09
1998,8.10582001520288e-09
1999,1.4624643718263997e-08
2000,3.97622823555821e-09
2001,9.638665865452367e-09
2002,8.762443215459825e-09
2003,1.0833999475323708e-08
2004,7.047666006343434e-09
2005,6.305249655724765e-09
2006,1.2765458912156191e-08
2007,3.595031605740928e-09
2008,8.51487946817997e-09
2009,5.245011536203492e-09
2010,8.502827775203059e-09
2011,1.1089518636708817e-08
2012,6.808505315092361e-09
2013,6.9728125495771565e-09
2014,5.846701789380404e-09
2015,8.201329393386914e-09
2016,5.59261792432153e-09
2017,6.037467414898856e-09
2018,7.744399788123246e-09
2019,6.12237061048404e-09
