year,montrant_VERB en_ADP,montrant_VERB sans_ADP
1922,1.4977209161770588e-07,1.1804696775641332e-08
1923,1.5499284700126736e-07,2.0170300985000722e-08
1924,1.7016944298120507e-07,1.4180787211159895e-08
1925,1.462757666104153e-07,1.9796720707176974e-08
1926,1.270659737429014e-07,1.114613823460786e-08
1927,1.8730698059243878e-07,2.1183527820767267e-08
1928,1.9652790683721832e-07,1.9424270192303084e-08
1929,1.7156226306269673e-07,1.5596569369336066e-08
1930,1.5335261593918403e-07,1.995684684175103e-08
1931,1.7336142832391488e-07,2.167017854048936e-08
1932,1.6987281981073465e-07,6.575722188983946e-09
1933,1.8926593270407466e-07,9.176529758292418e-09
1934,1.9769606751651736e-07,1.9170528275935794e-08
1935,1.9388620842164528e-07,1.9149254626427137e-08
1936,2.000577836724915e-07,1.33371855781661e-08
1937,1.561298716978854e-07,1.888667711114067e-08
1938,1.5687909638018027e-07,9.075650453382877e-09
1939,2.2176372738158534e-07,3.058810094103137e-09
1940,1.927194972495272e-07,7.607348528892999e-09
1941,1.9775067983118788e-07,1.1806010391524069e-08
1942,1.8812113466992741e-07,3.034211770724937e-09
1943,2.2645234309948137e-07,1.7419411690866582e-08
1944,2.0243072640369064e-07,6.4263723231761105e-09
1945,1.8735134688085964e-07,1.9606536838523425e-08
1946,1.5034792966162058e-07,2.5057987684817817e-08
1947,1.5020297894352552e-07,1.7881307101674793e-08
1948,2.1743775846516655e-07,1.4133454406817236e-08
1949,1.531453364123081e-07,1.2762110479513922e-08
1950,1.5208567560875963e-07,2.6588404367089424e-08
1951,1.6738400177018775e-07,3.1984203729962246e-08
1952,2.0456919003208895e-07,1.7926167217297007e-08
1953,1.8315506622457178e-07,1.4005975934594517e-08
1954,1.3681550115052232e-07,7.818028890937967e-09
1955,1.7551086273215333e-07,1.3139850985055546e-08
1956,1.93609338339229e-07,1.657016923672927e-08
1957,2.164584174124684e-07,1.5903067307476704e-08
1958,1.6875377184533136e-07,2.0680609225109947e-08
1959,1.5889033022631338e-07,2.6352543258667538e-08
1960,1.7578916811089584e-07,1.7994166157109248e-08
1961,1.681454477875377e-07,2.014966149488373e-08
1962,1.6933023516685353e-07,1.6489087428794846e-08
1963,1.7329023194179172e-07,1.681173777967615e-08
1964,1.6852592921168252e-07,1.5818317322668918e-08
1965,1.4555635630131292e-07,2.0246559984116175e-08
1966,1.816816563859902e-07,2.0494576702390077e-08
1967,1.410076038155239e-07,2.7116845657815247e-08
1968,1.5854698176553939e-07,1.661823922916028e-08
1969,1.344360356370089e-07,1.1808570121729645e-08
1970,1.278445580510379e-07,1.5175793066646293e-08
1971,1.3719521518851252e-07,1.490135304038631e-08
1972,1.3389683317655e-07,2.61637485010624e-08
1973,1.4885650045926013e-07,1.3783009400469837e-08
1974,1.3613883709240326e-07,1.7439271360331077e-08
1975,1.4221585331597453e-07,1.313640396460869e-08
1976,1.4626628797032026e-07,1.428381679602353e-08
1977,1.5455935908903484e-07,1.704266772151186e-08
1978,1.2891082690202893e-07,1.6039596317796168e-08
1979,1.498105177688558e-07,1.6970723493159312e-08
1980,1.6828046511818684e-07,9.664756106531058e-09
1981,1.644642821929665e-07,1.3916208629893845e-08
1982,1.6015356152365712e-07,1.6760255405756652e-08
1983,2.0903695485685603e-07,1.515675762675528e-08
1984,1.4729481279118772e-07,1.275781880138993e-08
1985,1.47381172155292e-07,1.8648229627160617e-08
1986,1.2648364133838186e-07,1.558566253834215e-08
1987,1.3810445409490058e-07,2.5665430669619127e-08
1988,1.5471108838482905e-07,2.4585871116755698e-08
1989,1.6189960660994984e-07,9.329808037250586e-09
1990,1.3185734815124306e-07,2.0160008773473237e-08
1991,1.5239810124967335e-07,8.7921980806982e-09
1992,1.1791280485340394e-07,1.322386644631024e-08
1993,1.495586019473194e-07,2.4372512896775334e-08
1994,1.3029068668402033e-07,1.3714808844156323e-08
1995,1.4586392182991403e-07,1.6809597269684673e-08
1996,1.7829228227128624e-07,1.5480466686312866e-08
1997,1.519981509545687e-07,1.6782131240233866e-08
1998,1.5782507034600712e-07,1.9072516010965046e-08
1999,1.4533239323100133e-07,2.102292562256025e-08
2000,1.6611798514531984e-07,2.2090157258958243e-08
2001,1.476468440841927e-07,1.7524847351069184e-08
2002,1.6955327453160862e-07,2.059174164514843e-08
2003,1.800110709382352e-07,2.6251614215766494e-08
2004,1.6826302839945129e-07,1.3654853248112886e-08
2005,1.8105073706919939e-07,2.0266872624574717e-08
2006,1.5565623812108242e-07,2.2648395159308166e-08
2007,1.633742101603275e-07,1.917350189728495e-08
2008,1.519905907798602e-07,2.3415918093405708e-08
2009,1.6354900367332448e-07,1.7642312499788204e-08
2010,1.4785472046696668e-07,2.0784689525044087e-08
2011,1.3957497912997496e-07,2.2561435386592166e-08
2012,1.5217010229662264e-07,1.5659562535574878e-08
2013,1.238371538647698e-07,1.812931316180766e-08
2014,1.3165906409540185e-07,2.0788274213145996e-08
2015,1.1437528968372135e-07,1.7510945582444037e-08
2016,1.3401570697624265e-07,2.423467826417891e-08
2017,1.2578057351220195e-07,2.56592347369633e-08
2018,1.5204838632598694e-07,1.987729447705533e-08
2019,1.232127146977291e-07,2.040790292312522e-08
