year,tout_ADV avant_ADP,tout_ADV savants_ADJ
1912,3.021464323182954e-08,0.0
1913,3.2878535449754054e-08,5.302989602995467e-09
1914,3.147469485043075e-08,1.3393487430235496e-09
1915,1.767114277129167e-08,0.0
1916,2.4172416956957932e-08,0.0
1917,2.52227767560953e-08,7.676496771580332e-09
1918,3.331049214239101e-08,0.0
1919,4.051453139641836e-08,3.6831393490643904e-09
1920,3.331782005844275e-08,7.572231730534895e-10
1921,3.256281377872483e-08,1.5145494858259667e-09
1922,1.5493664740073854e-08,3.6889677978990676e-09
1923,2.441668067731939e-08,2.1231896241147297e-09
1924,4.1253198190815965e-08,0.0
1925,2.639562701745035e-08,1.0998177923937646e-09
1926,3.009457305580554e-08,3.343841648018042e-09
1927,5.351627963001704e-08,3.3447675740205796e-09
1928,3.5420729016522046e-08,1.1426041224282812e-09
1929,4.4561623724348465e-08,1.1140406375176326e-09
1930,2.9410089141812534e-08,1.0503603542488804e-09
1931,4.5621427524622504e-08,1.1405356659111021e-09
1932,5.370172795338135e-08,1.0959536611565568e-09
1933,5.85003787634264e-08,1.1470662197865522e-09
1934,4.912447693072863e-08,5.990790086229936e-09
1935,3.710167995052416e-08,3.590485242455088e-09
1936,3.031178641421661e-08,0.0
1937,4.1550688223424004e-08,1.2591118148108649e-09
1938,4.019216370831913e-08,1.2965214457594243e-09
1939,3.6705721129237645e-08,0.0
1940,3.803674442082183e-08,0.0
1941,8.559357667081713e-08,0.0
1942,2.730790527039062e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,3.213186161588055e-08,0.0
1945,5.010559478435539e-08,0.0
1946,3.062643116891195e-08,0.0
1947,5.4836006846414875e-08,4.7683483828109274e-09
1948,5.327224994466917e-08,3.2615663503321457e-09
1949,4.123143504397575e-08,0.0
1950,4.5732054587688253e-08,1.0635361480382244e-09
1951,3.1984205950408295e-08,2.1322803522849654e-09
1952,2.003512733494972e-08,0.0
1953,3.447624863373022e-08,0.0
1954,2.7363101118282884e-08,3.9090144454689835e-09
1955,2.5341140741375057e-08,0.0
1956,4.4477822092048314e-08,1.744228317335228e-09
1957,3.97576700450486e-08,1.7670075402875796e-09
1958,4.218844262826593e-08,2.4816730892496253e-09
1959,3.642851620355714e-08,0.0
1960,4.775374851107017e-08,2.7683333958528067e-09
1961,4.724748459139505e-08,3.4740795795684676e-09
1962,4.756467353317362e-08,1.2683912808952869e-09
1963,4.332255532091267e-08,3.879632060055371e-09
1964,4.1979382636725404e-08,0.0
1965,4.377634843510947e-08,2.188817349590977e-09
1966,3.489617128593636e-08,2.215629901769489e-09
1967,6.212222780632715e-08,1.4791006197611978e-09
1968,4.221930938186347e-08,0.0
1969,3.9059117246109665e-08,0.0
1970,3.7709546152342455e-08,0.0
1971,5.498085364763483e-08,1.0276794970565106e-09
1972,3.3345954608687833e-08,1.0260293725750103e-09
1973,4.520827012743922e-08,1.102640756478479e-09
1974,3.03780877120019e-08,2.812785782069227e-09
1975,3.65534718049787e-08,1.1422960355389478e-09
1976,3.999468833892905e-08,1.142705374768127e-09
1977,3.9374436877626096e-08,5.876781838942691e-10
1978,5.287126114694729e-08,5.940591352171509e-10
1979,3.218585442610333e-08,1.1703946700691858e-09
1980,4.2070113837056056e-08,1.7055452605774235e-09
1981,4.617651039318105e-08,0.0
1982,3.9107265537019487e-08,6.207502289967692e-10
1983,3.978649121272326e-08,0.0
1984,4.871167114117725e-08,5.799008495621649e-10
1985,4.692135291417543e-08,1.2031116103372597e-09
1986,3.596691133811447e-08,0.0
1987,5.010869807975382e-08,2.4443267965246207e-09
1988,3.957725513981103e-08,1.1993107618124554e-09
1989,4.7746663178749316e-08,0.0
1990,4.413407395098545e-08,0.0
1991,3.7513375794606674e-08,1.7584396161396398e-09
1992,3.7467621893938485e-08,5.509944167592096e-10
1993,4.874502690377369e-08,5.539207426075166e-10
1994,4.061693537060762e-08,1.5824779264761446e-09
1995,3.795715686205625e-08,2.1689803286761844e-09
1996,3.629902711743682e-08,5.338092190498855e-10
1997,3.308477047880842e-08,0.0
1998,3.24232791726331e-08,4.768129224785866e-10
1999,3.336246900964568e-08,4.570201161957499e-10
2000,3.622785815782237e-08,4.4180314962005696e-10
2001,5.5203269955228507e-08,2.190605918883648e-09
2002,3.548789351270898e-08,2.190610692842654e-09
2003,3.75023063714508e-08,4.1669229178253886e-10
2004,4.625030869398472e-08,4.404791253964646e-10
2005,5.134274405627082e-08,0.0
2006,5.641509259746158e-08,0.0
2007,5.312657647138508e-08,1.1983438408247338e-09
2008,5.662394739203158e-08,8.514879357157668e-10
2009,5.3880575556775057e-08,4.76819250749827e-10
2010,6.093692950237539e-08,0.0
2011,6.233074587025378e-08,0.0
2012,6.331910068491098e-08,2.382976926895708e-09
2013,7.530637446961919e-08,8.367375126105969e-10
2014,8.856670580259518e-08,1.7323561474213989e-09
2015,8.422986663703114e-08,0.0
2016,8.098939252576542e-08,1.86420612280358e-09
2017,7.244960303909309e-08,0.0
2018,8.751171809429081e-08,2.5814666515522333e-09
2019,1.0178441472996624e-07,1.53059265262101e-09
