year,gagnant_VERB en_ADP
1800,0.0
1801,1.904946067554647e-08
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,4.5321479902327155e-09
1809,0.0
1810,0.0
1811,1.2535384286138651e-08
1812,2.400487453257938e-08
1813,2.5881675469463516e-08
1814,2.5173417128598885e-08
1815,6.203614333344376e-08
1816,3.476405652236281e-08
1817,1.556873407970727e-09
1818,9.536941902865692e-09
1819,3.1053151161586356e-09
1820,5.933240565525466e-09
1821,1.0847637010868993e-08
1822,2.4061478143266868e-08
1823,7.906149512848515e-09
1824,2.105278085196005e-08
1825,2.6416328680056722e-08
1826,8.80798456392995e-09
1827,2.949527377893446e-08
1828,4.586150570418113e-09
1829,1.714635211591542e-09
1830,3.1310507520032616e-09
1831,6.236482441579483e-09
1832,6.764984572527055e-09
1833,1.7375443306377747e-08
1834,1.8669062740173104e-08
1835,3.781543966852041e-09
1836,2.688300027031687e-09
1837,7.653680356156656e-09
1838,1.4517972601879592e-08
1839,1.2584655095793096e-08
1840,2.165694112932215e-08
1841,3.659712533021775e-08
1842,1.8112315203211438e-08
1843,7.678984559333912e-09
1844,2.2503100771675832e-08
1845,1.1718478631905782e-08
1846,1.4050803187615202e-08
1847,2.2112217834546755e-08
1848,4.98803736093123e-08
1849,2.4300303991253713e-08
1850,1.9009188889640427e-08
1851,2.257303499675345e-08
1852,1.3672145193766028e-08
1853,1.6124216628554677e-08
1854,9.871762074453727e-09
1855,1.751289246954002e-08
1856,1.91556009943028e-08
1857,1.9526035899275485e-08
1858,2.202154192332273e-08
1859,1.5785737161877478e-08
1860,1.8766454251695208e-08
1861,4.0085693264746425e-08
1862,1.2650361647104091e-08
1863,2.6970952249349978e-08
1864,2.589153069720851e-08
1865,2.118079933666195e-08
1866,2.968023871119385e-08
1867,3.008743121313273e-08
1868,2.8157282727647726e-08
1869,2.783605879130846e-08
1870,1.4335121534259088e-08
1871,3.186353225714811e-08
1872,3.084143074261192e-08
1873,3.4718826924518e-08
1874,2.0313670745508716e-08
1875,1.4875970677508121e-08
1876,1.874264654588842e-08
1877,3.154256233983688e-08
1878,2.5968081018845623e-08
1879,2.504823370941267e-08
1880,2.6954953824542827e-08
1881,2.9284532132578533e-08
1882,2.7952617998039386e-08
1883,2.8437025179073316e-08
1884,5.0172896948197376e-08
1885,3.480643329112354e-08
1886,2.1296431285122708e-08
1887,2.415702127223085e-08
1888,3.233713385952797e-08
1889,3.00726554769426e-08
1890,2.6217545745499393e-08
1891,3.505821055682645e-08
1892,3.3223116258085383e-08
1893,3.448713337128595e-08
1894,4.0329851458409394e-08
1895,2.347259631108045e-08
1896,4.009979637231709e-08
1897,2.6802883135168543e-08
1898,2.772593887812036e-08
1899,1.8241008703512307e-08
1900,4.3085742085224865e-08
1901,3.297355993803208e-08
1902,1.1293653123800595e-08
1903,3.186129893251177e-08
1904,3.278521276683932e-08
1905,3.5093161820931584e-08
1906,2.6749759185484834e-08
1907,2.828563783197069e-08
1908,3.192402764362612e-08
1909,3.960708250261291e-08
1910,4.275320542035388e-08
1911,2.0217422402879492e-08
1912,2.7088990606216612e-08
1913,1.6969567084856862e-08
1914,2.8795997808472862e-08
1915,1.0602685840410686e-08
1916,1.4283700666695154e-08
1917,2.1932848426331475e-08
1918,1.9526840588923733e-08
1919,3.314825391953491e-08
1920,4.467616721015588e-08
1921,2.4232791773215467e-08
1922,1.696925089333945e-08
1923,3.3971033985835675e-08
1924,3.0939897754933554e-08
1925,2.5295808780967377e-08
1926,2.4521504160546215e-08
1927,2.1183528042811872e-08
1928,1.0283436768787624e-08
1929,2.0052731031228177e-08
1930,3.991369368350206e-08
1931,2.737285598186645e-08
1932,2.082311922890767e-08
1933,2.6382522833046096e-08
1934,3.354842448288764e-08
1935,2.2739739868882225e-08
1936,4.607391446143083e-08
1937,2.5182236740306507e-08
1938,2.5930429359277696e-08
1939,1.8352861452797242e-08
1940,4.057252667166722e-08
1941,3.246652813260198e-08
1942,2.4273694831933312e-08
1943,2.032264689866281e-08
1944,3.855823393905666e-08
1945,3.485606470121638e-08
1946,2.645009811175214e-08
1947,1.3112957830685446e-08
1948,1.522064252412747e-08
1949,2.3560819850665382e-08
1950,2.765193918286002e-08
1951,2.1322804411028073e-08
1952,3.58523338794825e-08
1953,1.6160740301529586e-08
1954,3.029486128625081e-08
1955,2.9095383879962355e-08
1956,3.1396109267944894e-08
1957,4.240818096690191e-08
1958,3.1434524316864554e-08
1959,2.6352543258667538e-08
1960,3.0451666577224756e-08
1961,1.737039800886464e-08
1962,2.2196846694022554e-08
1963,2.4571002121831498e-08
1964,2.4335873760605864e-08
1965,3.064344211711756e-08
1966,3.1572724878969893e-08
1967,2.169347623759421e-08
1968,3.188905262074826e-08
1969,3.088395261752197e-08
1970,3.0811457218948846e-08
1971,4.0079499052936285e-08
1972,2.718977787363741e-08
1973,1.984753300598996e-08
1974,2.5877629150627968e-08
1975,2.969969781219106e-08
1976,3.5423867839057266e-08
1977,3.114694369088511e-08
1978,2.613860194955464e-08
1979,3.6867430774911725e-08
1980,3.9796053785678964e-08
1981,4.80741773056792e-08
1982,4.4073267591038245e-08
1983,3.220811173321181e-08
1984,4.0593060912641477e-08
1985,3.248401336808371e-08
1986,4.435919231937646e-08
1987,5.010869807975382e-08
1988,4.0176910465206106e-08
1989,4.555141286388675e-08
1990,5.067245267831311e-08
1991,3.106576507150294e-08
1992,4.132458031325115e-08
1993,4.874502579355067e-08
1994,4.430938371768889e-08
1995,4.1210624912579874e-08
1996,5.658377766337708e-08
1997,5.17848595116277e-08
1998,5.483348486379214e-08
1999,5.1643273657475675e-08
2000,6.36196535452882e-08
2001,5.3450784687214536e-08
2002,5.5203392079761215e-08
2003,6.083707360104995e-08
2004,5.550036807910885e-08
2005,6.755624548659966e-08
2006,6.794518370156766e-08
2007,6.910449368291438e-08
2008,8.812900054167017e-08
2009,7.009242897204615e-08
2010,6.235406724286463e-08
2011,9.177532467319338e-08
2012,7.591483353053263e-08
2013,8.116353766851603e-08
2014,6.691225795663058e-08
2015,7.203869767380411e-08
2016,6.524721207767925e-08
2017,8.804639950454884e-08
2018,8.312322830050789e-08
2019,9.336615036659168e-08
