year,payant_VERB en_ADP,payant_VERB sans_ADP
1896,3.833068834557807e-08,1.769108692872834e-09
1897,2.4472196713531957e-08,6.409385022720926e-09
1898,3.791097780148078e-08,5.092519295146758e-09
1899,3.924580482816964e-08,6.080336234504102e-09
1900,2.6474371139784125e-08,4.671947717582725e-09
1901,2.179608138419553e-08,7.265360812969135e-09
1902,3.338993082024899e-08,3.437198747846537e-09
1903,3.564145245604777e-08,9.720396931811592e-09
1904,2.5260739278110123e-08,7.524475265086039e-09
1905,4.3866453580676534e-08,5.676835002077496e-09
1906,2.6749759740596346e-08,5.658602919567102e-09
1907,2.674278576364486e-08,7.199980611716228e-09
1908,1.3751889405000384e-08,9.331639461152008e-09
1909,2.9155213354670195e-08,9.901770070541716e-09
1910,1.60324518105881e-08,6.947395991829808e-09
1911,2.606983251496331e-08,4.788336838146279e-09
1912,1.719108944087111e-08,5.2094213387476884e-09
1913,2.2272556354785422e-08,2.121195885607108e-09
1914,2.8795997586428257e-08,1.4063161579702665e-08
1915,4.7123048574349014e-08,2.591767644943843e-08
1916,3.076489463182952e-08,6.592477230782379e-09
1917,2.0836205649743533e-08,1.315970976634162e-08
1918,1.4932289182922887e-08,1.8378202071289707e-08
1919,4.327688785110695e-08,1.3811772670013767e-08
1920,3.710393414735336e-08,6.815008557481406e-09
1921,2.9533715528717863e-08,1.4388220004324381e-08
1922,3.6889676535700744e-08,5.164555005876537e-09
1923,2.44166811214086e-08,5.307974060286824e-09
1924,5.285566118118368e-08,1.1602462102189293e-08
1925,4.179307566687385e-08,7.698724324711748e-09
1926,3.566764306128789e-08,6.687683296036084e-09
1927,1.6723836537835268e-08,4.4596899506643695e-09
1928,4.227635130860108e-08,5.713020723163709e-09
1929,1.6710609784809094e-08,8.912325100141061e-09
1930,1.05036033204442e-08,4.201441416995522e-09
1931,1.710803587684495e-08,5.7026783295555106e-09
1932,2.9590749517360848e-08,8.767629289252454e-09
1933,2.982372038218273e-08,1.0323596200123575e-08
1934,3.4746584276490466e-08,1.4377896206951846e-08
1935,2.393656828303392e-08,1.0771455727365264e-08
1936,1.2124714565686645e-08,4.849885826274658e-09
1937,2.895957251780601e-08,2.5182236296217297e-09
1938,2.463390735840676e-08,2.5930428915188486e-09
1939,1.070583532936098e-08,0.0
1940,2.282204625281281e-08,2.5357829169792012e-08
1941,2.066051862925633e-08,2.9515025978810172e-08
1942,9.102635090130207e-09,3.034211770724937e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,8.675602458652065e-08
1945,1.3071024262956144e-08,3.267756021330115e-08
1946,1.6705326011390298e-08,2.7842208538686464e-09
1947,1.4305045148432782e-08,5.960435478513659e-09
1948,6.523132700664291e-09,1.522064252412747e-08
1949,1.1780409536754632e-08,1.1780409536754632e-08
1950,5.317680518146517e-09,3.190608444114673e-09
1951,1.2793681891665187e-08,3.1984206394497505e-09
1952,2.5307528517259925e-08,3.163441175679793e-09
1953,1.8315507332999914e-08,6.464296653518886e-09
1954,1.5636057781875934e-08,5.863521668203475e-09
1955,2.1586897602787758e-08,1.8771215692936494e-09
1956,9.593255967388359e-09,1.2209598221346596e-08
1957,1.767007518083119e-08,3.534015080575159e-09
1958,1.4890038535497752e-08,1.6544486891589827e-09
1959,1.2401196514133517e-08,2.325224457422337e-09
1960,8.997083078554624e-09,4.844583401109048e-09
1961,2.1539294070560544e-08,3.47407969059077e-09
1962,1.0147130247162295e-08,1.9025869768540815e-09
1963,1.551852757408767e-08,3.879631726988464e-09
1964,7.300761772910391e-09,4.258777774879263e-09
1965,1.5321720781003023e-08,3.830430195250756e-09
1966,1.2185964348709888e-08,2.769537488234164e-09
1967,1.7256175155466735e-08,1.479100675272349e-09
1968,2.0660513300185812e-08,3.5931326802796093e-09
1969,1.4533624859147665e-08,4.541757636644661e-09
1970,1.7015283404475667e-08,1.3796175035718505e-09
1971,1.5929032315398217e-08,6.166076982339064e-09
1972,1.3338381399385923e-08,3.0780880067027283e-09
1973,1.1577728109557484e-08,3.3079223804577396e-09
1974,1.518904291231138e-08,3.3753429495853027e-09
1975,1.2565256390928425e-08,4.569184142155791e-09
1976,1.5997875024709174e-08,2.856763492431469e-09
1977,1.7630345183761165e-08,1.7630345516828072e-09
1978,2.0198010819427736e-08,5.940591130126904e-09
1979,1.2289143924704149e-08,5.851973461368232e-09
1980,1.30758464056413e-08,4.548120546843393e-09
1981,4.427884781055269e-09,4.427884725544118e-09
1982,6.828252296919857e-09,1.2415004579935385e-09
1983,9.47297440490047e-09,3.157658134966823e-09
1984,7.538710988796993e-09,4.059306002446306e-09
1985,1.9851341903631692e-08,5.4140022465176685e-09
1986,1.2588419251446936e-08,2.997242676272549e-09
1987,1.7721369260925712e-08,3.6664902225425067e-09
1988,5.99655392008458e-09,5.99655392008458e-09
1989,1.0427432250992297e-08,6.036934507847036e-09
1990,1.5801088049105516e-08,6.538381391862913e-09
1991,1.52398094144246e-08,2.9307326565586322e-09
1992,9.366905473484621e-09,3.856960972825618e-09
1993,2.714211727594673e-08,1.1078414852150331e-09
1994,3.164955852952289e-09,4.2199412852994556e-09
1995,1.301388213859056e-08,2.7112253553340793e-09
1996,1.8683323110835204e-08,5.3380921904988554e-09
1997,1.006927874414032e-08,1.438468344439059e-09
1998,9.536258005482523e-09,3.814503379828693e-09
1999,1.1882523409667556e-08,2.7421206694189237e-09
2000,6.627047466345459e-09,8.836062992401139e-10
2001,1.533424159871899e-08,3.066848330846028e-09
2002,9.200564754507923e-09,8.76244299341522e-10
2003,8.333845447072719e-09,1.2500769308587678e-09
2004,1.2773894303430566e-08,5.726228824443069e-09
2005,1.5763123362155795e-08,1.3511248786457486e-09
2006,9.059357708451898e-09,2.0589450144825605e-09
2007,1.4380126089896805e-08,7.988958938831558e-10
2008,1.532678259308362e-08,5.5346713878634546e-09
2009,1.4781396551200032e-08,5.245011758248097e-09
2010,1.4171378959204617e-08,4.251413776579227e-09
2011,2.14142423793362e-08,3.823971805871906e-09
2012,2.6212745307674368e-08,2.0425516833455504e-09
2013,2.23130010024164e-08,2.2313000336282585e-09
2014,2.1654451343167125e-08,4.547434789836657e-09
2015,1.5294370436791382e-08,2.21657536769726e-09
2016,1.470651400659051e-08,2.6927421681310904e-09
2017,1.8867084478069174e-08,3.018733707449428e-09
2018,1.2907333535316923e-08,2.8396134332808742e-09
2019,1.887730927130349e-08,2.806086474294034e-09
