year,maintenant_VERB en_ADP,maintenant_VERB sans_ADP
1800,1.8864987794131594e-08,7.231578535993322e-08
1801,8.334139067756041e-08,3.095537337571841e-08
1802,1.1189200677108602e-07,1.3427040812530322e-08
1803,7.411289004721766e-08,1.3652374342143503e-08
1804,8.157108055684148e-08,1.9774807569206132e-08
1805,4.5486043376286034e-08,2.2743021688143017e-08
1806,5.187004603612877e-08,2.881669125542885e-09
1807,4.839823830593559e-08,2.562259560079383e-08
1808,2.039466551195801e-08,9.064295980465431e-09
1809,4.292158095609011e-08,2.0331274441787173e-08
1810,4.212228077449254e-08,3.042164919975221e-08
1811,5.0141537144554604e-08,1.2535384286138651e-08
1812,5.3344166417446104e-08,1.0668832928217853e-08
1813,6.614205716459765e-08,1.4378708002027452e-08
1814,5.97868634599763e-08,3.776012391654149e-08
1815,1.0249449644561537e-07,2.697223555614414e-09
1816,1.1819779643928996e-07,9.270415546325239e-09
1817,8.251429051142622e-08,1.2454987263765815e-08
1818,8.702459552978326e-08,3.099506074022429e-08
1819,4.0369094733705424e-08,1.035105001712111e-09
1820,8.543866414356671e-08,2.254631326081835e-08
1821,7.691961201317099e-08,4.930744257336528e-09
1822,1.3634837614517892e-07,1.0025615893027862e-08
1823,9.487379770689586e-08,1.9765373338032077e-08
1824,1.1621135342920752e-07,3.789500624407083e-08
1825,1.2415674177645997e-07,1.1447076175841175e-08
1826,9.424542923852641e-08,1.76159691278599e-08
1827,1.1060727445055818e-07,1.7512819638909605e-08
1828,8.346793833879929e-08,3.760643352279658e-08
1829,7.973054039212002e-08,1.5431716349212365e-08
1830,8.871310797076148e-08,7.305785310052215e-09
1831,1.387617345471881e-07,3.274153215215847e-08
1832,1.1906372776593344e-07,4.058990921151917e-09
1833,1.054110185805257e-07,1.0425265983826648e-08
1834,1.3348379468425264e-07,2.6136685704614138e-08
1835,1.2554725969948777e-07,1.8151411040889798e-08
1836,9.073012563476368e-08,1.4113575197427508e-08
1837,1.1758835682940116e-07,1.8090515752078318e-08
1838,9.278878110308142e-08,1.5780404538645598e-08
1839,1.5241415951550152e-07,2.516931019158619e-08
1840,8.853866972913238e-08,1.592422194107712e-08
1841,1.2841097429827641e-07,2.1829865914924085e-08
1842,1.1001554867107188e-07,2.1466448174578545e-08
1843,1.5771452410717757e-07,1.1813821920725331e-08
1844,1.0592923160857026e-07,3.3480223038395707e-08
1845,9.542189616240648e-08,2.511102614732863e-08
1846,1.33482629394166e-07,1.4636253098387897e-08
1847,1.1865091664731153e-07,7.011190739092399e-09
1848,1.3033259449457546e-07,2.494018680465615e-08
1849,1.0641856817983353e-07,1.256912263158938e-08
1850,9.911934029105396e-08,1.1541293254424545e-08
1851,9.093708541740853e-08,3.4826967976187007e-08
1852,9.570501902089745e-08,2.4740073101270355e-08
1853,1.8632427156717313e-07,2.8665272822081533e-08
1854,1.4236120193800161e-07,1.2469595134234623e-08
1855,1.2630511037059478e-07,1.0083180512765466e-08
1856,1.439258596747095e-07,8.28350277259915e-09
1857,1.0348799150960986e-07,1.757343248698362e-08
1858,1.2772494528690004e-07,8.31924928945682e-09
1859,1.0795407234809318e-07,1.018434669930457e-08
1860,1.7118668438342866e-07,1.6477862629926676e-08
1861,1.4949604576486308e-07,3.0182167876091626e-08
1862,1.4141296844627504e-07,1.9879140111811466e-08
1863,1.433456162658331e-07,1.748117206545885e-08
1864,1.6302074357099627e-07,1.7740493518658695e-08
1865,1.6803434732537426e-07,1.5061901947888146e-08
1866,1.7954111797280348e-07,2.919367680931373e-08
1867,1.412168160186411e-07,1.2132028714972876e-08
1868,1.0521931415041763e-07,2.9639244392143382e-09
1869,1.450405164860058e-07,1.7580669364747337e-08
1870,1.5309910850191955e-07,1.490852596930381e-08
1871,1.327647112248087e-07,1.0621176826930423e-08
1872,1.348556679658941e-07,1.6327815544059376e-08
1873,1.2750189171129023e-07,1.616221290134945e-08
1874,1.69678898487291e-07,1.5533982988813477e-08
1875,1.4017741989391652e-07,1.7736734747586524e-08
1876,1.451043516453865e-07,3.023007266733657e-08
1877,1.292626592430679e-07,1.5462040536817767e-08
1878,1.6124366197800555e-07,1.9325083755461492e-08
1879,1.4418007765470975e-07,1.1607718342077078e-08
1880,1.559536570994169e-07,1.1552122813895949e-08
1881,1.3178039637296024e-07,3.4862537301449947e-09
1882,1.3377324137309188e-07,7.320923423037584e-09
1883,1.6493474674916797e-07,9.479008689083912e-09
1884,1.333542769543783e-07,1.7824582698722224e-08
1885,1.3858117142717674e-07,1.8692343672910283e-08
1886,2.084468775365167e-07,1.936039240035825e-08
1887,1.7040493105469068e-07,1.3057849024278312e-08
1888,1.5154068933043163e-07,1.5851536971922542e-08
1889,1.5850795875849144e-07,1.0650732740202784e-08
1890,1.4616281873713888e-07,1.9007721618891082e-08
1891,1.7274136610012647e-07,2.039750413018737e-08
1892,1.498174526659568e-07,1.9432388143059143e-08
1893,1.5334457259541523e-07,9.23762488724833e-09
1894,1.4052432106836932e-07,1.764431090123253e-08
1895,1.2518718506271398e-07,1.6852119699706236e-08
1896,2.0403720668582537e-07,1.0024948871034667e-08
1897,1.462505139215864e-07,2.0976168357833558e-08
1898,1.0354789736766179e-07,1.640922953072277e-08
1899,1.74118724771688e-07,1.1055156790007459e-08
1900,1.5625070659552875e-07,1.6092265298084385e-08
1901,1.391595958466496e-07,1.3412973842719111e-08
1902,2.6662840468816285e-07,2.1114219705964388e-08
1903,1.663267852336503e-07,2.592105730059302e-08
1904,1.7628769910515985e-07,1.827372564378038e-08
1905,1.60499610046827e-07,1.651442893546573e-08
1906,1.6821483939111204e-07,1.8519063615940468e-08
1907,1.517138770168458e-07,1.697138252154673e-08
1908,1.5618216764323734e-07,1.9154416719402434e-08
1909,1.1937135013795341e-07,2.0903737407707013e-08
1910,1.4108557877534622e-07,1.3894791983659616e-08
1911,1.5375881901036337e-07,1.8621308939259507e-08
1912,1.4482191090792185e-07,2.344239469209697e-08
1913,1.5961998656166543e-07,1.96210621083992e-08
1914,1.6139152592131722e-07,3.0135346662518714e-08
1915,1.649306682338647e-07,4.358881966481931e-08
1916,1.6810817271561973e-07,2.8567400889301098e-08
1917,2.708706858811638e-07,1.5352993543160665e-08
1918,2.3087616796146904e-07,2.2972752589112133e-08
1919,1.9612717494510434e-07,3.038589824200244e-08
1920,1.5901686367669754e-07,2.7260034229925623e-08
1921,1.7568774524079345e-07,2.9533714140939082e-08
1922,1.4829650751835288e-07,1.623145884366295e-08
1923,1.443768979925153e-07,6.369568872344189e-09
1924,1.5341032622018247e-07,1.5469948877466777e-08
1925,1.8366957021953567e-07,3.189471442510694e-08
1926,1.270659737429014e-07,1.3375366592072169e-08
1927,1.438250052387957e-07,1.2264147031260109e-08
1928,1.3939769871740282e-07,1.82816659588525e-08
1929,1.6487801701714488e-07,2.785101571589621e-08
1930,1.7225909232365666e-07,1.05036033204442e-08
1931,2.1784231307719892e-07,2.2810713318222042e-08
1932,1.8631212128639163e-07,9.863582839386709e-09
1933,1.537068783363793e-07,3.555905436769535e-08
1934,1.5815686538189766e-07,1.7972370258689807e-08
1935,1.9268937023753097e-07,1.3165112555668657e-08
1936,1.6368365152175102e-07,1.6974599503782883e-08
1937,1.6998009755297971e-07,1.1332006444320086e-08
1938,1.6206517727823666e-07,1.5558256905023882e-08
1939,1.6823454984660202e-07,1.2235240376412548e-08
1940,1.343965010391912e-07,3.296517903095264e-08
1941,1.151085982087352e-07,3.5418032950929046e-08
1942,1.7598428314613557e-07,6.068423541449874e-09
1943,1.3935529352693266e-07,2.0322646676618206e-08
1944,1.2210107058763242e-07,1.927911696952833e-08
1945,1.5903079031431844e-07,3.267756198965799e-08
1946,1.7958224418634927e-07,2.3665876369705074e-08
1947,1.609317621387163e-07,2.622591566137089e-08
1948,1.7503739968560694e-07,1.7395020535104777e-08
1949,1.8161465220600803e-07,2.0615717133409817e-08
1950,1.7867407109406486e-07,1.595304155443955e-08
1951,1.7591312939657655e-07,2.7719645245838365e-08
1952,1.9613335666690546e-07,3.4797853487589236e-08
1953,1.7669077578830183e-07,8.619061908632375e-09
1954,1.8860994543956622e-07,2.9317607896928166e-08
1955,1.6612526110293402e-07,1.783265446420046e-08
1956,1.8227186160402198e-07,2.52913103793162e-08
1957,1.7405024266281544e-07,2.2087593976038988e-08
1958,1.7537156793423492e-07,2.3989505493204888e-08
1959,1.5346481063716055e-07,2.40273188012452e-08
1960,1.5502666883548955e-07,3.737250153790228e-08
1961,1.7370398097682482e-07,2.36237411854745e-08
1962,1.5347534088050452e-07,3.297817485758969e-08
1963,1.4613280541198037e-07,2.4571003010009917e-08
1964,1.3871448345526005e-07,2.068549243006146e-08
1965,1.4665076264464005e-07,1.2038495533772675e-08
1966,1.4955502081193117e-07,2.215629990587331e-08
1967,1.602359134267317e-07,8.874604162656397e-09
1968,1.5719955115400808e-07,3.727875252934609e-08
1969,1.4170284146075574e-07,2.5433843475752838e-08
1970,1.7061269375062693e-07,1.839489982558007e-08
1971,1.8035774473901256e-07,2.4664307929356255e-08
1972,1.5800851826952567e-07,1.487742551375959e-08
1973,1.2404709082147747e-07,2.0398854161385316e-08
1974,1.327634890913032e-07,1.8564387360697765e-08
1975,1.2907945290407952e-07,2.056132863970106e-08
1976,1.6226415766595892e-07,2.0568696967870892e-08
1977,1.292892051196759e-07,2.2331770210826107e-08
1978,1.556434909844029e-07,2.3762364520507617e-08
1979,1.410325580764038e-07,1.345953837272873e-08
1980,1.364436172934802e-07,1.3075846183596695e-08
1981,1.2967376505912398e-07,1.138598904049104e-08
1982,1.626365531137708e-07,1.6760255405756652e-08
1983,1.572513639302997e-07,2.2103606056589342e-08
1984,1.443953152602262e-07,6.378909400694965e-09
1985,1.2331894083672523e-07,1.2632671797518924e-08
1986,1.4926268931958475e-07,1.7983456501724504e-08
1987,1.411598731237973e-07,1.1610551631235921e-08
1988,1.4091901334722934e-07,1.139345240375178e-08
1989,1.1744581485118033e-07,2.250130037850795e-08
1990,1.34581682686985e-07,1.961514328741032e-08
1991,1.729132179661974e-07,1.4653663171770859e-08
1992,1.135048464107058e-07,1.928480486412809e-08
1993,1.185390416935661e-07,1.2740176913439427e-08
1994,1.3187316483254108e-07,1.6879765141197822e-08
1995,1.1820942802387435e-07,1.572510655023507e-08
1996,1.2170849572612497e-07,1.014237493990322e-08
1997,1.4768275491405802e-07,1.1987236092636522e-08
1998,1.1920322862124522e-07,1.8118891276230897e-08
1999,1.29793718883775e-07,1.96518641359944e-08
2000,1.3519176889076334e-07,1.8113929911578452e-08
2001,1.3275071353291423e-07,1.3143635513301888e-08
2002,1.2135983240568748e-07,1.4019908789464353e-08
2003,1.31258076407903e-07,1.6250998768896352e-08
2004,1.0835786667939828e-07,1.6297727611913615e-08
2005,1.261049931144953e-07,1.0358624180639708e-08
2006,1.4742046516857954e-07,1.523619275189958e-08
2007,1.4420071181575622e-07,1.1583990655594789e-08
2008,1.2176278119113704e-07,2.2564430324223395e-08
2009,1.2874119192929356e-07,1.7165493915172192e-08
2010,1.5446802592578024e-07,1.6533276081531767e-08
2011,1.521940902193819e-07,1.4913490886669933e-08
2012,1.3889351180296217e-07,2.008509092377153e-08
2013,1.6232708333063783e-07,2.4823213706781644e-08
2014,1.4486828092685755e-07,2.1004817440939405e-08
2015,1.5360868133029726e-07,2.6377247053233077e-08
2016,1.5017215559964825e-07,2.3406142801718488e-08
2017,1.5948975828905532e-07,1.9873329648589788e-08
2018,1.6727904039726127e-07,2.581466773676766e-08
2019,1.4923278968126397e-07,2.1173198305746155e-08
