year,sont_VERB en_PRON,sont_VERB sans_ADP
1925,2.1853379692515773e-06,4.909586550638778e-06
1926,2.1668093665994093e-06,4.7560574785165954e-06
1927,2.1707541293380928e-06,4.6525715333700646e-06
1928,2.046403963618104e-06,4.805792741535697e-06
1929,2.265958762848186e-06,4.7825765250308905e-06
1930,1.9788789096253367e-06,4.9492978178022895e-06
1931,2.2035149953580913e-06,4.946503395331092e-06
1932,2.148069185636814e-06,4.895624897471862e-06
1933,2.0452189630759676e-06,5.129680175741669e-06
1934,2.059633729345478e-06,4.811802682525013e-06
1935,2.0226399186640265e-06,5.226549546932802e-06
1936,2.1994232923816526e-06,4.9990198931482155e-06
1937,2.146785757162206e-06,4.90801767227822e-06
1938,2.047207374289428e-06,5.008462267142022e-06
1939,2.1763434148169836e-06,5.267270807962632e-06
1940,2.2745973389248775e-06,5.249070454738103e-06
1941,2.358250476675039e-06,5.424861683422932e-06
1942,2.3818561913913072e-06,5.315939233696554e-06
1943,2.3109751801086986e-06,5.638082711811876e-06
1944,2.1014237567840155e-06,5.758029601565795e-06
1945,2.180682473706952e-06,5.112949111207854e-06
1946,2.2552188490010394e-06,5.427838459581835e-06
1947,2.30192017625086e-06,5.297635198076023e-06
1948,2.5222779811429064e-06,5.307655555952806e-06
1949,3.0737053435814232e-06,5.732151294068899e-06
1950,2.598218728167012e-06,5.4208435358305e-06
1951,2.509694034813492e-06,5.542862709262408e-06
1952,2.6625629914178717e-06,5.289273758535273e-06
1953,2.731165146485637e-06,5.292104106047191e-06
1954,2.8516260215383227e-06,5.4589386309089605e-06
1955,2.7255804866399558e-06,5.443652753456263e-06
1956,2.740182623028886e-06,5.591995886788936e-06
1957,2.8484161447295264e-06,5.4459173952636775e-06
1958,3.0615573507475347e-06,5.297544703353196e-06
1959,3.0026396728999316e-06,5.1294450713612605e-06
1960,3.034093232656687e-06,5.367798166844295e-06
1961,3.1822568757888803e-06,5.478623734234134e-06
1962,3.1589285356403707e-06,5.294265065458603e-06
1963,3.2776424703229168e-06,5.375876753532793e-06
1964,3.240321483133357e-06,5.217611033003777e-06
1965,3.278301178966103e-06,5.221971150604077e-06
1966,3.520082039187855e-06,5.2942477850592695e-06
1967,3.3304416184876118e-06,5.2123509703960735e-06
1968,3.3097242990720588e-06,5.34119180883863e-06
1969,3.4930658259213487e-06,5.258447345113382e-06
1970,3.5258425512552094e-06,4.996514689992182e-06
1971,3.635930163170542e-06,5.2252362365834415e-06
1972,3.7732230566689395e-06,4.982398422725964e-06
1973,3.7506325440972432e-06,5.1090860324620735e-06
1974,3.980091982214162e-06,5.134459115652135e-06
1975,3.841541492022316e-06,4.913015345664462e-06
1976,3.988041640923257e-06,5.1553151934058405e-06
1977,4.016780302151801e-06,5.0746011766023e-06
1978,3.999800007647991e-06,5.243759915174451e-06
1979,3.953593093797281e-06,5.257998054730706e-06
1980,4.229752171625023e-06,5.213283202465391e-06
1981,4.2178763948186315e-06,5.36406605533557e-06
1982,4.353942010482115e-06,5.664345735567622e-06
1983,4.483874441518765e-06,5.328863608156098e-06
1984,4.218198732530709e-06,5.3658227443520445e-06
1985,4.616940806556613e-06,5.319558113114908e-06
1986,4.421532310061593e-06,5.42081306775799e-06
1987,4.371678514303312e-06,5.577953743340913e-06
1988,4.543588612904159e-06,5.519228125194786e-06
1989,4.4678800961150955e-06,5.473304099723464e-06
1990,4.5414507496843726e-06,5.7183592616638634e-06
1991,4.46936721232305e-06,5.493951448443113e-06
1992,4.473523702586135e-06,5.423989023256581e-06
1993,4.410870797499911e-06,5.54640837435727e-06
1994,4.490545105539923e-06,5.360380328056635e-06
1995,4.531542160179924e-06,5.61820115763112e-06
1996,4.812290264055719e-06,5.628484359476715e-06
1997,4.749822604566134e-06,5.772094027634012e-06
1998,4.97458903581105e-06,5.593015430349624e-06
1999,4.843042383129159e-06,5.635515208268771e-06
2000,4.918152789912256e-06,5.722676178265829e-06
2001,4.903452378357542e-06,5.763045919593424e-06
2002,4.995907076477124e-06,5.752543984272052e-06
2003,5.020308861958256e-06,5.504088676389074e-06
2004,4.825448854717251e-06,5.798026904813014e-06
2005,4.818561503583396e-06,5.7305710470245685e-06
2006,4.793635564936949e-06,5.641097232000902e-06
2007,4.451048532416735e-06,5.34181754119345e-06
2008,4.483935402532779e-06,5.1979081945319194e-06
2009,4.181704930772412e-06,5.141065230418462e-06
2010,4.040260186854994e-06,4.885346697847126e-06
2011,3.877125260842718e-06,4.526053089648485e-06
2012,3.4604229268708764e-06,4.23250730818836e-06
2013,3.2049835674285987e-06,4.218830326863099e-06
2014,3.0030392910163073e-06,4.095073563803453e-06
2015,2.8686917712406057e-06,4.172924946033163e-06
2016,2.773524276022954e-06,4.040770363644697e-06
2017,2.9845212212720185e-06,4.027242084703175e-06
2018,2.848906673236229e-06,3.7914001040917356e-06
2019,2.865014282704692e-06,3.847909738396993e-06
