year,peuvent_VERB ôter_VERB,peuvent_VERB oter_VERB,peuvent_VERB sauter_VERB
1883,1.7062214752172622e-08,0.0,8.847074184359371e-09
1884,2.442627788923346e-08,6.601696966868076e-10,7.922036360241691e-09
1885,1.160214413431504e-08,0.0,3.86738152613475e-09
1886,1.613365974151293e-08,0.0,1.0325542199041138e-08
1887,2.0239665943222462e-08,0.0,1.3057849024278312e-08
1888,1.014498351992188e-08,0.0,4.4384300679212174e-09
1889,1.4409814674820609e-08,6.265136742733546e-10,7.51816386923565e-09
1890,3.2771931834929546e-09,0.0,7.865263995654459e-09
1891,5.099376032546843e-09,0.0,7.0116419337296065e-09
1892,5.641661360300532e-09,0.0,5.641661360300532e-09
1893,9.853466487186324e-09,6.158416554491453e-10,5.542574843531156e-09
1894,1.071261657159539e-08,0.0,1.6384001710889606e-08
1895,1.8055843487019274e-09,0.0,1.3240951446391591e-08
1896,9.435246361988447e-09,0.0,1.2973464080801023e-08
1897,7.574727511894253e-09,0.0,2.330685422435863e-09
1898,3.3950129374460403e-09,0.0,6.7900258748920805e-09
1899,8.291367592505594e-09,0.0,7.738609753005221e-09
1900,7.26747462209687e-09,5.191053142894475e-10,4.671947717582725e-09
1901,7.265360757457984e-09,0.0,1.117747761014698e-08
1902,1.5712908307818907e-08,0.0,1.178468167495339e-08
1903,2.1600881083827517e-09,0.0,1.2420506401156217e-08
1904,4.837162670412454e-09,0.0,5.912087708281888e-09
1905,4.64468330463319e-09,0.0,6.192911072844254e-09
1906,1.3374879870298173e-08,5.144184522798412e-10,0.0
1907,3.599990305858114e-09,0.0,4.114274698707732e-09
1908,6.384805573134145e-09,0.0,4.911389073214423e-09
1909,3.850688656825696e-09,0.0,8.801573692096554e-09
1910,1.1222716089775986e-08,0.0,7.481810726517324e-09
1911,6.384448969498635e-09,5.320374141248863e-10,7.448523575703803e-09
1912,1.7712032729377825e-08,0.0,3.646594803896619e-09
1913,4.772690687104841e-09,0.0,4.242391771214216e-09
1914,6.027069510139427e-09,0.0,1.339348720819089e-08
1915,1.1780761921542648e-09,0.0,1.8849219074468238e-08
1916,1.538244731591476e-08,0.0,3.2962386153911893e-09
1917,1.0966424435210342e-09,0.0,6.57985488317081e-09
1918,3.44591288836682e-09,0.0,8.040463406189247e-09
1919,1.1970202606903513e-08,0.0,4.603924352863942e-09
1920,5.300562211374427e-09,0.0,8.329454459499175e-09
1921,6.815472630705699e-09,0.0,1.2873671018098776e-08
1922,1.4755870969551665e-09,0.0,1.1066902949607993e-08
1923,1.5923921736771263e-08,0.0,7.431163684401554e-09
1924,3.867487219366694e-09,1.289162443462999e-09,9.02413699321869e-09
1925,3.299453377181294e-09,0.0,8.798542339150117e-09
1926,4.458455382660986e-09,0.0,1.0031524944054127e-08
1927,1.4493992672726108e-08,0.0,1.5608915049369898e-08
1928,1.2568645679778001e-08,1.1426041224282812e-09,9.14083297942625e-09
1929,6.684243825105796e-09,0.0,1.1140406375176326e-09
1930,1.1553964007759987e-08,1.0503603542488804e-09,3.1510811737689437e-09
1931,1.1405356659111021e-08,0.0,6.843213995466613e-09
1932,5.4797681947604815e-09,0.0,1.0959536389520963e-08
1933,8.02946331646126e-09,0.0,2.2941324395731044e-09
1934,1.3179738189705859e-08,0.0,1.5576054224197833e-08
1935,4.787313656606784e-09,0.0,7.180970484910176e-09
1936,7.274828739411987e-09,0.0,4.849885826274658e-09
1937,8.813782592653752e-09,0.0,7.554670666820584e-09
1938,1.0372171566075394e-08,1.2965214457594243e-09,2.074434313215079e-08
1939,3.058810094103137e-09,0.0,3.058810094103137e-09
1940,5.0715658339584024e-09,0.0,1.2678914806940611e-08
1941,1.1806010391524069e-08,0.0,5.9030051957620344e-09
1942,0.0,0.0,1.2136847082899749e-08
1943,2.9032352077962287e-09,0.0,1.7419411690866582e-08
1944,6.4263723231761105e-09,0.0,9.639558484764166e-09
1945,0.0,0.0,1.089252066321933e-08
1946,6.960552134671616e-09,0.0,8.352662561605939e-09
1947,1.549713246618012e-08,0.0,1.549713246618012e-08
1948,1.195907639583993e-08,0.0,1.522064252412747e-08
1949,9.817008539414473e-09,0.0,3.9268033269479474e-09
1950,6.381216888229346e-09,0.0,1.3825969702452312e-08
1951,9.595261474260042e-09,0.0,2.1322803078760444e-08
1952,1.2653764258629963e-08,2.1089607837865287e-09,1.2653764258629963e-08
1953,1.0773827163745864e-08,0.0,2.0470272588113403e-08
1954,7.818028890937967e-09,0.0,8.795282724349818e-09
1955,4.6928039232341234e-09,0.0,1.6894095011821264e-08
1956,8.72114158667614e-10,0.0,1.1337483840634377e-08
1957,7.068030161150318e-09,0.0,1.5903067307476704e-08
1958,1.0753916868111446e-08,0.0,2.3162280982091943e-08
1959,3.8753737996444215e-09,0.0,7.750747599288843e-09
1960,4.844583401109048e-09,0.0,9.689166802218097e-09
1961,5.55852741612739e-09,0.0,1.111705483225478e-08
1962,1.0781326054143392e-08,0.0,1.0147130247162295e-08
1963,6.466053470433053e-09,0.0,1.4225316924409981e-08
1964,7.909158661334459e-09,0.0,1.3993127545575135e-08
1965,9.849678406226303e-09,0.0,1.2038495533772675e-08
1966,4.985167390003653e-09,0.0,8.308612464702492e-09
1967,6.409436092980059e-09,0.0,1.1832804958089582e-08
1968,4.491415683816058e-09,0.0,1.7067380397861598e-08
1969,9.537691525451919e-09,0.0,1.1354394757745467e-08
1970,7.3579600190498695e-09,0.0,1.3796174869185052e-08
1971,4.624557625731995e-09,0.0,7.707596338946132e-09
1972,7.69522046084603e-09,0.0,1.1799337507056862e-08
1973,6.064523994098181e-09,0.0,1.1577728109557484e-08
1974,1.1251143350321513e-09,0.0,1.0688586016271984e-08
1975,4.569184142155791e-09,0.0,1.1422960355389478e-08
1976,5.142174241967723e-09,0.0,1.199840671262109e-08
1977,3.526069214387917e-09,0.0,1.9393379346865913e-08
1978,5.346532105932056e-09,0.0,1.841583241457556e-08
1979,5.266775904289034e-09,5.851973350345929e-10,8.192762912528906e-09
1980,5.116635559687666e-09,0.0,6.822181042309694e-09
1981,5.060439622894819e-09,0.0,6.958104314946922e-09
1982,5.586751949948621e-09,0.0,2.3588508923921836e-08
1983,1.2630632539867293e-08,0.0,1.136756910824488e-08
1984,8.69851302098823e-09,0.0,1.681712546997005e-08
1985,4.210890747202711e-09,6.015558051686298e-10,1.2632671797518924e-08
1986,3.5966913891627428e-09,0.0,1.0790073723399018e-08
1987,6.110816741511371e-09,0.0,1.099947066762752e-08
1988,0.0,0.0,1.4991384134077634e-08
1989,7.683371272548811e-09,0.0,1.3171493229435782e-08
1990,3.814055737905164e-09,0.0,1.471135746555774e-08
1991,5.8614650910726596e-09,0.0,1.1136783939491579e-08
1992,6.61193322315512e-09,5.509944167592096e-10,9.91789939064347e-09
1993,2.7696036575264316e-09,0.0,1.3848018731721368e-08
1994,4.2199412852994556e-09,0.0,1.7407257857371405e-08
1995,8.133675954979935e-09,0.0,9.21816667442954e-09
1996,5.871901187504136e-09,0.0,1.2811421257197253e-08
1997,9.110299181713799e-09,0.0,6.233362714880286e-09
1998,9.536258005482523e-09,0.0,8.582632382569955e-09
1999,6.8553016596695215e-09,0.0,1.0054442611817649e-08
2000,1.0603275590881367e-08,0.0,9.719669513685858e-09
2001,5.695575122643959e-09,0.0,1.0514908055370142e-08
2002,1.752488598683044e-09,0.0,7.009954394732176e-09
2003,4.166922806803086e-09,0.0,1.0000615446870142e-08
2004,6.166707589017051e-09,0.0,1.2773894830786503e-08
2005,6.305249655724765e-09,4.5037495954858286e-10,9.908249332113428e-09
2006,5.7650457740976435e-09,4.1178899179428186e-10,1.7706927479821388e-08
2007,5.192823504529542e-09,7.988958938831558e-10,1.3581230362547103e-08
2008,4.257439734089985e-09,0.0,1.1920831433087642e-08
2009,7.1522885392028e-09,0.0,1.0490023072406984e-08
2010,3.7790344187271785e-09,0.0,1.6060896612657416e-08
2011,5.7359579308524644e-09,0.0,1.644307978665438e-08
2012,3.4042526575461807e-09,0.0,2.519147024315771e-08
2013,7.80955033974351e-09,0.0,2.370756213565528e-08
2014,4.7639794331644225e-09,0.0,2.1221362445089653e-08
2015,3.989835573037226e-09,0.0,2.327404224899965e-08
2016,6.628288140575478e-09,0.0,2.195620396605591e-08
2017,6.289028409156572e-09,0.0,2.2388940479345365e-08
2018,4.64663996169179e-09,0.0,2.220061290358899e-08
2019,7.652963596171958e-09,0.0,1.7091618786935214e-08
