year,portant_VERB en_ADP,portant_VERB sans_ADP
1941,1.7502410223357856e-06,8.854508237732261e-09
1942,1.4867637982973747e-06,1.517105907566929e-08
1943,1.5038757812391168e-06,1.7419411690866582e-08
1944,1.5005579498961197e-06,4.177142187700156e-08
1945,1.148071634204939e-06,2.6142048525912287e-08
1946,1.055219680523578e-06,4.1763311919851276e-08
1947,1.2004317078151416e-06,2.26496545963073e-08
1948,1.20677956871873e-06,4.1313175103141475e-08
1949,1.0278407174268978e-06,1.5707213196769487e-08
1950,1.2560361923874552e-06,1.914365066468804e-08
1951,1.0831984607051481e-06,4.051332780363737e-08
1952,1.2031620837404944e-06,2.8470971358274255e-08
1953,1.185121021762825e-06,2.2625037843226892e-08
1954,1.1756360756010054e-06,2.931760767488356e-08
1955,1.0830991659105393e-06,2.1586897602787758e-08
1956,1.0997359538578166e-06,2.2674967681268754e-08
1957,1.1741765284511985e-06,3.6223653410161205e-08
1958,1.045611554673087e-06,2.3162280982091943e-08
1959,9.773693490089386e-07,1.7826719656000023e-08
1960,9.751454523865277e-07,1.3841666479663672e-08
1961,1.046392789305628e-06,2.5013373761151314e-08
1962,9.13875918939766e-07,1.4586500007851555e-08
1963,9.395175215587415e-07,3.362347777979835e-08
1964,9.697845060330224e-07,2.5552667481942848e-08
1965,9.083591940850511e-07,2.681301225493371e-08
1966,8.895753893511937e-07,2.8249282024717104e-08
1967,8.337197439090005e-07,2.1693475849016153e-08
1968,9.0097802285527e-07,1.886394726535734e-08
1969,8.99722210512266e-07,1.9075383050903838e-08
1970,8.075361019876937e-07,1.9774518383863793e-08
1971,7.964515873482014e-07,1.490135304038631e-08
1972,7.561836747882467e-07,2.103360219329886e-08
1973,7.332561211548239e-07,2.260413545229767e-08
1974,7.352622199974235e-07,3.1503201824989446e-08
1975,7.002274795553376e-07,2.1132476657470534e-08
1976,6.896226834030017e-07,1.9425991482080462e-08
1977,6.799436516047308e-07,2.2331770210826107e-08
1978,6.386135602554077e-07,1.9009892548993435e-08
1979,7.455414055002052e-07,2.1067103617156135e-08
1980,6.816495758954488e-07,2.5014663285194416e-08
1981,6.51531617990031e-07,2.4669642328944974e-08
1982,6.232332374622729e-07,2.0484757556893385e-08
1983,5.829036524573894e-07,1.136756910824488e-08
1984,5.828003351027178e-07,8.698512410365566e-09
1985,6.274227075664385e-07,2.045289770880032e-08
1986,6.066419464545447e-07,1.6185111251232343e-08
1987,7.100769332524237e-07,1.3443797186596385e-08
1988,5.864629866181303e-07,2.5185526553173077e-08
1989,6.025958052546798e-07,1.5915555096057687e-08
1990,5.475893987139102e-07,2.4518929775396714e-08
1991,4.99396809239272e-07,2.05151273746651e-08
1992,5.438314643058106e-07,1.928480486412809e-08
1993,5.722001343855254e-07,2.3264671966671813e-08
1994,5.306576005281727e-07,2.4264663167627987e-08
1995,6.273775525755809e-07,2.060531301140145e-08
1996,5.364782582617522e-07,1.9217132551929694e-08
1997,5.269588934098124e-07,1.7741109914481967e-08
1998,5.154347846314522e-07,2.0979769033147022e-08
1999,5.068353354786836e-07,1.9194845629622037e-08
2000,5.253039576658125e-07,1.8113928246243916e-08
2001,5.494039676534612e-07,1.7524846629424218e-08
2002,4.885061786197298e-07,2.234422868951924e-08
2003,5.28782508446568e-07,1.8334461060476315e-08
2004,5.131581524153717e-07,1.938108235011171e-08
2005,4.909087172322302e-07,2.5671372805291526e-08
2006,4.974411123015443e-07,1.523619275189958e-08
2007,4.501778230192599e-07,1.3181781888249589e-08
2008,4.593777367389862e-07,1.8732735446169713e-08
2009,4.305677965277255e-07,1.9549588614609092e-08
2010,4.383679970132448e-07,2.2674207067474583e-08
2011,3.846915856975386e-07,2.4855816960211996e-08
2012,3.7106355943450353e-07,2.0765940772493607e-08
2013,3.9745032953675263e-07,2.5381037327409928e-08
2014,4.2659269983147396e-07,2.7934242391447484e-08
2015,4.324538656064192e-07,2.4825643762937943e-08
2016,4.5258778857970583e-07,2.7548822445488952e-08
2017,3.632542742160183e-07,2.1885818185518602e-08
2018,3.77152297836858e-07,2.813798793965816e-08
2019,3.903011283057367e-07,2.244869179435227e-08
