year,était_VERB en_ADP,était_VERB sans_ADP,etait_VERB en_ADP,etait_VERB sans_ADP
1866,2.9020948204561137e-05,4.976062427886063e-06,3.7951779718881085e-08,8.758103242634263e-09
1867,2.9046503186691552e-05,4.7232415454345755e-06,3.202855580752839e-08,4.367530337390235e-09
1868,2.783767195069231e-05,4.879113475908525e-06,2.76632952100897e-08,9.385760613156435e-09
1869,2.8540751372929662e-05,4.7467806325585116e-06,7.71595997095531e-08,1.8069020057964735e-08
1870,3.0044122468098067e-05,5.44562635695911e-06,5.447346307363432e-08,6.307453670473251e-09
1871,2.8196040148031898e-05,4.526745669863885e-06,4.354682658913589e-08,9.559059765962274e-09
1872,2.9624705348396674e-05,4.750184871227248e-06,4.595977975974108e-08,7.861540751719076e-09
1873,2.7120191589347087e-05,4.472742602956714e-06,3.831042860724665e-08,7.781805422268917e-09
1874,2.862972905859351e-05,4.7020175770740025e-06,1.3741600746186577e-08,7.169530746864439e-09
1875,2.7450170819065534e-05,4.555479790724348e-06,2.803548326824057e-08,4.0050688876469565e-09
1876,2.737212344072759e-05,4.412986072566127e-06,1.6928840551599933e-08,2.418405919968336e-09
1877,2.6780871849041432e-05,4.608306426234776e-06,2.5976227391311113e-08,2.4739263970730008e-09
1878,2.749717896222137e-05,4.609636562236119e-06,3.0799351957710996e-08,6.039088673581716e-09
1879,2.7368554583517835e-05,4.618038929038448e-06,2.5048234486568788e-08,6.109325489944695e-09
1880,2.7077534468844533e-05,4.337822247180156e-06,1.8611753915820373e-08,7.059630879879819e-09
1881,2.6955714929499663e-05,4.3898908188566566e-06,2.6495529548142827e-08,4.183504653809678e-09
1882,2.7774252885137685e-05,4.540969257504912e-06,4.592215852028403e-08,2.6621540527571597e-09
1883,2.67876785073895e-05,4.228269517625449e-06,1.95899512722697e-08,7.583206618200222e-09
1884,2.6588993932818994e-05,4.229707428748952e-06,2.178559910248623e-08,4.621187876807653e-09
1885,2.635169221321121e-05,3.989203833043575e-06,3.0294487363136113e-08,1.2891271383708158e-09
1886,2.6363044526078738e-05,4.060519586346345e-06,2.904058704622514e-08,7.744156427236248e-09
1887,2.5876739528030157e-05,3.9382471186399926e-06,2.6768590677406223e-08,5.8760321608453125e-09
1888,2.636047065607272e-05,4.331273885327391e-06,2.663058107366112e-08,1.394935211784798e-08
1889,2.5932653443305753e-05,3.947662662540097e-06,3.4458251363389536e-08,3.132568426877924e-09
1890,2.5438228476559743e-05,4.027015165775083e-06,2.6872984115744458e-08,5.898947663673937e-09
1891,2.5185818230966106e-05,3.896560883731581e-06,5.609313724619369e-08,1.2748440081367107e-09
1892,2.530222263885662e-05,3.96796849599923e-06,3.6984222795410915e-08,1.002961980134387e-08
1893,2.531109203118831e-05,3.892119366355473e-06,3.387129199339256e-08,3.079208221734575e-09
1894,2.5558412744430825e-05,4.155865099164657e-06,6.364554749893614e-08,6.9316932194141145e-09
1895,2.6299539968022145e-05,4.135390099690994e-06,3.8519131440040155e-08,6.6204761672850054e-09
1896,2.5732275389600545e-05,3.786482238865574e-06,3.833068834557807e-08,3.538217385745668e-09
1897,2.441567812638823e-05,3.5181697057851125e-06,3.4960280781426434e-08,7.574727622916555e-09
1898,2.4758131985436194e-05,3.7594109016936272e-06,3.225262235062587e-08,7.92169685404076e-09
1899,2.5833138352027163e-05,3.665890062620747e-06,4.311511325738593e-08,4.9748205555033564e-09
1900,2.4862029022187926e-05,3.630103492469061e-06,4.2047532122779785e-08,5.191053031872173e-09
1901,2.395277624600567e-05,3.7438962863234337e-06,3.7444551015397565e-08,5.588738860584641e-09
1902,2.2169440853758715e-05,3.0453579711320344e-06,2.9461702855115846e-08,2.9461704187383475e-09
1903,2.444463643769268e-05,3.4998827231902396e-06,4.968202560462487e-08,8.100329962346109e-09
1904,2.45233404712053e-05,3.5762755032919813e-06,3.439760298817873e-08,4.837162670412454e-09
1905,2.423853766231332e-05,3.6244011880626203e-06,2.7868098939620722e-08,7.74113850798841e-09
1906,2.435822898405604e-05,3.503189645925886e-06,3.858138342138773e-08,8.745113966313056e-09
1907,2.349353781028185e-05,3.504333562887041e-06,3.3428480872288446e-08,2.5714217422034835e-09
1908,2.398525975877419e-05,3.7542658901656978e-06,3.6835418271152776e-08,2.9468334439286537e-09
1909,2.3776350644766353e-05,3.4573681659821887e-06,3.6306492923188216e-08,3.85068837926994e-09
1910,2.328393020434305e-05,3.3860537769214716e-06,3.7943469699541765e-08,4.275320542035388e-09
1911,2.4467868570354767e-05,3.5609264159575105e-06,3.298631945369834e-08,4.2562992019767876e-09
1912,2.410555498499889e-05,3.6012729651702102e-06,3.22984119449643e-08,6.772247651554153e-09
1913,2.3480048184865154e-05,3.5954269606008893e-06,3.606033005532083e-08,3.71209285532359e-09
1914,2.3312704797717743e-05,3.3878825433930615e-06,4.687720545071272e-08,1.0045115239609714e-08
1915,2.4601764380349778e-05,3.3162843919853913e-06,3.062998121805549e-08,2.3561523843085297e-09
1916,2.5068993636523373e-05,3.2149314392881934e-06,4.0653608035512434e-08,5.493730803607377e-09
1917,2.5661433028290048e-05,3.5289954212203156e-06,6.141197772535634e-08,3.289927441585405e-09
1918,2.600056177470833e-05,3.5240202578279423e-06,3.9053680289669046e-08,3.44591288836682e-09
1919,2.4971684979391284e-05,3.358102276251884e-06,3.222746913777996e-08,3.6831394045755417e-09
1920,2.4403789211646654e-05,3.29619251715485e-06,3.331781917026433e-08,2.2716695191604686e-09
1921,2.385415427852422e-05,3.4493864404794294e-06,5.073740894090406e-08,3.7863738810983705e-09
1922,2.4560409656260163e-05,3.557640411600005e-06,3.688967598058923e-08,8.115729421831475e-09
1923,2.386571213719435e-05,3.656132548712776e-06,3.3971033985835675e-08,7.431163684401554e-09
1924,2.4354856577701867e-05,3.6457513488130644e-06,4.383152285569736e-08,1.1602462102189293e-08
1925,2.3682376195210963e-05,3.6085020838072523e-06,6.708888378170741e-08,7.698724546756353e-09
1926,2.3459277144866064e-05,3.750675659830449e-06,3.9011485264417445e-08,3.343841648018042e-09
1927,2.5134811949101277e-05,3.950170594180236e-06,5.797597069090443e-08,4.4596899506643695e-09
1928,2.3105740183382295e-05,3.4655183753784513e-06,1.942427008128078e-08,1.4853853147478446e-08
1929,2.441531432850752e-05,3.948160156141967e-06,5.570203231997084e-08,4.4561625500705304e-09
1930,2.3534374122391455e-05,3.7392828744486906e-06,3.2561171536826805e-08,4.201441416995522e-09
1931,2.2721751520293765e-05,3.61207639798522e-06,4.21998205268892e-08,7.983749661377715e-09
1932,2.368027162447106e-05,3.5651371490530437e-06,2.9590749850427756e-08,4.383814644626227e-09
1933,2.4543774998164736e-05,3.7795832668052753e-06,4.473558190554172e-08,4.588264879146209e-09
1934,2.361209953960497e-05,3.4015706660284195e-06,3.5944740517379614e-08,4.7926320689839486e-09
1935,2.2952775907469913e-05,3.4360944027866935e-06,4.0692165192979246e-08,7.180970484910176e-09
1936,2.20863803406246e-05,3.2348739296139684e-06,3.6374144585238355e-08,8.487299751891442e-09
1937,2.2925907614990138e-05,3.4776667234837078e-06,4.91053595563784e-08,8.813782481631449e-09
1938,2.2357215129886754e-05,3.4915321975859115e-06,4.5378251711802875e-08,1.1668692678767911e-08
1939,2.19408448174363e-05,3.5298669445182895e-06,4.894096328200703e-08,3.058810094103137e-09
1940,2.1234645828371868e-05,3.4714867069851607e-06,1.1664601551331089e-07,1.0143131667916805e-08
1941,2.1661076971213333e-05,3.538851615303429e-06,5.017554549624492e-08,8.854507793643052e-09
1942,2.1597519662464038e-05,3.5014804780075792e-06,6.978687139280737e-08,3.034211770724937e-09
1943,2.452943408570718e-05,4.0761424315860495e-06,2.0322646676618206e-08,2.0322646676618206e-08
1944,2.427883373457007e-05,3.932939762307797e-06,1.4459337904781933e-07,0.0
1945,2.789792233670596e-05,4.165299742453499e-06,6.535512397931598e-08,4.357008087652048e-09
1946,2.5028753952938132e-05,3.751737494894769e-06,3.61948711002924e-08,8.352662561605939e-09
1947,2.562748886703048e-05,3.8778593989263754e-06,4.649139739854036e-08,2.3841741914054637e-09
1948,2.2732030629413202e-05,3.6051180813956307e-06,2.5005342241257722e-08,4.348755133776194e-09
1949,2.2832398826722056e-05,3.4673673781071557e-06,5.006674341778705e-08,4.908504047662632e-09
1950,2.168975697713904e-05,3.4043791856674943e-06,4.4668517773516214e-08,4.2541445921528975e-09
1951,2.3732280169497244e-05,4.159012860327493e-06,5.117472845483917e-08,1.3859821956785368e-08
1952,2.195006345573347e-05,3.5483265037328238e-06,8.541291052210909e-08,1.0544804140977249e-08
1953,2.254962055303622e-05,3.6350893424241804e-06,8.834538434143724e-08,1.4005975490505307e-08
1954,2.2491491108667105e-05,3.384229330549715e-06,3.224936939716372e-08,3.9090144454689835e-09
1955,2.1098845536471345e-05,3.675404059322318e-06,1.238900253497377e-07,6.569925492527773e-09
1956,2.1982508769724518e-05,3.572179593902547e-06,2.712275097849215e-07,7.849027428008526e-09
1957,2.2096428438089788e-05,3.575539722078247e-06,1.546131613849866e-07,6.184526224473075e-09
1958,2.1740283045801334e-05,3.6066981010662857e-06,1.2904699531191e-07,1.0753916646066841e-08
1959,2.1533127437578514e-05,3.47698551195208e-06,4.960478516835565e-08,1.2401196736178122e-08
1960,2.1518255380215123e-05,3.5337775443622377e-06,5.398250202404142e-08,4.152500121534786e-09
1961,2.1781785108032636e-05,3.5386974559514783e-06,7.087122533278034e-08,4.863711378089164e-09
1962,2.307267095602583e-05,3.608573251767666e-06,7.864025874937397e-08,6.341956293454132e-09
1963,2.275662700412795e-05,3.588012987165712e-06,1.1056950910415253e-07,5.1728425987107585e-09
1964,2.2412730686482973e-05,3.556079491318087e-06,5.1713729298796807e-08,4.867174552281028e-09
1965,2.181922536692582e-05,3.683779596030945e-06,5.2531615502005025e-08,8.755269398363907e-09
1966,2.2397249267669395e-05,3.6447111142479116e-06,4.597431968456078e-08,7.754704878237817e-09
1967,2.2139671273180284e-05,3.5251898680144222e-06,4.733122338507201e-08,3.4512349644799656e-09
1968,2.3155495000537485e-05,3.8087207485659746e-06,4.985471757645854e-08,8.98283178396575e-09
1969,2.126587241946254e-05,3.4217603115394013e-06,4.7688456739081175e-08,9.08351560635623e-09
1970,2.050111652351916e-05,3.2664743230270687e-06,5.104584777093635e-08,6.438214850135182e-09
1971,2.0549992768792436e-05,3.1703912100056186e-06,4.419021770729614e-08,8.22143619849669e-09
1972,2.0315381334512495e-05,3.3740975595719647e-06,5.848367212735184e-08,7.695220183290274e-09
1973,2.0664590920205228e-05,3.165130237903213e-06,5.458071838937428e-08,1.2129048099218664e-08
1974,1.9717066606972367e-05,3.0102432901912834e-06,6.075617298151315e-08,4.500457340128605e-09
1975,1.9303661247249693e-05,3.0590688311349368e-06,5.140332026698502e-08,7.4249242310031605e-09
1976,2.0112756828893907e-05,3.2418552109447774e-06,4.399415542977181e-08,5.7135269293517865e-09
1977,1.9465664081508294e-05,3.085898242716212e-06,7.4047450837611e-08,9.990529126202574e-09
1978,2.009167474170681e-05,3.2340578854928026e-06,5.999997298999915e-08,1.0099005631758473e-08
1979,2.0624109311029315e-05,3.2057109820016194e-06,5.793453716762542e-08,9.948354917632685e-09
1980,2.035340730799362e-05,3.158101208100561e-06,7.16328969474489e-08,5.685150794576543e-09
1981,2.01082893909188e-05,3.24374173032993e-06,6.452060574702045e-08,3.1627747087981106e-09
1982,2.087583015963901e-05,3.2216937597695505e-06,6.952402564763815e-08,1.2415004135846175e-08
1983,2.1615433070110157e-05,3.260597623011563e-06,6.504775562632403e-08,8.841442245000053e-09
1984,2.07987231988227e-05,3.2178697892959462e-06,4.697197031333644e-08,8.698512410365566e-09
1985,2.08457131520845e-05,3.3031428756657988e-06,4.932757668996146e-08,4.812446441349039e-09
1986,2.1448868210427463e-05,3.4102627068932634e-06,6.533989038715049e-08,9.591176963752446e-09
1987,2.0855606635450386e-05,3.4434453937137732e-06,4.827545208030415e-08,6.110816741511371e-09
1988,2.1154643036425114e-05,3.406042651477037e-06,7.675588786781873e-08,5.3968984281560495e-09
1989,2.14667907130206e-05,3.450382337177871e-06,6.036934507847036e-08,7.683371272548811e-09
1990,2.153579225705471e-05,3.3803430596890394e-06,7.464651652355769e-08,8.172976573295188e-09
1991,2.12226077564992e-05,3.3855822039186023e-06,4.396098773895574e-08,7.619904818234602e-09
1992,2.175215740862768e-05,3.5572199976741103e-06,4.022259147973273e-08,6.060938473329003e-09
1993,2.198012953158468e-05,3.568911324691726e-06,4.929894714678085e-08,9.41665256881663e-09
1994,2.169840990973171e-05,3.5283983379486017e-06,5.5386730757334135e-08,7.38489736029635e-09
1995,2.1363914129324257e-05,3.2312384519173065e-06,5.802022329248757e-08,1.3556126665648094e-08
1996,2.1638490579789504e-05,3.442001798248384e-06,4.964425670550554e-08,1.0142375606037035e-08
1997,2.140153264917899e-05,3.31998489855323e-06,8.43901464264718e-08,1.102825741838842e-08
1998,2.1795594875584356e-05,3.4654763112484943e-06,1.2683224070997312e-07,8.582632382569955e-09
1999,2.171759660996031e-05,3.405713869142346e-06,1.2111032710038216e-07,6.398281460207045e-09
2000,2.1384597857831977e-05,3.323243390696007e-06,6.538686747603606e-08,4.418031385178267e-09
2001,2.1763669792562723e-05,3.591279210013454e-06,4.42502372521858e-08,4.381211921034023e-09
2002,2.2520793208968826e-05,3.3801122754084645e-06,4.819343679685062e-08,8.762442937904069e-09
2003,2.3389771740767173e-05,3.6568915220414056e-06,5.3753305806480967e-08,6.250384210204629e-09
2004,2.3238357243826613e-05,3.5048924473812804e-06,5.594084839799507e-08,4.404791115186768e-09
2005,2.3036229322315194e-05,3.4458187201380497e-06,4.008337217697999e-08,6.305249655724765e-09
2006,2.367869092267938e-05,3.6538037875288865e-06,4.817931209544213e-08,9.882935525507008e-09
2007,2.6524143322603777e-05,3.839493729174137e-06,3.155638861329635e-08,5.192823504529542e-09
2008,2.7666119422065094e-05,3.7657052871509222e-06,4.044567769589946e-08,3.8316958494988285e-09
2009,3.038912109332159e-05,4.128301043238025e-06,2.4794601927169424e-08,0.0
2010,3.457580169197172e-05,4.6751379159104545e-06,1.5116137674908714e-08,1.417137907022692e-09
2011,3.6865767469862476e-05,4.702720616478473e-06,5.582998996445099e-08,3.4415747474092484e-09
2012,4.297664781915955e-05,5.476761543832254e-06,1.4297862005463458e-08,3.4042526575461807e-09
2013,4.687487307819538e-05,6.051564469089499e-06,2.091843764873147e-08,2.5102125378317908e-09
2014,4.8449237510794774e-05,6.5407270994910505e-06,1.5591205215770287e-08,8.661780737106994e-10
2015,4.7225468733813614e-05,6.119964837125735e-06,1.3077795291138727e-08,1.10828768384863e-09
2016,4.832664126297459e-05,6.1564369389088824e-06,7.456824269169715e-09,6.21402013178951e-10
2017,4.7333993279607967e-05,5.566544587054523e-06,5.534345121072093e-09,2.515611330355938e-10
2018,5.015066926716827e-05,5.980225978419185e-06,3.355906574853407e-08,3.872199894061623e-09
2019,4.722720041172579e-05,5.898393737879815e-06,4.3366792379373464e-09,0.0
