year,venant_VERB en_ADP,venant_VERB sans_ADP
1935,6.786017330284722e-07,3.231436807027421e-08
1936,6.814089736906226e-07,2.9099314513558738e-08
1937,7.315439880528629e-07,3.5255130370615007e-08
1938,7.079006998367277e-07,3.8895642262559704e-08
1939,6.744676159797791e-07,4.282334131744392e-08
1940,6.364814861825607e-07,5.325144059042941e-08
1941,6.345730447776532e-07,2.6563522936839945e-08
1942,5.856028622019949e-07,2.730790527039062e-08
1943,6.706473261175461e-07,6.67744117777147e-08
1944,6.651295549886527e-07,5.462416652335378e-08
1945,5.598755130620248e-07,4.1391576388605245e-08
1946,6.877025526819125e-07,6.26449718765798e-08
1947,7.140601834265681e-07,7.033313909055039e-08
1948,6.001282191192558e-07,3.152847583010043e-08
1949,7.13696516996265e-07,2.4542519905246252e-08
1950,7.593648074788462e-07,2.339779547888554e-08
1951,7.121816389954461e-07,3.838104589704017e-08
1952,7.887513131521473e-07,4.007025466989944e-08
1953,6.356558195363959e-07,4.094054362191457e-08
1954,6.616006889004211e-07,3.8112890621277984e-08
1955,6.166344377334099e-07,5.3497966057136637e-08
1956,6.985634204426105e-07,3.837302142706278e-08
1957,6.847154470079886e-07,3.534015036166238e-08
1958,7.519469287231573e-07,3.557064687242928e-08
1959,6.843910496101557e-07,4.1078963008978064e-08
1960,5.751212412974382e-07,7.197666512803735e-08
1961,7.087122213533803e-07,3.474079546261777e-08
1962,6.532215195420576e-07,4.1222718127897906e-08
1963,6.608306559741095e-07,4.008952969591917e-08
1964,6.394250560148862e-07,3.832900219435942e-08
1965,6.270961776522199e-07,2.6265807862024815e-08
1966,6.608116329687164e-07,2.7141465963609335e-08
1967,6.887678800637786e-07,3.007504623120383e-08
1968,5.695115490311764e-07,3.5482184301827147e-08
1969,6.708176432113078e-07,3.9059117246109665e-08
1970,6.479603822384661e-07,4.322801530620701e-08
1971,6.202045810255186e-07,4.521789964684331e-08
1972,6.741013081068559e-07,4.617132132178625e-08
1973,5.882588229866315e-07,3.528450420731133e-08
1974,6.109370822571236e-07,3.150320099232218e-08
1975,6.73383528493332e-07,2.8557401332562904e-08
1976,6.616263910075304e-07,3.8851984296428554e-08
1977,5.953179922357776e-07,2.9971587545141176e-08
1978,5.952472612591464e-07,5.881185438649794e-08
1979,5.612042706104603e-07,3.101546042216796e-08
1980,5.51459603315152e-07,4.0364570463857774e-08
1981,5.610762539021152e-07,3.9218406966412545e-08
1982,6.0088624564969e-07,3.600351294874571e-08
1983,5.664838713670406e-07,3.7260366125835276e-08
1984,6.036767832284795e-07,3.653375257872682e-08
1985,5.504235840447791e-07,4.030423994549892e-08
1986,6.294209473622914e-07,4.5558089079023034e-08
1987,5.530288973432107e-07,2.8720838707307905e-08
1988,5.234991373725961e-07,3.957725525083333e-08
1989,5.285061597248841e-07,4.170972900396919e-08
1990,5.677494225864166e-07,3.8140555214116745e-08
1991,5.0643057925015e-07,4.0444110283033297e-08
1992,5.366685549290651e-07,3.581463708934862e-08
1993,5.456119556157546e-07,3.434308715188905e-08
1994,5.718020581468863e-07,3.481451565923166e-08
1995,5.579701944924409e-07,4.60908333721477e-08
1996,5.535601701467385e-07,2.6690460508405067e-08
1997,5.868950871956713e-07,2.8769366888781178e-08
1998,5.45950786801086e-07,3.57609692969163e-08
1999,5.438539218971528e-07,4.021777011420369e-08
2000,5.672752259044955e-07,3.6669661307442425e-08
2001,5.818249313449542e-07,4.2935876187755184e-08
2002,5.564151148718111e-07,3.329728315293323e-08
2003,5.52117276342301e-07,3.375207668909752e-08
2004,5.532417972631265e-07,3.611928783842089e-08
2005,5.931438238349074e-07,3.1976622238971686e-08
2006,5.217366521037547e-07,3.170775392247194e-08
2007,5.496403758797896e-07,3.2355285395357924e-08
2008,5.415463153468636e-07,3.4059517206586065e-08
2009,5.664612672262592e-07,4.1483275925457974e-08
2010,5.106420264411327e-07,3.448369012559738e-08
2011,4.89468424902384e-07,4.053410138094016e-08
2012,4.919145268900138e-07,4.527656255470802e-08
2013,5.207296638332082e-07,5.24355520115094e-08
2014,4.900402421625927e-07,4.742324999362779e-08
2015,4.878682595688133e-07,3.945504262192756e-08
2016,5.337843385078145e-07,4.101253395227822e-08
2017,4.975878979962545e-07,3.62248027130363e-08
2018,5.11388558166459e-07,3.743126575361799e-08
2019,4.581574062356708e-07,4.3111691550024034e-08
