year,est_VERB au_ADP,est_VERB sot_ADJ
1800,4.08081104978919e-05,5.0306631749208464e-08
1801,3.792747520492412e-05,8.096020565062645e-08
1802,4.0422106394544244e-05,1.1412984690650774e-07
1803,3.9829828892834485e-05,5.851017803593095e-08
1804,3.906018901034258e-05,1.3100809326260787e-07
1805,4.106821143068373e-05,8.24434565060983e-08
1806,3.417371408431791e-05,1.440834580535011e-07
1807,3.8431047869380563e-05,6.832692633906845e-08
1808,4.890414129476994e-05,7.024829073998262e-08
1809,3.3169344533234835e-05,9.03612189517844e-08
1810,3.2211843063123524e-05,9.594519667643908e-08
1811,3.727020157384686e-05,2.356652117896374e-07
1812,2.952599425043445e-05,1.0402111882967802e-07
1813,3.4169563150499016e-05,1.0640243885973177e-07
1814,3.208981433999725e-05,8.181360300341112e-08
1815,2.6087545847985893e-05,2.966945977789237e-08
1816,2.9621294743265025e-05,2.5493642752394408e-08
1817,3.1356987165054306e-05,9.185553295765203e-08
1818,2.7731042791856453e-05,7.391130196765516e-08
1819,2.8443650080589578e-05,1.676870056144253e-07
1820,2.8998119887546636e-05,1.0679833195581523e-07
1821,2.9741262551397085e-05,1.0847637099686835e-07
1822,2.9567547244369052e-05,6.717162648328667e-08
1823,2.6730691388365813e-05,1.1365089847004128e-07
1824,2.6309240638511255e-05,9.852701765566962e-08
1825,2.8165090043330565e-05,1.0038205289220059e-07
1826,2.6703166440711357e-05,5.372870504061211e-08
1827,2.738636248977855e-05,5.622536392024813e-08
1828,2.7096812118543312e-05,3.760643352279658e-08
1829,2.669429886736907e-05,7.287199821348622e-08
1830,2.7450965717434883e-05,6.053365098068753e-08
1831,2.617763493617531e-05,7.171954763407484e-08
1832,3.066432327614166e-05,9.335678896604804e-08
1833,2.9118924430804327e-05,6.950177322551099e-08
1834,2.8295764423091896e-05,4.29388435918554e-08
1835,2.9092174372635782e-05,6.579886502322552e-08
1836,2.743410186667461e-05,7.19120265557649e-08
1837,2.7213702196604572e-05,5.914207434898344e-08
1838,2.5998531782533973e-05,3.787297231383491e-08
1839,2.483511889295187e-05,2.9364196407755117e-08
1840,2.5396586352144368e-05,1.8472096741106725e-08
1841,2.569118259998504e-05,3.531301828729738e-08
1842,2.4905104510253295e-05,3.4212153110502186e-08
1843,2.583033165137749e-05,5.5524964182041003e-08
1844,2.5329161871923134e-05,5.0494762149355665e-08
1845,2.5393384930794127e-05,5.133809821700197e-08
1846,2.6247485948260874e-05,2.9272506196775794e-08
1847,2.3872025849414058e-05,1.7258315665458213e-08
1848,2.8931421184097417e-05,3.620349886546137e-08
1849,2.569296157162171e-05,3.6869426622843093e-08
1850,2.5122000806732103e-05,2.3761487000228954e-08
1851,2.5224400815204717e-05,3.031236062156495e-08
1852,2.4791506803012453e-05,3.190167419120371e-08
1853,2.6622872610460036e-05,5.0761421732659073e-08
1854,2.581465923867654e-05,5.0917510208137173e-08
1855,2.529710764065385e-05,6.952087971967558e-08
1856,2.554373349994421e-05,4.34883880018333e-08
1857,2.5801704396144487e-05,5.2232145719699474e-08
1858,2.600108018668834e-05,4.8447393652395476e-08
1859,2.51196906901896e-05,4.7357211485632433e-08
1860,2.493787178536877e-05,4.668727626722102e-08
1861,2.608682552818209e-05,6.885306902404409e-08
1862,2.5174220354529098e-05,6.776979688538631e-08
1863,2.4695902538951486e-05,4.844782353075061e-08
1864,2.6334084395784885e-05,4.459096913933536e-08
1865,2.565559589129407e-05,7.954567138312996e-08
1866,2.6896135750575922e-05,4.281739407474561e-08
1867,2.612899334053509e-05,4.2219461704462447e-08
1868,2.5259058020310476e-05,4.3964877960434023e-08
1869,2.5620895030442625e-05,4.688178378842167e-08
1870,2.561858309491072e-05,4.9886224928741285e-08
1871,2.4558286895626225e-05,4.6733180880664804e-08
1872,2.509162004571408e-05,6.591599799321557e-08
1873,2.5441117031732574e-05,3.412022664406322e-08
1874,2.479641989339143e-05,3.4652732239237594e-08
1875,2.571483128122054e-05,6.694186538425129e-08
1876,2.651782051543705e-05,4.776351758550845e-08
1877,2.6399886337458156e-05,5.1952454782622226e-08
1878,2.5254261345253326e-05,6.824170384334138e-08
1879,2.5747140171006322e-05,4.459807456669296e-08
1880,2.445135214657057e-05,5.134277003548959e-08
1881,2.569438765931409e-05,6.48443219120054e-08
1882,2.501626113371458e-05,9.317539451103585e-08
1883,2.516360837034881e-05,3.349249766415596e-08
1884,2.4918104827520438e-05,7.063815843366683e-08
1885,2.4441205823677592e-05,2.7716232864349877e-08
1886,2.4139826564351097e-05,6.066255764380912e-08
1887,2.3563541617477313e-05,4.7661149693567495e-08
1888,2.3358825274044648e-05,5.07249175996094e-08
1889,2.3538119421573356e-05,3.5084767091575486e-08
1890,2.349616443098057e-05,5.2435090935887274e-08
1891,2.393009708612226e-05,1.5935549768641977e-08
1892,2.339220736757852e-05,5.767031296954883e-08
1893,2.346910878259223e-05,3.079208354961338e-08
1894,2.355578362767119e-05,3.7179081147087345e-08
1895,2.3037449864204973e-05,3.189865793729041e-08
1896,2.3341619453276508e-05,4.1868904787634165e-08
1897,2.2322721633827314e-05,5.710179351581246e-08
1898,2.3322607376030646e-05,5.262269908712369e-08
1899,2.318819133506622e-05,2.9296165493519766e-08
1900,2.2379668735084124e-05,2.699347589896206e-08
1901,2.2898739189258777e-05,2.5708198236884527e-08
1902,2.2628551960224286e-05,3.4863013809172116e-08
1903,2.2839150915388018e-05,2.214090244478939e-08
1904,2.3011994926491752e-05,3.7622378101787035e-08
1905,2.2046246158424765e-05,2.37394921498435e-08
1906,2.2639042072114535e-05,3.755254596171653e-08
1907,2.278433930769097e-05,4.371417006154843e-08
1908,2.30373607337242e-05,4.0273391732625896e-08
1909,2.2710260964231566e-05,7.31630791506177e-08
1910,2.2952592189540155e-05,6.359539383993251e-08
1911,2.2230118702282198e-05,4.5223181643905264e-08
1912,2.2133788661449216e-05,7.553660452686017e-08
1913,2.2230133254197426e-05,5.939348568517744e-08
1914,2.1288278730935417e-05,3.214437072074361e-08
1915,2.080600279441569e-05,2.591767689352764e-08
1916,2.1298095816746354e-05,3.076489463182952e-08
1917,2.2086378521635197e-05,5.3735480065597585e-08
1918,2.109817614837084e-05,2.756730310693456e-08
1919,2.0785797460121103e-05,4.327688785110695e-08
1920,2.201247843913734e-05,3.33178178379967e-08
1921,2.159974792448338e-05,4.998013380941302e-08
1922,2.1418883989099413e-05,4.721878710256533e-08
1923,2.1383704734034836e-05,4.458698299458774e-08
1924,2.3934589989949018e-05,3.609654797287476e-08
1925,2.1318868675734848e-05,4.7292164850887275e-08
1926,2.1547715732594952e-05,5.3501466368288675e-08
1927,2.212786603195127e-05,6.801027296887696e-08
1928,2.069713082164526e-05,3.5420729460611255e-08
1929,2.0828103515668772e-05,4.233354289340241e-08
1930,2.1387437300290912e-05,4.936693542845205e-08
1931,2.0631148800021037e-05,4.5621426636444085e-08
1932,2.0263087208149955e-05,5.041386685888938e-08
1933,2.20408783206949e-05,5.1617981000617874e-08
1934,2.0534032955765724e-05,4.073737258636356e-08
1935,2.0449009753065184e-05,3.111753699158726e-08
1936,2.022523585765157e-05,3.758661648589623e-08
1937,1.9305962268845178e-05,4.0291578073947676e-08
1938,1.9976801922894083e-05,2.5930429359277696e-08
1939,2.0322733689681627e-05,3.8235125288110794e-08
1940,2.0060579117853194e-05,2.7893612752905028e-08
1941,2.0203035091981292e-05,3.5418032950929046e-08
1942,2.1633930373354815e-05,3.3376331032286544e-08
1943,2.1904908862779848e-05,4.3548528338988035e-08
1944,2.2366988559952006e-05,3.213186161588055e-08
1945,2.1246949472697452e-05,2.6142048525912287e-08
1946,2.214151572843548e-05,5.0115975369635635e-08
1947,2.2588857973460108e-05,5.8412268799656886e-08
1948,2.1965563064441085e-05,4.4574740343250596e-08
1949,2.0522455088212155e-05,5.104844191805569e-08
1950,2.192479769291822e-05,4.892266147749069e-08
1951,2.2476368030766025e-05,3.3050344683260846e-08
1952,2.093670809699688e-05,2.9525450528922192e-08
1953,2.072992174362298e-05,3.663101466599983e-08
1954,2.1004112568334676e-05,4.0067398288101685e-08
1955,2.1101661332068034e-05,2.2525458831523792e-08
1956,2.0750212570419535e-05,5.319896345667985e-08
1957,2.0171273718005978e-05,4.682570065028813e-08
1958,2.022646185650956e-05,3.4743422361316334e-08
1959,2.0478250007727183e-05,3.720359131875739e-08
1960,2.1282254238030873e-05,3.668041514970355e-08
1961,2.0979272449039854e-05,5.280601200752244e-08
1962,2.138000309059862e-05,6.024858834052793e-08
1963,2.2244516003411263e-05,2.9743844720542256e-08
1964,2.1655885575455613e-05,5.658090529436777e-08
1965,2.1783656848128885e-05,5.362602450986742e-08
1966,2.186992969654966e-05,4.154306054715562e-08
1967,2.1960700905765407e-05,4.6345153492666213e-08
1968,2.2082494979258627e-05,5.973583228069401e-08
1969,2.0616855181287974e-05,4.9505160859553143e-08
1970,2.1222196664894e-05,6.162291299460776e-08
1971,2.108746957674157e-05,5.857773288653334e-08
1972,2.1162881239433773e-05,4.360624927812751e-08
1973,2.1627747628372163e-05,3.418186267367673e-08
1974,1.9812137907138094e-05,3.3753430273009144e-08
1975,2.0248338842066005e-05,3.7695770060963696e-08
1976,2.06269742193399e-05,3.313845553520878e-08
1977,2.047353336820379e-05,2.8796231177352638e-08
1978,2.1273852325975895e-05,3.6237608469491533e-08
1979,2.119760392815806e-05,3.745262944221395e-08
1980,2.1346035282476805e-05,4.036456857647863e-08
1981,2.1271558580338024e-05,2.6567308353264707e-08
1982,2.287278402945958e-05,3.1037512115972277e-08
1983,2.1768893930129707e-05,3.915495838668903e-08
1984,2.2505952074425295e-05,4.1172960152380256e-08
1985,2.2276213712757453e-05,3.549179083961462e-08
1986,2.260640394524671e-05,3.2969669661042644e-08
1987,2.2167600036482327e-05,2.9331921780340053e-08
1988,2.2438503947341815e-05,3.957725525083333e-08
1989,2.220329588453751e-05,3.5123981945162086e-08
1990,2.3036896891426295e-05,2.0704874259536155e-08
1991,2.3473996407119557e-05,2.7548885839223658e-08
1992,2.3232129024108872e-05,2.589673719910479e-08
1993,2.349731767026242e-05,2.8803878393546256e-08
1994,2.3925484128994867e-05,2.0572214154412904e-08
1995,2.389619839959778e-05,2.7112253775385398e-08
1996,2.495504668331705e-05,3.896807143632941e-08
1997,2.5251832994399592e-05,3.5002731380018304e-08
1998,2.5739314878592268e-05,2.7178336026167926e-08
1999,2.518226574466098e-05,2.696418732739403e-08
2000,2.6413201339892112e-05,2.4299172451947015e-08
2001,2.5941155399777927e-05,2.3220422917802352e-08
2002,2.658656558196526e-05,3.724038322161505e-08
2003,2.6679974325816147e-05,3.000184634061043e-08
2004,2.6406723918626085e-05,2.686922684347337e-08
2005,2.6724799681687728e-05,1.9816498664226856e-08
2006,2.6857702323468402e-05,1.8118715416903797e-08
2007,2.7359787054592744e-05,2.7961355897332396e-08
2008,2.7552872779779136e-05,1.5326783397995314e-08
2009,2.6909770895144902e-05,2.336414262060771e-08
2010,2.6273737603332847e-05,2.4091344030807704e-08
2011,2.6125759177375585e-05,2.370862617340208e-08
2012,2.591657539596781e-05,2.791487219155897e-08
2013,2.4409864636254497e-05,2.342865101923053e-08
2014,2.5013274353113957e-05,2.9016964830930192e-08
2015,2.4888817279133946e-05,3.435691908748595e-08
2016,2.5371637093485333e-05,3.8526923873405394e-08
2017,2.6419704227009788e-05,2.1131135952145996e-08
2018,2.495942680980079e-05,3.175204099647999e-08
2019,2.4888202460715547e-05,3.596892739210489e-08
