year,fut_VERB en_PRON,fut_VERB sans_ADP
1844,1.2843233321291336e-07,3.074143251069472e-06
1845,1.3057733383448067e-07,2.542351921874797e-06
1846,1.6626783860829164e-07,2.4934320208558347e-06
1847,1.1271837507820237e-07,2.659937990756589e-06
1848,1.2309189401094045e-07,2.681472324184142e-06
1849,9.049767868418712e-08,2.0956915705028223e-06
1850,1.6429370930381992e-07,2.3551026515633566e-06
1851,1.4962698458020895e-07,2.421764293103479e-06
1852,1.3411722932232806e-07,2.173220082113403e-06
1853,1.3854881331099023e-07,2.647357405294315e-06
1854,1.9587655231134704e-07,2.8825545541621977e-06
1855,1.3851105507001193e-07,2.653999217727687e-06
1856,1.791307511211926e-07,2.5342342269141227e-06
1857,1.6499500077316043e-07,2.7624460017250385e-06
1858,1.389803969686909e-07,2.422859097350738e-06
1859,1.5887580673279444e-07,2.4778514671197627e-06
1860,1.3044973456999287e-07,2.3490108560508816e-06
1861,1.2308665020555054e-07,2.2207473193702754e-06
1862,1.296662048844155e-07,2.4478449631715193e-06
1863,1.11879508324364e-07,2.283540652570082e-06
1864,1.567876068975238e-07,2.162901864721789e-06
1865,1.289675424231973e-07,2.3821339709684253e-06
1866,1.3575059654158395e-07,2.382204002060462e-06
1867,1.0967353603064112e-07,2.0842826415901072e-06
1868,1.9463104194983316e-07,2.177496526201139e-06
1869,1.3576183732766367e-07,2.28646376854158e-06
1870,1.1410757139174166e-07,2.3400652935379185e-06
1871,1.2001930826954776e-07,1.6770839010860072e-06
1872,1.4634561296134052e-07,2.136524926754646e-06
1873,1.3288929778809688e-07,2.1501728042494506e-06
1874,1.188947251762329e-07,1.9023156028197263e-06
1875,1.2644575519971113e-07,2.119253622367978e-06
1876,1.1064206972832835e-07,2.1366615783335874e-06
1877,1.4163228456709476e-07,2.0917048004776007e-06
1878,1.1534659449807805e-07,2.29485362979176e-06
1879,1.1180065229154934e-07,2.1963023755233735e-06
1880,1.1937194699385145e-07,2.1371427010308253e-06
1881,1.0807386985334233e-07,1.9111644178337883e-06
1882,1.2046247377384134e-07,2.1377097709773807e-06
1883,1.1438003610919623e-07,2.003230520131183e-06
1884,8.648223115415021e-08,1.8795030882756691e-06
1885,7.799219048365558e-08,2.0542240690701874e-06
1886,1.0325542376676822e-07,1.99541113943269e-06
1887,7.116528166761782e-08,1.7092725101974793e-06
1888,1.1096075525074411e-07,1.9072568875344587e-06
1889,7.51816386923565e-08,1.9497106222843286e-06
1890,7.799719980994269e-08,1.6648141354380641e-06
1891,1.121862709396737e-07,1.7082909380405908e-06
1892,1.3101190177167155e-07,1.7113038666138891e-06
1893,1.090039702944523e-07,1.716966494313965e-06
1894,8.192001388351855e-08,1.7619104255572893e-06
1895,9.268666190109798e-08,1.8862338038161397e-06
1896,9.435246539624131e-08,1.823361344577279e-06
1897,7.39992600529149e-08,1.6576999541939585e-06
1898,5.6583548513344795e-08,1.8118051912097144e-06
1899,7.185852268776216e-08,1.7527951285956078e-06
1900,9.13625370912996e-08,1.900444544844504e-06
1901,7.712459648701042e-08,1.6967411511359387e-06
1902,7.414528369054096e-08,1.4912532151356572e-06
1903,7.506306332061286e-08,1.7383308659191243e-06
1904,6.127072538220091e-08,1.8348970343140536e-06
1905,4.8511136441220515e-08,1.8749037735688034e-06
1906,9.61962527412652e-08,1.8323585209145676e-06
1907,1.0594257560114784e-07,1.79588096216321e-06
1908,8.742272683548435e-08,1.8918671003120835e-06
1909,7.701377313651392e-08,1.8939886103908066e-06
1910,7.054278938767311e-08,1.9009144125448074e-06
1911,8.406190943333058e-08,1.916930841616704e-06
1912,9.42905273859651e-08,2.1426349121611565e-06
1913,1.2355965850474604e-07,2.0607417354767676e-06
1914,7.165515825136026e-08,2.033131295320345e-06
1915,7.068457108516668e-08,1.7117447441705735e-06
1916,8.680095220370276e-08,1.6635017345834058e-06
1917,7.23783983858084e-08,1.5298162452381803e-06
1918,7.121553124989077e-08,1.6999837271214346e-06
1919,9.115770183143468e-08,1.8526191070122877e-06
1920,9.16240026072046e-08,1.8218789819002268e-06
1921,7.118382683302116e-08,1.8909150867330027e-06
1922,7.820611358511087e-08,1.9322812931932276e-06
1923,9.660512745313099e-08,1.9851822798955254e-06
1924,6.83256118350073e-08,1.989177690120414e-06
1925,1.286786783794014e-07,2.146844281014637e-06
1926,7.467912865877224e-08,2.2147376057546353e-06
1927,1.583189970233434e-07,1.974527776837931e-06
1928,1.0511958237202634e-07,2.109247134285397e-06
1929,8.466708578680482e-08,2.056518951576436e-06
1930,6.617270287279098e-08,2.030346649917192e-06
1931,8.782124893969012e-08,1.97312670024985e-06
1932,1.0411559969725204e-07,2.048337364612962e-06
1933,9.291236580111217e-08,2.155337369913468e-06
1934,1.0783422510485252e-07,1.9637809600681067e-06
1935,1.1609235883724978e-07,2.057347955997102e-06
1936,9.82101866497942e-08,1.913279902510112e-06
1937,9.94698368117497e-08,1.974287215489312e-06
1938,1.0890779833516717e-07,1.9551544028217904e-06
1939,8.258787431714154e-08,1.980579554583528e-06
1940,6.846613587185857e-08,2.061591430901899e-06
1941,7.37875680556499e-08,2.0808092813240364e-06
1942,9.709477666319799e-08,2.0996744751755614e-06
1943,6.387117679196308e-08,2.3835561933083227e-06
1944,9.639558129492798e-08,2.3231336854223628e-06
1945,8.714016530575464e-08,2.518350584068685e-06
1946,8.631084824628488e-08,2.2496503788715927e-06
1947,1.001353169272079e-07,2.50576704274863e-06
1948,8.914948068650119e-08,2.184162212870433e-06
1949,1.0406029105070047e-07,2.0900411072943825e-06
1950,6.062155932795577e-08,2.0972931906726444e-06
1951,1.4499507017262658e-07,2.2687463570036925e-06
1952,8.541291407482277e-08,2.0857621620962163e-06
1953,1.1958948675783176e-07,2.302366965523106e-06
1954,1.3192924086524727e-07,2.2076158074924024e-06
1955,1.0511880788044436e-07,2.094867568303016e-06
1956,1.0988638621256541e-07,2.041619154624641e-06
1957,1.0602045108498714e-07,2.074466920021223e-06
1958,9.34763519921944e-08,2.0556524304993218e-06
1959,1.1548614509138133e-07,2.042321966655436e-06
1960,1.045045863179439e-07,2.0797103843506193e-06
1961,9.4494964741898e-08,2.148370867871563e-06
1962,1.179603899004178e-07,2.280567514389986e-06
1963,1.1832877788719998e-07,2.2482468011730816e-06
1964,1.381060741323381e-07,2.148249222955201e-06
1965,1.548588244304483e-07,2.471721927577164e-06
1966,1.556479958253476e-07,2.2793292373535223e-06
1967,1.528403998918293e-07,2.1925202418060508e-06
1968,1.6708067107629176e-07,2.554268121457426e-06
1969,1.5986987023097754e-07,2.1228177047305508e-06
1970,1.6463435770219803e-07,2.10207713280397e-06
1971,1.608318456192137e-07,2.165834530387656e-06
1972,1.8160720571813727e-07,2.0741183561767684e-06
1973,1.433432998965145e-07,2.2080380404077005e-06
1974,1.676420424701064e-07,1.952073262145859e-06
1975,1.6449062911760848e-07,2.0235775082255714e-06
1976,1.6912039768612885e-07,2.0774384665855905e-06
1977,1.4985793939104042e-07,2.0551105990307406e-06
1978,1.8297021142643644e-07,2.1433654637803556e-06
1979,1.7263320728488907e-07,2.1125624698470347e-06
1980,1.637323379100053e-07,2.0000359199912054e-06
1981,1.8533860668412672e-07,2.041254901996581e-06
1982,1.7194781776197487e-07,2.1664181986125186e-06
1983,1.5788289431384328e-07,2.171205551348976e-06
1984,1.6643154765461077e-07,1.938028617587406e-06
1985,1.6061540009104647e-07,2.2004910533723887e-06
1986,1.76837318122125e-07,2.18558943743119e-06
1987,1.3016040156799136e-07,2.232281303804484e-06
1988,1.6550488624034188e-07,2.197137291659601e-06
1989,1.7616872582948417e-07,2.1321354779502144e-06
1990,1.9560657449346763e-07,2.285709115312784e-06
1991,1.8170541693507403e-07,2.2244259980652714e-06
1992,1.878890998341376e-07,2.3257473458215827e-06
1993,2.11597722454826e-07,2.3973689167178236e-06
1994,2.0519463816981443e-07,2.263471060359734e-06
1995,1.8653230426934897e-07,2.225915977760451e-06
1996,2.1298987462614605e-07,2.3989387045730837e-06
1997,1.9659067618249537e-07,2.2665465166937793e-06
1998,1.8071209240133612e-07,2.1852335976291215e-06
1999,1.704685104186865e-07,2.1649043446814176e-06
2000,1.7981388111820706e-07,2.2262461243371945e-06
2001,1.9671641382501548e-07,2.288306859554723e-06
2002,1.761250985055085e-07,2.1901726086070994e-06
2003,2.079294603163362e-07,2.103879296555533e-06
2004,1.79715485160159e-07,1.9438343770161737e-06
2005,2.040198552322181e-07,2.2311576231004437e-06
2006,1.6677454084401688e-07,2.0972413494746434e-06
2007,1.7016482445342263e-07,2.1837818167114165e-06
2008,1.5156484778344748e-07,1.9865212834702106e-06
2009,1.5019806198779406e-07,1.9997798972326564e-06
2010,1.4596520259146928e-07,1.7666985741016106e-06
2011,1.246614829142345e-07,1.592301941855112e-06
2012,1.2493607925989636e-07,1.5962541510816664e-06
2013,1.2327932097377925e-07,1.6525565342817572e-06
2014,1.4270283088535507e-07,1.9170686300640227e-06
2015,1.2700976981250278e-07,1.5821915440028533e-06
2016,1.037741341747278e-07,1.6817209598229965e-06
2017,1.0112757564684216e-07,1.4341500218506553e-06
2018,1.1255195175863264e-07,1.5075765986694023e-06
2019,1.1479444594897359e-07,1.6425809690190363e-06
