year,contenant_VERB en_ADP,contenant_VERB sans_ADP
1849,4.3489162271370674e-07,2.513824526317876e-08
1850,4.406058451422723e-07,1.6972489191857676e-08
1851,4.063146532562456e-07,2.3862924081186065e-08
1852,4.1537279038550423e-07,6.510545436100301e-09
1853,3.601074904935331e-07,1.1346670270029335e-08
1854,5.06057697746698e-07,1.8704392701351935e-08
1855,4.128796931013312e-07,4.2455496895854594e-09
1856,5.187543390405835e-07,1.7084724746041502e-08
1857,4.3543060446182835e-07,1.9526036343364694e-09
1858,4.531543917885017e-07,1.9085335978274998e-08
1859,4.689891515141653e-07,8.656694916453489e-09
1860,4.1240428294564424e-07,1.2816115280145368e-08
1861,4.918750442506337e-07,1.6034276129062164e-08
1862,4.4773244045615e-07,9.487771457372673e-09
1863,4.6100349671007734e-07,3.995696662428827e-09
1864,5.264611537825203e-07,1.582260189536555e-08
1865,4.6127075692403707e-07,1.0825742080555756e-08
1866,4.495826297912231e-07,6.811858188626729e-09
1867,5.396326248074956e-07,8.249779526181555e-09
1868,5.695674527572692e-07,1.0867722721741302e-08
1869,4.3805167049271176e-07,2.6371003158942585e-08
1870,5.785655243784049e-07,1.3761717099214366e-08
1871,5.491148664660273e-07,9.559059321873065e-09
1872,4.813682248361317e-07,2.237515595027162e-08
1873,4.974369898214093e-07,1.2570609442263958e-08
1874,6.858851570035185e-07,1.5533982988813477e-08
1875,5.629982720023463e-07,9.7265964171811e-09
1876,5.725575857873366e-07,7.255217759905008e-09
1877,7.112538651377065e-07,8.658742167710898e-09
1878,5.706938681626639e-07,1.5701630218245555e-08
1879,6.133762662230424e-07,1.0385853066452455e-08
1880,5.525765680580719e-07,8.343199908722454e-09
1881,5.529198467968399e-07,1.045876096839038e-08
1882,6.196163724325743e-07,1.0648616211028639e-08
1883,5.902262669721381e-07,1.4534479397809719e-08
1884,5.994341041315465e-07,2.442627788923346e-08
1885,6.69701533784206e-07,3.0294486919046903e-08
1886,5.64678101389049e-07,9.034849313138693e-09
1887,6.137189103583296e-07,2.154545164501087e-08
1888,6.442064814926596e-07,1.6485598663962264e-08
1889,5.5759715777981e-07,2.5687061366852504e-08
1890,5.479467060087728e-07,1.8352281472289178e-08
1891,5.857908345063834e-07,7.0116419337296065e-09
1892,5.967623843972092e-07,1.2537024751679837e-08
1893,5.918238352720095e-07,2.3401982574000613e-08
1894,6.383459174585937e-07,1.5753848003896564e-08
1895,5.952409765086486e-07,1.1435367319734269e-08
1896,5.690632907118243e-07,1.533227589334274e-08
1897,6.58418606747091e-07,1.2236098356765979e-08
1898,6.003514658736719e-07,1.2448380992680086e-08
1899,4.864269040893987e-07,1.5477219506010442e-08
1900,5.715349269408421e-07,2.5436159845071415e-08
1901,5.918474679234009e-07,1.4530721514915967e-08
1902,6.457023213890523e-07,1.0802624572647801e-08
1903,6.712473827885646e-07,3.0241231741001684e-08
1904,5.605734330060841e-07,7.524475265086039e-09
1905,5.645870205239767e-07,1.5482276793932215e-08
1906,6.980658584510024e-07,9.259531807970234e-09
1907,5.322843150690204e-07,1.2342823652033985e-08
1908,6.291489227372438e-07,1.8663278922304016e-08
1909,5.957565063496872e-07,1.3752458727367411e-08
1910,5.69152050822197e-07,1.977335806202518e-08
1911,5.703441110505025e-07,6.916486494645824e-09
1912,5.95957809323977e-07,1.510732161591477e-08
1913,5.127991307141144e-07,7.954484182448596e-09
1914,5.377485194912879e-07,1.2723813114234872e-08
1915,4.417785670618457e-07,1.767114277129167e-08
1916,5.592618430583229e-07,1.648119329900055e-08
1917,4.7265288838360675e-07,1.0966424213165737e-08
1918,4.996573599314047e-07,1.1486376294556067e-08
1919,4.797288950530998e-07,4.603924352863942e-09
1920,5.542873520170133e-07,7.572231730534895e-09
1921,5.634124270459395e-07,1.817459427400081e-08
1922,5.673632479386015e-07,9.591316185719734e-09
1923,4.628553491592413e-07,8.492758496458919e-09
1924,4.782792535351632e-07,1.2891624656674594e-08
1925,5.18014155570512e-07,1.3197813508725176e-08
1926,5.182954496696368e-07,1.114613823460786e-08
1927,5.518866059706085e-07,8.919379901328739e-09
1928,5.9415413034003e-07,1.5996457491951332e-08
1929,4.723532436301525e-07,1.6710609784809094e-08
1930,4.7266217073627104e-07,1.8906487042613662e-08
1931,6.523863769203331e-07,1.4826963656844327e-08
1932,4.6578030155064454e-07,1.3151444377967891e-08
1933,5.528859343684189e-07,2.1794258842078307e-08
1934,5.391710811153416e-07,2.036868629318178e-08
1935,5.33785461165337e-07,7.180970484910176e-09
1936,5.553119462042844e-07,1.576212937948185e-08
1937,5.376407443691278e-07,2.5182236740306507e-08
1938,5.886207645744435e-07,9.075650453382877e-09
1939,5.857621268035018e-07,1.6823456405745674e-08
1940,5.350502192413842e-07,7.607348528892999e-09
1941,5.106099365548289e-07,1.7709016475464523e-08
1942,4.096185886037773e-07,2.4273694165799498e-08
1943,7.345185228935236e-07,1.1612940831184915e-08
1944,3.6951641391169687e-07,1.2852744646352221e-08
1945,4.923419365532311e-07,6.535512131478072e-09
1946,4.53828008950552e-07,4.1763312808029696e-09
1947,3.421289989091747e-07,5.960435700558264e-09
1948,4.000854829655509e-07,1.0871888278529696e-08
1949,4.064241414525327e-07,1.1780409536754632e-08
1950,3.626658386934878e-07,2.2334258886758107e-08
1951,4.424481625520116e-07,1.3859822622919182e-08
1952,4.523720962268385e-07,8.435843135146115e-09
1953,4.1156019492394336e-07,6.464296653518886e-09
1954,4.729907487899254e-07,7.818028890937967e-09
1955,5.011914385733007e-07,1.5016972554349195e-08
1956,5.494319061938313e-07,1.9186511934776718e-08
1957,4.550044296891542e-07,1.236905244894615e-08
1958,5.410047259069017e-07,1.1581140491045971e-08
1959,4.185403703615975e-07,8.525822714489095e-09
1960,5.65432070054328e-07,8.997083078554624e-09
1961,4.717800252684867e-07,6.94815938118154e-09
1962,4.7310995920923915e-07,9.512934440181198e-09
1963,5.431484755291649e-07,7.1126584622049904e-09
1964,5.749350187045366e-07,9.125952438182594e-09
1965,6.128688490036893e-07,1.4227312661319047e-08
1966,5.173495760679714e-07,1.495550172592175e-08
1967,7.903327752245559e-07,1.1339771788243524e-08
1968,9.714932733828618e-07,1.257596426995633e-08
1969,8.788301286699607e-07,7.2668124850849836e-09
1970,8.493845307100401e-07,1.609553734738256e-08
1971,1.2995007221405785e-06,8.221435976452085e-09
1972,1.1973763260897385e-06,4.6171320100540925e-09
1973,1.0783826951410447e-06,6.615844760915479e-09
1974,1.1318650425806709e-06,1.0688586016271984e-08
1975,5.785729264573547e-07,1.6563292959403952e-08
1976,8.833112588035874e-07,1.199840671262109e-08
1977,3.5965905631485384e-07,1.23412418062685e-08
1978,1.4512864154880845e-06,1.128712323605896e-08
1979,9.445084803161308e-07,1.404473604083023e-08
1980,3.644181632012078e-07,1.2507331170752423e-08
1981,2.4859409641919683e-07,1.771153890217647e-08
1982,2.4643783502753536e-07,1.6760255405756652e-08
1983,3.0060904343542916e-07,1.0104505676622466e-08
1984,3.6185812835043407e-07,6.958810416790584e-09
1985,2.8513746208602697e-07,1.3835783185811579e-08
1986,3.860448591908039e-07,1.498621315931814e-08
1987,4.3936772087249665e-07,8.555143260480236e-09
1988,4.011694407779487e-07,1.3192418713003917e-08
1989,3.2544565442549356e-07,1.0427432250992297e-08
1990,2.855093157450028e-07,1.4166492867673242e-08
1991,2.784195913818621e-07,1.1136783939491579e-08
1992,3.129648362687476e-07,9.91789939064347e-09
1993,2.813917312494141e-07,1.0524494165053966e-08
1994,2.616363721230641e-07,1.2132331583813993e-08
1995,2.1364455626837753e-07,1.626735190995987e-08
1996,2.738441207128517e-07,1.014237493990322e-08
1997,2.41183199189976e-07,1.4384683666435194e-08
1998,1.8404978696651142e-07,1.4781200263769279e-08
1999,2.1754157142339636e-07,1.1882523409667556e-08
2000,3.167728617192722e-07,9.719669513685858e-09
2001,2.0942192247019875e-07,1.664860427297299e-08
2002,3.062473834525292e-07,1.0514931148009055e-08
2003,2.479319185511031e-07,7.083769126836614e-09
2004,1.942512932728846e-07,9.250062049659391e-09
2005,2.116762285453433e-07,9.908249332113428e-09
2006,2.598388633145987e-07,9.471146533712727e-09
2007,4.593651308226754e-07,9.18730247434496e-09
2008,1.711490771327817e-07,9.79211112195344e-09
2009,1.792840400582918e-07,1.8595951445377068e-08
2010,1.620261036450188e-07,1.2281861749841028e-08
2011,1.3957497912997496e-07,1.873746313663105e-08
2012,1.0417013229790939e-07,1.4297861561374248e-08
2013,1.0598675481698905e-07,2.67756004035391e-08
2014,1.0177592479898578e-07,1.905591773265769e-08
2015,1.0063251956737851e-07,1.5072712855612735e-08
2016,1.1060955529273997e-07,1.5120782848043746e-08
2017,9.207137319222625e-08,1.4087423672037858e-08
2018,9.215836382914233e-08,1.7812119779136992e-08
2019,9.744773110664795e-08,1.1479444950168727e-08
