year,croyant_VERB en_ADP,croyant_VERB sans_ADP
1880,1.9317717114830657e-07,1.0268554007097919e-07
1881,1.7361543669380808e-07,1.0877111789042715e-07
1882,1.9234063408646307e-07,1.3510432150809493e-07
1883,1.2954645267626574e-07,7.899173937175874e-08
1884,1.8022632541914163e-07,1.1024834023487529e-07
1885,2.017483913263618e-07,1.005519152386114e-07
1886,1.206797770603174e-07,8.712176313707687e-08
1887,1.5408262599159173e-07,7.442974014892911e-08
1888,1.4963850469840168e-07,9.510922249766907e-08
1889,1.3845952384627935e-07,1.0462778676778584e-07
1890,1.284659815192768e-07,1.088028147577802e-07
1891,1.3640830864858344e-07,1.1409854161481547e-07
1892,1.7113038675020675e-07,7.020734171803156e-08
1893,1.385643750850818e-07,8.0059415985545e-08
1894,1.550178660991719e-07,6.55360103962721e-08
1895,1.3782627839020734e-07,7.402895940700205e-08
1896,1.6629621946151474e-07,1.1086414630767649e-07
1897,1.392584536574759e-07,8.856604694074122e-08
1898,8.657282757340568e-08,9.449452642584788e-08
1899,1.243705138875839e-07,8.346643198819947e-08
1900,1.469068013904007e-07,8.357595548957875e-08
1901,1.0003842421113518e-07,8.550770408399799e-08
1902,1.4141617299401332e-07,6.039649069755626e-08
1903,1.1448466974428584e-07,6.696273446848977e-08
1904,1.3490308603536505e-07,8.491907976804214e-08
1905,1.326315071104034e-07,5.728442697972014e-08
1906,1.419794948276376e-07,1.0031159547452262e-07
1907,1.5479958648256797e-07,8.794261852074214e-08
1908,1.3015181288267286e-07,9.08606967442438e-08
1909,1.3862478631665454e-07,6.16110171769435e-08
1910,1.5391154217780922e-07,7.42836960831994e-08
1911,1.5641900330543024e-07,7.022894144004255e-08
1912,1.5419886478795775e-07,7.657848877240525e-08
1913,1.3946862864600007e-07,7.106006338908344e-08
1914,8.571831777715033e-08,3.951078958452925e-08
1915,1.5786221385649668e-07,3.180805618896443e-08
1916,1.3075079641211573e-07,7.361599330124591e-08
1917,1.5791650798124834e-07,7.018511283263251e-08
1918,1.3324195968777985e-07,7.695871850899039e-08
1919,1.2338516697241175e-07,3.683139404575542e-08
1920,1.4614407550794795e-07,5.830618565738632e-08
1921,1.4009582038898571e-07,6.51256293338065e-08
1922,1.254249006876762e-07,5.976127681606158e-08
1923,1.2632977952620195e-07,5.095654920239667e-08
1924,1.2504875623875478e-07,6.059063606400628e-08
1925,1.319781375297424e-07,7.148815361901484e-08
1926,1.69421309870188e-07,5.795991864232519e-08
1927,1.1372209329785221e-07,9.811317713825929e-08
1928,9.369353470844999e-08,4.1133748851507335e-08
1929,9.357941266330272e-08,4.678970499938373e-08
1930,1.1448927939028408e-07,5.04172987803031e-08
1931,9.124285504924501e-08,5.5886248517822423e-08
1932,1.0411559880907362e-07,6.794912810192955e-08
1933,1.422362125858001e-07,4.588264701510525e-08
1934,1.198158052773124e-07,4.193552882725271e-08
1935,1.2087966805296446e-07,7.300653592778872e-08
1936,1.0669748640168564e-07,5.577368744624778e-08
1937,1.133200659975131e-07,5.791914281516597e-08
1938,1.1150084233690905e-07,4.4081729155820426e-08
1939,1.0705835418178822e-07,4.282334131744392e-08
1940,1.4453962648985907e-07,3.550096039361961e-08
1941,1.3281761290784289e-07,5.31270463177691e-08
1942,9.102635578628337e-08,7.282108072104165e-08
1943,9.870999684302717e-08,4.645176376882887e-08
1944,1.2210107591670294e-07,3.534504777746861e-08
1945,1.3724575742557477e-07,7.189063211399116e-08
1946,1.475637114722872e-07,6.821341269613868e-08
1947,1.883497642296561e-07,1.0847992637508241e-07
1948,1.3154984745966658e-07,7.719039984976916e-08
1949,1.2958451200972831e-07,2.2579119463017605e-08
1950,1.1911604502756745e-07,4.3604983179790224e-08
1951,1.290029660871994e-07,4.264560882205615e-08
1952,1.3391900521853017e-07,5.061505792269827e-08
1953,1.0773827119336943e-07,5.7101286476957114e-08
1954,1.172704333640695e-07,5.961246873908976e-08
1955,9.010183177338149e-08,3.9419554287434266e-08
1956,1.3081712513240973e-07,4.6222050187338937e-08
1957,1.201565162922691e-07,6.184526246677535e-08
1958,1.0919361637107272e-07,5.956015347585719e-08
1959,1.2168674246026967e-07,5.425523497137874e-08
1960,1.4810583248703324e-07,6.574791444613481e-08
1961,1.4799578895718923e-07,6.60075130110016e-08
1962,1.1605780381174213e-07,6.72247402744297e-08
1963,1.260880413411769e-07,5.172842498790686e-08
1964,1.3810608212594389e-07,6.023128618082296e-08
1965,1.5376442163983484e-07,6.073968217279457e-08
1966,1.423542173029091e-07,6.868452695485416e-08
1967,1.6615231235306283e-07,6.162919330421346e-08
1968,1.495641432924799e-07,7.680320868175272e-08
1969,1.24444159643744e-07,7.720988226544989e-08
1970,1.4118086166803323e-07,4.874648662500647e-08
1971,1.4644432688726283e-07,5.395317292933299e-08
1972,1.3902697704182287e-07,5.28405137423249e-08
1973,1.2018784456557796e-07,4.134902820140951e-08
1974,1.254502479675068e-07,4.6129687847340506e-08
1975,1.0166434805114477e-07,4.854758195449449e-08
1976,1.4283817462157344e-07,5.5421209843586894e-08
1977,1.4456883157265565e-07,3.702372386449326e-08
1978,1.3544548593813488e-07,4.9306907223822805e-08
1979,1.3576578261620398e-07,3.6282234106010947e-08
1980,1.2336776755716983e-07,5.5145962019054195e-08
1981,1.2714354280518592e-07,4.997184088750828e-08
1982,1.446348063538494e-07,4.3452517362041476e-08
1983,1.2125406545493433e-07,4.483874516125752e-08
1984,1.5541343145741848e-07,4.6392067076794774e-08
1985,1.2933449511365325e-07,4.571823986054824e-08
1986,1.492626870991387e-07,5.095312660685636e-08
1987,1.2404958393830157e-07,5.255302326645506e-08
1988,1.4871453313247684e-07,4.437449868666121e-08
1989,1.602531662925344e-07,5.3234785468703194e-08
1990,1.1224221285743852e-07,4.631353167638963e-08
1991,1.441920414180231e-07,5.8614650466637386e-08
1992,1.5262545893790502e-07,4.958949617606123e-08
1993,1.617448504021013e-07,5.926951951451542e-08
1994,1.587752924692154e-07,5.116678947203468e-08
1995,1.5291310972997962e-07,4.6090830430056684e-08
1996,1.4679753324031708e-07,5.124568502878901e-08
1997,1.553545789789723e-07,4.7469455921600456e-08
1998,1.2969311757871083e-07,4.4343601235397045e-08
1999,1.8372208376860044e-07,5.164327243623035e-08
2000,1.6567618033036524e-07,4.5947527560485923e-08
2001,1.6736228847236134e-07,5.0822057673372e-08
2002,1.726201253049453e-07,5.213653658797668e-08
2003,1.862614489311909e-07,5.1669843958990214e-08
2004,1.9469177914288593e-07,5.417893267356533e-08
2005,1.7204323832231694e-07,5.98998686207608e-08
2006,1.9065830691999963e-07,5.14736249179748e-08
2007,1.889388752118748e-07,6.071608793511984e-08
2008,1.80515444370144e-07,5.0663531148131824e-08
2009,2.1599911370628888e-07,6.437059862918204e-08
2010,1.7430795828943246e-07,7.180165084719192e-08
2011,1.804914777636668e-07,7.342026053791528e-08
2012,1.8893602948821808e-07,8.136164075800423e-08
2013,1.8854485794861375e-07,8.478940261014145e-08
2014,2.117805326662392e-07,1.1152042578288501e-07
2015,1.8397575374251574e-07,1.0573064646024477e-07
2016,2.1769783931091524e-07,1.0563833985344218e-07
2017,2.004942283306832e-07,7.949331948253757e-08
2018,1.7399086260638796e-07,8.957689123789692e-08
2019,2.1708905340034335e-07,7.270315371954439e-08
