year,considérant_VERB en_ADP,considérant_VERB sans_ADP
1916,2.0216929641492243e-07,7.69122365795738e-09
1917,1.6120644019679276e-07,3.289927441585405e-09
1918,3.0438897624662786e-07,6.89182577673364e-09
1919,2.209883547266145e-07,8.287063479883727e-09
1920,2.3322473197140425e-07,8.329454903588385e-09
1921,2.2339605720844702e-07,1.060184651180407e-08
1922,1.6969251248610817e-07,1.1066903560230656e-08
1923,2.1975012742814215e-07,8.492758496458919e-09
1924,1.1731378535273507e-07,1.2891624656674594e-08
1925,9.78837810805544e-08,5.499088961968823e-09
1926,1.0365908664766721e-07,1.3375366592072169e-08
1927,1.5943391673545193e-07,1.1149224876660924e-08
1928,1.3939769871740282e-07,1.0283436990832229e-08
1929,1.4705336326414908e-07,8.912325322185666e-09
1930,1.1869072125136881e-07,1.05036033204442e-08
1931,8.097803316786667e-08,6.843213995466613e-09
1932,1.1726704585157677e-07,9.863582839386709e-09
1933,1.2617728373243153e-07,5.735331098932761e-09
1934,1.1023053758663082e-07,1.5576054224197833e-08
1935,1.3284795485901668e-07,1.6755596909945325e-08
1936,1.382217433842925e-07,8.487300195980652e-09
1937,1.611663122957907e-07,7.554670999887492e-09
1938,1.413208359224427e-07,1.5558256905023882e-08
1939,1.1776418773479236e-07,7.647025235257843e-09
1940,8.368083825871508e-08,1.0143131667916805e-08
1941,7.67390702094417e-08,0.0
1942,1.3350531702371882e-07,2.4273694165799498e-08
1943,1.1322617154974068e-07,8.709705845433291e-09
1944,1.0924832949399388e-07,0.0
1945,6.753362313816069e-08,1.9606536838523425e-08
1946,1.0162406383074085e-07,6.960552134671616e-09
1947,9.298279834979439e-08,1.4305044926388177e-08
1948,1.0654450122160597e-07,5.435944139264848e-09
1949,1.825963522605889e-07,1.9634016079628225e-08
1950,1.4251384428121128e-07,1.1698897184331258e-08
1951,1.2580454011867914e-07,1.2793682557799002e-08
1952,1.423548532386576e-07,1.1599284199803606e-08
1953,1.325180782885127e-07,1.6160741633797215e-08
1954,1.1042965653018655e-07,1.2704297169818801e-08
1955,1.33275626978957e-07,2.0648337706319353e-08
1956,1.212238665004861e-07,1.3953826538681824e-08
1957,1.3959359534965188e-07,6.184526502028831e-09
1958,1.869527039843888e-07,9.099467845885556e-09
1959,1.511395808506677e-07,1.2401196514133517e-08
1960,1.6886833265061796e-07,1.314958320008941e-08
1961,1.8551585867498943e-07,1.320150300188061e-08
1962,2.3655498182506562e-07,1.585489117772454e-08
1963,2.114399393349231e-07,1.0345685086399214e-08
1964,1.9590378030898137e-07,7.909158605823308e-09
1965,1.9644635784743514e-07,1.641613067704384e-08
1966,1.5897144578502775e-07,8.862519385033352e-09
1967,1.6171500760719937e-07,1.5777074091616328e-08
1968,1.549538453105015e-07,8.533690087908496e-09
1969,2.26179544426941e-07,9.08351560635623e-09
1970,2.028037755508194e-07,1.2416557226835323e-08
1971,1.9731446343485004e-07,1.1304474800688524e-08
1972,1.6929485013861267e-07,8.20823486957778e-09
1973,1.6319083329108253e-07,1.2680368866035963e-08
1974,1.5639089667729422e-07,1.5189043134355984e-08
1975,1.256525656856411e-07,1.9990181066020796e-08
1976,1.2569758922609253e-07,9.141642776100412e-09
1977,1.3399063192309768e-07,1.1753563899929986e-08
1978,1.770296194081311e-07,1.841583330275398e-08
1979,1.3108419949503514e-07,1.7555920273082393e-08
1980,1.0688083307286433e-07,2.1603572486483813e-08
1981,1.3220398287216995e-07,2.5934753011824796e-08
1982,1.3408205035148058e-07,1.738100596782033e-08
1983,1.1999100735238244e-07,1.0104506009689374e-08
1984,1.513541221243031e-07,1.681712458179163e-08
1985,1.8166985427114923e-07,2.1656009874249094e-08
1986,1.5405827724634946e-07,2.3977940966091182e-08
1987,1.7904693194736865e-07,1.8332450668623324e-08
1988,1.535117775119943e-07,1.739000632383636e-08
1989,1.66290099912203e-07,1.0427432250992297e-08
1990,1.5964547372959714e-07,1.7980547717399986e-08
1991,1.8170541693507403e-07,2.227356699080474e-08
1992,1.5538042674734243e-07,2.314176583695371e-08
1993,2.2932319154733705e-07,1.994114651182599e-08
1994,2.3737170096183036e-07,2.479215543971236e-08
1995,2.884743821596203e-07,2.0063068539855067e-08
1996,1.6761609344939643e-07,1.1743803041142087e-08
1997,1.850829249860908e-07,1.3425704326053278e-08
1998,1.4065981090993773e-07,2.19333951001488e-08
1999,1.5035961808962384e-07,1.508166369568187e-08
2000,1.4137700432570455e-07,2.3415567707019136e-08
2001,8.893859870795495e-08,2.2782300823642743e-08
2002,1.0471119082922087e-07,2.059174164514843e-08
2003,1.0542314754502513e-07,2.4584846158859364e-08
2004,9.338157624938503e-08,1.5416769194587232e-08
2005,9.097574249494755e-08,1.9366122927522156e-08
2006,9.67704139043235e-08,1.6883349107654766e-08
2007,7.789235034749709e-08,1.6377366129916027e-08
2008,7.96141215175794e-08,1.7029758270226125e-08
2009,7.629108011997232e-08,1.9549589058698302e-08
2010,6.140930786102672e-08,2.7870378671579488e-08
2011,4.627005889545899e-08,2.4855817737368113e-08
2012,5.5148892563749996e-08,1.497871193745226e-08
2013,3.988448860070548e-08,1.4782362889320666e-08
2014,4.5041259610911766e-08,1.537466065570925e-08
2015,5.430609562040445e-08,1.1747849804066846e-08
2016,6.566147980890946e-08,1.5742184222844458e-08
2017,5.6098132361626085e-08,1.886708500542511e-08
2018,4.7498987854055486e-08,1.7295826326702013e-08
2019,5.459113872063881e-08,1.19896426120647e-08
