year,changeant_VERB en_ADP,changeant_VERB sans_ADP
1861,2.6786673856804555e-07,5.659156299131496e-08
1862,1.8071945451225702e-07,4.3824467638176046e-08
1863,2.5522511171161e-07,5.0945132834545603e-08
1864,2.9439628379535066e-07,4.2193605054308136e-08
1865,2.4758001049285383e-07,3.0123803118620174e-08
1866,3.123723435471959e-07,4.81695678899996e-08
1867,1.9993583677546667e-07,5.871901720411188e-08
1868,2.4452376901074047e-07,7.212216246443859e-08
1869,2.7689554205068134e-07,6.153234011208042e-08
1870,2.0642574982687734e-07,2.752343419842873e-08
1871,2.8995813750043453e-07,2.7615060460561835e-08
1872,2.473361850885425e-07,2.3584624031514068e-08
1873,1.8855914429849463e-07,2.993002112816612e-08
1874,2.6885740211923803e-07,4.421210775262807e-08
1875,2.506028948801031e-07,4.520006413599731e-08
1876,2.2672554811364876e-07,2.2370254981751714e-08
1877,2.2945666700024958e-07,3.649041280251453e-08
1878,2.228423727768103e-07,2.657198971967034e-08
1879,2.68810318782009e-07,3.604501941367744e-08
1880,2.0280394830152204e-07,4.107421447407944e-08
1881,1.6664292390444757e-07,3.834879080955034e-08
1882,2.1031017638506455e-07,2.861815673327328e-08
1883,1.996911122015277e-07,3.6020232130340446e-08
1884,2.178559954657544e-07,2.3766109968903493e-08
1885,1.4309310725213464e-07,3.480643329112354e-08
1886,1.6069125052808886e-07,3.807543691447535e-08
1887,1.8280988456353953e-07,1.6322312390570914e-08
1888,1.420297637277912e-07,1.2047168373996442e-08
1889,1.1151943341003445e-07,2.3181005281980305e-08
1890,1.7041404465345522e-07,1.7696843102044113e-08
1891,2.0397503908142767e-07,3.888274358043731e-08
1892,1.197285888210331e-07,2.8835157372952835e-08
1893,1.4903368183993848e-07,2.894455697344256e-08
1894,1.9282709962098465e-07,4.72615444557789e-08
1895,1.0713133780093642e-07,2.9491210584708938e-08
1896,1.3268314957848304e-07,2.7716035688740703e-08
1897,1.4916386281704774e-07,2.4472196713531957e-08
1898,1.4655139546349005e-07,3.055511621496976e-08
1899,1.3266188858551686e-07,2.3768587098516036e-08
1900,1.256234867241801e-07,3.1665424504723205e-08
1901,1.8778162674815135e-07,3.017919075753994e-08
1902,1.379789729694103e-07,3.73181571200476e-08
1903,9.666394396035116e-08,2.592105685650381e-08
1904,1.230789168360502e-07,4.622177840474251e-08
1905,1.119884744937849e-07,2.7868098273486908e-08
1906,1.0288368823552219e-07,1.8519063615940468e-08
1907,1.0337115108338679e-07,2.571421719999023e-08
1908,1.0854170029439558e-07,2.2101250385375693e-08
1909,1.0121809496110856e-07,2.9705310655714356e-08
1910,1.0527976879171064e-07,1.336037680488289e-08
1911,1.3088121042503786e-07,3.1922244403403965e-08
1912,1.0418842566473074e-07,1.719108944087111e-08
1913,1.134839766603335e-07,2.545434996115148e-08
1914,9.777245590925077e-08,1.9420557606508737e-08
1915,9.89584023614043e-08,2.238344798399794e-08
1916,7.251725264723063e-08,9.888715624128963e-09
1917,5.15421945124217e-08,1.6449636319748606e-08
1918,5.513460621386912e-08,2.5270027848023346e-08
1919,1.0220711665898108e-07,4.511845830279526e-08
1920,1.1055458060127421e-07,1.665891025126598e-08
1921,6.739744962125371e-08,2.1960967766521122e-08
1922,1.0181551157728563e-07,1.7707045940618116e-08
1923,9.554353219698442e-08,3.3971034429924885e-08
1924,8.76630497081976e-08,1.5469948877466777e-08
1925,1.1658068732600668e-07,1.4297631079074336e-08
1926,8.359604031227263e-08,2.3406891092037085e-08
1927,1.1483701300996074e-07,3.4562596340492746e-08
1928,1.2225864010062537e-07,3.1992914983902665e-08
1929,1.3145679078618855e-07,3.0079096546842266e-08
1930,8.192810962981412e-08,2.5208648168906223e-08
1931,9.580499860106784e-08,1.710803587684495e-08
1932,7.452484851455665e-08,1.4247397928102146e-08
1933,9.176529935928102e-08,2.0647191734113335e-08
1934,8.506921567175141e-08,1.7972370258689807e-08
1935,8.258116324100229e-08,1.9149254626427137e-08
1936,8.123558492556526e-08,2.5461901032031165e-08
1937,1.0198805711070236e-07,1.6368453259474336e-08
1938,9.334954764739223e-08,1.4261735792331365e-08
1939,1.0705835240543138e-07,2.4470480752825097e-08
1940,1.0650288206903724e-07,2.7893612752905028e-08
1941,1.0330259136992481e-07,2.9515025534720962e-08
1942,1.4867637787574495e-07,1.2136847082899749e-08
1943,5.2258233296242906e-08,1.7419411024732767e-08
1944,8.675602636287749e-08,4.177142187700156e-08
1945,7.624764153391084e-08,5.446259976338297e-08
1946,9.744773166175946e-08,2.645009899993056e-08
1947,1.180166246950165e-07,2.026548062694644e-08
1948,8.153915853625904e-08,2.2830963786191205e-08
1949,8.344457014253237e-08,1.0798709482173763e-08
1950,7.338399554690511e-08,3.828730044119766e-08
1951,1.1194471971620601e-07,2.3455083209000804e-08
1952,7.486810549295342e-08,2.2144087452602434e-08
1953,8.834538389734803e-08,1.8315507332999914e-08
1954,9.186183858034269e-08,3.0294863506696856e-08
1955,5.255940527248981e-08,3.378819002364253e-08
1956,9.854889859717275e-08,1.2209597999301991e-08
1957,8.393285499952441e-08,1.6786572132332367e-08
1958,7.362296711166394e-08,2.4816730004317833e-08
1959,7.750748010071362e-08,1.8601795659378695e-08
1960,8.30499971016252e-08,2.4915000340630655e-08
1961,8.05986450913565e-08,3.196153341988861e-08
1962,8.751900182346617e-08,2.0928455413127267e-08
1963,6.660035101191397e-08,2.2631186591404173e-08
1964,8.456715816507199e-08,1.3384730657151067e-08
1965,8.591108358046995e-08,2.8454625322638094e-08
1966,1.1964401125386104e-07,1.883285383197375e-08
1967,1.1438378499928348e-07,2.267954357648705e-08
1968,8.398947359822273e-08,4.132102504605939e-08
1969,1.25352512814203e-07,2.2254613207817187e-08
1970,9.335411665922777e-08,2.115413444414571e-08
1971,9.865722860880055e-08,2.9802706191794925e-08
1972,9.182962790177385e-08,2.0007572043567734e-08
1973,9.372446241329158e-08,2.425809664252654e-08
1974,5.4005488192565565e-08,2.306484425673716e-08
1975,7.367809207181608e-08,2.341706784037001e-08
1976,7.656125688981774e-08,1.828328588526773e-08
1977,6.288156378930765e-08,2.4094805817220788e-08
1978,7.722768480267206e-08,2.316830638449119e-08
1979,7.666084800295181e-08,2.4578287183274483e-08
1980,8.072914292611699e-08,2.4446148216838992e-08
1981,6.515316353095102e-08,3.542307780435294e-08
1982,5.89712728649161e-08,3.724501351776155e-08
1983,6.631082083430329e-08,2.5892795463278162e-08
1984,7.480720959351927e-08,2.84151425167245e-08
1985,7.278824909473514e-08,3.308556983938615e-08
1986,6.653878958928772e-08,2.8773531113301942e-08
1987,6.416357511973558e-08,2.8109757743699504e-08
1988,5.996553648079939e-08,3.418035626756577e-08
1989,7.573608484801042e-08,2.5245361356951435e-08
1990,7.519138656153501e-08,2.179460345530515e-08
1991,7.2096022707413e-08,2.8135033858234237e-08
1992,7.218026953914602e-08,2.920270425477156e-08
1993,7.477929853116905e-08,1.9941146178759084e-08
1994,9.494868175030646e-08,2.848460306514866e-08
1995,7.591430817299738e-08,3.145021310047014e-08
1996,8.647709215381383e-08,3.9501880655379296e-08
1997,6.616954495441973e-08,2.8289877107567918e-08
1998,7.67668781875841e-08,3.6237780776104955e-08
1999,8.180660221457359e-08,2.1936964689217575e-08
2000,8.350079760965912e-08,3.5786055230246916e-08
2001,8.674799650831844e-08,2.8915997762890555e-08
2002,7.798574025441596e-08,2.7163573945720998e-08
2003,8.875546053666028e-08,2.6668306674082487e-08
2004,8.192911488125176e-08,2.7309705163958142e-08
2005,9.09757402745015e-08,3.467887155217397e-08
2006,8.853463595581701e-08,3.211954080484247e-08
2007,9.866364081290158e-08,2.356742823117486e-08
2008,7.450519684537582e-08,2.8950589037179952e-08
2009,8.725792621788742e-08,4.052963742395832e-08
2010,8.880731172666856e-08,3.684558419481121e-08
2011,9.942327394707462e-08,2.7532598312340895e-08
2012,1.2153181916385591e-07,3.6425505722803564e-08
2013,1.2160585383114153e-07,4.741512704686812e-08
2014,1.0155937668621107e-07,4.5907438961378944e-08
2015,1.1282368606035931e-07,3.856841301885794e-08
2016,1.2469467036702042e-07,4.1426802099842064e-08
2017,1.2376807778657906e-07,3.094201928011131e-08
2018,1.2700816687249983e-07,4.1561614538832004e-08
2019,1.0586598930828472e-07,4.4387187037031595e-08
