year,tremblant_VERB en_ADP,tremblant_VERB sans_ADP
1847,5.3932236454556914e-09,4.853901280910122e-09
1848,6.436177313329239e-09,4.82713291560799e-09
1849,6.703531951757213e-09,0.0
1850,1.0862393651223101e-08,1.3577992064028876e-09
1851,2.192809134271556e-08,6.449438760824933e-10
1852,7.161600201754936e-09,6.510545436100301e-09
1853,8.957897534855874e-09,4.180352286553557e-09
1854,1.0910895742455295e-08,3.117398617025202e-09
1855,7.960405667972736e-09,5.837630823180007e-09
1856,9.318940286107136e-09,4.659470143053568e-09
1857,2.928905395993553e-09,4.393358121745905e-09
1858,1.2723557984983813e-08,9.787352261980686e-09
1859,7.638260246523032e-09,2.189634606963864e-08
1860,1.1442959468865865e-08,5.034902272882391e-09
1861,9.903524222920623e-09,8.960331143725853e-09
1862,1.536115412648087e-08,7.228778020618165e-09
1863,1.5982786649715308e-08,3.995696662428827e-09
1864,4.7947278369875335e-09,4.315255264231155e-09
1865,1.4591217123438582e-08,2.3534221238463715e-09
1866,1.4596838404656864e-08,9.731225825149181e-10
1867,9.7056229719783e-10,5.338092634588065e-09
1868,1.2843672791973404e-08,4.939874287401835e-09
1869,6.8369268024781604e-09,9.767037956187608e-09
1870,4.587239033071455e-09,5.734048791339319e-09
1871,5.3105884134652115e-09,6.37270636261178e-09
1872,5.442605477412599e-09,3.0236697590169115e-09
1873,5.387403856360606e-09,1.077480804578812e-08
1874,7.766991494406739e-09,5.377148060148329e-09
1875,1.0298748520654044e-08,5.721527140956084e-10
1876,6.650616057868319e-09,1.3905833817773328e-08
1877,3.0924081073635534e-09,4.329371083855449e-09
1878,9.058632954861423e-09,3.019544336790858e-09
1879,3.0546627449723474e-09,7.942123070314722e-09
1880,9.626769603698904e-09,5.776061406947974e-09
1881,3.4862537301449947e-09,4.8807553554297556e-09
1882,5.989846840748214e-09,1.9966155395678697e-09
1883,4.423537092179686e-09,2.0221884611260066e-08
1884,9.242375753615306e-09,7.922036360241691e-09
1885,4.511945039809007e-09,6.445635580831777e-09
1886,1.355227396970804e-08,0.0
1887,1.0446279397058333e-08,8.48760173255414e-09
1888,8.876860135842435e-09,5.706553452000662e-09
1889,6.891650361495749e-09,1.8795409673089125e-09
1890,1.0487018364813139e-08,3.9326319978272295e-09
1891,5.736798036615198e-09,2.5496880162734215e-09
1892,1.0656471260972467e-08,0.0
1893,4.926733243593162e-09,6.7742580989182954e-09
1894,2.520615716150587e-09,9.452309157609307e-09
1895,4.814891596538473e-09,6.6204757231957956e-09
1896,1.1204354777305525e-08,9.435246361988447e-09
1897,2.9133566670225264e-09,2.9133566670225264e-09
1898,5.092519295146758e-09,1.1316709347397591e-08
1899,4.9748205555033564e-09,2.7637891975018647e-09
1900,1.453494924419374e-08,3.114631885736685e-09
1901,1.1177477832191585e-09,3.912117185755903e-09
1902,7.365425880312415e-09,9.820567692386817e-10
1903,2.1600881083827517e-09,8.100330184390714e-09
1904,4.837162670412454e-09,3.2247751136083025e-09
1905,4.1286072338664326e-09,5.160759042333041e-10
1906,5.144184522798412e-10,6.173021205313489e-09
1907,3.5999904168804164e-09,1.028568674676933e-09
1908,5.893666887857307e-09,1.964555629285769e-09
1909,7.151278680339601e-09,4.950885035270858e-09
1910,2.137660271017694e-09,2.137660271017694e-09
1911,5.3203741412488625e-09,2.6601870706244313e-09
1912,4.688479049441696e-09,4.167536982180309e-09
1913,1.1666577037772186e-08,4.772690687104841e-09
1914,1.0045115794721227e-08,6.696743604095445e-09
1915,1.1780761921542648e-09,9.424609426211816e-09
1916,1.6481193076955947e-08,1.0987462051303964e-09
1917,0.0,1.0966424435210342e-09
1918,0.0,0.0
1919,4.603924186330488e-09,1.8415696745321952e-09
1920,1.4387239843927091e-08,7.572231730534895e-10
1921,3.0290989716519334e-09,5.300923255902035e-09
1922,1.623145884366295e-08,2.21338064543275e-09
1923,4.246379248229459e-09,6.369568872344189e-09
1924,5.156649773851996e-09,0.0
1925,8.798542339150117e-09,7.698724324711748e-09
1926,3.343841648018042e-09,8.916910765321973e-09
1927,7.804457524684949e-09,1.3379070296082318e-08
1928,6.8556245125250825e-09,4.570416489713125e-09
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,3.1510811737689437e-09,2.100720708497761e-09
1931,1.0264820993199919e-08,4.5621426636444085e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,3.4411986593596566e-09,5.735331320977366e-09
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,2.393656828303392e-08,4.787313656606784e-09
1936,2.424942913137329e-09,4.849885826274658e-09
1937,8.813782592653752e-09,2.5182236296217297e-09
1938,3.8895642262559704e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,1.4757513433494296e-08,0.0
1942,0.0,9.102635090130207e-09
1943,0.0,0.0
1944,0.0,6.4263723231761105e-09
1945,8.714016175304096e-09,4.357008087652048e-09
1946,4.1763312808029696e-09,6.960552134671616e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,8.697510267552389e-09,7.610321262063735e-09
1949,1.9634016634739737e-09,3.9268033269479474e-09
1950,8.508289184305795e-09,1.0635361480382244e-09
1951,6.396841056854896e-09,6.396840945832594e-09
1952,5.272401959466322e-09,3.1634410646574906e-09
1953,1.1851210013347213e-08,4.3095309543161875e-09
1954,2.9317608341017376e-09,2.9317608341017376e-09
1955,4.6928039232341234e-09,6.569925492527773e-09
1956,6.976913491385517e-09,1.744228317335228e-09
1957,2.6505113659425206e-09,7.951533653738352e-09
1958,3.3088973783179654e-09,4.1361216673863055e-09
1959,4.650448692800069e-09,3.8753737996444215e-09
1960,4.152500121534786e-09,2.076250060767393e-09
1961,2.779263708063695e-09,6.948159270159238e-10
1962,5.7077609305622445e-09,1.2683912808952869e-09
1963,1.4225317590543796e-08,4.526237162849611e-09
1964,6.692365273064382e-09,2.4335873316516654e-09
1965,8.755269065297e-09,1.6416130677043839e-09
1966,5.539074865446025e-09,3.3234448526542337e-09
1967,9.86067127950463e-09,3.451234853457663e-09
1968,8.084548530629121e-09,5.3896989093971115e-09
1969,4.995933389206897e-09,1.3625273131978588e-09
1970,5.058597540852361e-09,4.1388523719376735e-09
1971,5.138397485282553e-09,3.083038491169532e-09
1972,2.5650734314375256e-09,4.1041173792777386e-09
1973,3.307922269435437e-09,1.102640756478479e-09
1974,2.2502286700643026e-09,2.812785782069227e-09
1975,5.140332159925265e-09,1.7134440533084216e-09
1976,7.998937734399192e-09,3.4281160132820787e-09
1977,4.11374712072643e-09,2.3507127355770763e-09
1978,9.504946274496717e-09,1.7821774056514528e-09
1979,7.60756546647201e-09,1.7555920051037788e-09
1980,7.390696055153967e-09,5.116635559687666e-09
1981,8.855769451088236e-09,5.060439622894819e-09
1982,6.2075020679230875e-09,1.8622506869903077e-09
1983,5.683784332077835e-09,2.5261264191556165e-09
1984,9.278413870550395e-09,2.3196033982486597e-09
1985,3.6093347199894765e-09,1.8046674155058895e-09
1986,7.792831324682226e-09,5.994485463567401e-10
1987,7.944062296871834e-09,2.4443267410134695e-09
1988,1.1993107618124554e-09,3.597932174415064e-09
1989,5.488122178931576e-09,3.2928733073589456e-09
1990,1.6345953479657283e-09,0.0
1991,2.6376593798005388e-08,3.5168792322792797e-09
1992,4.958949695321735e-09,7.713922001162388e-09
1993,5.539207592608619e-09,2.2156829704300662e-09
1994,3.692448513614721e-09,5.802419433820205e-09
1995,4.337960657352369e-09,2.7112254663563817e-09
1996,1.6014276571496566e-09,5.338092190498855e-10
1997,3.835915585170824e-09,3.3564260260021683e-09
1998,2.86087753487152e-09,1.9072516899143466e-09
1999,6.8553018817141265e-09,4.570201106446348e-09
2000,4.8598346458206265e-09,3.97622823555821e-09
2001,5.257454027685071e-09,1.7524846851468823e-09
2002,3.943099347036849e-09,1.3143663935011318e-09
2003,6.667076779542924e-09,8.333845835650777e-10
2004,7.928623979580607e-09,2.2023955992267474e-09
2005,8.557124120400772e-09,2.702249757291497e-09
2006,5.765045940631097e-09,1.2353669198716943e-09
2007,6.790615014740098e-09,4.7933754743212376e-09
2008,9.792111205220166e-09,8.514879357157668e-10
2009,1.0966842989290626e-08,4.291373478793048e-09
2010,1.558851697724961e-08,2.8342759250676863e-09
2011,2.064944912283373e-08,3.4415748029203996e-09
2012,1.599998813994752e-08,5.1063788752969685e-09
2013,2.5102125211784454e-08,5.578249862026041e-09
2014,1.7756650108613492e-08,8.012146904268214e-09
2015,2.15007805448586e-08,3.546520632724537e-09
2016,2.402754506469762e-08,6.214020242811813e-09
2017,2.2388941062212453e-08,5.282783988036499e-09
2018,2.4523933661591002e-08,6.969960109071138e-09
2019,2.499967943769832e-08,3.826481520530223e-09
