year,grand_ADJ avoir_NOUN,grand_ADJ savoir_NOUN
1862,9.035972525772706e-10,3.4291514339201967e-07
1863,0.0,3.436299209624849e-07
1864,4.315255264231155e-09,3.4617934829839214e-07
1865,4.706844358715045e-10,3.4218757605231076e-07
1866,4.865612912574591e-10,3.196707609731675e-07
1867,1.067618526917613e-08,3.367851206803607e-07
1868,0.0,2.6329527713642165e-07
1869,9.767038289254515e-10,3.0815004947726266e-07
1870,0.0,3.5895146766051766e-07
1871,0.0,1.933054250002897e-07
1872,0.0,3.5679300935953506e-07
1873,4.788803575905831e-09,2.448275893129903e-07
1874,1.1949218281515073e-09,3.011203091318748e-07
1875,5.721527140956084e-10,2.769219236142817e-07
1876,1.813804439976252e-09,2.853718967799068e-07
1877,6.184815992682502e-10,3.271767639034806e-07
1878,2.4156354694326865e-09,2.6088864046869276e-07
1879,2.443730107160036e-09,2.6942123554363206e-07
1880,1.2835692508872398e-09,3.2538480354560306e-07
1881,0.0,2.9005630608480715e-07
1882,1.3310770263785798e-09,2.855160232684284e-07
1883,1.2638677882037541e-09,3.0838373277219944e-07
1884,3.9610181801208455e-09,3.096195939633617e-07
1885,2.320428826863008e-08,3.345284937950055e-07
1886,6.453463874400711e-10,2.9556863978541514e-07
1887,6.528924623161458e-10,2.0370244158129935e-07
1888,0.0,2.65037698454762e-07
1889,6.265136853755848e-09,2.4809941123749013e-07
1890,6.554386478008212e-10,2.4251230001937074e-07
1891,1.9122659011827636e-09,2.396706690888095e-07
1892,6.268512375839919e-10,2.1751738188413583e-07
1893,0.0,2.0138021739057876e-07
1894,6.301539290376468e-10,2.312664975079315e-07
1895,3.611168697403855e-09,2.184757050827102e-07
1896,5.89702897624278e-10,1.9990928024071764e-07
1897,0.0,2.3539922722193296e-07
1898,0.0,2.2293917822935327e-07
1899,0.0,1.9954558183599147e-07
1900,1.038210628578895e-09,1.640372744304841e-07
1901,0.0,2.1628419233366003e-07
1902,9.820567692386817e-10,1.669496469958176e-07
1903,0.0,2.0412832668625924e-07
1904,0.0,1.7951248310055234e-07
1905,1.0321518084666081e-09,1.486298657482621e-07
1906,2.0576738091193647e-09,1.6667158320160524e-07
1907,0.0,1.6097099830858497e-07
1908,0.0,1.9350872548784537e-07
1909,5.500983557560346e-10,1.6337921238118724e-07
1910,5.344150677544235e-10,1.7796021722915611e-07
1911,0.0,2.218596080183488e-07
1912,1.0418842455450772e-09,1.78162210318078e-07
1913,1.060597942803554e-09,1.9196822620415332e-07
1914,0.0,1.7411534258826578e-07
1915,1.1780761921542648e-09,8.246533411693235e-08
1916,0.0,1.1756584683553228e-07
1917,0.0,1.524333015368029e-07
1918,0.0,1.0797193539247019e-07
1919,0.0,1.6205812869429792e-07
1920,1.514446346106979e-09,1.620457652506957e-07
1921,0.0,1.2040668195822946e-07
1922,0.0,1.416563577549823e-07
1923,1.0615948120573648e-09,1.9002547446689277e-07
1924,0.0,1.418078738879558e-07
1925,2.1996355847875293e-09,2.06765747634563e-07
1926,0.0,1.7722359757499362e-07
1927,0.0,1.638936026893134e-07
1928,0.0,1.748184246253004e-07
1929,2.2280812750352652e-09,1.2031638618736906e-07
1930,0.0,1.4389937064152036e-07
1931,0.0,1.6309660111346602e-07
1932,0.0,1.6658495383126137e-07
1933,0.0,1.6632459676202416e-07
1934,0.0,1.7373291427702497e-07
1935,0.0,1.8909888410689746e-07
1936,0.0,1.5762128668939113e-07
1937,1.2591118148108649e-09,1.5738898184736172e-07
1938,0.0,1.7503039373423235e-07
1939,1.5294050470515685e-09,1.2388180437028495e-07
1940,0.0,1.572185368559076e-07
1941,8.854508237732261e-09,1.6528414903405064e-07
1942,3.034211770724937e-09,1.2136847260535433e-07
1943,2.9032352077962287e-09,1.7129087837020052e-07
1944,0.0,1.6708568750800623e-07
1945,0.0,1.5031677946808486e-07
1946,0.0,1.4756371058410878e-07
1947,0.0,1.3470584292463172e-07
1948,0.0,1.174163912764925e-07
1949,1.9634016634739737e-09,1.148589987565174e-07
1950,0.0,1.0741715072981606e-07
1951,0.0,1.236722653175093e-07
1952,0.0,8.646739502182754e-08
1953,4.3095309543161875e-09,1.3036331836246973e-07
1954,0.0,1.1531592747360264e-07
1955,0.0,1.1825866153003517e-07
1956,8.72114158667614e-10,1.290729017000558e-07
1957,0.0,1.325255709616613e-07
1958,0.0,9.843969905887207e-08
1959,1.5501495642666896e-09,1.2788733272373065e-07
1960,4.152500121534786e-09,9.758375085766602e-08
1961,0.0,1.271513099254662e-07
1962,2.5367825617905737e-09,1.3001010756852338e-07
1963,1.2932106496776896e-09,1.0927630000878708e-07
1964,4.258777774879263e-09,1.2228775858602603e-07
1965,5.472043373977442e-10,1.7236936855624663e-07
1966,3.3234448526542337e-09,1.5177064938143303e-07
1967,9.860671168482327e-10,1.2128624859997217e-07
1968,1.7965663401398047e-09,1.4237788548143726e-07
1969,1.8167031212712459e-09,1.1536064903339138e-07
1970,1.3796175313274261e-09,1.3152353517398296e-07
1971,3.5968783507200897e-09,1.1458626403282324e-07
1972,5.130146862875051e-10,1.4928727409824205e-07
1973,0.0,1.1081539952328967e-07
1974,1.1251143350321513e-09,1.1757445150806234e-07
1975,0.0,1.0280664497486214e-07
1976,0.0,9.255913369088375e-08
1977,1.7630346071939584e-09,1.1283421486041334e-07
1978,5.940591352171509e-10,1.0930688176813419e-07
1979,0.0,1.0065394207003919e-07
1980,3.411090521154847e-09,9.494201691495618e-08
1981,1.8976649140967083e-09,9.804601575069682e-08
1982,6.207502289967692e-10,1.1173504077532925e-07
1983,6.315316047889041e-10,1.225171359919841e-07
1984,5.799008495621649e-10,1.0612185263880747e-07
1985,0.0,8.6022481582404e-08
1986,5.994485463567401e-10,1.1389522569515975e-07
1987,6.110816852533674e-10,9.838414882779034e-08
1988,5.996553809062277e-10,1.1813210676336894e-07
1989,1.0976244357863152e-09,1.1195768934157968e-07
1990,1.6345953479657283e-09,9.753085095098868e-08
1991,0.0,1.1781545339317745e-07
1992,0.0,9.201606587794231e-08
1993,1.661762283333701e-09,1.129998281612643e-07
1994,1.0549853213248639e-09,1.308181794001939e-07
1995,1.626735190995987e-09,1.0953350937370487e-07
1996,2.135236876199542e-09,1.0622803614523946e-07
1997,0.0,1.1315950843027167e-07
1998,4.768129224785866e-10,1.1252785014903566e-07
1999,9.140402323914998e-10,1.0145846829345828e-07
2000,0.0,1.2237947544235794e-07
2001,8.762423564512289e-10,1.0164411179403032e-07
2002,8.76244299341522e-10,1.1829298074417238e-07
2003,4.1669229178253886e-10,1.1292360824199932e-07
2004,0.0,1.0571498876288388e-07
2005,9.007499190971657e-10,1.1214336836928851e-07
2006,4.1178899179428186e-10,1.0994766341809736e-07
2007,1.997239706952314e-09,1.1743769334771059e-07
2008,4.257439678578834e-10,9.068346429330632e-08
2009,9.53638501499654e-10,1.1634389807113621e-07
2010,4.723793023408973e-10,1.0628534141687851e-07
2011,7.64794394481072e-10,1.0745361578301527e-07
2012,1.0212758416727752e-09,1.0110630910276086e-07
2013,8.367375126105969e-10,1.1100717500767132e-07
2014,4.330890368553497e-10,9.874430162426506e-08
2015,2.2165753954528356e-10,1.1127208665584476e-07
2016,6.214020409345267e-10,1.203448505293636e-07
2017,1.7609279590047322e-09,9.936664469023526e-08
2018,1.8070267504555204e-09,9.215835916620563e-08
2019,7.65296326310505e-10,7.984591832155274e-08
