year,voudraient_VERB aider_VERB,voudraient_VERB céder_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,1.0668832928217853e-08
1813,0.0,0.0
1814,0.0,0.0
1815,1.6183340889597275e-08,0.0
1816,0.0,0.0
1817,0.0,6.227493631882908e-09
1818,0.0,2.384235475716423e-09
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,9.882686891060644e-10,1.9765373782121287e-09
1824,0.0,0.0
1825,2.641632912414593e-09,2.641632912414593e-09
1826,7.927186018719112e-09,4.403992281964975e-09
1827,0.0,0.0
1828,0.0,0.0
1829,8.57317605795771e-10,0.0
1830,4.174734336004349e-09,0.0
1831,7.795603274018958e-09,0.0
1832,0.0,5.411987746839486e-09
1833,0.0,0.0
1834,0.0,9.334530925997342e-10
1835,7.563087933704082e-10,0.0
1836,5.376600054063374e-09,6.048674894287842e-09
1837,2.0873671680021744e-09,2.7831563720326358e-09
1838,6.312161904276081e-10,4.418513555037862e-09
1839,2.0974426639952526e-09,6.9914751765765e-10
1840,6.369688665408546e-10,0.0
1841,0.0,1.2841097074556274e-09
1842,0.0,8.720745015011744e-09
1843,6.497602011990011e-09,2.3627644285539873e-09
1844,6.037417232818143e-09,0.0
1845,1.1160455892778032e-09,9.48638767539478e-09
1846,4.6836010625384006e-09,2.9272506640865004e-09
1847,1.6179670936367074e-09,5.393223645455691e-10
1848,0.0,1.6090443422100975e-09
1849,0.0,2.513824481908955e-09
1850,1.3577992064028876e-09,0.0
1851,6.449438760824933e-10,6.449438760824933e-10
1852,0.0,0.0
1853,0.0,2.9859659189668264e-09
1854,2.5978321716024766e-09,1.0391328908454511e-09
1855,0.0,4.2455496895854594e-09
1856,1.0354378465748937e-09,1.0354378465748937e-09
1857,9.763018171682347e-10,3.905207268672939e-09
1858,4.893676019968041e-10,6.361778659424999e-09
1859,1.5276520048956854e-09,3.055304009791371e-09
1860,4.577183909670879e-10,9.154367819341758e-10
1861,4.715963730639317e-10,2.8295783494058924e-09
1862,4.517986262886353e-10,2.2589932147099034e-09
1863,9.989241656072068e-10,2.9967726078439227e-09
1864,0.0,2.8768367688059016e-09
1865,0.0,2.3534221238463715e-09
1866,2.432806400776144e-09,6.3252967308358166e-09
1867,5.82337378318698e-09,0.0
1868,9.87974813071446e-10,0.0
1869,0.0,5.860222973552709e-09
1870,0.0,2.8670243956696595e-09
1871,0.0,5.3105884134652115e-09
1872,1.2094678591978436e-09,2.4189357183956872e-09
1873,5.986004469882289e-10,2.9930022904522957e-09
1874,5.974609140757536e-10,4.182226565063729e-09
1875,4.005069165202713e-09,2.8607636259891933e-09
1876,1.209202959984168e-09,3.627608879952504e-09
1877,6.184815992682502e-10,0.0
1878,2.4156354694326865e-09,1.2078177347163432e-09
1879,0.0,0.0
1880,5.134277003548959e-09,1.2835692508872398e-09
1881,0.0,3.4862537301449947e-09
1882,3.3276925659464496e-09,3.9932310791357395e-09
1883,1.2638677882037541e-09,0.0
1884,1.3203393933736152e-09,1.3203393933736152e-09
1885,3.86738152613475e-09,1.933690763067375e-09
1886,1.0325542199041138e-08,1.936039106809062e-09
1887,2.6115698492645834e-09,1.9586774424595887e-09
1888,2.53624587998047e-09,6.340614699951175e-10
1889,1.2530273485467092e-09,0.0
1890,8.520702365899524e-09,1.9663159989136147e-09
1891,6.374220040683554e-10,8.92390783491237e-09
1892,1.2537024751679837e-09,8.149066310636499e-09
1893,1.23168328869383e-08,1.7243566574620672e-08
1894,1.8904617871129403e-09,1.2603078580752936e-09
1895,7.824199066419624e-09,6.018614495673091e-10
1896,2.358811590497112e-09,2.358811590497112e-09
1897,1.7480140668268973e-09,5.826713556089658e-10
1898,5.6583548957434e-10,3.960848538042683e-09
1899,2.2110313580014918e-09,2.7637891975018647e-09
1900,5.191053142894475e-10,2.07642125715779e-09
1901,0.0,5.588738916095792e-10
1902,3.928227076954727e-09,9.820567692386817e-10
1903,2.1600881083827517e-09,1.6200660812870638e-09
1904,3.2247751136083025e-09,1.0749250378694342e-09
1905,1.5482277682110634e-09,0.0
1906,3.600929110447737e-09,4.115347618238729e-09
1907,5.142843484406967e-09,2.057137349353866e-09
1908,1.4734167219643268e-09,4.911389073214423e-10
1909,5.5009836685826485e-09,1.1001967115120692e-09
1910,5.34415089958884e-09,5.344150677544235e-10
1911,1.1172785363555704e-08,0.0
1912,1.5628263128064646e-09,5.209421227725386e-10
1913,1.060597942803554e-09,1.0605979205990934e-08
1914,0.0,1.3393487430235496e-09
1915,9.424609537234119e-09,3.534228465440492e-09
1916,3.2962386153911893e-09,0.0
1917,6.57985488317081e-09,1.0966424435210342e-09
1918,1.1486376294556067e-09,6.89182577673364e-09
1919,9.207848372660976e-10,0.0
1920,5.300562211374427e-09,0.0
1921,9.087297137000405e-09,2.2718242842501013e-09
1922,1.4755870969551665e-09,7.377935484775833e-10
1923,3.1847844361720945e-09,5.307974060286824e-09
1924,1.289162443462999e-09,0.0
1925,6.598906754362588e-09,3.299453377181294e-09
1926,8.916910765321973e-09,0.0
1927,5.574612327308159e-09,0.0
1928,4.570416489713125e-09,1.1426041224282812e-09
1929,1.1140406375176326e-09,3.342121912552898e-09
1930,2.100720708497761e-09,0.0
1931,7.983749661377715e-09,0.0
1932,7.6716757391182e-09,1.0959536611565568e-09
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,2.424942913137329e-09,4.849885826274658e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,3.8895642262559704e-09,0.0
1939,6.117620188206274e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,0.0,0.0
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,4.357008087652048e-09
1946,6.960552134671616e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,4.348755133776194e-09,0.0
1949,4.908504269707237e-09,0.0
1950,3.190608444114673e-09,0.0
1951,7.462981344019681e-09,2.1322803522849654e-09
1952,8.435843135146115e-09,2.1089607837865287e-09
1953,3.232148326759443e-09,0.0
1954,4.886268278880834e-09,0.0
1955,4.6928039232341234e-09,9.385607846468247e-10
1956,1.744228317335228e-09,0.0
1957,1.7670075402875796e-09,0.0
1958,3.3088973783179654e-09,0.0
1959,1.5501495642666896e-09,3.8753737996444215e-09
1960,6.2287499602575735e-09,1.3841666701708277e-09
1961,3.47407969059077e-09,3.47407969059077e-09
1962,5.7077609305622445e-09,0.0
1963,3.2330267352165265e-09,1.2932106496776896e-09
1964,7.300761772910391e-09,1.8251904432275978e-09
1965,8.20806533852192e-09,0.0
1966,6.6468897053084675e-09,1.6617224263271169e-09
1967,1.4791006197611978e-09,1.4791006197611978e-09
1968,4.940557296606585e-09,2.245707841908029e-09
1969,3.1792304344691047e-09,1.3625273131978588e-09
1970,3.6789800095249348e-09,0.0
1971,3.083038491169532e-09,5.138397485282553e-10
1972,1.0260293725750103e-09,0.0
1973,4.410563025913916e-09,1.102640756478479e-09
1974,5.625571564138454e-09,0.0
1975,5.140332159925265e-09,1.1422960355389478e-09
1976,1.7140580066410394e-09,0.0
1977,4.11374712072643e-09,5.876781838942691e-10
1978,5.940591130126904e-09,0.0
1979,4.681578680276743e-09,0.0
1980,3.411090521154847e-09,1.1370301367108482e-09
1981,2.5302198114474095e-09,0.0
1982,1.1794254461960918e-08,6.207502289967692e-10
1983,5.68378455412244e-09,0.0
1984,8.118611560803402e-09,1.739702604197646e-09
1985,5.414002135495366e-09,0.0
1986,7.1933827783254856e-09,5.994485463567401e-10
1987,4.888653482026939e-09,0.0
1988,1.0793796967334401e-08,2.398621523624911e-09
1989,9.329808037250586e-09,5.488122178931576e-10
1990,2.724325431913144e-09,0.0
1991,9.37834432335194e-09,0.0
1992,4.4079553340736766e-09,1.1019888335184191e-09
1993,4.4313659408601325e-09,1.1078414852150331e-09
1994,1.5824779264761446e-09,5.274926606624319e-10
1995,4.880205572987961e-09,2.7112254663563817e-09
1996,4.804283193493575e-09,0.0
1997,4.794894259418925e-09,0.0
1998,2.86087753487152e-09,9.536258449571733e-10
1999,3.1991407301035224e-09,0.0
2000,3.5344251969604557e-09,4.4180314962005696e-10
2001,1.0076787404500465e-08,0.0
2002,3.066854992184176e-09,8.76244299341522e-10
2003,6.667076668520622e-09,2.083461403401543e-09
2004,4.845270407116686e-09,0.0
2005,4.053374524914943e-09,0.0
2006,2.0589450144825605e-09,4.1178899179428186e-10
2007,3.595031605740928e-09,1.1983438685803094e-09
2008,3.405951742863067e-09,1.7029758714315335e-09
2009,2.384096253749135e-09,9.53638501499654e-10
2010,4.723792912386671e-09,1.4171379625338432e-09
2011,3.059177577924288e-09,2.2943831279320648e-09
2012,3.4042526575461807e-09,3.404252713057332e-10
2013,2.7891249310130206e-09,0.0
2014,2.5985342766432495e-09,1.7323561474213989e-09
2015,3.546520632724537e-09,1.329945265027277e-09
2016,1.2428040818690533e-09,1.0356699942093428e-09
2017,1.7609279590047322e-09,1.2578056374223934e-09
2018,3.872199894061623e-09,2.5814667070633845e-10
2019,3.5713827450933877e-09,2.04079020349468e-09
