year,serait_VERB avant_ADP,serait_VERB savant_ADJ
1917,6.68951898319392e-08,3.289927441585405e-09
1918,4.135095466040184e-08,0.0
1919,4.4197673076951105e-08,0.0
1920,4.240449769099541e-08,1.514446346106979e-09
1921,4.619375815195781e-08,7.572747429129834e-10
1922,4.205423209668879e-08,7.377935484775833e-10
1923,5.095655097875351e-08,2.1231896241147297e-09
1924,8.379555538340355e-08,0.0
1925,6.158979459769398e-08,2.1996355847875293e-09
1926,5.461607699430715e-08,0.0
1927,7.358488574027433e-08,7.804457524684949e-09
1928,6.170062505361784e-08,2.2852082448565625e-09
1929,6.684243913923638e-08,0.0
1930,5.566909777598994e-08,0.0
1931,5.360517718600022e-08,0.0
1932,4.274219378430644e-08,0.0
1933,4.473558234963093e-08,1.1470662197865522e-09
1934,7.548395331014035e-08,5.990790086229936e-09
1935,5.2660450222674626e-08,0.0
1936,6.426098764222843e-08,4.849885826274658e-09
1937,5.9178255185088346e-08,0.0
1938,6.223302762009553e-08,1.2965214457594243e-09
1939,3.6705721129237645e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,5.60785480274717e-08,0.0
1942,4.8547388331598995e-08,0.0
1943,5.2258233296242906e-08,0.0
1944,4.819779064746399e-08,0.0
1945,6.099811145077183e-08,0.0
1946,8.491873870752897e-08,0.0
1947,6.437270627657199e-08,7.152522574216391e-09
1948,4.1313175103141475e-08,0.0
1949,6.381055328574803e-08,0.0
1950,6.7002780212988e-08,0.0
1951,4.264560615752089e-08,0.0
1952,5.5887461769543734e-08,0.0
1953,4.5250075686453783e-08,0.0
1954,5.472620046020893e-08,1.9545072227344917e-09
1955,5.7252208307545516e-08,0.0
1956,5.843164885277474e-08,0.0
1957,7.863183526524153e-08,0.0
1958,4.384289198355873e-08,0.0
1959,4.8829711829512235e-08,0.0
1960,3.944875004435744e-08,0.0
1961,5.419564175213054e-08,1.3896318540318475e-09
1962,4.94672605100277e-08,6.341956404476434e-10
1963,6.983337641486287e-08,3.879631726988464e-09
1964,4.258777863697105e-08,1.8251904432275978e-09
1965,5.8003660541317004e-08,0.0
1966,4.652822838124848e-08,0.0
1967,4.437302081328198e-08,4.930335584241163e-10
1968,5.075299824852664e-08,2.245707841908029e-09
1969,5.359274268812442e-08,4.5417578031781147e-10
1970,5.196559271780643e-08,4.5987250119061684e-10
1971,5.1897814046242274e-08,4.1107179882260425e-09
1972,5.643161671287089e-08,2.0520587451500205e-09
1973,4.9618833486420044e-08,1.6539611902288698e-09
1974,5.456804430536977e-08,2.2502286700643026e-09
1975,3.484002775167028e-08,1.7134440533084216e-09
1976,5.027903782206522e-08,5.713526873840635e-10
1977,6.581995393162288e-08,0.0
1978,5.940591307762588e-08,5.940591352171509e-10
1979,5.26677617074256e-08,1.1703946700691858e-09
1980,5.571447658780926e-08,5.685150683554241e-10
1981,5.4399727389409236e-08,5.69299452024552e-09
1982,6.704102162302661e-08,1.2415004579935385e-09
1983,5.3680185629900734e-08,6.315316047889041e-10
1984,6.320919254676483e-08,1.1598016991243298e-09
1985,5.233535560478231e-08,3.0077789148208467e-09
1986,7.313272476494603e-08,3.5966913891627428e-09
1987,7.394088186174486e-08,0.0
1988,6.896036808257122e-08,3.597932174415064e-09
1989,6.915033878840404e-08,1.6464366536794728e-09
1990,5.775569889010512e-08,5.44865097484859e-10
1991,6.09592376576984e-08,5.861465202094962e-10
1992,6.391535123384529e-08,0.0
1993,7.588714368012006e-08,3.323524566667402e-09
1994,6.329911883540262e-08,0.0
1995,5.314001683132119e-08,0.0
1996,6.992900836166882e-08,0.0
1997,8.295167219785071e-08,3.835915585170824e-09
1998,6.293930709944107e-08,9.536258449571733e-10
1999,7.540831603591869e-08,3.1991407301035224e-09
2000,7.687374647957768e-08,0.0
2001,7.842368887622797e-08,1.7524847129024579e-09
2002,8.236696658059373e-08,2.6287327870022636e-09
2003,7.66713839084332e-08,1.6667691671301554e-09
2004,8.413151419972564e-08,0.0
2005,9.142611645529541e-08,0.0
2006,8.400495232763205e-08,4.1178899179428186e-10
2007,8.388406769199719e-08,1.1983438685803094e-09
2008,9.110920728971905e-08,8.514879357157668e-10
2009,8.91651978918162e-08,4.76819250749827e-10
2010,7.369116872268933e-08,3.3066551718974324e-09
2011,6.615471193072153e-08,1.1471915639660324e-09
2012,5.54893198057016e-08,3.404252713057332e-10
2013,5.9129451557282664e-08,1.6734750252211938e-09
2014,6.301445409917505e-08,1.5158115873603606e-09
2015,5.696598748272663e-08,1.5516027351836215e-09
2016,5.7583253720849825e-08,1.86420612280358e-09
2017,6.540589225778604e-08,5.031222660711876e-10
2018,6.169705102365697e-08,2.5814667070633845e-10
2019,5.5356434103259744e-08,1.53059265262101e-09
