year,peut_VERB aider_VERB,peut_VERB céder_VERB
1800,1.980823611802407e-07,2.8297480980654655e-07
1801,3.309843918941624e-07,2.45261816189668e-07
1802,2.864435373339802e-07,1.656001700212073e-07
1803,3.101039283137652e-07,3.8031615190448065e-07
1804,2.4224138428508013e-07,4.202146612897195e-07
1805,4.150601569108403e-07,2.6723051860244595e-07
1806,2.7664023605211696e-07,1.440834580535011e-07
1807,3.644102548605588e-07,3.017772485236492e-07
1808,1.6089124699192325e-07,3.0591999689022487e-07
1809,2.710836497499258e-07,3.2981844810819894e-07
1810,2.527336846469552e-07,3.065566147597565e-07
1811,1.579458341893769e-07,3.1087751040104195e-07
1812,3.360682399033976e-07,3.3873544680318446e-07
1813,3.997280941803183e-07,3.6234345657248923e-07
1814,2.580275122454623e-07,4.279480947388947e-07
1815,3.506390555685357e-07,2.9669459422621003e-07
1816,3.7545183317888586e-07,1.969963250303408e-07
1817,1.6969920579867903e-07,3.1604528771822515e-07
1818,2.4676836574144545e-07,2.4319200520039885e-07
1819,2.6705708933150163e-07,1.9459973543689557e-07
1820,2.681824753381079e-07,2.681824753381079e-07
1821,2.514679522391816e-07,3.1852607662585797e-07
1822,3.268350781127083e-07,3.2984274866976193e-07
1823,2.1346603773508832e-07,2.964806071759085e-07
1824,2.6610715053720924e-07,2.560018401709385e-07
1825,1.7522832251870568e-07,2.5888002141982724e-07
1826,2.6423953158882796e-07,2.369347811281841e-07
1827,1.8250200639613468e-07,3.484129251773993e-07
1828,2.522382942515833e-07,2.540727450650593e-07
1829,2.803428458264534e-07,2.486221148956247e-07
1830,2.3587249131651333e-07,3.0997401267995883e-07
1831,2.2607248695294402e-07,3.96016645254349e-07
1832,1.9889054669874895e-07,3.3419024703107425e-07
1833,2.3514765246090974e-07,4.633451453628368e-07
1834,2.7816901138066896e-07,2.6976795197697356e-07
1835,2.9798565037708613e-07,2.2613633632317942e-07
1836,2.527002038732462e-07,2.2514512920679408e-07
1837,2.2891461526342027e-07,2.6439985845172487e-07
1838,2.5816743232098815e-07,3.358070159720228e-07
1839,2.3141782889979368e-07,3.355908120283857e-07
1840,2.8982083222217625e-07,2.3185667430425383e-07
1841,2.1765659141692595e-07,2.510434455871291e-07
1842,2.495474689112598e-07,2.60280671682267e-07
1843,3.272428727996157e-07,2.0319774307608895e-07
1844,2.985777314279403e-07,2.8979604849155294e-07
1845,2.578065334546409e-07,2.516682684472471e-07
1846,3.4483014133002143e-07,2.253982955835454e-07
1847,2.6696457666730566e-07,2.6588591595100297e-07
1848,2.791691997572343e-07,3.403128800982813e-07
1849,2.8825186859648966e-07,3.4355602451796585e-07
1850,2.5187173946505936e-07,2.4576166879342054e-07
1851,2.624921648930467e-07,2.0638204034639784e-07
1852,2.3958807560120476e-07,2.246138137707021e-07
1853,2.723200793752767e-07,2.6634816663317906e-07
1854,2.4731363623686775e-07,2.280896751472028e-07
1855,2.632240807542985e-07,2.6640825012691494e-07
1856,3.013124114659149e-07,3.101136485383904e-07
1857,2.64089635493292e-07,2.5481477905486827e-07
1858,3.0585474064537266e-07,2.911737340127729e-07
1859,2.6326534907639143e-07,3.625627300607448e-07
1860,2.311477942384954e-07,2.279437580909871e-07
1861,2.933329312782007e-07,2.2730945659077406e-07
1862,3.3071660254790913e-07,2.7604895080912684e-07
1863,2.45735350290488e-07,2.622175827582396e-07
1864,2.833684220604482e-07,2.0233751740761363e-07
1865,3.214774721982394e-07,2.216923746800603e-07
1866,4.0238617771137797e-07,2.1651977988312865e-07
1867,2.9310982085917203e-07,2.343907965496328e-07
1868,2.835487578067841e-07,2.2575224534193694e-07
1869,2.9154608682802063e-07,2.583381615295366e-07
1870,3.514971922413679e-07,2.0126510946738563e-07
1871,3.8979720784482197e-07,2.1348566292545001e-07
1872,2.8724861067530583e-07,2.2737995664101618e-07
1873,3.1306802839026204e-07,2.388415794030152e-07
1874,3.1725173244012694e-07,1.7744589797530352e-07
1875,2.780662100576592e-07,2.3915984570521687e-07
1876,2.9625471142935567e-07,2.394221780832595e-07
1877,2.999635739797668e-07,2.591438033050508e-07
1878,2.8625279924199276e-07,2.723629108913883e-07
1879,2.7186496254216763e-07,1.9916400617603358e-07
1880,2.458035055497021e-07,2.156396305963426e-07
1881,3.0539584372490935e-07,1.8965221215694328e-07
1882,2.875126483559143e-07,2.0432032954431634e-07
1883,2.6667609631658706e-07,2.3065587129167398e-07
1884,2.6604837444210716e-07,2.1191446819557314e-07
1885,3.151915848320641e-07,2.2946463218431745e-07
1886,2.839524029241147e-07,2.4781300567155995e-07
1887,2.5789250912566786e-07,2.853140017577971e-07
1888,2.3523681136339292e-07,1.9592499711507116e-07
1889,2.2554492318249686e-07,2.1364115809774376e-07
1890,3.0346808443937334e-07,2.4644492668812745e-07
1891,2.4859457425918663e-07,2.849276370398002e-07
1892,2.8960528197785607e-07,2.5011365778482286e-07
1893,2.6604359959492285e-07,2.9929904599157453e-07
1894,2.6592496737976035e-07,2.331569532998401e-07
1895,2.774581275843957e-07,1.9921614580198366e-07
1896,2.924926434388908e-07,2.995690806528728e-07
1897,3.216345874079707e-07,2.488006600742665e-07
1898,2.631134918829048e-07,2.863127690488909e-07
1899,2.5647963752817304e-07,2.8909235538776556e-07
1900,3.514342949983984e-07,2.216579702007948e-07
1901,2.8390792294885614e-07,2.1963744245567796e-07
1902,2.75466931043411e-07,3.559955814580462e-07
1903,3.477741756796604e-07,2.4625003902656317e-07
1904,3.192527344708651e-07,2.4615783900117094e-07
1905,3.602209801556455e-07,2.70939835900208e-07
1906,3.3745851624189527e-07,2.952761803953763e-07
1907,3.198848617103067e-07,2.257708189290497e-07
1908,3.830883485989034e-07,1.98911251914069e-07
1909,3.707662870056083e-07,2.1288806806296634e-07
1910,3.5912691487283155e-07,2.2552315215307317e-07
1911,3.7668249319722236e-07,2.303721942098491e-07
1912,3.907065888597572e-07,2.3077735988863424e-07
1913,3.8393645240830665e-07,2.2749826200652024e-07
1914,3.4153393357883033e-07,2.4376146257054643e-07
1915,3.746282288830116e-07,2.038071755805504e-07
1916,4.285110151158733e-07,2.3073670263329404e-07
1917,4.825226938010019e-07,1.7984936562243092e-07
1918,3.916854325325403e-07,1.229042254635715e-07
1919,3.664723635665723e-07,2.2651306608167943e-07
1920,4.308599841351679e-07,1.7567577970112325e-07
1921,4.316466117870732e-07,1.8553231484474964e-07
1922,4.6259654595814936e-07,2.501120093256759e-07
1923,3.651886117950198e-07,2.197501203227148e-07
1924,3.751462713807996e-07,1.791935773098885e-07
1925,3.706385882651375e-07,1.7267139185150882e-07
1926,3.945733055843448e-07,1.7165052668133285e-07
1927,3.7572888800241344e-07,1.928815862584088e-07
1928,4.124800909721671e-07,2.365190567843456e-07
1929,4.155371584602108e-07,1.5596569369336066e-07
1930,4.4115134301137005e-07,2.1532387961542554e-07
1931,3.8892267184564844e-07,2.2924767506538046e-07
1932,4.909872473035648e-07,1.8302425530691835e-07
1933,4.416205001689377e-07,1.8926593270407466e-07
1934,4.313369004194101e-07,1.8691264358494664e-07
1935,4.224804399655113e-07,1.7234329163784423e-07
1936,4.3406478766883083e-07,1.6610859177035309e-07
1937,4.3817090045195073e-07,1.3850230118350737e-07
1938,5.341668156688684e-07,2.0744343487422157e-07
1939,4.4505685536933015e-07,2.1411671013993328e-07
1940,4.158683850619127e-07,1.9525528216490784e-07
1941,4.6338590209416e-07,1.9184767552360427e-07
1942,5.097475650472916e-07,1.69915864489667e-07
1943,3.861302957375301e-07,1.219358836124229e-07
1944,5.301757255438133e-07,1.4780655988033686e-07
1945,4.07380269962232e-07,1.1546071476686848e-07
1946,5.540599659070722e-07,1.6983747741505795e-07
1947,4.923319920635549e-07,2.837167301095178e-07
1948,5.50117533748562e-07,1.8917084787517524e-07
1949,6.194532033987343e-07,1.924133670172523e-07
1950,5.689918225471047e-07,2.1164369456982968e-07
1951,5.831786893395474e-07,2.1109575243372092e-07
1952,6.822488103352953e-07,1.9296990672046377e-07
1953,6.23804623955948e-07,1.9823842478672304e-07
1954,6.684414870505861e-07,1.6320134932357178e-07
1955,6.748252303623303e-07,1.8865071638174413e-07
1956,6.706557655888901e-07,2.1454007992360857e-07
1957,6.847154168099223e-07,1.8641929955265368e-07
1958,5.889837098038697e-07,2.3575893237648415e-07
1959,6.774153575861419e-07,2.0306958958826726e-07
1960,7.557550247838662e-07,1.557187516709746e-07
1961,7.420634346999577e-07,1.4869060294131486e-07
1962,6.938100227671384e-07,1.889902989660186e-07
1963,7.668739385735535e-07,1.7781646022285713e-07
1964,6.661945235464373e-07,1.7765187010354566e-07
1965,7.09724019998248e-07,1.658029162854291e-07
1966,7.322656756514334e-07,1.5786362439484947e-07
1967,7.459597668457718e-07,1.7897117743359559e-07
1968,6.970677191020513e-07,1.554029864792028e-07
1969,7.425774128932972e-07,1.421570203774536e-07
1970,7.592494739583344e-07,1.9636556203295186e-07
1971,7.5894132578469e-07,1.4387512692337623e-07
1972,7.633658469785587e-07,1.4826125038780447e-07
1973,8.148515462380601e-07,1.3011161570375407e-07
1974,8.106449058686849e-07,1.3107582219618052e-07
1975,8.45870204102539e-07,1.3022174982779688e-07
1976,8.421738471042772e-07,1.3712464408399683e-07
1977,8.779912263889855e-07,1.480948981225083e-07
1978,8.334649805874506e-07,1.1881182615525177e-07
1979,8.403433753301215e-07,1.6092926102828642e-07
1980,9.903532145472127e-07,1.279158965417082e-07
1981,9.336511084256927e-07,1.290412114940409e-07
1982,9.42298868267244e-07,1.365650490470216e-07
1983,9.150892879006278e-07,1.1620181794569362e-07
1984,9.83511881713639e-07,1.188796758810895e-07
1985,1.0027935104517383e-06,1.1970961111273937e-07
1986,9.806977914195159e-07,1.5765496641506616e-07
1987,9.41676887578069e-07,1.466596017962729e-07
1988,1.0278092759108404e-06,1.2892590461888176e-07
1989,9.220045171787206e-07,1.5256979679634242e-07
1990,9.066555435310875e-07,1.661838524569248e-07
1991,9.81795437837718e-07,1.477089170975887e-07
1992,9.774640830073622e-07,1.5482943638289726e-07
1993,1.0147828106710222e-06,1.3183313285480835e-07
1994,1.0708100717238267e-06,1.2765322310315241e-07
1995,1.0660538691809052e-06,1.6050454121341318e-07
1996,1.031853230415436e-06,1.5854134005621745e-07
1997,1.1996826287941076e-06,4.0852501115296036e-07
1998,1.1724829391823732e-06,3.852648546853743e-07
1999,1.187338284580619e-06,4.1406022432965983e-07
2000,1.1968447779509006e-06,3.6581300832949637e-07
2001,1.3388983006734634e-06,3.193903523879271e-07
2002,1.353359266431653e-06,1.2442669117262994e-07
2003,1.3738344932789914e-06,1.4542561643793306e-07
2004,1.4179023537508328e-06,1.1584600656533439e-07
2005,1.4632682905357797e-06,1.0763961455495519e-07
2006,1.4511443851006334e-06,1.2147775407811423e-07
2007,1.4276270121627022e-06,1.1983438241713884e-07
2008,1.437737410014961e-06,1.2559446815885167e-07
2009,1.5844703966649831e-06,1.1968162993980513e-07
2010,1.5749126305308891e-06,1.3273857746298745e-07
2011,1.8905717524830834e-06,1.1013039369345279e-07
2012,1.6367647504011984e-06,1.1506374164582667e-07
2013,1.4520185231958749e-06,1.7655160888807586e-07
2014,1.2938535292050801e-06,1.541797018944635e-07
2015,1.2525867987278616e-06,1.7267122132125223e-07
2016,1.2459109939300106e-06,1.5949318310504168e-07
2017,1.539302616038185e-06,1.8841929261270707e-07
2018,1.56772478021594e-06,1.326873899643033e-07
2019,1.5877348005233216e-06,1.4999808684024174e-07
