year,tout_DET alu_NOUN,tout_DET salut_NOUN
1800,0.0,2.5153315874604232e-08
1801,2.3811825844433088e-09,7.143547975374531e-09
1802,0.0,0.0
1803,0.0,9.751696339321825e-09
1804,0.0,2.9662212241987618e-08
1805,0.0,8.528632911009026e-09
1806,0.0,5.76333825108577e-09
1807,0.0,1.7081731584767113e-08
1808,0.0,3.852325836106729e-08
1809,0.0,1.8072244145628247e-08
1810,0.0,2.574139479349924e-08
1811,0.0,0.0
1812,0.0,1.0668832928217853e-08
1813,0.0,2.300593315851529e-08
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,2.3176038865813098e-08
1817,0.0,4.670620334934483e-09
1818,0.0,3.457141417584353e-08
1819,0.0,2.070209959015301e-08
1820,0.0,1.1866481131050932e-08
1821,1.97229765852569e-09,3.94459531705138e-09
1822,0.0,1.804610860745015e-08
1823,0.0,2.3718449426723964e-08
1824,0.0,2.4421225930382207e-08
1825,0.0,2.993850500843109e-08
1826,0.0,1.145037931138404e-08
1827,0.0,2.949527377893446e-08
1828,0.0,1.559291185060374e-08
1829,0.0,2.3147574523818548e-08
1830,0.0,9.393152256009785e-09
1831,0.0,2.6505050598757407e-08
1832,0.0,9.470978779013706e-09
1833,0.0,3.4750886612755494e-09
1834,0.0,1.4001796166951408e-08
1835,0.0,1.739510224751939e-08
1836,0.0,2.4194700021240578e-08
1837,0.0,6.262101948095733e-08
1838,6.312161904276081e-10,1.2624323364462953e-08
1839,6.9914751765765e-10,2.866504900111977e-08
1840,0.0,1.9109066329292546e-08
1841,0.0,2.953452238330101e-08
1842,0.0,3.8237111255057243e-08
1843,0.0,1.9492806979659605e-08
1844,0.0,8.232841963717874e-09
1845,0.0,1.785672942844485e-08
1846,0.0,1.9319854160926297e-08
1847,0.0,1.4022381478184798e-08
1848,0.0,2.815827571112095e-08
1849,0.0,1.4245005175439474e-08
1850,0.0,1.2220192857625989e-08
1851,0.0,9.674158363282004e-09
1852,6.510545436100301e-10,9.114764054629632e-09
1853,0.0,3.2248433257109355e-08
1854,0.0,2.234135720868835e-08
1855,0.0,1.751289246954002e-08
1856,0.0,2.5368226408417627e-08
1857,0.0,2.9777204701986193e-08
1858,0.0,4.061751113226819e-08
1859,0.0,9.675129142294736e-09
1860,0.0,3.2040286979118093e-08
1861,0.0,3.018216815364738e-08
1862,4.517986262886353e-10,2.7107917716095997e-08
1863,4.994620828036034e-10,3.09666488007565e-08
1864,0.0,4.746780513098514e-08
1865,0.0,4.189091540318657e-08
1866,0.0,3.746521848313478e-08
1867,4.85281148598915e-10,1.552899675516528e-08
1868,0.0,1.8771521448357475e-08
1869,0.0,1.465055732285947e-08
1870,0.0,4.759260541220556e-08
1871,0.0,1.274541272522356e-08
1872,0.0,1.8746751706544273e-08
1873,0.0,8.97900703789034e-09
1874,0.0,1.852128866941527e-08
1875,0.0,1.4303817685856757e-08
1876,6.04601479992084e-10,2.9020871039620033e-08
1877,0.0,2.968711676487601e-08
1878,0.0,2.3552445327368332e-08
1879,0.0,1.771704283282105e-08
1880,0.0,1.7969970400599777e-08
1881,0.0,2.3706526297573305e-08
1882,0.0,1.9966154951589488e-08
1883,0.0,8.847074184359371e-09
1884,0.0,8.582206056928499e-09
1885,0.0,1.6114089673724408e-08
1886,0.0,2.1296431285122708e-08
1887,6.528924623161458e-10,2.676859095496198e-08
1888,0.0,1.521747527988282e-08
1889,0.0,1.4409814397264853e-08
1890,0.0,2.4906669005009263e-08
1891,0.0,1.0836173736095134e-08
1892,0.0,1.191017329205124e-08
1893,0.0,1.539604177480669e-08
1894,0.0,1.9534772022211655e-08
1895,0.0,2.9491211250842753e-08
1896,0.0,1.3563166589847242e-08
1897,0.0,1.6897470089816125e-08
1898,0.0,1.8106735777401184e-08
1899,5.527578395003729e-10,5.527578395003729e-09
1900,0.0,1.038210584169974e-08
1901,0.0,1.117747761014698e-08
1902,0.0,1.4239823542538943e-08
1903,0.0,5.940242076007962e-09
1904,0.0,4.299700151477737e-09
1905,0.0,5.160759153355343e-09
1906,5.144184522798412e-10,1.2346042854716188e-08
1907,5.142843373384665e-10,4.6285588695127444e-09
1908,4.911389073214423e-10,1.718986220033969e-08
1909,1.1001967115120692e-09,1.485265543887948e-08
1910,5.344150677544235e-10,1.2291546336307135e-08
1911,5.320374141248863e-10,1.4365010514438836e-08
1912,1.0418842455450772e-09,1.2502610502451716e-08
1913,0.0,1.0605979705591295e-08
1914,0.0,1.4063162190325329e-08
1915,1.1780761921542648e-09,4.712304768617059e-09
1916,0.0,3.076489463182952e-08
1917,0.0,8.773139548168274e-09
1918,0.0,6.89182577673364e-09
1919,0.0,7.366278698128781e-09
1920,7.572231730534895e-10,1.0601124422748853e-08
1921,0.0,6.8154727417280014e-09
1922,7.377935484775833e-10,2.951174193910333e-09
1923,0.0,2.1231896241147297e-09
1924,0.0,1.2891624656674594e-08
1925,0.0,1.759708490034484e-08
1926,0.0,1.3375366592072169e-08
1927,0.0,1.3379070296082318e-08
1928,0.0,1.1426041224282812e-09
1929,0.0,1.0026365515614089e-08
1930,0.0,8.402882833991043e-09
1931,0.0,5.7026783295555106e-09
1932,0.0,5.4797681947604815e-09
1933,0.0,5.735331320977366e-09
1934,0.0,9.585264137967897e-09
1935,0.0,4.787313656606784e-09
1936,0.0,1.091224355320719e-08
1937,0.0,2.5182236296217297e-09
1938,0.0,1.9447821131279852e-08
1939,0.0,3.058810094103137e-09
1940,0.0,1.0143131667916805e-08
1941,0.0,3.246652724442356e-08
1942,0.0,6.068423541449874e-09
1943,0.0,3.4838822049465534e-08
1944,0.0,1.927911696952833e-08
1945,0.0,8.714016175304096e-09
1946,0.0,2.3665877257883494e-08
1947,0.0,1.3112957830685446e-08
1948,0.0,1.522064252412747e-08
1949,0.0,1.2762110479513922e-08
1950,0.0,2.871547555294285e-08
1951,0.0,1.1727541826545007e-08
1952,0.0,9.490323193972472e-09
1953,0.0,2.1547654771580937e-08
1954,0.0,5.863521668203475e-09
1955,0.0,1.407841132561316e-08
1956,0.0,1.4825940697349438e-08
1957,0.0,7.951533653738352e-09
1958,0.0,1.0753916868111446e-08
1959,0.0,2.170209367768905e-08
1960,0.0,1.3149583422134015e-08
1961,0.0,1.9454845900934714e-08
1962,0.0,1.4586499841318101e-08
1963,0.0,1.3578711488548834e-08
1964,0.0,2.372747665013719e-08
1965,1.0944086747954884e-09,1.477451694320564e-08
1966,0.0,1.606331601067268e-08
1967,0.0,1.3311906132962292e-08
1968,0.0,1.392338955241712e-08
1969,0.0,1.7712855071572164e-08
1970,9.197450023812337e-10,2.6212733317265702e-08
1971,0.0,2.0553589941130213e-08
1972,0.0,1.6929484925043425e-08
1973,0.0,1.3231689244275202e-08
1974,0.0,2.137717214356627e-08
1975,0.0,2.341706917263764e-08
1976,0.0,9.141643109167319e-09
1977,5.876781838942691e-10,1.8218023367655434e-08
1978,0.0,1.7821774500603738e-08
1979,4.096381456264453e-09,1.6385525825057812e-08
1980,1.7055452605774235e-09,1.4212876375818695e-08
1981,0.0,1.581387387705746e-08
1982,6.207502289967692e-10,1.4898005495922462e-08
1983,0.0,1.5156758848000607e-08
1984,5.799008495621649e-10,2.261613352150249e-08
1985,1.2031116103372597e-09,2.466378790089152e-08
1986,5.994485463567401e-10,1.3187867686781374e-08
1987,6.110816852533674e-10,1.9554613928107756e-08
1988,0.0,1.6190695006912392e-08
1989,0.0,1.6464366980883938e-08
1990,5.44865097484859e-10,1.7435683119515488e-08
1991,2.344586080837985e-09,1.6412102177287835e-08
1992,2.2039776670368383e-09,1.7080827197091253e-08
1993,1.1078414852150331e-09,9.970573700002205e-09
1994,0.0,1.4242301560329906e-08
1995,1.626735190995987e-09,1.572510655023507e-08
1996,1.6014276571496566e-09,1.6548086012591057e-08
1997,1.917957792585412e-09,1.3425704992187093e-08
1998,9.536258449571733e-10,1.8595704198709484e-08
1999,3.656160929565999e-09,1.5081663834459746e-08
2000,3.092622158362701e-09,1.9439337695104086e-08
2001,2.190605918883648e-09,1.6210482900458345e-08
2002,1.752488598683044e-09,1.3581786972860499e-08
2003,1.6667691671301554e-09,1.7084383518994883e-08
2004,1.3214374039449694e-09,1.894060219775895e-08
2005,0.0,1.891574785695127e-08
2006,3.294311934354255e-09,1.2353670086895363e-08
2007,7.988958938831558e-10,1.6776813743790697e-08
2008,4.257439678578834e-10,1.3198063419928019e-08
2009,0.0,1.811913175053803e-08
2010,4.723793023408973e-10,1.369899965686372e-08
2011,3.82397197240536e-10,1.797266840908307e-08
2012,0.0,1.3957436012512758e-08
2013,1.3945624655065103e-09,1.4782363111365271e-08
2014,0.0,1.905591735795742e-08
2015,0.0,1.3964425185641893e-08
2016,2.0713400439298368e-10,2.0713400467053944e-08
2017,1.509366853724714e-09,1.6603034946882644e-08
2018,2.5814667070633845e-10,1.4714360396794746e-08
2019,7.65296326310505e-10,1.2754939104908658e-08
