year,est_VERB en_PRON,est_VERB sans_ADP
1800,2.7354229814591235e-07,2.0968433091184124e-05
1801,2.0001934331048687e-07,2.022338412643876e-05
1802,1.7902721083373763e-07,1.987425821425859e-05
1803,1.6382848855300836e-07,2.0014380424981937e-05
1804,1.656140113936999e-07,2.008626142924186e-05
1805,2.2174445746259153e-07,2.1247667973511852e-05
1806,1.5849180101668026e-07,2.0004546968266368e-05
1807,1.366538526781369e-07,1.9743632947211154e-05
1808,1.1330369886763947e-07,1.9193646949133836e-05
1809,2.1008983708270534e-07,1.9298897314001806e-05
1810,9.126494404654295e-08,1.966876516235061e-05
1811,1.780024518893697e-07,1.8213911971542984e-05
1812,1.7870294755084615e-07,1.916122346301563e-05
1813,1.8117172828624462e-07,2.334814598725643e-05
1814,1.5104049566616595e-07,1.859686199168209e-05
1815,1.9150287755564932e-07,1.9312121366965584e-05
1816,1.4369143741532753e-07,2.0251221940270625e-05
1817,1.743698163636509e-07,2.1114317860337906e-05
1818,1.3470931037318223e-07,2.0320838302723132e-05
1819,1.428444846851562e-07,1.9791206796071492e-05
1820,1.4477106446975085e-07,1.956189407792408e-05
1821,1.0847637099686835e-07,1.9437979062786326e-05
1822,1.4136118409169285e-07,1.8509292203816585e-05
1823,1.7690010167825676e-07,1.7185004253406078e-05
1824,2.1558048501901794e-07,1.8107919458998367e-05
1825,1.3120110509134975e-07,1.780548700480722e-05
1826,1.6823250348352303e-07,1.708396666799672e-05
1827,1.0507691428074395e-07,1.850828448368702e-05
1828,1.3024667566696735e-07,2.013870471273549e-05
1829,1.8089401976340014e-07,1.8849841580959037e-05
1830,1.4298464634521224e-07,1.943234383361414e-05
1831,1.6526678336958867e-07,1.894487468234729e-05
1832,2.0024354796532862e-07,1.898660593724344e-05
1833,2.942241508208099e-07,1.7773920262698084e-05
1834,1.3161688627860713e-07,1.8487971829017624e-05
1835,1.9890921976184472e-07,1.8052334780804813e-05
1836,2.3253795689015533e-07,1.684421658865176e-05
1837,1.4472412601662654e-07,1.6940377463470213e-05
1838,1.7674052799065976e-07,1.6010799299692735e-05
1839,1.7408773089755414e-07,1.6500580386491492e-05
1840,1.853579334465394e-07,1.6038238754845224e-05
1841,1.6565014959724067e-07,1.794864328985568e-05
1842,1.7240240879345947e-07,1.7346232198178768e-05
1843,1.7070972546662233e-07,1.7929838577401824e-05
1844,1.5532629049630486e-07,1.6873484128154814e-05
1845,1.9419192653913342e-07,1.652919308980927e-05
1846,1.539733887057082e-07,1.769523078110069e-05
1847,1.493922923145874e-07,1.6867847079993226e-05
1848,1.4722755281582067e-07,1.6252957721007988e-05
1849,1.4412593429824483e-07,1.6105235772556625e-05
1850,2.3286256123355997e-07,1.6277297618216835e-05
1851,1.7864945789369813e-07,1.5698578863521107e-05
1852,2.0963956615105417e-07,1.5763333067297935e-05
1853,2.3051656228290085e-07,1.6215586583712138e-05
1854,2.0990484017602284e-07,1.591899672348518e-05
1855,2.0113292009682482e-07,1.6315116226905957e-05
1856,2.371152731939219e-07,1.6549403881072067e-05
1857,1.7671062835233897e-07,1.5429961422341876e-05
1858,1.947683045955273e-07,1.589123348821886e-05
1859,1.7873529145617795e-07,1.5645702660549432e-05
1860,1.7988332956520026e-07,1.5176568922470324e-05
1861,1.938261107170547e-07,1.589232670085039e-05
1862,1.902072170878455e-07,1.5999996321625076e-05
1863,2.392423255059839e-07,1.5560241081402637e-05
1864,1.9274806106750475e-07,1.5297100617317483e-05
1865,2.1604415678666555e-07,1.5625311789335683e-05
1866,2.3063005016865645e-07,1.4997764992585871e-05
1867,2.2274404898325884e-07,1.572359360579867e-05
1868,2.1636648739331577e-07,1.5118484952836297e-05
1869,2.4417596478087944e-07,1.5808927855687216e-05
1870,2.1330662036689318e-07,1.542688551126048e-05
1871,2.145477822068642e-07,1.504702140664449e-05
1872,2.4007937327041873e-07,1.5235062164720148e-05
1873,1.9753814228806732e-07,1.4221549463400152e-05
1874,2.1209862666182744e-07,1.4602542250941042e-05
1875,2.4202060444622475e-07,1.4988112525315955e-05
1876,2.2672556099223584e-07,1.5786145013407804e-05
1877,2.3007515892459196e-07,1.6062585928011686e-05
1878,2.681355510958383e-07,1.4975128578953445e-05
1879,2.541479204865027e-07,1.5485305993934162e-05
1880,2.2334104698984447e-07,1.4876567547617014e-05
1881,2.2869825500038132e-07,1.4578118680219632e-05
1882,2.455837204706768e-07,1.448278362659039e-05
1883,2.3128779957914958e-07,1.4890258171362802e-05
1884,2.3237973323375627e-07,1.4722444575454574e-05
1885,2.2237442465211643e-07,1.4244210433389526e-05
1886,2.5555718252689985e-07,1.3873656826035585e-05
1887,2.2981814140621282e-07,1.4084195754549e-05
1888,2.2065339067012246e-07,1.3830148418492172e-05
1889,1.9609878165738337e-07,1.3684311852557585e-05
1890,2.5103301481976814e-07,1.4308226127468515e-05
1891,2.619804320147523e-07,1.4680465937999543e-05
1892,1.9118962768516212e-07,1.4126719179330394e-05
1893,2.50031717996535e-07,1.4297379493655171e-05
1894,2.489107941983093e-07,1.419862837792607e-05
1895,2.1004964878557075e-07,1.3803090041619726e-05
1896,2.6241778527946735e-07,1.402431462338427e-05
1897,2.493833335392992e-07,1.391477508150274e-05
1898,2.50665124212901e-07,1.416286249877885e-05
1899,2.2110313580014918e-07,1.4124068002274726e-05
1900,2.5280428417318035e-07,1.4001827366882935e-05
1901,2.7328934493198176e-07,1.4157952136883978e-05
1902,3.0100039793978794e-07,1.323075957770925e-05
1903,2.2734927540568606e-07,1.4461249520536512e-05
1904,2.5206992404491757e-07,1.4175573596730828e-05
1905,2.8745427016474423e-07,1.436806905985577e-05
1906,2.397189859948412e-07,1.4233958609111141e-05
1907,2.7771355348704674e-07,1.4628817552875262e-05
1908,2.966478973576159e-07,1.4548516446666326e-05
1909,2.150884625962135e-07,1.411552420904627e-05
1910,2.597257093839289e-07,1.4072751582716592e-05
1911,2.979409430281521e-07,1.4272967746364884e-05
1912,3.021464181074407e-07,1.4968751202104613e-05
1913,2.402254324351816e-07,1.4731705050508026e-05
1914,2.122867783782567e-07,1.4805161299591418e-05
1915,2.7449175377114443e-07,1.480723949498497e-05
1916,2.955627280698536e-07,1.5260486179613508e-05
1917,3.662785843516758e-07,1.3180545465729665e-05
1918,2.8371349003464275e-07,1.3601018508779816e-05
1919,3.185915602443856e-07,1.3366112398216501e-05
1920,2.604847679776867e-07,1.4399355677596759e-05
1921,2.612597995721444e-07,1.4619946341554169e-05
1922,3.644700257154909e-07,1.480677838117117e-05
1923,3.471415084277396e-07,1.463089938624762e-05
1924,3.2744725331212976e-07,1.4947838280932046e-05
1925,2.958509810468968e-07,1.5147790691116825e-05
1926,3.2881109746085713e-07,1.4896813809173182e-05
1927,3.322469126487704e-07,1.5041418919281568e-05
1928,3.153587329052243e-07,1.5657104086130857e-05
1929,3.364402800798416e-07,1.4492554328171536e-05
1930,3.4977000495928223e-07,1.5169303878792562e-05
1931,3.558471348696912e-07,1.5011730283731595e-05
1932,4.219421612106089e-07,1.512416019977536e-05
1933,3.7279653497535037e-07,1.5456716937478632e-05
1934,3.7741978076155647e-07,1.4839187315374147e-05
1935,3.985438752351911e-07,1.5990824977052398e-05
1936,4.1830264763120795e-07,1.5496598280151375e-05
1937,4.0039756754595146e-07,1.551477544126101e-05
1938,4.0840424730959057e-07,1.6793841496109962e-05
1939,4.2058638882735977e-07,1.640592745388858e-05
1940,5.122281550029584e-07,1.6695594240445644e-05
1941,5.814459882458323e-07,1.6454627257189713e-05
1942,5.006449441680161e-07,1.687325129751116e-05
1943,4.964531967743824e-07,1.7802638467401266e-05
1944,6.233581189007964e-07,1.803561463020742e-05
1945,5.707680656996672e-07,1.62647120305337e-05
1946,6.946631287974014e-07,1.7035255950759165e-05
1947,7.045234724500915e-07,1.7720374671625905e-05
1948,6.914520440659544e-07,1.760811028361786e-05
1949,8.275737855001353e-07,1.741046435199678e-05
1950,6.285498557190294e-07,1.8056716726277955e-05
1951,7.633563541276089e-07,1.8571096006780863e-05
1952,8.530746526957955e-07,1.7582406144356355e-05
1953,7.864894087106222e-07,1.863549005065579e-05
1954,9.537994856145815e-07,1.828636959544383e-05
1955,9.385607881995384e-07,1.844271901063621e-05
1956,1.0151409242098453e-06,1.8785338397719897e-05
1957,1.1423703654145356e-06,1.8632210412761196e-05
1958,1.101862835639622e-06,1.8394986909697764e-05
1959,1.1223082765354775e-06,1.813054950616788e-05
1960,1.2381370879666065e-06,1.8641956557985395e-05
1961,1.2562271649585455e-06,1.928183701238595e-05
1962,1.3406895504886052e-06,1.8958644432132132e-05
1963,1.38826158035954e-06,1.88356134458445e-05
1964,1.4029631074663484e-06,1.8781211110763252e-05
1965,1.476904458286299e-06,1.913518826768268e-05
1966,1.6445512756035896e-06,1.9373468603589572e-05
1967,1.5860889561736258e-06,1.9049337424803525e-05
1968,1.7404236132279038e-06,1.95291249838192e-05
1969,1.7226886939170072e-06,1.8083008399116807e-05
1970,1.726821210468188e-06,1.8737504433374852e-05
1971,1.984448999792221e-06,1.9163653632858768e-05
1972,2.1172115793888224e-06,1.9068242181674577e-05
1973,2.111005642291275e-06,1.906576108012814e-05
1974,2.1298415049386676e-06,1.8076087144436315e-05
1975,2.3417069314746186e-06,1.8768494555843063e-05
1976,2.5545177777530625e-06,1.932314808072988e-05
1977,2.546997166064102e-06,1.9692508431035094e-05
1978,2.5871274829114554e-06,2.0129100448684767e-05
1979,2.6052985049318522e-06,2.0016674170619808e-05
1980,2.720913016673876e-06,2.032498196058441e-05
1981,2.8971016945433803e-06,2.0470110030146316e-05
1982,2.9833256576239364e-06,2.165983823942952e-05
