year,est_VERB en_PRON,est_VERB sans_ADP
1983,3.085031949012773e-06,2.118914926541038e-05
1984,2.7945422971242806e-06,2.0994149963371456e-05
1985,2.934389158326667e-06,2.116634277626872e-05
1986,2.9828559036104707e-06,2.142489029210992e-05
1987,3.0016333312232746e-06,2.144102290912997e-05
1988,2.992879899466061e-06,2.1693133021472022e-05
1989,3.0031003461772343e-06,2.1448679035529494e-05
1990,2.9940338208689354e-06,2.211770879512187e-05
1991,3.0796138617006363e-06,2.1625290173687972e-05
1992,3.2012776500778273e-06,2.231196776847355e-05
1993,3.055980641875067e-06,2.2089250705903396e-05
1994,3.105349378529354e-06,2.2060798073653132e-05
1995,3.238287717977073e-06,2.2589929358218797e-05
1996,3.389688572497107e-06,2.2965006792219356e-05
1997,3.3636185889918124e-06,2.289993608428631e-05
1998,3.3419817100366345e-06,2.350163231312763e-05
1999,3.3225362585653784e-06,2.2864260245114565e-05
2000,3.3917228847712977e-06,2.3741617042105645e-05
2001,3.4173451695096446e-06,2.3535430955234915e-05
2002,3.335424025863176e-06,2.3465821868740022e-05
2003,3.4039592264889507e-06,2.314808989467565e-05
2004,3.390367737665656e-06,2.3041022359393537e-05
2005,3.407987378523103e-06,2.329654489585664e-05
2006,3.244073695896077e-06,2.292264616698958e-05
2007,3.141258730465779e-06,2.237867192889098e-05
2008,3.0359801712620538e-06,2.181001218559686e-05
2009,3.0554576824215474e-06,2.0650564692914486e-05
2010,2.9433954296109732e-06,1.9851740944432095e-05
2011,2.910807552325423e-06,1.9185632481821813e-05
2012,2.5824660951911937e-06,1.716492261039093e-05
2013,2.267837544422946e-06,1.671801510383375e-05
2014,2.155267566195107e-06,1.6888956452021375e-05
2015,2.033264536294155e-06,1.6539421267225407e-05
2016,1.9456097106740344e-06,1.589960629644338e-05
2017,2.2504659682454076e-06,1.61534953804221e-05
2018,2.120158569596242e-06,1.5311454262700863e-05
2019,2.0785448668902973e-06,1.5642912330804393e-05
