year,devaient_VERB ôter_VERB,devaient_VERB sauter_VERB
1870,1.1468097582678638e-09,2.8670243956696595e-09
1871,7.434824311758348e-09,6.37270636261178e-09
1872,4.23313739617015e-09,1.8142017887967654e-09
1873,1.7958012854535355e-09,2.3944017879529156e-09
1874,3.5847653734322193e-09,0.0
1875,7.437985338754061e-09,1.716458086775674e-09
1876,1.1487427897804992e-08,1.209202959984168e-09
1877,0.0,7.421779191219002e-09
1878,4.831270938865373e-09,2.4156354694326865e-09
1879,2.443730107160036e-09,0.0
1880,3.8507077526617195e-09,5.776061406947974e-09
1881,0.0,1.3945015142624584e-09
1882,1.9966155395678697e-09,7.320923423037584e-09
1883,6.319338941018771e-10,1.2638677882037541e-09
1884,4.621187876807653e-09,2.6406787867472303e-09
1885,2.5782542767416317e-09,3.2228177904158883e-09
1886,5.162771099520569e-09,1.2906927748801422e-09
1887,1.9586774424595887e-09,9.793386546164129e-09
1888,1.268122939990235e-09,3.804368819970705e-09
1889,4.385595886446936e-09,8.14467782106476e-09
1890,1.3108772956016423e-09,6.554386478008212e-10
1891,9.561330394092238e-09,3.1871101313640793e-09
1892,7.522214851007902e-09,4.387958441043338e-09
1893,2.463366621796581e-09,7.390100087434348e-09
1894,1.2603078580752936e-09,4.411077725308132e-09
1895,1.2037228991346183e-09,1.8055843487019274e-09
1896,2.358811590497112e-09,3.5382172747233653e-09
1897,1.1653427112179315e-09,4.078699600285063e-09
1898,2.26334195829736e-09,9.05336783318944e-09
1899,0.0,8.291367592505594e-09
1900,2.07642125715779e-09,4.671947717582725e-09
1901,5.588738916095792e-10,9.500856101851696e-09
1902,0.0,0.0
1903,1.0800440541913758e-09,4.860198465905796e-09
1904,1.0749250378694342e-09,1.2361637935498493e-08
1905,1.0321518084666081e-09,6.708986699521802e-09
1906,5.658602919567102e-09,3.0865106026567446e-09
1907,3.0857059130084963e-09,3.0857059130084963e-09
1908,3.437972351250096e-09,5.40252820258047e-09
1909,1.6502950117569526e-09,5.500983557560346e-10
1910,1.6032452032632705e-09,4.809735720812114e-09
1911,3.7242617878519013e-09,5.3203743632934675e-09
1912,2.0837684910901544e-09,3.646594803896619e-09
1913,0.0,4.242391771214216e-09
1914,2.0090231700464756e-09,8.705766774141921e-09
1915,0.0,2.3561523843085297e-09
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,0.0,9.189101035644853e-09
1919,9.207848372660976e-10,1.4732557396257562e-08
1920,0.0,1.3630017114962811e-08
1921,3.7863738810983705e-09,1.5145494858259667e-09
1922,2.2133805899215986e-09,3.6889677978990676e-09
1923,0.0,3.1847844361720945e-09
1924,0.0,1.289162443462999e-09
1925,0.0,2.1996355847875293e-09
1926,1.1146138456652466e-09,3.343841648018042e-09
1927,1.1149224876660924e-09,1.1149224654616319e-08
1928,0.0,4.570416489713125e-09
1929,0.0,0.0
1930,0.0,2.100720708497761e-09
1931,0.0,4.5621426636444085e-09
1932,1.0959536611565568e-09,2.1919073223131136e-09
1933,2.2941324395731044e-09,5.735331320977366e-09
1934,0.0,2.3963160344919743e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,9.699771652549316e-09
1937,0.0,6.295559185076627e-09
1938,0.0,3.8895642262559704e-09
1939,0.0,6.117620188206274e-09
1940,2.5357829169792012e-09,1.5214697057785997e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,9.639558484764166e-09
1945,6.535512131478072e-09,2.178504132643866e-08
1946,0.0,1.9489545977080525e-08
1947,1.1920870957027319e-09,9.536696765621855e-09
1948,0.0,2.174377566888097e-09
1949,0.0,4.908504269707237e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,3.1984206394497505e-09,9.595261474260042e-09
1952,0.0,9.490323193972472e-09
1953,2.1547654771580937e-09,9.69644453618912e-09
1954,0.0,8.795282724349818e-09
1955,0.0,3.754243138587299e-09
1956,1.744228317335228e-09,2.616342476002842e-09
1957,0.0,6.184526224473075e-09
1958,0.0,4.1361216673863055e-09
1959,0.0,3.8753737996444215e-09
1960,2.076250060767393e-09,2.7683333403416555e-09
1961,1.3896318540318475e-09,7.64297514166401e-09
1962,1.9025869768540815e-09,1.4586500007851555e-08
1963,6.466053248388448e-10,5.1728425987107585e-09
1964,1.8251904432275978e-09,9.125952438182594e-09
1965,1.0944086747954884e-09,1.0396882466068291e-08
1966,1.6617224263271169e-09,6.6468897053084675e-09
1967,1.9721342336964653e-09,7.395503320850594e-09
1968,1.7965663401398047e-09,1.122853987567396e-08
1969,4.5417578031781147e-10,9.991866889436096e-09
1970,2.2993624781975086e-09,5.058597540852361e-09
1971,0.0,6.166076982339064e-09
1972,2.0520587451500205e-09,1.0260293725750103e-09
1973,5.513203782392395e-10,4.9618833486420044e-09
1974,2.812785782069227e-09,6.1881286761433785e-09
1975,1.1422960355389478e-09,3.998036124386317e-09
1976,0.0,9.712995741040231e-09
1977,1.7630346071939584e-09,2.938390863960194e-09
1978,2.970295565063452e-09,9.504946163474415e-09
1979,0.0,9.363157360553487e-09
1980,5.685150683554241e-10,5.116635559687666e-09
1981,0.0,6.958104314946922e-09
1982,2.483000915987077e-09,8.069752865935698e-09
1983,6.315316047889041e-10,8.841442245000053e-09
1984,4.059305780401701e-09,6.378909400694965e-09
1985,1.2031116103372597e-09,4.210890747202711e-09
1986,1.1988970927134801e-09,5.395036861699509e-09
1987,6.110816852533674e-10,7.332980445085013e-09
1988,0.0,6.596209356501959e-09
1989,2.1952488715726304e-09,5.488121956886971e-09
1990,0.0,4.90378582185258e-09
1991,0.0,7.033758464558559e-09
1992,0.0,5.509944056569793e-09
1993,1.661762283333701e-09,8.308811416668505e-09
1994,1.0549853213248639e-09,7.912389854425328e-09
1995,5.422450821690461e-10,9.21816667442954e-09
1996,5.338092190498855e-10,3.736664311304594e-09
1997,2.876936688878118e-09,7.192341833217597e-09
1998,4.768129224785866e-10,9.059445638115449e-09
1999,9.140402323914998e-10,3.656160929565999e-09
2000,8.836062992401139e-10,7.510653432518666e-09
2001,1.3143635069212678e-09,3.066848330846028e-09
2002,1.752488598683044e-09,7.886198361006791e-09
2003,1.2500769308587678e-09,6.250384210204629e-09
2004,8.809582507929292e-10,3.9643119897903034e-09
2005,4.503749373441224e-09,8.557123898356167e-09
2006,2.0589450144825605e-09,7.412201963319376e-09
2007,1.997239706952314e-09,7.589511241690161e-09
2008,1.2772318758180745e-09,1.1069342775726909e-08
2009,1.907277002999308e-09,5.721831008997924e-09
2010,2.3618964561933353e-09,7.085689368580006e-09
2011,3.82397197240536e-10,8.030340836739924e-09
2012,3.744677901096338e-09,8.851056776393307e-09
2013,2.7891249310130206e-09,1.2551062411603198e-08
2014,3.681256854903836e-09,1.1260315346817151e-08
2015,2.881548111233201e-09,1.0196246513771712e-08
2016,2.278474076078396e-09,1.0149566520567532e-08
2017,1.2578056374223934e-09,1.1320251402935355e-08
2018,2.581466596041082e-09,1.0842160058643913e-08
2019,7.65296326310505e-10,8.418259866971312e-09
