year,grandissant_VERB en_ADP,grandissant_VERB sans_ADP
1800,0.0,0.0
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,3.522177216552791e-09
1826,0.0,1.8496766784892316e-08
1827,0.0,9.217273055917019e-10
1828,8.255071293206129e-09,1.2841221419535032e-08
1829,0.0,2.571952872898464e-09
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,1.7588959622116818e-08
1833,0.0,1.1583628500844156e-09
1834,0.0,7.467624740797874e-09
1835,7.563087933704082e-10,0.0
1836,6.048674894287842e-09,1.3441500135158435e-09
1837,2.7831563720326358e-09,6.957890930081589e-10
1838,5.680945491803868e-09,0.0
1839,9.788065469251706e-09,6.9914751765765e-10
1840,7.006657365415947e-09,5.095750932326837e-09
1841,1.926164561183441e-09,3.852329122366882e-09
1842,3.3541325272778977e-09,0.0
1843,4.134837805480629e-09,7.678984559333912e-09
1844,1.097712254427563e-09,6.037417232818143e-09
1845,1.674068439427856e-09,5.022205318283568e-09
1846,5.854501106128396e-09,4.6836010625384006e-09
1847,4.314578916364553e-09,1.0786447290911383e-09
1848,0.0,1.206783295515379e-08
1849,5.865590457787562e-09,3.3517659758786067e-09
1850,3.394498016007219e-09,6.788996032014438e-10
1851,0.0,1.2898877521649865e-09
1852,6.510545436100301e-10,5.208436348880241e-09
1853,5.971931837933653e-10,4.180352064508952e-09
1854,2.0782657816909023e-09,3.117398783558656e-09
1855,1.0613874223963649e-09,4.776243400783642e-09
1856,1.0354378465748937e-09,3.6240324075009767e-09
1857,3.4170564155999728e-09,4.881508974818871e-09
1858,2.4468380654951716e-09,1.3212924865335651e-08
1859,1.5276520048956854e-09,8.656694916453489e-09
1860,1.3731551729012637e-09,5.492620580582752e-09
1861,1.4147890858851042e-08,4.715963619617014e-09
1862,7.228778048373741e-09,7.228778076129316e-09
1863,1.9978483312144135e-09,6.99246927027275e-09
1864,2.3973640850272204e-09,1.9178911792039344e-09
1865,0.0,5.648213063924601e-09
1866,4.865612912574591e-10,9.731225825149181e-09
1867,2.91168689159349e-09,4.367530337390235e-09
1868,0.0,5.9278488784286765e-09
1869,6.8369265804335555e-09,7.325278605918584e-09
1870,2.2936195165357276e-09,1.2614907340946502e-08
1871,0.0,2.2304472935275044e-08
1872,1.8142017887967654e-09,1.0885210954825197e-08
1873,5.9860045809045914e-09,8.380405869257146e-09
1874,1.1949218281515073e-09,1.2546679251101978e-08
1875,4.577221712764867e-09,6.293679799540541e-09
1876,1.209202959984168e-09,1.3301232115736639e-08
1877,3.0924081073635534e-09,2.4739263970730008e-09
1878,6.039088673581716e-10,6.039088784604019e-09
1879,3.665595160740054e-09,7.94212251520321e-09
1880,6.417846254436199e-10,1.3477476912271413e-08
1881,4.183504653809678e-09,1.1156012114099667e-08
1882,4.6587693702804245e-09,1.3976308776975088e-08
1883,6.319338941018771e-10,5.687405213450347e-09
1884,3.9610181801208455e-09,2.6406787867472303e-09
1885,9.66845359329227e-09,1.933690763067375e-09
1886,6.453463874400711e-10,9.680196200179125e-09
1887,1.9586774424595887e-09,8.48760173255414e-09
1888,1.9021844099853524e-09,1.014498351992188e-08
1889,1.0650732740202784e-08,9.397704836544563e-09
1890,1.9663159989136147e-09,1.3108772733971819e-08
1891,1.211101841036566e-08,1.0836173736095134e-08
1892,4.387958441043338e-09,2.0686090174137917e-08
1893,1.847525021858587e-09,1.4164357686752282e-08
1894,2.520615716150587e-09,1.2603078580752936e-09
1895,1.8055843487019274e-09,1.8055843487019274e-09
1896,2.3588115349859606e-09,8.255840455717589e-09
1897,0.0,5.826713556089658e-10
1898,5.6583546736987955e-09,1.1316709347397591e-08
1899,4.4220627160029835e-09,5.527578395003729e-09
1900,2.07642125715779e-09,1.2977632857236188e-08
1901,4.470991132876634e-09,8.38310842965484e-09
1902,4.910283846193408e-10,1.276673788908056e-08
1903,4.860198243861191e-09,1.0260418292773466e-08
1904,1.6123875568041512e-09,1.1286712897629059e-08
1905,3.0964554253998244e-09,2.0643036169332163e-09
1906,3.0865106026567446e-09,1.5432553013283723e-09
1907,5.142843373384665e-10,3.599990305858114e-09
1908,1.4734167219643268e-09,5.40252820258047e-09
1909,3.8506885458033935e-09,9.901770681164379e-09
1910,1.6032452032632705e-09,4.275320542035388e-09
1911,4.2562992019767876e-09,3.1922244847493175e-09
1912,3.125652625612929e-09,5.209421227725386e-10
1913,2.121195941118259e-09,3.71209285532359e-09
1914,0.0,4.018046340092951e-09
1915,8.246533234057551e-09,4.712304768617059e-09
1916,1.0987462051303964e-09,1.648119329900055e-08
1917,0.0,2.1932848870420685e-09
1918,9.189101035644853e-09,0.0
1919,9.207848372660976e-10,3.6831393490643904e-09
1920,1.514446346106979e-09,3.786115865267448e-09
1921,7.572747429129834e-10,1.5145494858259667e-09
1922,2.2133805899215986e-09,7.377935484775833e-10
1923,2.1231896241147297e-09,7.431163684401554e-09
1924,2.578324886925998e-09,7.734974438733389e-09
1925,2.1996355847875293e-09,1.0998177923937646e-09
1926,1.1146138456652466e-09,1.2260752413340015e-08
1927,1.1149224876660924e-09,7.804457635707251e-09
1928,0.0,4.570416489713125e-09
1929,0.0,4.4561625500705304e-09
1930,4.201441528017824e-09,2.100720708497761e-09
1931,0.0,0.0
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,9.176529758292418e-09,6.882397318719313e-09
1934,1.1981580172459871e-09,7.188948103475923e-09
1935,7.180970484910176e-09,4.787313656606784e-09
1936,8.487300195980652e-09,3.6374143697059935e-09
1937,1.2591118148108649e-09,0.0
1938,2.5930428915188486e-09,0.0
1939,0.0,6.117620188206274e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,8.854508237732261e-09
1942,9.102635090130207e-09,3.034211770724937e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,0.0
1947,0.0,8.344609669919123e-09
1948,2.174377566888097e-09,2.174377566888097e-09
1949,9.817008317369869e-10,2.945102384188658e-09
1950,0.0,2.1270722960764488e-09
1951,1.0661401761424827e-09,2.1322803522849654e-09
1952,1.0544803918932644e-09,2.1089607837865287e-09
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,9.772536113672459e-10,6.840775057526116e-09
1955,9.385607846468247e-10,3.754243138587299e-09
1956,1.744228317335228e-09,2.616342476002842e-09
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,3.875373910666724e-09,3.8753737996444215e-09
1960,0.0,2.7683333403416555e-09
1961,2.0844477810477713e-09,6.25334317660986e-09
1962,3.805173953708163e-09,1.2683912808952869e-09
1963,7.1126584622049904e-09,1.2932106496776896e-09
1964,1.8251904432275978e-09,1.1559539991878864e-08
1965,5.47204326295514e-09,4.377634699181954e-09
1966,1.1078149508847446e-09,1.1078149508847446e-09
1967,9.860671168482327e-10,4.437302081328198e-09
1968,2.245707841908029e-09,3.1439910674890825e-09
1969,1.3625273131978588e-09,1.3625273131978588e-09
1970,2.2993625059530842e-09,1.3796175313274261e-09
1971,4.624557736754298e-09,6.166076982339064e-09
1972,0.0,4.10411743478889e-09
1973,3.859242703185828e-09,1.102640756478479e-09
1974,2.2502286700643026e-09,6.1881286761433785e-09
1975,3.4268881066168433e-09,6.282628195464213e-09
1976,1.142705374768127e-09,2.856763492431469e-09
1977,5.876781838942691e-10,1.7630346071939584e-09
1978,4.75247319275951e-09,5.940591352171509e-10
1979,2.9259866751729646e-09,5.851973128301324e-09
1980,1.1370301367108482e-09,6.822181042309694e-09
1981,3.162774819820413e-09,5.060439622894819e-09
1982,2.483000915987077e-09,4.345251713999687e-09
1983,0.0,1.2630632095778083e-09
1984,0.0,4.059305780401701e-09
1985,6.015558051686298e-10,3.0077789148208467e-09
1986,1.7983456945813714e-09,2.3977941854269602e-09
1987,1.2221633705067347e-09,1.8332451112712533e-09
1988,1.1993107618124554e-09,5.396898483667201e-09
1989,1.0976244357863152e-09,2.7440609784434855e-09
1990,2.7243255429354463e-09,3.2691906959314565e-09
1991,1.1722930404189924e-09,5.8614650910726596e-09
1992,0.0,4.958949750832886e-09
1993,2.2156829704300662e-09,2.2156829704300662e-09
1994,2.637463358823311e-09,2.1099706426497278e-09
1995,1.0844901643380922e-09,2.1689803286761844e-09
