year,grandissant_VERB en_ADP,grandissant_VERB sans_ADP
1996,2.6690460952494277e-09,5.3380921904988554e-09
1997,1.917957792585412e-09,2.3974471297094624e-09
1998,1.43043876743576e-09,2.8608774238492174e-09
1999,3.1991408688814005e-09,3.1991407301035224e-09
2000,3.0926219363180962e-09,5.743440834038438e-09
2001,1.7524846851468823e-09,1.7524847129024579e-09
2002,2.190610748353805e-09,6.133709984368352e-09
2003,8.333845835650777e-10,2.9168460979889232e-09
2004,1.7619165015858584e-09,1.7619165015858584e-09
2005,1.8014998381943315e-09,1.3511248786457486e-09
2006,2.8825228870488218e-09,2.8825229980711242e-09
2007,4.393927360846206e-09,2.3966877371606188e-09
2008,3.831695793987677e-09,2.1287198670449925e-09
2009,5.245011758248097e-09,4.291373478793048e-09
2010,8.975206577943595e-09,4.723793189942427e-09
2011,1.91198598620268e-09,4.97116342534909e-09
2012,5.446804146602702e-09,2.3829768713845567e-09
2013,7.530637613495372e-09,3.3469500504423877e-09
2014,4.763979391531059e-09,4.114345711347944e-09
2015,3.5465205910911735e-09,3.3248631625681924e-09
2016,7.456824269169715e-09,4.556948152156792e-09
2017,6.037467414898856e-09,3.5218559180094644e-09
2018,7.744400343234759e-09,6.7118134383648e-09
2019,8.16316081397872e-09,4.081580573522814e-09
