year,soient_VERB avant_ADP,soient_VERB savants_ADJ
1885,1.933690718658454e-08,1.933690763067375e-09
1886,1.5488312854472497e-08,6.453463874400711e-10
1887,1.566941953967671e-08,1.3057849024278312e-08
1888,1.0779045211961602e-08,0.0
1889,2.192797943223468e-08,6.265136742733546e-10
1890,8.520702365899524e-09,1.9663159989136147e-09
1891,1.211101796627645e-08,0.0
1892,7.522214851007902e-09,6.268512375839919e-10
1893,1.1085149687062312e-08,6.158416554491453e-10
1894,1.071261657159539e-08,0.0
1895,5.416753268150387e-09,6.018614495673091e-10
1896,1.3563166589847242e-08,3.5382172747233653e-09
1897,1.3984112534615178e-08,2.9133566670225264e-09
1898,3.1120951149432585e-08,2.26334195829736e-09
1899,5.527578395003729e-09,6.633094074004475e-09
1900,1.972600216504361e-08,1.5573159428683425e-09
1901,1.1736351446245408e-08,4.470991132876634e-09
1902,1.915010727771005e-08,3.928227076954727e-09
1903,9.1803746826713e-09,1.0800440541913758e-09
1904,1.3974025492302644e-08,5.374625189347171e-09
1905,1.857873321853276e-08,7.741138396966107e-09
1906,2.2634411678268407e-08,1.1317205839134203e-08
1907,8.742834012309686e-09,3.599990305858114e-09
1908,2.3083527977973972e-08,1.964555629285769e-09
1909,2.1453836041018803e-08,1.6502950117569526e-09
1910,2.0307773240801907e-08,8.550641084070776e-09
1911,1.8621308939259507e-08,2.6601871816467337e-09
1912,1.719108944087111e-08,5.730363294986773e-09
1913,1.96210621083992e-08,2.121195885607108e-09
1914,2.6117300322425763e-08,6.027069510139427e-09
1915,4.2410743361642744e-08,2.3561523843085297e-09
1916,1.538244731591476e-08,6.592477230782379e-09
1917,2.1932848870420685e-09,1.4256351654751143e-08
1918,2.412139110674616e-08,3.44591288836682e-09
1919,1.1049418269237776e-08,0.0
1920,3.256059599721084e-08,5.300562211374427e-09
1921,6.815472630705699e-09,4.543648568500203e-09
1922,2.5084981203349344e-08,0.0
1923,2.5478275489376756e-08,4.246379248229459e-09
1924,1.804827398643738e-08,1.289162443462999e-09
1925,3.189471442510694e-08,4.399271169575059e-09
1926,1.671920735191179e-08,2.229227691330493e-09
1927,2.2298449309232637e-08,4.4596899506643695e-09
1928,4.570416489713125e-09,2.2852082448565625e-09
1929,1.7824650200282122e-08,1.1140406375176326e-09
1930,1.1553964007759987e-08,2.100720708497761e-09
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,6.575722188983946e-09,1.0959536611565568e-09
1933,1.261772819560747e-08,3.4411986593596566e-09
1934,1.677421224144382e-08,7.188948103475923e-09
1935,1.555876849579363e-08,1.196828414151696e-09
1936,1.2124714565686645e-08,2.424942913137329e-09
1937,1.2591118370153254e-08,0.0
1938,1.4261735792331365e-08,6.482607339819424e-09
1939,1.988226472349197e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,2.1239483061208375e-08,6.068423541449874e-09
1943,2.0322646676618206e-08,1.1612940831184915e-08
1944,1.2852744646352221e-08,1.2852744646352221e-08
1945,3.921307367704685e-08,0.0
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,1.549713246618012e-08,8.344609447874518e-09
1948,3.044128504825494e-08,4.348755133776194e-09
1949,2.1597418964347526e-08,4.908504269707237e-09
1950,1.595304155443955e-08,4.2541445921528975e-09
1951,1.2793682557799002e-08,4.264560704569931e-09
1952,1.687168627029223e-08,1.1599284199803606e-08
1953,1.1851209791302608e-08,1.0773827385790469e-09
1954,1.6613311615287785e-08,3.9090144454689835e-09
1955,1.8771215692936494e-08,0.0
1956,2.1802854632824165e-08,1.744228317335228e-09
1957,1.501956425897788e-08,7.068030161150318e-09
1958,2.0680609225109947e-08,6.617794756635931e-09
1959,2.5577467255288866e-08,9.300897829689347e-09
1960,2.0070416439921246e-08,1.038124963770315e-08
1961,1.320150300188061e-08,4.86371165564492e-09
1962,1.9660065575521912e-08,7.610347907416326e-09
1963,1.4225316924409981e-08,5.1728425987107585e-09
1964,2.007709554163739e-08,6.083968329129164e-10
1965,1.4774516721161035e-08,4.924839203113152e-09
1966,1.6617224929404983e-08,3.8773522170743036e-09
1967,1.3311906243984595e-08,5.916402479044791e-09
1968,2.2007936806289763e-08,5.838840522187638e-09
1969,2.9067249940339934e-08,4.087581828571274e-09
1970,1.3336302728816918e-08,4.1388523719376735e-09
1971,1.490135304038631e-08,4.1107179882260425e-09
1972,2.1546616935097518e-08,0.0
1973,8.821126051827832e-09,6.064523994098181e-09
1974,1.518904291231138e-08,4.500457340128605e-09
1975,1.8847885030481848e-08,3.998036124386317e-09
1976,1.428381679602353e-08,2.856763492431469e-09
1977,9.990529292736028e-09,5.876781727920388e-09
1978,2.257424647211792e-08,4.158414057542359e-09
1979,2.1067103617156135e-08,4.096381456264453e-09
1980,1.989802811408481e-08,5.685150683554241e-10
1981,1.3283654176632353e-08,3.1627747087981106e-09
1982,1.9864007327896616e-08,4.345251713999687e-09
1983,1.5788289786655696e-08,3.157658134966823e-09
1984,1.333771937339634e-08,2.8995041922996734e-09
1985,1.6242006850575308e-08,1.2632671797518924e-08
1986,2.038125046510686e-08,1.019062523255343e-08
1987,1.8943532964499354e-08,1.0388388815840699e-08
1988,1.798966131616453e-08,2.398621523624911e-09
1989,1.5915555096057687e-08,1.6464366536794728e-09
1990,2.7243254763220648e-08,7.628111475810329e-09
1991,2.1687421636329418e-08,5.2753188484189195e-09
1992,1.322386644631024e-08,5.509944056569793e-09
1993,2.3818591543545153e-08,4.985286850001103e-09
1994,1.7407257857371405e-08,6.857404422078162e-09
1995,2.2232049090575856e-08,3.795715741716776e-09
1996,1.5480466686312866e-08,2.6690460952494277e-09
1997,2.4933450859521145e-08,9.58978851883785e-09
1998,2.6701524546979272e-08,2.86087753487152e-09
1999,2.833524703760304e-08,5.0272213059088244e-09
2000,2.164835422036049e-08,4.418031274155965e-09
2001,2.1467938537966802e-08,5.257454027685071e-09
2002,1.62105191492401e-08,2.1906108038649563e-09
2003,2.25013838672794e-08,8.333845613606172e-09
2004,2.8631143678126136e-08,7.047666006343434e-09
2005,1.6663873836364473e-08,4.954124666056714e-09
2006,1.7706927479821388e-08,8.235780057930242e-09
2007,1.5179022483380322e-08,9.18730247434496e-09
2008,2.8524846484856425e-08,3.8316958494988285e-09
2009,2.145686650578682e-08,2.860915504498962e-09
2010,1.322662068758973e-08,4.2514138876015295e-09
2011,1.1471915861704929e-08,8.030340836739924e-09
2012,1.6680838044180746e-08,2.0425516833455504e-09
2013,1.4224537991935904e-08,6.693900100884775e-09
2014,1.2992670939127038e-08,4.547434873103384e-09
2015,1.0639562120218216e-08,2.659890530054554e-09
2016,9.942432654952427e-09,3.5212781579474495e-09
2017,1.2578056818313144e-08,1.0062445321423752e-09
2018,1.2132893800753664e-08,3.0977600484760615e-09
2019,1.3775333762566788e-08,4.846876677788714e-09
