year,datant_VERB en_ADP
1920,6.815008557481406e-09
1921,1.438822039290244e-08
1922,5.902348387820666e-09
1923,2.866305948145964e-08
1924,1.2891624656674594e-08
1925,1.6497267552040284e-08
1926,2.1177662290483568e-08
1927,1.5608915049369898e-08
1928,1.2568645679778001e-08
1929,1.0026365515614089e-08
1930,3.3611531891075686e-08
1931,9.124285327288817e-09
1932,1.4247397928102146e-08
1933,1.0323596200123575e-08
1934,3.2350264689284813e-08
1935,1.0771455727365264e-08
1936,3.6374143697059935e-09
1937,1.1332006444320086e-08
1938,6.482607339819424e-09
1939,1.3764645423464117e-08
1940,1.2678914806940611e-08
1941,1.7709016475464523e-08
1942,0.0
1943,3.774205836748479e-08
1944,6.4263723231761105e-09
1945,2.178504132643866e-08
1946,1.9489545977080525e-08
1947,8.344609447874518e-09
1948,6.523132922708896e-09
1949,2.2579119018928395e-08
1950,1.0635361036293034e-08
1951,3.1984203729962246e-08
1952,1.8980646387944944e-08
1953,2.0470271810957286e-08
1954,1.7590564560521216e-08
1955,2.62797024142003e-08
1956,1.4825940475304833e-08
1957,1.6786571077620493e-08
1958,2.7298403093567458e-08
1959,3.255313940631055e-08
1960,2.6299166511201122e-08
1961,1.3896318928896534e-08
1962,2.473363025501385e-08
1963,2.198458126656533e-08
1964,1.6426714211092985e-08
1965,2.407699106754535e-08
1966,1.7725038436999796e-08
1967,1.429797347185513e-08
1968,2.3804503673785504e-08
1969,1.1354394285900682e-08
1970,1.3336302728816918e-08
1971,2.4664307929356255e-08
1972,2.4111690422046195e-08
1973,1.7642252103655665e-08
1974,2.700274492895005e-08
1975,1.5420996479775795e-08
1976,1.942599142656931e-08
1977,1.9393379346865913e-08
1978,7.72276909088987e-09
1979,1.2289143924704149e-08
1980,1.4212877097463661e-08
1981,2.1506869174459098e-08
1982,1.3035754697909852e-08
1983,2.0209011353244932e-08
1984,2.0876431250371752e-08
1985,1.6843562655743938e-08
1986,1.6185110141009318e-08
1987,1.8943532964499354e-08
1988,2.158759387915765e-08
1989,1.8659616074501173e-08
1990,1.5801088049105516e-08
1991,2.1101275393675678e-08
1992,2.0386792698445788e-08
1993,2.3818591543545153e-08
1994,1.7934750518033837e-08
1995,1.789408771157852e-08
1996,2.4021414191111035e-08
1997,1.4384683666435194e-08
1998,1.382757464085671e-08
1999,2.376504681933511e-08
2000,1.8113928246243916e-08
2001,2.6725391677473453e-08
2002,1.4896152755738967e-08
2003,1.3334153781130453e-08
2004,1.365485272075695e-08
2005,1.5763123362155795e-08
2006,1.4824403926638752e-08
2007,1.0385647009059085e-08
2008,1.830699147831183e-08
2009,1.6688673776243945e-08
2010,1.2754241052181925e-08
2011,1.3383901875663184e-08
2012,1.361701096325163e-08
2013,5.578249973048344e-09
2014,7.795602746663022e-09
2015,1.0861219479352258e-08
2016,9.5281642575884e-09
2017,9.559322805552384e-09
2018,1.0325867161320446e-08
2019,1.1479445394257937e-08
