year,étaient_VERB en_ADP,étaient_VERB sans_ADP,etaient_VERB en_ADP,etaient_VERB sans_ADP
1877,1.1684973287628964e-05,1.6358837910956936e-06,1.8554447978047506e-09,1.2369631985365004e-09
1878,1.237469678017078e-05,1.8805721992976032e-06,4.831270938865373e-09,0.0
1879,1.2022541341139004e-05,1.7387139905622462e-06,5.498392852132383e-09,0.0
1880,1.1584854291868396e-05,1.7097142972488655e-06,5.134277003548959e-09,1.2835692508872398e-09
1881,1.1563904081413057e-05,1.6225025092353462e-06,4.183504653809678e-09,0.0
1882,1.171081567008514e-05,1.6831469338285387e-06,3.9932310791357395e-09,6.655385131892899e-10
1883,1.1364699275873136e-05,1.7454013914175448e-06,5.687405213450347e-09,6.319338941018771e-10
1884,1.1918703421542887e-05,1.6207166027015774e-06,3.300848483434038e-09,3.300848483434038e-09
1885,1.1696250112436246e-05,1.651371917432698e-06,5.80107206715752e-09,6.445635691854079e-10
1886,1.1564607120817527e-05,1.6004590861484758e-06,3.872078213618124e-09,6.453463874400711e-10
1887,1.0990138434863184e-05,1.5101402368600247e-06,5.223139698529167e-09,0.0
1888,1.1270442882960197e-05,1.5058959661473637e-06,1.2047167707862627e-08,1.268122939990235e-09
1889,1.104668899643002e-05,1.4353428241520305e-06,3.759081934617825e-09,1.2530273485467092e-09
1890,1.0787209248519503e-05,1.5933713939375593e-06,6.554386366985909e-09,6.554386478008212e-10
1891,1.1203967005712911e-05,1.5361870282504242e-06,5.736798147637501e-09,0.0
1892,1.1026940228475723e-05,1.4843836879663286e-06,6.8953633913793055e-09,6.268512375839919e-10
1893,1.1091923624917399e-05,1.412740743944596e-06,6.15841644346915e-09,6.158416554491453e-10
1894,1.0792015928018373e-05,1.4997663129179273e-06,1.1342770278588432e-08,1.8904617871129403e-09
1895,1.1237355465709697e-05,1.650905915084877e-06,4.814891596538473e-09,1.2037228991346183e-09
1896,1.1327013453410473e-05,1.473077873015427e-06,5.307326134129653e-09,5.89702897624278e-10
1897,1.0666381967894267e-05,1.3337347581909853e-06,6.992056267307589e-09,0.0
1898,1.0485497114132158e-05,1.474567284276418e-06,2.8291773368493978e-09,0.0
1899,1.0843450581887737e-05,1.3553622011386324e-06,1.0502398950507086e-08,2.7637891975018647e-09
1900,1.0971290976158343e-05,1.3180083442421164e-06,6.748368974740515e-09,1.5573159428683425e-09
1901,1.0243599717796315e-05,1.3558280897996156e-06,5.029864968975062e-09,0.0
1902,9.311862413596828e-06,1.1116882205897127e-06,6.38336894454028e-09,4.910283846193408e-10
1903,1.0612512596708257e-05,1.2577113466250012e-06,4.860198465905796e-09,2.1600881083827517e-09
1904,1.0349916010454763e-05,1.4398621033251402e-06,5.374625189347171e-09,1.0749250378694342e-09
1905,1.0120764272869565e-05,1.404758563694486e-06,6.192911072844254e-09,1.5482277682110634e-09
1906,1.039639664668357e-05,1.3750404832535423e-06,5.144184633820714e-09,1.0288369045596824e-09
1907,9.875801879388746e-06,1.3613106375487405e-06,4.6285588695127444e-09,5.142843373384665e-10
1908,9.721603419166058e-06,1.4031838873052038e-06,2.9468334439286537e-09,1.4734167219643268e-09
1909,9.836859135248233e-06,1.3526918110073893e-06,3.850688656825696e-09,2.2003934230241384e-09
1910,9.837512152444106e-06,1.2040371757393586e-06,4.809735720812114e-09,1.068830135508847e-09
1911,1.039388280332787e-05,1.3034916719334433e-06,1.5961122423746588e-09,2.128149656499545e-09
1912,9.870811481960118e-06,1.3033971981712966e-06,4.167536982180309e-09,1.5628263128064646e-09
1913,9.53424478211673e-06,1.3506714822142385e-06,7.42418571064718e-09,5.30298971401777e-10
1914,9.84555299510248e-06,1.3045256537225214e-06,2.0090231700464756e-08,6.696743715117748e-10
1915,1.1148134944960475e-05,1.3312261444298201e-06,3.534228465440492e-09,4.712304768617059e-09
1916,1.1297308446955867e-05,1.3888152352592442e-06,5.493730803607377e-09,2.197492410260793e-09
1917,1.1187946256541181e-05,1.2710086139122723e-06,2.1932848870420685e-09,2.1932848870420685e-09
1918,1.1556443496374413e-05,1.2370827562335762e-06,4.594550517822427e-09,0.0
1919,1.126948518503923e-05,1.3065937309875153e-06,5.524709134618888e-09,9.207848372660976e-10
1920,1.0686690984584857e-05,1.1161469046783168e-06,2.2716695191604686e-09,0.0
1921,9.952861546480563e-06,1.1919504459001473e-06,5.300923255902035e-09,0.0
1922,9.868726920103654e-06,1.2690048833974288e-06,5.164555005876537e-09,2.2133805899215986e-09
1923,9.633972695155535e-06,1.1879245676027494e-06,1.2739137744688378e-08,0.0
1924,9.788610441319179e-06,1.2027885532006621e-06,3.867487219366694e-09,0.0
1925,9.027304258779623e-06,1.2570917533594184e-06,1.3197813508725176e-08,2.1996355847875293e-09
1926,9.560042599332519e-06,1.213814471157093e-06,6.687683296036084e-09,0.0
1927,9.314062481280416e-06,1.2966548865733785e-06,7.804457524684949e-09,1.1149224876660924e-09
1928,9.250523362425156e-06,1.2934278856846504e-06,4.570416489713125e-09,0.0
1929,9.533960110275075e-06,1.2677782024184125e-06,6.684243825105796e-09,0.0
1930,9.841876817517914e-06,1.3108497114444617e-06,2.100720708497761e-09,0.0
1931,9.67516371019883e-06,1.1701896482918528e-06,4.5621426636444085e-09,2.2810713318222042e-09
1932,9.786866030481178e-06,1.3589825584858772e-06,9.863582839386709e-09,2.1919073223131136e-09
1933,9.6215917437803e-06,1.275537670153426e-06,5.735331320977366e-09,3.4411986593596566e-09
1934,9.525356290396303e-06,1.0915219945673016e-06,3.5944740517379614e-09,1.1981580172459871e-09
1935,8.755996532272547e-06,1.2423079169820994e-06,8.377798899061872e-09,0.0
1936,9.186896022583824e-06,1.190647026305669e-06,6.0623572828433225e-09,1.2124714565686645e-09
1937,9.226770998793654e-06,1.2100064168407698e-06,6.295559185076627e-09,1.2591118148108649e-09
1938,8.8357937784167e-06,1.1500145546960994e-06,1.5558256905023882e-08,1.0372171566075394e-08
1939,8.760432137933094e-06,1.0048190688394243e-06,1.2235240376412548e-08,0.0
1940,8.865096788213123e-06,1.1740675063265371e-06,3.0429394115571995e-08,2.5357829169792012e-09
1941,8.869265002431348e-06,1.0861529062822228e-06,1.1806010391524069e-08,0.0
1942,8.802247975836508e-06,1.2106504527764628e-06,1.2136847082899749e-08,6.068423541449874e-09
1943,9.490676347923e-06,1.3441979263006942e-06,5.806470415592457e-09,2.9032352077962287e-09
1944,9.948023944161832e-06,1.4459337762673385e-06,6.4263723231761105e-09,0.0
1945,1.1092942258983385e-05,1.4421697187572136e-06,8.714016175304096e-09,0.0
1946,9.810201845539268e-06,1.3155444094081759e-06,2.7842208538686464e-09,1.3921104269343232e-09
1947,1.0085056601383258e-05,1.2946065908181481e-06,1.4305045148432782e-08,0.0
1948,9.131298611464445e-06,1.2111282785554067e-06,8.697510267552389e-09,0.0
1949,9.989787940867245e-06,1.1898214324901346e-06,7.853606653895895e-09,0.0
1950,8.792253538558725e-06,1.2773068647220498e-06,6.381216888229346e-09,0.0
1951,9.39162873692112e-06,1.215399834109121e-06,1.2793682557799002e-08,2.1322803522849654e-09
1952,9.03057025425369e-06,1.1177492069691652e-06,8.435843135146115e-09,3.1634410646574906e-09
1953,8.92396110430127e-06,1.170037648989819e-06,7.54167928107563e-09,0.0
1954,8.506015547027346e-06,1.1766132956836373e-06,9.772536113672459e-10,2.9317608341017376e-09
1955,8.214284207497258e-06,1.2736269354718388e-06,2.0648336374051723e-08,0.0
1956,8.210954547394067e-06,1.1538070339156548e-06,9.593255967388359e-09,2.616342476002842e-09
1957,8.604442882642616e-06,1.1635744385785074e-06,8.835037590415595e-09,8.835037701437898e-10
1958,8.350002644874621e-06,1.1026900210708845e-06,1.6544486891589827e-09,0.0
1959,8.601004992669914e-06,1.1029313782273675e-06,8.525822714489095e-09,7.750747821333448e-10
1960,8.62266642798204e-06,1.094875869966927e-06,3.460416619915918e-09,1.3841666701708277e-09
1961,8.738004908082075e-06,1.1811870308520156e-06,5.55852741612739e-09,0.0
1962,9.021432560984977e-06,1.237949845744879e-06,9.512934440181198e-09,1.9025869768540815e-09
1963,9.465008588449564e-06,1.1089281315435073e-06,9.69907976156037e-09,6.466053248388448e-10
1964,8.91301351657603e-06,1.206450974677864e-06,5.475571551727398e-09,0.0
1965,9.082497854251415e-06,1.1868861520270002e-06,8.20806533852192e-09,5.472043373977442e-10
1966,8.979393896879628e-06,1.2379831559883314e-06,4.431259803538978e-09,0.0
1967,8.688730304129422e-06,1.1601080132095376e-06,7.395503320850594e-09,1.9721342336964653e-09
1968,9.58243526838487e-06,1.3213744978202158e-06,8.084548142051062e-09,1.7965663401398047e-09
1969,9.308332664659247e-06,1.1586024584175902e-06,9.537691525451919e-09,4.5417578031781147e-10
1970,8.613871614215896e-06,1.141403572546551e-06,5.978342709767048e-09,1.3796175313274261e-09
1971,8.578555025451351e-06,1.1016724101864384e-06,6.679916619845017e-09,1.0276794970565106e-09
1972,8.638654435344506e-06,1.1132418649140163e-06,9.747279428040656e-09,2.0520587451500205e-09
1973,8.48482068249723e-06,1.0756260735433898e-06,7.718485406371656e-09,1.6539611902288698e-09
1974,8.539617738279048e-06,1.0069772997667314e-06,6.1881286761433785e-09,1.6876715580593782e-09
1975,8.487259947287384e-06,9.875149089566548e-07,8.567219822452898e-09,1.7134440533084216e-09
1976,8.585145224060398e-06,1.1992692634521518e-06,6.8562320265641574e-09,1.7140580066410394e-09
1977,8.493125278619118e-06,1.0977828424074687e-06,7.052138428775834e-09,2.3507127355770763e-09
1978,8.321580025949515e-06,1.1346529618094792e-06,1.0099005187669263e-08,2.970295565063452e-09
1979,8.361299478565343e-06,1.0966598438244546e-06,1.345953837272873e-08,3.5111840102075575e-09
1980,8.626078852103092e-06,1.05175286080339e-06,1.193881615790815e-08,2.8425752862659692e-09
1981,8.411715498368721e-06,1.140496578955208e-06,1.0753434587229549e-08,1.2651099057237047e-09
1982,8.430409252468962e-06,1.2390174788379227e-06,1.2415004135846175e-08,6.207502289967692e-10
1983,8.543991498299874e-06,1.1455982757979655e-06,1.0104505676622466e-08,3.78918940668882e-09
1984,8.412042006966658e-06,1.1284870424788096e-06,9.278413592994639e-09,1.739702604197646e-09
1985,8.67804374138359e-06,1.1910805142179015e-06,3.609334831011779e-09,3.0077789148208467e-09
1986,8.732166861591395e-06,1.1845103244922939e-06,1.4386765556650971e-08,2.997242676272549e-09
1987,8.38159667182481e-06,1.1091132137153181e-06,9.777306964053878e-09,2.4443267410134695e-09
1988,8.41136625240324e-06,1.129750785366923e-06,1.199310784016916e-08,1.1993107618124554e-09
1989,8.596594852861017e-06,1.1437247167123132e-06,9.878619700032232e-09,1.0976244357863152e-09
1990,8.49826119520003e-06,1.0870058986256481e-06,9.80757164370516e-09,0.0
1991,8.580012945458293e-06,1.082612584468734e-06,8.20605094986604e-09,2.344586080837985e-09
1992,8.767974577494897e-06,1.1609452030825196e-06,4.4079553340736766e-09,2.7549720282848966e-09
1993,8.617344974481966e-06,1.1394149623811245e-06,9.416652346772025e-09,3.323524566667402e-09
1994,8.757433533901349e-06,1.1789461495936848e-06,7.912389854425328e-09,1.5824779264761446e-09
1995,8.493184395774733e-06,1.138172478931665e-06,8.133675954979935e-09,3.795715741716776e-09
1996,8.560698006476741e-06,1.2005369853795855e-06,1.2811421257197253e-08,2.6690460952494277e-09
1997,8.779931704339106e-06,1.080289735000406e-06,2.4453962410575514e-08,9.110299181713799e-09
1998,8.739503755350597e-06,1.1634235761448508e-06,5.2449422582867555e-08,3.337690568372409e-09
1999,9.008780580188613e-06,1.1146720453325543e-06,3.519054914136177e-08,9.140402323914998e-10
2000,8.72649616212584e-06,1.1239471859880723e-06,1.0161472552283612e-08,4.4180314962005696e-10
2001,9.043696991284378e-06,1.1601448477449594e-06,8.324302136486494e-09,1.3143635069212678e-09
2002,8.99640053830808e-06,1.1189639508302207e-06,4.381221607729913e-09,8.76244299341522e-10
2003,9.41224516282091e-06,1.1775724715334945e-06,5.000307723435071e-09,1.2500769308587678e-09
2004,9.354014764539897e-06,1.1364361398591427e-06,3.523833003171717e-09,1.7619165015858584e-09
2005,9.238991879101377e-06,1.163318529506796e-06,6.305249655724765e-09,2.251874686720612e-09
2006,9.018179298436735e-06,1.1764811915782047e-06,7.000412693969338e-09,1.6471559671771274e-09
2007,9.229644092556555e-06,1.1036746627723915e-06,7.589511241690161e-09,7.988958938831558e-10
2008,9.411495739186648e-06,1.1358848723830306e-06,6.3861596011349775e-09,4.257439678578834e-10
2009,9.68801396084018e-06,1.138167590397643e-06,5.245011536203492e-09,1.430457752249481e-09
2010,1.0514218956814148e-05,1.189923409583571e-06,4.723793023408973e-10,0.0
2011,1.0544602446316276e-05,1.2106695521652e-06,6.883149605840799e-09,0.0
2012,1.1955055015278049e-05,1.3834883247909602e-06,1.7021263287730903e-09,3.404252713057332e-10
2013,1.29264790302841e-05,1.4662430203316035e-06,5.578250084070646e-10,0.0
2014,1.271506062039407e-05,1.5023858850327088e-06,8.661780737106994e-10,0.0
2015,1.242678627022542e-05,1.456068389416032e-06,8.866301581811342e-10,0.0
2016,1.3005323125980794e-05,1.572354221934802e-06,1.86420612280358e-09,0.0
2017,1.270207667403156e-05,1.2922695304951048e-06,1.509366853724714e-09,0.0
2018,1.2890295693068765e-05,1.3694681229026173e-06,4.3884935685412074e-09,2.5814667070633845e-10
2019,1.2160558981122449e-05,1.3772782949672546e-06,1.53059265262101e-09,0.0
