year,étaient_VERB en_ADP,étaient_VERB sans_ADP,etaient_VERB en_ADP,etaient_VERB sans_ADP
1800,5.901596523472108e-06,9.24384380596166e-07,1.5720821977538435e-08,3.144164484325529e-09
1801,5.838659490109421e-06,9.167553116640192e-07,9.524730337773235e-09,0.0
1802,4.3951181396550965e-06,8.3247653037688e-07,8.951360541686881e-09,0.0
1803,5.60332455279422e-06,9.96623384708073e-07,9.751696339321825e-09,1.950339223455444e-09
1804,6.9459010774153285e-06,1.579512741045619e-06,1.4831105232815389e-08,2.4718509461507665e-09
1805,6.461861175921513e-06,1.2622376743820496e-06,2.842877711017877e-09,5.685755422035754e-09
1806,6.734460839652456e-06,1.1757209676943603e-06,1.152667650217154e-08,2.881669125542885e-09
1807,9.386410965817049e-06,1.6113765468617203e-06,2.2775640928784924e-08,8.540865792383556e-09
1808,6.0640140873147175e-06,1.291662215407996e-06,1.5862518409903714e-08,6.798221985349073e-09
1809,8.134768904710654e-06,1.287647364733857e-06,3.6144488291256494e-08,2.259030518203531e-09
1810,7.069522780511761e-06,1.3128111504556728e-06,3.042164919975221e-08,0.0
1811,7.639062459929846e-06,1.4791752391829505e-06,1.504245972228091e-08,0.0
1812,8.76444664754672e-06,1.4749660977031454e-06,8.00162425207418e-09,2.6672082320544632e-09
1813,9.366290214529727e-06,1.8979894775839057e-06,2.0130190847567064e-08,1.4378708002027452e-08
1814,8.477148185193073e-06,1.6110986962303286e-06,9.440030979135372e-09,0.0
1815,9.955451787391212e-06,1.9527899439708563e-06,3.506390555685357e-08,1.0788894222457657e-08
1816,8.746636922296602e-06,1.2097892749807215e-06,2.7811246638975717e-08,6.952811659743929e-09
1817,1.0032492355094291e-05,1.7343569425065652e-06,2.6466848268569265e-08,4.670620334934483e-09
1818,1.039288235915592e-05,1.9669942048494704e-06,1.668964877410417e-08,1.1921177378582115e-09
1819,1.0458700671733823e-05,1.8103986576534226e-06,2.173720581311045e-08,3.1053151161586356e-09
1820,1.2055158549628686e-05,1.9793289993685903e-06,2.3732962262101864e-08,3.5599443393152796e-09
1821,1.144721591117559e-05,2.0640095499402378e-06,1.1833785507064931e-08,8.875339574387908e-09
1822,1.1409150829422288e-05,2.475324663464562e-06,2.2056354964661296e-08,1.0025615893027862e-09
1823,1.3518527339329012e-05,2.1168714283703594e-06,2.174191138237802e-08,8.894418535021487e-09
1824,1.2384930414555129e-05,2.219805310232914e-06,5.894778887238772e-09,4.210556348027694e-09
1825,1.2950165000802372e-05,2.1652583654940827e-06,1.7610886970942374e-08,3.522177216552791e-09
1826,1.3080737517157104e-05,2.327950369362952e-06,3.170874407487645e-08,7.0463874735082754e-09
1827,1.3703320291824639e-05,2.2895706024428364e-06,2.5808365222701468e-08,7.373818444733615e-09
1828,1.4108833966020029e-05,2.365536602155771e-06,5.044765671868845e-08,1.1006761724274838e-08
1829,1.4363498848979361e-05,3.0546225389116444e-06,2.8291481157793896e-08,8.573175946935407e-09
1830,1.4034412743058056e-05,2.5163210466416785e-06,2.1917355041978226e-08,3.1310507520032616e-09
1831,1.2437105397111736e-05,2.2186286514624953e-06,3.1182413096075834e-08,3.1182412207897414e-09
1832,1.2626167517737485e-05,2.1905020730628166e-06,2.4353944638733083e-08,2.705993873419743e-09
1833,1.3543578461394645e-05,2.559981794547639e-06,1.2741991461950875e-08,1.1583628500844156e-09
1834,1.4008330254000612e-05,2.476451072652708e-06,1.7735608537350345e-08,5.600718555598405e-09
1835,1.4493901289824862e-05,2.2613633063883753e-06,3.7059130875150004e-08,6.806779140333674e-09
1836,1.3836680409440305e-05,2.135854401785764e-06,2.016225053580456e-08,4.032449929525228e-09
1837,1.4244194062484894e-05,2.515973392291926e-06,1.461157062010443e-08,6.957891152126194e-09
1838,1.593694651091937e-05,2.617022346385056e-06,1.2624323808552163e-08,1.2624323808552163e-09
1839,1.5070124391058926e-05,2.409961552984896e-06,1.3283802502428443e-08,1.3982950353153e-09
1840,1.6065629097283818e-05,2.801388973239227e-06,1.2102408852854296e-08,4.458782232319436e-09
1841,1.4737084711669013e-05,2.593259523564484e-06,1.3483152372373297e-08,1.2841097074556274e-09
1842,1.595225512573961e-05,2.6833060928765917e-06,1.542900918138912e-08,3.3541325272778977e-09
1843,1.3945035789220128e-05,2.5913618628692348e-06,1.0041748765843295e-08,6.497602011990011e-09
1844,1.5363581042038277e-05,2.5225426725228317e-06,8.232841963717874e-09,6.586273748609983e-09
1845,1.4612384802603628e-05,2.3308612071559764e-06,9.48638767539478e-09,4.464182357111213e-09
1846,1.420243461325299e-05,2.5244610242225463e-06,9.367202125076801e-09,2.9272506640865004e-09
1847,1.4116762940830085e-05,2.500298478480545e-06,1.1865092020002521e-08,2.1572894581822766e-09
1848,1.4238433323043864e-05,2.3628815597476205e-06,1.850401076808339e-08,5.63165514222419e-09
1849,1.3467395547195338e-05,2.2599281237489777e-06,1.508294644736452e-08,6.703531951757213e-09
1850,1.37626529976842e-05,2.130386974386056e-06,5.431196825611551e-09,2.0366988096043315e-09
1851,1.4281637049862184e-05,2.4230541839642683e-06,1.096404567135778e-08,6.449438760824933e-10
1852,1.2868744306615554e-05,2.0319412215030752e-06,1.6927417689771573e-08,3.2552727180501506e-09
1853,1.3138250324118417e-05,2.259181883346173e-06,1.0749477752369785e-08,5.971931837933653e-10
1854,1.2499729564297013e-05,2.0621591829694808e-06,1.7665259477439577e-08,3.117398783558656e-09
1855,1.323284777754452e-05,2.1386956632341025e-06,8.491099379170919e-09,2.653468555990912e-09
1856,1.2664958376262803e-05,2.1909863789915107e-06,5.177189343896771e-09,4.141751386299575e-09
1857,1.3583287000074051e-05,2.20351330426638e-06,3.4170564155999728e-09,4.881508974818871e-09
1858,1.2993199561606161e-05,2.057301344393636e-06,5.3830437884982985e-09,9.787352039936081e-10
1859,1.36954004119616e-05,2.0536735974019393e-06,7.129042689513199e-09,1.5276520048956854e-09
1860,1.3684406440006569e-05,2.2615865873376606e-06,8.238931314963338e-09,1.8308735638683515e-09
1861,1.3013702300668228e-05,1.9137380604661303e-06,8.017138064531082e-09,1.4147891747029462e-09
1862,1.3286945431900676e-05,2.034449153143214e-06,9.487771457372673e-09,1.8071945051545413e-09
1863,1.2768248780048452e-05,2.0078375655430136e-06,5.494082966350788e-09,1.4983863039219614e-09
1864,1.1755713785532862e-05,1.985017433980829e-06,5.274200631788517e-09,2.3973640850272204e-09
1865,1.2946175047545694e-05,2.045123892457923e-06,7.530950973944073e-09,0.0
1866,1.2872465958935209e-05,2.1457353795995004e-06,7.298419202328432e-09,4.865612912574591e-10
1867,1.2495019291236531e-05,1.9702415556821506e-06,7.279217228983725e-09,4.85281148598915e-10
1868,1.2299298759899102e-05,2.0129987206018995e-06,7.409810987013543e-09,0.0
1869,1.268835967493942e-05,1.9114092992822407e-06,1.0255390314739543e-08,2.441759683335931e-09
1870,1.2942321518494282e-05,2.0906340978399385e-06,9.17447806614291e-09,1.1468097582678638e-09
1871,1.3188316188461613e-05,1.964917828445323e-06,1.1683295220166201e-08,2.1242354542039266e-09
1872,1.3618608136312105e-05,1.9569190499169054e-06,4.8378714367913744e-09,0.0
1873,1.230782345373882e-05,1.8406964272799087e-06,2.9930022904522957e-09,1.7958012854535355e-09
1874,1.314951714448398e-05,2.001494067371823e-06,5.377148060148329e-09,1.1949218281515073e-09
1875,1.243116184923565e-05,1.875516545624123e-06,4.577221712764867e-09,1.716458086775674e-09
1876,1.1759499102481641e-05,1.4806689705437748e-06,7.859819461941697e-09,3.627608879952504e-09
