year,serait_VERB en_ADP,serait_VERB sans_ADP
1882,4.163608991802903e-06,1.95934535440756e-06
1883,3.7644301755790366e-06,1.854094080044888e-06
1884,3.8870794014655985e-06,1.90921082321438e-06
1885,3.6946382806490874e-06,1.8898604139394592e-06
1886,3.7881832213315647e-06,1.8986090708494885e-06
1887,3.820726760750404e-06,1.8463798596712877e-06
1888,3.7752020034531597e-06,1.9789058569585904e-06
1889,3.7897812035225797e-06,1.8883122265833663e-06
1890,3.910347004421055e-06,2.020061856455868e-06
1891,3.952016413677484e-06,2.1614980596496025e-06
1892,3.778032350965077e-06,1.8849416392185958e-06
1893,3.949392521462869e-06,1.910956598294433e-06
1894,3.971229943999788e-06,1.944024916156195e-06
1895,3.896450834872667e-06,1.860955649135576e-06
1896,3.830709829344414e-06,1.9985031940450426e-06
1897,3.892244876624318e-06,1.9041699488298036e-06
1898,3.793926907746936e-06,2.0058866994077107e-06
1899,3.855485829262761e-06,2.1037963051639963e-06
1900,3.574040192688699e-06,2.020876991082332e-06
1901,3.8919979488127865e-06,2.1024836769356625e-06
1902,3.6463768537942087e-06,1.912064590214868e-06
1903,4.066365818289341e-06,2.152527713406016e-06
1904,3.886928880092455e-06,2.1251269117783522e-06
1905,4.013006218883675e-06,2.094752062475891e-06
1906,3.9466185626224615e-06,2.0993416001147125e-06
1907,3.86690408049617e-06,2.1116513835295336e-06
1908,3.925673354387982e-06,2.1177909275138518e-06
1909,3.710413466251339e-06,2.0865229544142494e-06
1910,3.7141846860322403e-06,2.0425343336683e-06
1911,3.772677246161038e-06,2.0286586277507013e-06
1912,3.968536930187838e-06,2.124402044501039e-06
1913,3.839364580926485e-06,2.0628629044949776e-06
1914,3.837234089587582e-06,2.072642246275791e-06
1915,4.01959596274537e-06,2.016866346821189e-06
1916,3.85550038117799e-06,2.3612055883859284e-06
1917,3.996165105490945e-06,2.174642077079625e-06
1918,3.908814051101217e-06,2.11234464586596e-06
1919,3.8912367017474025e-06,2.274338612551219e-06
1920,4.023126621177653e-06,2.0657048480643425e-06
1921,4.026429905934492e-06,2.137029241566779e-06
1922,3.998103238700423e-06,2.0459015104279388e-06
1923,4.012828412669478e-06,1.9809358491329476e-06
1924,3.5993416531709954e-06,1.918273710543872e-06
1925,3.631598247011425e-06,1.94227823158144e-06
1926,3.583483476177207e-06,2.0453164779610233e-06
1927,3.721611165019567e-06,2.0436530121514807e-06
1928,3.4232418784085894e-06,1.9504252577462466e-06
1929,3.987151558249025e-06,2.1500984530575806e-06
1930,3.7109232380316826e-06,2.1038717932242434e-06
1931,4.039777195430361e-06,2.2183419332577614e-06
1932,4.334496679803124e-06,2.290543079652707e-06
1933,4.198262558929855e-06,2.1897494661970995e-06
1934,3.820925940090092e-06,2.100370920743444e-06
1935,3.863362053380115e-06,2.0405923351063393e-06
1936,3.7974605220369995e-06,2.0648387817345792e-06
1937,3.773558091779705e-06,1.936514081535279e-06
1938,3.741760792763671e-06,2.192417696278426e-06
1939,3.597160684876144e-06,2.1381083570304327e-06
1940,3.291446319053648e-06,1.879015144368168e-06
1941,3.338149326737039e-06,1.750241040099354e-06
1942,3.5682330690178787e-06,2.196769401052734e-06
1943,3.576785729819676e-06,2.014845222220174e-06
1944,3.6019816889165668e-06,2.345625944144558e-06
1945,4.36790060120984e-06,2.1632545212924015e-06
1946,3.6668188840849325e-06,2.21484765461355e-06
1947,3.7908368994976627e-06,2.29715192290314e-06
1948,3.792114512179978e-06,2.177639089495642e-06
1949,3.842377282126108e-06,2.2049000563129084e-06
1950,3.722376504811109e-06,2.3387160581478383e-06
1951,3.872220986522734e-06,2.5502072276140098e-06
1952,3.9300484786508605e-06,2.2713506950822193e-06
1953,3.746059746845276e-06,2.393944441791973e-06
1954,3.988172011304414e-06,2.3385678105114494e-06
1955,3.892211680067703e-06,2.412101139270817e-06
1956,3.785847638937412e-06,2.352091996726813e-06
1957,3.773444632315659e-06,2.4305188617290696e-06
1958,3.8110224522824865e-06,2.2062072275730316e-06
1959,3.6947815260646166e-06,2.3934310320328223e-06
1960,3.7164875266171293e-06,2.208437990702805e-06
1961,3.7304666875570547e-06,2.217852397734532e-06
1962,3.8432253859355114e-06,2.233637133031152e-06
1963,3.71086798622855e-06,2.370455149502959e-06
1964,3.7373818031483097e-06,2.219431735284161e-06
1965,3.6903461477777455e-06,2.2282160898612347e-06
1966,3.760477738978807e-06,2.3302886802412104e-06
1967,3.574986294552218e-06,2.137300498361583e-06
1968,3.5284563182358397e-06,2.3000541204964975e-06
1969,4.058060767420102e-06,2.249078534077853e-06
1970,4.016526418126887e-06,2.252455487905536e-06
1971,3.5994473819300765e-06,2.248048986075446e-06
1972,3.6300918964116136e-06,2.1064383872726467e-06
1973,3.5278990253573284e-06,2.0845423023274634e-06
1974,3.552548605512129e-06,2.066835122604971e-06
1975,3.436026418057736e-06,2.0424254216777626e-06
1976,3.5115335776936263e-06,2.132859663106501e-06
1977,3.4708273233263753e-06,2.0985987703170395e-06
1978,3.520988457239582e-06,2.098216782542295e-06
1979,3.7048844205855858e-06,2.221408976765815e-06
1980,3.6095020732318517e-06,2.189919996453682e-06
1981,3.5315542845637538e-06,2.0817383301618975e-06
1982,3.6580811411113245e-06,2.1720049971918343e-06
1983,3.68877613254881e-06,2.029742518061539e-06
1984,3.564650569387595e-06,2.0777847566932905e-06
1985,3.4288680126337567e-06,2.1234920950519154e-06
1986,3.5541304441721877e-06,2.0932743609591853e-06
1987,3.437334498812561e-06,2.032457587120007e-06
1988,3.6273154364607763e-06,2.103590986735071e-06
1989,3.545875642885221e-06,2.0739614683407126e-06
1990,3.6015583191328915e-06,1.9707770206878195e-06
1991,3.508672989482875e-06,2.0286531707824906e-06
1992,3.471264790277928e-06,2.0182926618872443e-06
1993,3.6198721318214666e-06,1.96309520106297e-06
1994,3.6122696656093467e-06,2.0751560896314913e-06
1995,3.698653699757415e-06,1.9466599496809067e-06
1996,3.8391558518924285e-06,2.054631750070257e-06
1997,3.878110874211416e-06,2.026801894317032e-06
1998,3.7472727854037657e-06,1.9935548607463716e-06
1999,3.8723314901289996e-06,2.0136305920459563e-06
2000,3.747374421436689e-06,1.912565721795545e-06
2001,3.7165818866924383e-06,1.9645353859232273e-06
2002,3.696436579048168e-06,1.9912652078346582e-06
2003,3.828151875495678e-06,1.9701210476341657e-06
2004,3.833930350083392e-06,1.8583814380690455e-06
2005,3.7462189084180864e-06,1.8465373159415321e-06
2006,3.6719225136039313e-06,1.9753517790377373e-06
2007,3.888226274284534e-06,1.988451913348399e-06
2008,3.652457507996587e-06,1.949907300513587e-06
2009,3.734925257958821e-06,2.1075411495985463e-06
2010,3.716680339493905e-06,2.2702549813402584e-06
2011,3.4216900530736893e-06,2.1831056074006483e-06
2012,3.6769333746633492e-06,2.294125806656666e-06
2013,3.76085631614842e-06,2.477300768077839e-06
2014,3.678874918477959e-06,2.5725489649630617e-06
2015,3.6835049286310095e-06,2.4014377686398802e-06
2016,3.690092398755951e-06,2.362570512559614e-06
2017,3.5958148600911954e-06,2.341027993679745e-06
2018,3.669296802399913e-06,2.4180599211831577e-06
2019,3.5499544992489973e-06,2.1879820906178793e-06
