year,mettant_VERB en_ADP,mettant_VERB cent_DET
1800,1.8361920410825405e-06,0.0
1801,2.1764008359959064e-06,2.3811825844433088e-09
1802,2.092380611884437e-06,0.0
1803,1.9366868242443047e-06,0.0
1804,1.9873682379767388e-06,0.0
1805,1.975800074660583e-06,0.0
1806,1.5244030144856424e-06,0.0
1807,2.1038997886080324e-06,0.0
1808,1.9057682436596224e-06,0.0
1809,1.9924648881897156e-06,0.0
1810,1.5398034034497243e-06,0.0
1811,1.9103925161800817e-06,0.0
1812,2.243122140921372e-06,0.0
1813,2.2833387962606366e-06,0.0
1814,2.404061383742828e-06,0.0
1815,2.1038342961077205e-06,0.0
1816,2.0464442869183586e-06,2.3176038865813098e-09
1817,2.187407246001527e-06,0.0
1818,1.9431520212886966e-06,0.0
1819,1.8466273603578998e-06,0.0
1820,2.2581912775265778e-06,0.0
1821,2.1014830995369493e-06,0.0
1822,1.924918265672204e-06,0.0
1823,2.334290721162091e-06,0.0
1824,2.573492135837796e-06,0.0
1825,2.1476474660886424e-06,0.0
1826,2.4503811664189357e-06,0.0
1827,2.449951170602205e-06,0.0
1828,2.127056679235295e-06,0.0
1829,2.48536368663288e-06,0.0
1830,2.2000850155023954e-06,0.0
1831,2.2591657784509778e-06,0.0
1832,2.3799217236941672e-06,0.0
1833,2.072311085399292e-06,0.0
1834,2.369103999200206e-06,0.0
1835,2.047327882337413e-06,0.0
1836,2.4967586362834027e-06,0.0
1837,2.541717632809082e-06,0.0
1838,2.574099591257095e-06,0.0
1839,2.3113816727260428e-06,0.0
1840,2.2287541199261796e-06,6.369688665408546e-10
1841,2.5322643963932023e-06,0.0
1842,2.5867070654328472e-06,0.0
1843,2.2989698251763002e-06,0.0
1844,2.520347393897282e-06,0.0
1845,2.470367004292484e-06,0.0
1846,2.436643391945381e-06,0.0
1847,2.247895604767791e-06,0.0
1848,2.510109078812661e-06,0.0
1849,2.50293114945066e-06,0.0
1850,2.4616898492979544e-06,0.0
1851,2.263753035691707e-06,0.0
1852,2.3359836944791823e-06,0.0
1853,2.548820567938037e-06,0.0
1854,2.68044334106321e-06,0.0
1855,2.6486923552226926e-06,0.0
1856,2.7651368572634283e-06,0.0
1857,2.6277162845644852e-06,0.0
1858,2.8251190578032492e-06,0.0
1859,2.8938822254076513e-06,0.0
1860,2.538963919107573e-06,4.577183909670879e-10
1861,2.641882822729258e-06,4.715963730639317e-10
1862,2.4329355063912317e-06,4.517986262886353e-10
1863,2.560742100143898e-06,9.989241656072068e-10
1864,2.855260586187569e-06,0.0
1865,2.717261313733843e-06,4.706844358715045e-10
1866,2.7417729171475003e-06,9.731225825149181e-10
1867,2.731647679610205e-06,9.7056229719783e-10
1868,2.9407069721543166e-06,4.93987406535723e-10
1869,2.759188344469976e-06,4.883519144627257e-10
1870,2.9627830429035384e-06,0.0
1871,2.8995813750043453e-06,4.248470908407853e-09
1872,2.7539582632130077e-06,6.047339295989218e-10
1873,2.783492163871415e-06,0.0
1874,2.925766136030461e-06,0.0
1875,2.9488749788697532e-06,0.0
1876,2.8150244766322885e-06,2.418405919968336e-09
1877,2.7373996509538756e-06,0.0
1878,2.7320836935018633e-06,0.0
1879,2.9104826211323598e-06,0.0
1880,2.7141071115011073e-06,0.0
1881,3.1055548035396896e-06,0.0
1882,2.83652523513922e-06,0.0
1883,2.9176388096630035e-06,0.0
1884,2.9172898976526085e-06,0.0
1885,2.860573083296458e-06,0.0
1886,2.9821456273282365e-06,6.453463874400711e-10
1887,3.0228921730213187e-06,0.0
1888,3.2064488983962747e-06,1.268122939990235e-09
1889,2.999747366061456e-06,6.265136742733546e-10
1890,3.1887090656823602e-06,0.0
1891,3.268700002223568e-06,0.0
1892,3.1386441499137163e-06,0.0
1893,3.38836082747207e-06,0.0
1894,3.1577013004380206e-06,0.0
1895,2.981621584297045e-06,0.0
1896,3.1790883419091642e-06,2.358811590497112e-09
1897,3.1901256960509272e-06,0.0
1898,3.329941936414116e-06,0.0
1899,3.398907892915304e-06,0.0
1900,3.537183573598668e-06,0.0
1901,3.5209055120333232e-06,0.0
1902,4.017103069742234e-06,4.910283846193408e-10
1903,3.4604611656163797e-06,5.400220270956879e-10
1904,3.2736841788505444e-06,0.0
1905,3.4319048047848355e-06,0.0
1906,3.4671802993102574e-06,1.5432553013283723e-09
1907,3.3860480606051624e-06,1.5428529565042481e-09
1908,3.4969091018410836e-06,0.0
1909,3.370452709816618e-06,0.0
1910,3.6382976702498127e-06,0.0
1911,3.6343475819933246e-06,0.0
1912,3.7065032110206175e-06,0.0
1913,3.805425375702498e-06,5.30298971401777e-10
1914,3.77495437220432e-06,6.696743715117748e-10
1915,3.470612458755795e-06,0.0
1916,3.8082544477902047e-06,0.0
1917,3.6463361325900223e-06,0.0
1918,3.854827774318892e-06,0.0
1919,4.04777002671608e-06,0.0
1920,3.834578123473875e-06,7.572231730534895e-10
1921,3.88633397818694e-06,7.572747429129834e-10
1922,3.7612715857449075e-06,7.377935484775833e-10
1923,3.569081812315744e-06,0.0
1924,3.844282311149527e-06,0.0
1925,3.762476772806167e-06,0.0
1926,3.668194107575573e-06,4.458455382660986e-09
1927,3.525384926206243e-06,0.0
1928,3.68375565074075e-06,1.1426041224282812e-09
1929,3.637342590678827e-06,2.2280812750352652e-09
1930,3.94200221620622e-06,0.0
1931,4.126457909592318e-06,1.1405356659111021e-09
1932,3.810630907707946e-06,0.0
1933,4.156968167023933e-06,0.0
1934,4.049774091186009e-06,1.1981580172459871e-09
1935,4.243953739546669e-06,0.0
1936,4.305486271505288e-06,0.0
1937,4.595758305470099e-06,0.0
1938,4.41206247359105e-06,0.0
1939,4.366451342718847e-06,0.0
1940,4.384368864407406e-06,0.0
1941,4.055364705379816e-06,0.0
1942,4.184178017396789e-06,0.0
1943,4.363562332798665e-06,0.0
1944,4.723383618454591e-06,0.0
1945,4.404935040724922e-06,0.0
1946,4.593964291643715e-06,0.0
1947,4.618145410972829e-06,0.0
1948,4.821682416888962e-06,0.0
1949,5.546609614270892e-06,0.0
1950,5.011382313568902e-06,0.0
1951,5.046041422929193e-06,0.0
1952,5.201751790195885e-06,0.0
1953,5.43431873722966e-06,0.0
1954,5.551777718437734e-06,0.0
1955,5.728974940666376e-06,0.0
1956,5.355653101446478e-06,0.0
1957,5.7816484755335296e-06,8.835037701437898e-10
1958,5.754999847340514e-06,1.6544486891589827e-09
1959,5.50148094191627e-06,0.0
1960,5.821805004302405e-06,1.3841666701708277e-09
1961,5.7676671545436875e-06,6.948159270159238e-10
1962,5.820647515974997e-06,0.0
1963,5.9261378879682525e-06,6.466053248388448e-10
1964,5.81201477700688e-06,6.083968329129164e-10
1965,5.729776539453724e-06,0.0
1966,6.0575323317380025e-06,5.539074754423723e-10
1967,5.747785401410965e-06,4.930335584241163e-10
1968,6.075987585063558e-06,4.4914158503495116e-10
1969,5.909735335762889e-06,0.0
1970,6.174248056822762e-06,0.0
1971,6.217974615196908e-06,0.0
1972,6.709205990773626e-06,0.0
1973,6.874965293945934e-06,5.513203782392395e-10
1974,7.136600245871705e-06,0.0
1975,7.035972444668914e-06,0.0
1976,7.483577462608082e-06,1.142705374768127e-09
1977,7.4423563347636446e-06,0.0
1978,7.441184891376906e-06,0.0
1979,7.693589211044127e-06,0.0
1980,8.038803130716587e-06,5.685150683554241e-10
1981,8.364274378891423e-06,0.0
1982,8.541522916516442e-06,0.0
1983,8.691769821211892e-06,0.0
1984,8.608628348838465e-06,0.0
1985,8.901822710072338e-06,0.0
1986,9.103824851308673e-06,0.0
1987,8.96823483742537e-06,0.0
1988,9.155538108984729e-06,0.0
1989,8.868805451811568e-06,0.0
1990,9.413089685494924e-06,0.0
1991,9.863673284371544e-06,1.1722930404189924e-09
1992,9.525040212565727e-06,0.0
1993,9.799412168831623e-06,5.539207426075166e-10
1994,1.002605331734685e-05,0.0
1995,1.0437133241225638e-05,0.0
1996,1.1201986680475784e-05,5.338092190498855e-10
1997,1.160700107050161e-05,0.0
1998,1.1456861045644473e-05,0.0
1999,1.155895277804575e-05,0.0
2000,1.1914989158867684e-05,8.836062992401139e-10
2001,1.2358084376273837e-05,8.762423564512289e-10
2002,1.261397468965697e-05,4.38122149670761e-10
2003,1.3248731548287651e-05,0.0
2004,1.3342553643269639e-05,8.809582507929292e-10
2005,1.349008110196337e-05,0.0
2006,1.3668100052655063e-05,8.235779835885637e-10
2007,1.2972471168382071e-05,0.0
2008,1.3137607567159648e-05,4.257439678578834e-10
2009,1.2654306431159057e-05,0.0
2010,1.2417907015560559e-05,4.723793023408973e-10
2011,1.1123551999503434e-05,0.0
2012,1.0009184009618366e-05,6.808505426114664e-10
2013,9.670733675193333e-06,1.3945624655065103e-09
2014,8.419683553029245e-06,8.661780737106994e-10
2015,8.665479469982529e-06,6.649726325136385e-10
2016,8.122552451084175e-06,8.285360175719347e-10
2017,9.27732335753717e-06,1.0062445321423752e-09
2018,8.910190373967453e-06,2.5814667070633845e-10
2019,8.397341872523612e-06,1.7856913725466939e-09
