year,craignant_VERB en_ADP,craignant_VERB sans_ADP
1848,1.528592141752938e-08,1.0378335701943797e-07
1849,3.100383505483251e-08,1.0893239199560867e-07
1850,2.1724788190624622e-08,1.3917441776811756e-07
1851,3.031236150974337e-08,1.5027192734606842e-07
1852,9.765818598239662e-09,1.5560203436848496e-07
1853,2.149895461656115e-08,1.2600776511106915e-07
1854,2.2341357874822165e-08,1.0183502396898803e-07
1855,1.751289246954002e-08,1.2312093744526464e-07
1856,3.209857357688861e-08,1.216639438084144e-07
1857,5.0767694048658996e-08,1.1569176194825559e-07
1858,3.9149408159744326e-08,1.3946976018530677e-07
1859,1.8331824058748225e-08,1.6855094386869496e-07
1860,3.1582568338350825e-08,1.006980445694694e-07
1861,1.9807048001752037e-08,1.5279722997973977e-07
1862,9.939570055905733e-09,1.2695541506957397e-07
1863,2.7470414054597825e-08,1.5533270980583325e-07
1864,1.7261019946701595e-08,8.726404487902073e-08
1865,1.976874625109204e-08,1.4355874888849485e-07
1866,1.1190909532388105e-08,1.2893874767883062e-07
1867,1.455843445796745e-08,1.3733456505349295e-07
1868,1.92655089659155e-08,1.2250887682085931e-07
1869,5.860223195597314e-09,1.5871437675230027e-07
1870,2.4656409358669862e-08,8.658413808149135e-08
1871,7.434824311758348e-09,1.2214353795059196e-07
1872,4.354084381930079e-08,1.0643317516212392e-07
1873,9.577607151811662e-09,1.1373408659309803e-07
1874,2.2106054209380943e-08,1.4578045792745797e-07
1875,1.4875970122396609e-08,1.653521390920787e-07
1876,1.0882826195768303e-08,1.0520065440999815e-07
1877,2.2265338017746217e-08,1.5709433398569672e-07
1878,2.3552445771457542e-08,1.1051532133876663e-07
1879,1.8327975581655664e-08,1.032475962503554e-07
1880,2.1820676820993867e-08,1.2514800395990733e-07
1881,1.8825771164188154e-08,1.227161359196316e-07
1882,1.9966154729544883e-08,1.2844893149122072e-07
1883,1.8958016934078614e-08,9.163041170268116e-08
1884,2.508644758592027e-08,1.3071359816763106e-07
1885,2.320428871271929e-08,1.1408775169030605e-07
1886,9.034849313138693e-09,8.77671055832252e-08
1887,1.5016526688782506e-08,1.1752064033032639e-07
1888,1.2047167707862627e-08,1.2173980135088414e-07
1889,1.2530273485467092e-08,1.296883329615639e-07
1890,6.554386366985909e-09,1.0487018098359613e-07
1891,2.103492580118882e-08,8.605197088229488e-08
1892,5.641661138255927e-09,8.963972497610939e-08
1893,1.662772503019383e-08,1.0592476318294075e-07
1894,1.7014155417882648e-08,1.0838647668265367e-07
1895,2.1065150956900425e-08,1.1074250672038488e-07
1896,1.061465249030391e-08,1.2560671347472407e-07
1897,2.155884004650943e-08,9.206207352008278e-08
1898,9.05336783318944e-09,8.883617308441671e-08
1899,1.7688250864011934e-08,1.1110432218686128e-07
1900,9.34389543516545e-09,9.759179953050534e-08
1901,1.4530721070826758e-08,8.383108296428077e-08
1902,8.347482705062248e-09,7.414528369054096e-08
1903,1.83607493653426e-08,9.828400582279073e-08
1904,1.289910045443321e-08,7.201997487271683e-08
1905,1.0837593933388234e-08,9.082935736870468e-08
1906,4.115347618238729e-09,9.156648150820956e-08
1907,1.7485667580530162e-08,7.302837801148598e-08
1908,5.893666887857307e-09,9.675436274392268e-08
1909,2.475442606453271e-08,7.426327908177655e-08
1910,7.481811170606534e-09,8.97817340472784e-08
1911,7.980560989828689e-09,7.874153951092921e-08
1912,1.82329742415277e-08,8.856016187053228e-08
1913,1.4848371532316662e-08,8.696903197602524e-08
1914,2.678697486047099e-09,6.629776105882002e-08
1915,7.068456930880984e-09,8.48214827264826e-08
1916,1.648119329900055e-08,7.251724998269538e-08
1917,1.864292187292449e-08,6.799183016603649e-08
1918,9.189101035644853e-09,6.087779524932557e-08
1919,1.657412718181206e-08,5.064316610514652e-08
1920,1.665890936308756e-08,7.345065000663453e-08
1921,6.815472852750304e-09,6.588289980236084e-08
1922,1.0329109456641561e-08,6.123686446812826e-08
1923,1.9108707061121777e-08,1.0509788417323307e-07
1924,1.804827443052659e-08,7.606058671782989e-08
1925,1.0998178368026856e-08,5.939016212153092e-08
1926,7.802296808634424e-09,7.91375827091656e-08
1927,1.1149224765638621e-08,7.80445756909387e-08
1928,2.3994686904060814e-08,7.426926762477137e-08
1929,1.3368487206122381e-08,5.3473951933113995e-08
1930,1.8906487042613662e-08,6.932378493473834e-08
1931,7.983749661377715e-09,5.7026782407376686e-08
1932,8.767629400274757e-09,8.000462070612002e-08
1933,8.02946331646126e-09,3.9000250140475146e-08
1934,1.0783422155213884e-08,9.106000753433818e-08
1935,1.555876849579363e-08,8.018750463634206e-08
1936,7.274828739411987e-09,5.334874497719966e-08
1937,1.0072894518486919e-08,6.799203955409894e-08
1938,0.0,5.8343463393839556e-08
1939,4.588215141154706e-09,5.8117393564316444e-08
1940,2.028626333583361e-08,6.085879089567925e-08
1941,5.9030051957620344e-09,5.017554549624492e-08
1942,0.0,5.158159899210091e-08
1943,1.4516175816936538e-08,9.870999750916098e-08
1944,6.4263723231761105e-09,4.819779420017767e-08
1945,4.357008087652048e-09,1.0021118335146184e-07
1946,1.1136883415474585e-08,5.290019622350428e-08
1947,1.9073394197377525e-08,6.675687647117456e-08
1948,1.6307831973705333e-08,4.7836307359716557e-08
1949,1.3743811866362421e-08,9.326158156852671e-08
1950,1.0635361036293034e-08,6.806631658307083e-08
1951,7.462981344019681e-09,6.396841101263817e-08
1952,1.4762725597528004e-08,8.014050756344204e-08
1953,8.619061908632375e-09,8.942276874535082e-08
1954,7.818028890937967e-09,5.863521668203475e-08
1955,8.447047061821422e-09,7.883910679851169e-08
1956,1.5698054856017052e-08,6.715279088354009e-08
1957,1.501956381488867e-08,5.831125005073545e-08
1958,6.617794756635931e-09,7.858631256851822e-08
1959,2.0151945223645384e-08,6.200598123839995e-08
1960,1.9378333382391588e-08,6.643999972411052e-08
1961,1.80652133252579e-08,5.766972055454289e-08
1962,1.585489117772454e-08,5.580921680348183e-08
1963,1.0345685197421517e-08,6.854016554314057e-08
1964,1.4601524378488051e-08,6.87488421746707e-08
1965,1.1491291029841477e-08,6.45701110357777e-08
1966,2.3264114412668846e-08,8.253221750464945e-08
1967,1.577707425814978e-08,7.346200137092751e-08
1968,1.1228539764651657e-08,6.961694598572876e-08
1969,1.3625273576067798e-08,8.175164323276363e-08
1970,9.197450023812337e-09,6.484202197398758e-08
1971,1.0276794637498199e-08,7.502060483943751e-08
1972,9.234264353175092e-09,5.899668797937352e-08
1973,8.269805840122046e-09,6.670976482325841e-08
1974,1.3501372020385816e-08,4.275434339895412e-08
1975,5.140332159925265e-09,6.054168899538581e-08
1976,2.285410749536254e-08,6.34201482441199e-08
1977,8.22749468554207e-09,5.876781905556072e-08
1978,4.752473081737207e-09,7.841580451639629e-08
1979,9.948354362521172e-09,7.080887787225265e-08
1980,1.364436125195212e-08,6.196814394954231e-08
1981,1.5181318868684457e-08,5.4399725168963187e-08
1982,1.4277254933858785e-08,7.200702789589286e-08
1983,1.326216336750008e-08,6.694235032966844e-08
1984,7.538710988796993e-09,6.84283021357146e-08
1985,1.3835783740923091e-08,4.932757757813988e-08
1986,1.6185110585098528e-08,5.634816524491271e-08
1987,7.944062296871834e-09,7.271872259906331e-08
1988,4.797243047249822e-09,6.236416094651531e-08
1989,1.0976243913773942e-08,6.3113404280557e-08
1990,1.4166492645628637e-08,5.339677855431546e-08
1991,1.523980996953611e-08,5.6270066828290055e-08
1992,8.264916362410446e-09,5.3997453619558655e-08
1993,1.2740176913439427e-08,6.425480769678416e-08
1994,7.38489736029635e-09,5.5386730757334135e-08
1995,9.21816623034033e-09,5.9104713123758756e-08
1996,1.7081895453685547e-08,5.978663253358718e-08
1997,6.7128524960935465e-09,6.569005428502805e-08
1998,1.6211639808361156e-08,6.341611946680814e-08
1999,1.7823784226322914e-08,6.581089806445561e-08
2000,1.1045078962546029e-08,5.7876212267160554e-08
2001,1.533424165423014e-08,6.966126697705022e-08
2002,1.3143664379100528e-08,6.046085498923048e-08
2003,1.8334460616387105e-08,7.75047652723515e-08
2004,9.690540647699919e-09,5.109557932314601e-08
2005,1.846537389660341e-08,5.4945746619239344e-08
2006,1.8118715416903797e-08,6.588624046344194e-08
2007,1.7176262190332636e-08,5.51238166224266e-08
2008,1.9158479247494142e-08,6.85447787418525e-08
2009,1.0966842989290626e-08,6.007922692674583e-08
2010,1.039234459598859e-08,7.888734199212877e-08
2011,1.3383901764640882e-08,8.909854365413139e-08
2012,1.2936160032062105e-08,9.702120529198055e-08
2013,1.3108887808588321e-08,1.0905479097544912e-07
2014,1.3858849179371191e-08,1.1671749255981467e-07
2015,1.329945220618356e-08,1.2124667136959033e-07
2016,1.5742184222844458e-08,1.182735136495694e-07
2017,1.3332740467220106e-08,8.829795739018209e-08
2018,1.1358453622101194e-08,1.0945419148811197e-07
2019,1.3010037491767434e-08,1.0101911307458522e-07
