year,causant_VERB en_ADP,causant_VERB sans_ADP
1912,1.0939784189645252e-08,2.0837684910901544e-09
1913,1.2727175757731857e-08,3.181793939432964e-09
1914,1.4732836284281348e-08,1.3393487430235496e-09
1915,7.0684572639478915e-09,9.424609537234119e-09
1916,2.307367097387214e-08,0.0
1917,7.676497215669542e-09,6.57985488317081e-09
1918,2.412139110674616e-08,1.1486376294556067e-09
1919,6.445493971884986e-09,1.012863304339362e-08
1920,9.086678076641874e-09,3.786115865267448e-09
1921,1.741731914250977e-08,3.7863738810983705e-09
1922,2.2133805899215986e-08,3.6889677978990676e-09
1923,1.5923921736771263e-08,1.0615948120573648e-09
1924,3.222906019839655e-08,7.734974438733389e-09
1925,1.8696901804560184e-08,3.299453377181294e-09
1926,2.4521504493613122e-08,7.802296586589819e-09
1927,5.2401355699061014e-08,1.0034302277972529e-08
1928,1.4853853147478446e-08,3.4278122562625413e-09
1929,2.1166771890790415e-08,3.342121912552898e-09
1930,1.1553964007759987e-08,0.0
1931,1.4826963656844327e-08,1.1405356659111021e-09
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,1.261772863969668e-08,0.0
1934,8.38710612072191e-09,1.1981580172459871e-09
1935,1.0771455727365264e-08,0.0
1936,8.487299751891442e-09,7.274828739411987e-09
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,1.9447821131279852e-08,2.5930428915188486e-09
1939,1.5294050470515685e-08,6.117620188206274e-09
1940,7.607348528892999e-09,1.0143131667916805e-08
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,2.5705489292704442e-08,0.0
1945,1.089252021913012e-08,0.0
1946,1.3921104269343232e-08,1.3921104269343232e-09
1947,5.960435700558264e-09,2.3841741914054637e-09
1948,1.848220954059343e-08,3.2615663503321457e-09
1949,1.1780409536754632e-08,0.0
1950,1.2762433776458693e-08,2.1270722960764488e-09
1951,9.595261474260042e-09,1.0661401761424827e-09
1952,8.435843135146115e-09,7.381362632230548e-09
1953,5.386913581872932e-09,2.1547654771580937e-09
1954,1.9545072893478732e-08,1.9545072227344917e-09
1955,2.815682353940474e-09,9.385607846468247e-10
1956,4.360570571293465e-09,2.616342476002842e-09
1957,8.835037590415595e-09,0.0
1958,8.272243334772611e-09,1.6544486891589827e-09
1959,1.007597205671118e-08,0.0
1960,6.920833239831836e-09,6.920833350854139e-10
1961,6.25334317660986e-09,1.3896318540318475e-09
1962,5.7077609305622445e-09,0.0
1963,7.759264120110743e-09,1.939815863494232e-09
1964,1.2776333768727e-08,6.083968329129164e-10
1965,4.924839203113152e-09,4.377634699181954e-09
1966,1.4401594583546284e-08,5.539074976468328e-09
1967,1.1339771788243524e-08,2.465167847631733e-09
1968,6.737123720013116e-09,3.1439910674890825e-09
1969,6.358460841182634e-09,4.5417578031781147e-10
1970,1.8394900935803093e-08,2.7592350626548523e-09
1971,4.624557736754298e-09,2.0553589941130213e-09
1972,5.643161493651405e-09,1.5390440033513642e-09
1973,8.821125663249774e-09,0.0
1974,9.563471847773286e-09,1.6876715580593782e-09
1975,9.709516746170266e-09,1.1422960355389478e-09
1976,7.427584769459372e-09,3.4281160132820787e-09
1977,2.9383909194713453e-09,1.1753563677885381e-09
1978,7.1287097336281136e-09,5.940591352171509e-10
1979,6.437170796402825e-09,5.851973350345929e-10
1980,7.95921106799824e-09,2.2740602734216964e-09
1981,3.795329828193417e-09,1.8976649140967083e-09
1982,5.586751949948621e-09,1.2415004579935385e-09
1983,3.78918940668882e-09,1.89459470334441e-09
1984,8.69851302098823e-09,1.1598016991243298e-09
1985,3.609334831011779e-09,0.0
1986,8.392279760016663e-09,1.1988970927134801e-09
1987,6.721898593298192e-09,0.0
1988,1.0194141530917022e-08,5.996553809062277e-10
1989,3.2928733073589456e-09,5.488122178931576e-10
1990,6.538381391862913e-09,2.179460389939436e-09
1991,1.7584396161396398e-09,1.7584396161396398e-09
1992,1.0468894195980738e-08,4.4079553340736766e-09
1993,3.877445031719162e-09,2.2156829704300662e-09
1994,4.747434001473039e-09,2.1099706426497278e-09
1995,1.0844901643380922e-09,1.626735190995987e-09
1996,5.3380921904988554e-09,2.135236876199542e-09
1997,4.794894259418925e-09,9.58978896292706e-10
1998,6.198567881199324e-09,3.814503379828693e-09
1999,6.398281821029528e-09,2.285100553223174e-09
2000,5.743441056083043e-09,0.0
2001,4.8193329327261836e-09,4.381211837767296e-09
2002,6.571832134039113e-09,4.81934359086722e-09
2003,7.91715315529018e-09,2.083461403401543e-09
2004,5.285749615779878e-09,8.809582507929292e-10
2005,1.170974872621855e-08,3.1526248278623825e-09
2006,1.029472451730129e-08,1.6471559671771274e-09
2007,5.592271090648637e-09,1.5977917877663117e-09
2008,8.514879551446697e-09,1.7029758714315335e-09
2009,4.76819250749827e-09,3.814554005998616e-09
2010,5.668551850135373e-09,4.2514138876015295e-09
2011,4.206369197401472e-09,1.529588788962144e-09
2012,1.0212758444483327e-08,2.0425516833455504e-09
2013,7.53063750247307e-09,3.904775169871755e-09
2014,9.311413862178597e-09,2.815078836704288e-09
2015,1.4629397249166232e-08,3.768178213903184e-09
2016,1.1806638333666797e-08,6.214019965256057e-09
2017,5.0312225496895735e-09,2.7671724911471074e-09
2018,1.4198066999870917e-08,5.6792268665617485e-09
2019,1.1479444950168727e-08,4.08158040698936e-09
