year,embrassant_VERB en_ADP,embrassant_VERB sans_ADP
1800,4.4018303668735825e-08,0.0
1801,1.6668277424969347e-08,0.0
1802,5.147032311469957e-08,0.0
1803,2.3404069793286908e-08,0.0
1804,1.730295728918918e-08,0.0
1805,5.1171799242411e-08,1.1371510844071508e-08
1806,2.881669125542885e-09,0.0
1807,1.9928686256776018e-08,0.0
1808,2.2660739951163578e-09,2.2660739951163578e-09
1809,1.8072244145628247e-08,0.0
1810,2.3401267590372754e-09,0.0
1811,2.2563691359778204e-08,2.5070767684098882e-09
1812,2.6672082320544632e-09,0.0
1813,3.163315653864629e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,3.476405652236281e-08,0.0
1817,1.0898113522728181e-08,1.556873407970727e-09
1818,8.344824387052086e-09,0.0
1819,2.898294049202832e-08,0.0
1820,5.933240565525466e-09,1.1866481131050932e-09
1821,1.4792232327920374e-08,0.0
1822,2.105379337535851e-08,0.0
1823,1.9765373338032077e-08,0.0
1824,1.1789557774477544e-08,0.0
1825,3.0819052199149155e-08,0.0
1826,1.4092774947016551e-08,2.025836387531399e-08
1827,1.7512818750731185e-08,9.217273166939322e-09
1828,1.834460228167245e-08,0.0
1829,3.086343414171466e-08,0.0
1830,3.1310507520032616e-09,1.0436835840010872e-09
1831,9.354723218280014e-09,0.0
1832,1.623596290745155e-08,1.7588959622116818e-08
1833,1.50587169400751e-08,1.1583628500844156e-09
1834,3.267085935121372e-08,4.667265685043276e-09
1835,3.403389570166837e-08,2.2689263801112247e-09
1836,2.352262562510532e-08,6.72075017860152e-09
1837,2.2265250532171876e-08,6.262101948095733e-09
1838,2.5879863585487328e-08,6.312161904276081e-09
1839,2.7266752411492234e-08,6.9914751765765e-10
1840,1.0828470564661075e-08,3.1848443882154243e-09
1841,3.0818634311202686e-08,4.494383976094696e-09
1842,2.0124794275488966e-08,1.341653010911159e-08
1843,2.2446262681885543e-08,8.860366662588604e-09
1844,1.811225303072206e-08,1.6465684371524958e-09
1845,3.0691253982695343e-08,1.0044410636567136e-08
1846,2.6345256642912318e-08,1.1709002656346001e-09
1847,3.829188699455699e-08,1.6179670936367074e-09
1848,4.263967667839097e-08,1.045878850192139e-08
1849,5.865590679832167e-09,0.0
1850,1.0862393651223101e-08,2.7155984128057753e-09
1851,2.192809134271556e-08,6.449438760824933e-10
1852,1.4323199737376058e-08,6.510545436100301e-10
1853,2.7470886010405593e-08,1.1943863675867306e-09
1854,2.338049043260071e-08,3.63696517347023e-09
1855,2.2289135870323662e-08,1.0613874223963649e-09
1856,1.346069211649592e-08,1.0354378465748937e-09
1857,1.610898081594314e-08,1.4644527812635033e-09
1858,1.2234189661342043e-08,0.0
1859,3.4626779665813956e-08,5.092173349652285e-10
1860,1.9224172476128842e-08,9.154367819341758e-10
1861,9.903524222920623e-09,1.4147891747029462e-09
1862,2.801151488540654e-08,2.710791813242963e-09
1863,2.5472566278494924e-08,3.995696662428827e-09
1864,2.3973639073915365e-08,9.589455896019672e-10
1865,3.577201823645737e-08,8.47231973466478e-09
1866,1.3137155030484848e-08,6.3252967308358166e-09
1867,1.552899675516528e-08,3.396968040192405e-09
1868,4.445886503390284e-08,3.457911734727759e-09
1869,2.6859355628516823e-08,4.883519144627257e-10
1870,2.981705193860762e-08,8.027668307875047e-09
1871,1.4869648623516696e-08,6.37270636261178e-09
1872,1.0885210954825197e-08,1.0280476914203973e-08
1873,9.577607151811662e-09,1.7958012854535355e-09
1874,3.4652732239237594e-08,2.9873046258899194e-09
1875,2.1169650921137873e-08,4.577221712764867e-09
1876,1.269663130187837e-08,1.209202959984168e-09
1877,2.2265338017746217e-08,4.329371083855449e-09
1878,2.1740720113072598e-08,7.2469061862534545e-09
1879,3.6045020190833554e-08,3.665595160740054e-09
1880,1.7328185109022343e-08,5.134277003548959e-09
1881,1.673401861523871e-08,4.8807553554297556e-09
1882,2.3293848405714357e-08,2.6621540527571597e-09
1883,1.9589950994713945e-08,3.159669414998234e-09
1884,1.1883054540362536e-08,2.6406787867472303e-09
1885,1.5469526104539e-08,2.5782542767416317e-09
1886,2.2587123282846733e-08,7.744156427236248e-09
1887,1.6322312390570914e-08,2.6115698492645834e-09
1888,2.4094335415725254e-08,1.268122939990235e-09
1889,1.8168895721260014e-08,0.0
1890,2.6872983838188702e-08,3.2771931834929546e-09
1891,1.5935549768641977e-08,1.9122659011827636e-09
1892,3.071571019752639e-08,9.402768341715273e-09
1893,2.3401982574000613e-08,5.542574843531156e-09
1894,1.6384001710889606e-08,7.561847148451761e-09
1895,2.828748768557432e-08,1.0833506536300774e-08
1896,2.5357223876198987e-08,2.948514543632541e-09
1897,2.2724183423861177e-08,1.7480140668268973e-09
1898,4.3003495875382214e-08,0.0
1899,1.0502398950507086e-08,3.8693048765026106e-09
1900,1.7130474816440255e-08,4.15284251431558e-09
1901,3.968004602672437e-08,1.1177477832191585e-09
1902,2.2096276808269977e-08,9.820567692386817e-10
1903,1.1880484818149739e-08,1.0800440541913758e-09
1904,2.6335662539622717e-08,3.7622376325430196e-09
1905,1.0321517862621477e-08,7.741138396966107e-09
1906,1.4403716441790948e-08,2.0576738091193647e-09
1907,1.2857107989372452e-08,1.5428529565042481e-09
1908,1.2278472460991452e-08,4.4202499438483756e-09
1909,1.6502950117569526e-08,3.300590023513905e-09
1910,2.1911018666109783e-08,5.344150677544235e-10
1911,1.8089272302290738e-08,3.7242617878519013e-09
1912,2.917275843117295e-08,2.6047106693738442e-09
1913,2.704524781904638e-08,2.121195885607108e-09
