year,embrassant_VERB en_ADP,embrassant_VERB sans_ADP
1914,2.343860217024485e-08,6.696743715117748e-10
1915,2.238344798399794e-08,0.0
1916,1.2086208478478966e-08,1.0987462051303964e-09
1917,1.5352993543160665e-08,4.386569774084137e-09
1918,5.743188147278033e-09,2.2972752589112133e-09
1919,1.4732557396257562e-08,1.5653341733923298e-08
1920,8.329454459499175e-09,7.572231730534895e-10
1921,6.058197943303867e-09,1.5145494858259667e-09
1922,1.475587119159627e-08,4.426761179843197e-09
1923,1.1677542488541803e-08,1.0615948120573648e-09
1924,2.4494086758863887e-08,2.578324886925998e-09
1925,7.698724324711748e-09,0.0
1926,1.0031524944054127e-08,0.0
1927,2.4528294062520217e-08,3.3447675740205796e-09
1928,4.570416489713125e-09,0.0
1929,1.5596569369336066e-08,3.342121912552898e-09
1930,1.6805765667982087e-08,1.0503603542488804e-09
1931,1.0264820993199919e-08,7.983749661377715e-09
1932,8.767629289252454e-09,0.0
1933,1.0323596200123575e-08,1.1470662197865522e-09
1934,1.677421224144382e-08,0.0
1935,2.154291145473053e-08,0.0
1936,1.2124714565686645e-08,0.0
1937,1.7627565185307503e-08,2.5182236296217297e-09
1938,1.1668693344901726e-08,1.2965214457594243e-09
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,1.4757512545315876e-08,0.0
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,1.089252066321933e-08,0.0
1946,1.9489545088902105e-08,1.1136883415474585e-08
1947,2.1457568388782988e-08,2.0265479960812627e-08
1948,1.7395020757149382e-08,0.0
1949,1.0798709482173763e-08,4.908504269707237e-09
1950,1.3825969702452312e-08,2.1270722960764488e-09
1951,2.238894425410365e-08,4.264560704569931e-09
1952,8.435843024123812e-09,4.2179215675730575e-09
1953,6.464296653518886e-09,3.232148326759443e-09
1954,9.772536557761669e-09,1.9545072227344917e-09
1955,1.3139850985055546e-08,0.0
1956,1.831439710997529e-08,2.616342476002842e-09
1957,5.301022731885041e-09,0.0
1958,2.4816730892496253e-09,1.6544486891589827e-09
1959,8.525822714489095e-09,0.0
1960,1.314958364417862e-08,2.7683333403416555e-09
1961,9.72742331128984e-09,3.47407969059077e-09
1962,1.7123282347597524e-08,1.2683912808952869e-09
1963,1.4871922360271128e-08,0.0
1964,1.5209921211400967e-08,3.6503808864551957e-09
1965,1.91521518644322e-08,5.472043373977442e-10
1966,1.273987226824147e-08,5.539074754423723e-10
1967,1.2818872185960117e-08,9.860671168482327e-10
1968,1.7965662735264232e-08,3.1439910674890825e-09
1969,1.2262745902047456e-08,2.7250546263957176e-09
1970,1.5635665207014426e-08,1.3796175313274261e-09
1971,1.2845993713206383e-08,5.138397485282553e-10
1972,1.0773308023459549e-08,1.0260293725750103e-09
1973,9.37244681864513e-09,2.7566018356850464e-09
1974,6.750686232237513e-09,0.0
1975,7.996072248772634e-09,0.0
1976,1.1427053969725876e-08,0.0
1977,1.057820764316375e-08,4.7014254711541525e-09
1978,1.3069301196821925e-08,1.1881182704343018e-09
1979,1.345953837272873e-08,5.851973350345929e-10
1980,1.0233271119375331e-08,1.7055452605774235e-09
1981,6.325549417596221e-09,1.8976649140967083e-09
1982,1.0552753892945077e-08,1.8622506869903077e-09
1983,4.4207211225000265e-09,6.315316047889041e-10
1984,8.69851302098823e-09,5.799008495621649e-10
1985,8.421781494405423e-09,3.0077789148208467e-09
1986,9.591176741707841e-09,5.395036861699509e-09
1987,8.555143260480236e-09,3.0554083707556856e-09
1988,3.597932174415064e-09,1.1993107618124554e-09
1989,7.683371272548811e-09,5.488122178931576e-10
1990,9.262707045820662e-09,3.2691906959314565e-09
1991,1.0550637696837839e-08,1.1722930404189924e-09
1992,3.856960972825618e-09,1.65298330578878e-09
1993,1.1632335539246696e-08,3.877445031719162e-09
1994,9.494867947434926e-09,2.637463358823311e-09
1995,8.675921314704738e-09,7.0491861237087505e-09
1996,8.007138063703678e-09,3.2028553142993132e-09
1997,1.2946214766884623e-08,1.438468344439059e-09
1998,5.72175506974304e-09,4.7681290027412615e-09
1999,5.484241505371301e-09,2.7421207526856506e-09
2000,5.301637684418381e-09,3.092622158362701e-09
2001,4.8193329327261836e-09,3.5049694258049158e-09
2002,7.009954394732176e-09,8.76244299341522e-10
2003,1.0417307017007715e-08,2.9168460979889232e-09
2004,1.101197855124525e-08,3.523833003171717e-09
2005,5.404499514582994e-09,2.702249757291497e-09
2006,9.882935358973555e-09,4.117890028965121e-09
2007,5.991719120856942e-09,2.3966877371606188e-09
2008,8.514879551446697e-09,2.1287198670449925e-09
2009,6.675469732542183e-09,5.721831008997924e-09
2010,8.97520635589899e-09,7.558068837454357e-09
2011,8.412738061736036e-09,7.647943611743813e-09
2012,1.1234034147378225e-08,4.765953853791416e-09
2013,1.3387799813191492e-08,6.9728125495771565e-09
2014,6.279790909502481e-09,7.145969149746634e-09
2015,9.309617077235544e-09,8.644644111654998e-09
2016,1.5120782986821624e-08,1.0356700386182638e-08
2017,1.1320251402935355e-08,7.043711836018929e-09
2018,1.161660012627408e-08,9.035133530232997e-09
2019,1.0459050236999445e-08,9.438654302584837e-09
