year,errant_VERB en_ADP,errant_VERB sans_ADP
1852,3.2552726736412296e-08,4.036538214791108e-08
1853,4.538668063602813e-08,5.255300172812838e-08
1854,2.7017454939937124e-08,4.2604449301819614e-08
1855,4.8823821430232783e-08,7.058226358935826e-08
1856,3.572260709461261e-08,4.607698372849356e-08
1857,3.3194261561675376e-08,7.468709051217104e-08
1858,6.263905127923408e-08,6.166031596421817e-08
1859,3.920973634663483e-08,5.703234284837322e-08
1860,1.9681891227918413e-08,4.622955884769908e-08
1861,3.7256114637784776e-08,4.0557289637810356e-08
1862,4.337266906739856e-08,4.608346060308577e-08
1863,2.097740825490746e-08,2.9468262774390297e-08
1864,5.4180424036154307e-08,4.075518655888288e-08
1865,3.059448761000283e-08,3.859612363044107e-08
1866,3.3572728597164314e-08,3.941146475838764e-08
1867,3.008743121313273e-08,3.542552207136396e-08
1868,2.7169306804353255e-08,4.8904752913969674e-08
1869,2.539429999615095e-08,6.592751145007014e-08
1870,5.676708170199163e-08,2.9243648391741317e-08
1871,4.6733180880664804e-08,6.691341525311145e-08
1872,5.684498893820944e-08,3.3865100612651133e-08
1873,2.8134220286801792e-08,4.3697831131339626e-08
1874,3.525019565131515e-08,4.002988229778737e-08
1875,2.7463329388410784e-08,1.6020276105699338e-08
1876,4.111290152764013e-08,3.808989390563511e-08
1877,2.10283740420536e-08,3.0924081073635534e-08
1878,2.4156355138416075e-08,4.710489043269206e-08
1879,5.742765907257308e-08,5.498392852132383e-08
1880,5.134277003548959e-08,5.198455577115624e-08
1881,2.649552932609822e-08,2.5798277736299724e-08
1882,4.858430990850593e-08,4.059784952659129e-08
1883,3.5388298513794325e-08,5.687404885934555e-08
1884,5.743476272357384e-08,3.895001299270007e-08
1885,3.287274097374393e-08,3.158361577826341e-08
1886,3.0976625708944994e-08,4.2592862070645054e-08
1887,2.154545164501087e-08,4.504958106554824e-08
1888,2.53624587998047e-08,2.9800888201592102e-08
1889,3.884384947028252e-08,4.009687459838318e-08
1890,2.5562107985876992e-08,2.2284914358294827e-08
1891,5.4180870789899416e-08,2.8046567734918426e-08
1892,5.077495024430334e-08,3.6984221907232495e-08
1893,2.3401982796045218e-08,3.4487133204752496e-08
1894,4.032984990409716e-08,4.4110777253081324e-08
1895,4.5139607385280556e-08,4.634333095054899e-08
1896,1.7101383420481397e-08,3.125425340755328e-08
1897,2.680288169187861e-08,2.6220211113425762e-08
1898,2.998928039232851e-08,4.1305992182216755e-08
1899,5.1959236913035056e-08,1.879376654301268e-08
1900,2.18024234222014e-08,2.9589003247565415e-08
1901,2.794369541314623e-08,3.8562298465549816e-08
1902,2.0623192042990013e-08,3.879124155226066e-08
1903,4.158169653045718e-08,3.294134298670315e-08
1904,5.0521475891684986e-08,3.0097901060344157e-08
1905,2.2707339675243077e-08,2.3739491816776592e-08
1906,3.549487259668638e-08,3.909580187366757e-08
1907,3.548562038657721e-08,3.085705913008496e-08
1908,3.38885837170011e-08,3.4379725066813194e-08
1909,2.9705311432870474e-08,3.080550897704981e-08
1910,2.5117507851390997e-08,3.5271394693836555e-08
1911,2.500575824182505e-08,3.9902807724701006e-08
1912,3.959160110866833e-08,2.3963337536514473e-08
1913,2.0681659052002033e-08,2.7575546734937006e-08
1914,4.68772043404897e-08,1.2054139020278853e-08
1915,2.8273827723523937e-08,3.7698438148936475e-08
1916,6.592477230782379e-09,3.955486249651585e-08
1917,3.947912929902486e-08,1.2063066989753679e-08
1918,3.331049214239101e-08,1.4932290071101306e-08
1919,2.4861190439651182e-08,2.301962137574165e-08
1920,2.7260034229925623e-08,1.590168663412328e-08
1921,2.7261890134244737e-08,1.438822039290244e-08
1922,3.393850328547998e-08,1.8444838545406128e-08
1923,3.290943961786752e-08,4.564857647437748e-08
1924,5.543398584606507e-08,2.707241186783449e-08
1925,4.289289345926761e-08,2.4195991654707427e-08
1926,3.4553028882555736e-08,1.7833821197577038e-08
1927,3.4562596340492746e-08,2.1183527820767267e-08
1928,2.5137291359556002e-08,1.9424269748213874e-08
1929,5.23599084090165e-08,2.3394852499691865e-08
1930,3.466189113510154e-08,2.730937009864931e-08
1931,4.44808918587114e-08,2.167017676413252e-08
1932,3.726242614465747e-08,3.3974561830518724e-08
1933,2.2941325283909464e-08,2.5235456169170334e-08
1934,1.0783422155213884e-08,4.553000465534751e-08
1935,1.555876849579363e-08,2.6330225111337313e-08
1936,1.576212937948185e-08,2.424942913137329e-08
1937,1.6368453148452033e-08,2.895957251780601e-08
1938,2.7226949583791793e-08,1.5558256905023882e-08
1939,2.4470480752825097e-08,6.117620188206274e-09
1940,1.7750480196809804e-08,4.057252667166722e-08
1941,6.198155233505531e-08,2.6563523380929155e-08
1942,6.068423630267716e-08,5.158160121254696e-08
1943,2.6129116648121453e-08,4.064529335323641e-08
1944,3.2131861615880553e-09,3.855823393905666e-08
1945,2.178504132643866e-08,4.35700817646989e-08
1946,2.227376683094917e-08,2.0881656404014848e-08
1947,4.0530959921625254e-08,2.264965415221809e-08
1948,3.152847383169899e-08,2.717971980814582e-08
1949,4.22131343214005e-08,2.9451024730065e-08
1950,1.595304155443955e-08,3.722376362702562e-08
1951,3.944718685033877e-08,3.731490494374157e-08
1952,3.1634410646574906e-08,2.5307528517259925e-08
1953,2.801195209123364e-08,1.508335856215126e-08
1954,2.6385848173049453e-08,3.713563812013376e-08
1955,3.378819002364253e-08,2.1586898490966178e-08
1956,2.0058626093444332e-08,1.5698054633972447e-08
1957,3.710716001137371e-08,2.2971098467827744e-08
1958,3.557064687242928e-08,1.6544486503011768e-08
1959,1.55014957536892e-08,2.6352543258667538e-08
1960,4.15249985508126e-08,2.353083417006019e-08
1961,4.0994138528205326e-08,2.779263752472616e-08
1962,3.1709782188915625e-08,3.170978146727066e-08
1963,2.5217607557692645e-08,4.008953169432061e-08
1964,2.7377858202726202e-08,2.007709548612624e-08
1965,3.666269177138304e-08,2.8454625322638094e-08
1966,2.4925837394107475e-08,2.658755837714466e-08
1967,5.37406565914722e-08,2.415864347460328e-08
1968,4.2219307827551233e-08,3.997360242813386e-08
1969,3.54257111978562e-08,1.6350328535530423e-08
1970,3.127133085811806e-08,2.529298798181756e-08
1971,4.9842455607240765e-08,1.9012070584523144e-08
1972,2.975485102751918e-08,3.1293897251316594e-08
1973,3.8592426809813674e-08,2.921998071281351e-08
1974,3.09406438248061e-08,2.7002744096282782e-08
1975,2.8557401776652114e-08,2.341706828445922e-08
1976,3.142439908287997e-08,2.3425460626835815e-08
1977,3.8786758693731826e-08,2.11564152863275e-08
1978,2.613860239364385e-08,3.029701567403009e-08
1979,3.686743144104554e-08,2.4578288293497508e-08
1980,2.8994268319593175e-08,3.979605539550235e-08
1981,3.41579685092519e-08,3.28928564385933e-08
1982,2.2967758028791252e-08,2.6692259624816472e-08
1983,2.841892188243378e-08,2.6524327068067066e-08
1984,2.3775934665515308e-08,3.363425049585089e-08
1985,3.4890238254092765e-08,3.669490244995188e-08
1986,4.136195030923773e-08,2.4577390900226703e-08
1987,3.3609493521602474e-08,3.4220574485210875e-08
1988,4.677312037681958e-08,3.17817344663851e-08
1989,3.457516939420202e-08,3.4026359063688005e-08
1990,2.996758019513379e-08,3.3236772556399785e-08
1991,3.634108391992186e-08,3.575493856544654e-08
1992,3.8018615367008124e-08,3.746761989553704e-08
1993,3.9882293578763495e-08,3.489700617365088e-08
1994,4.008944276545634e-08,3.428702277652462e-08
1995,4.8802059005037535e-08,3.416144056522796e-08
1996,4.4306164070917475e-08,2.4555223632205525e-08
1997,3.644119772605592e-08,3.5482218940785515e-08
1998,3.766822198603137e-08,3.576096796464867e-08
1999,3.336246737206672e-08,3.016332739136374e-08
2000,3.313523511128125e-08,2.4740975823611677e-08
2001,4.644084636296064e-08,3.592593755818996e-08
2002,4.600282643707487e-08,4.468845959948453e-08
2003,5.542007319725428e-08,2.958515321616062e-08
2004,4.360743433018399e-08,3.6559765881349904e-08
2005,4.233524564245528e-08,2.8823997633153908e-08
2006,4.2414265877255275e-08,2.800165210814498e-08
2007,1.3341561877489028e-07,4.833320232933147e-08
2008,4.598034797353989e-08,3.916844643070405e-08
2009,3.9099178561485814e-08,3.862235842255757e-08
2010,3.448368990355277e-08,5.8575035266628106e-08
2011,3.0209378887313676e-08,4.4358073547634547e-08
2012,4.391485930455019e-08,5.617017073689112e-08
2013,3.7095363447647856e-08,6.052401291256615e-08
2014,4.893906146996585e-08,5.456921992053054e-08
2015,3.9676701035773476e-08,5.120289081617102e-08
2016,4.287673993630392e-08,5.530477920068222e-08
2017,3.672792425746252e-08,5.2073153344878165e-08
2018,3.975458584548619e-08,6.608554636855501e-08
2019,4.05607045728118e-08,5.3570741620490026e-08
