year,pouvaient_VERB aider_VERB,pouvaient_VERB céder_VERB
1800,3.144164484325529e-09,3.458580977167003e-08
1801,7.143547975374531e-09,4.7623651688866175e-09
1802,2.2378401354217203e-09,0.0
1803,1.950339223455444e-09,3.1205427575287104e-08
1804,1.9774807569206132e-08,4.943701892301533e-09
1805,1.421438877713399e-08,2.842877711017877e-09
1806,1.729001475325731e-08,3.458002950651462e-08
1807,1.4234775136401367e-08,1.4234775136401367e-08
1808,9.064295980465431e-09,4.5321479902327155e-09
1809,3.388545621874073e-08,5.421673421324158e-08
1810,9.360507036149102e-09,7.020380277111826e-09
1811,1.2535384286138651e-08,4.763445815569867e-08
1812,2.400487453257938e-08,8.00162425207418e-09
1813,5.751483289628823e-09,1.4378708002027452e-08
1814,0.0,0.0
1815,3.236668177919455e-08,0.0
1816,1.1588019432906549e-08,1.622322720606917e-08
1817,1.401186100480345e-08,1.71256075987003e-08
1818,2.1458118837358597e-08,1.668964877410417e-08
1819,5.072014630513877e-08,1.449147024601416e-08
1820,2.4919611263385377e-08,3.678609061807947e-08
1821,9.861488514673056e-09,1.97229765852569e-09
1822,3.208197085768916e-08,8.02049271442229e-09
1823,1.1859224713361982e-08,2.8659792761231984e-08
1824,3.3684450784221553e-09,1.9368560089105813e-08
1825,1.2327619813845558e-08,1.4088708866211164e-08
1826,1.145037931138404e-08,3.2589543508265706e-08
1827,4.608636583469661e-09,8.295545583791863e-09
1828,2.5682442839070063e-08,1.0089530988466322e-08
1829,2.5719527840806222e-08,3.429270423183084e-09
1830,1.7742621594152297e-08,2.6092090266160994e-08
1831,6.392394169552063e-08,3.4300654760954785e-08
1832,6.764984572527055e-09,1.488296597074168e-08
1833,4.170106393530659e-08,4.749287541017111e-08
1834,4.480574844478724e-08,1.0267983796552471e-08
1835,1.1344631900556124e-08,1.5882484660778573e-08
1836,1.747394939854985e-08,4.368487438455304e-08
1837,2.435261770017405e-08,1.87863058442872e-08
1838,2.398621568033832e-08,2.3354999711955315e-08
1839,1.2584655095793096e-08,6.012668762878093e-08
1840,2.7389662093924017e-08,2.0383003729307347e-08
1841,2.6966304744746594e-08,2.5682194149112547e-08
1842,3.4882980060046975e-08,1.475818312002275e-08
1843,1.7720733325177207e-08,2.0674189471492355e-08
1844,3.951764071530306e-08,7.683985892015244e-09
1845,2.4553003186156275e-08,3.4039391749729475e-08
1846,3.805426018743674e-08,3.454155717008689e-08
1847,3.182001862001016e-08,1.88762818709165e-08
1848,4.263967667839097e-08,1.448139919091318e-08
1849,2.76520690789539e-08,2.8490010350878947e-08
1850,1.5614691761811628e-08,1.6293590476834652e-08
1851,1.9348316726564008e-08,6.449438760824933e-09
1852,2.799534470909748e-08,4.166749079104193e-08
1853,3.702597695109944e-08,1.1943863675867306e-08
1854,1.8184826089395756e-08,4.1565315633818045e-09
1855,2.4942604426314574e-08,2.600399184871094e-08
1856,3.831119954611495e-08,2.5368226630462232e-08
1857,2.7336451324799782e-08,2.0990489346672803e-08
1858,2.5936483183386372e-08,1.9574704523961373e-08
1859,3.513599722282379e-08,1.5276519604867644e-08
1860,3.8448344952257685e-08,2.197048232233101e-08
1861,1.5562680033553988e-08,1.4147890858851042e-08
1862,4.427626620895353e-08,2.5300723294208183e-08
1863,4.195481650981492e-08,2.447364266799923e-08
1864,4.507044337742627e-08,2.0137857603685916e-08
1865,2.729969672543575e-08,3.294790928975999e-08
1866,4.184427027098536e-08,1.8489329178805747e-08
1867,4.367530337390235e-08,1.94112459439566e-08
1868,2.1241458370013788e-08,2.1735445443482604e-08
1869,2.9301114423674335e-08,1.3673853160867111e-08
1870,4.300536460277726e-08,3.956493799250893e-08
1871,4.0360472297606975e-08,9.559059321873065e-09
1872,4.898344840853497e-08,1.2094679036067646e-08
1873,3.052862140862089e-08,9.577607151811662e-09
1874,1.7923827755339516e-08,9.559374625212058e-09
1875,2.7463329388410784e-08,1.602027666081085e-08
1876,3.083467703390852e-08,1.874264654588842e-08
1877,4.762308236649915e-08,1.9172929910382663e-08
1878,2.3552445327368332e-08,1.268208649207736e-08
1879,4.154341226580982e-08,2.1993571408529533e-08
1880,2.6954953824542827e-08,1.4119262203848848e-08
1881,2.719277958362909e-08,1.8825771164188154e-08
1882,4.791877472598571e-08,1.1979693681496428e-08
1883,2.0221884611260066e-08,1.7694148368718743e-08
1884,3.498899303622238e-08,1.7824582698722224e-08
1885,3.287274097374393e-08,2.513797880965285e-08
1886,2.968593371122097e-08,2.5813855497602844e-09
1887,2.6768590899450828e-08,2.0239665943222462e-08
1888,2.6630582183884144e-08,1.0779045211961602e-08
1889,1.8168895721260014e-08,8.771191772893872e-09
1890,1.9007721618891082e-08,5.243509182406569e-09
1891,1.8485238229004608e-08,8.92390783491237e-09
1892,1.8805536683430546e-08,1.817868522380195e-08
1893,1.539604177480669e-08,1.4164357686752282e-08
1894,2.835692747282792e-08,1.2603078580752936e-08
1895,2.9491211250842753e-08,1.5648398132839247e-08
1896,3.066455178668548e-08,7.076434549446731e-09
1897,1.3401440845939305e-08,1.2818770045441852e-08
1898,1.7540900287826844e-08,1.9804241802034994e-08
1899,2.3215829259015663e-08,1.4371703827009696e-08
1900,2.491705508589348e-08,2.0245106924221545e-08
1901,1.7883964531506535e-08,3.912117296778206e-09
1902,3.437198614619774e-08,1.6694965410124496e-08
1903,1.674068350610014e-08,1.0800440541913758e-08
1904,2.1498500757388683e-08,1.827372564378038e-08
1905,2.2191263937543226e-08,3.096455358786443e-08
1906,2.777859720026754e-08,1.7490227932626112e-08
1907,3.085705913008496e-08,1.2857108266928208e-08
1908,3.045061092166179e-08,1.620758460774141e-08
1909,3.850688656825696e-08,1.2102163715610459e-08
1910,2.2979847358328698e-08,1.1757131268552712e-08
1911,2.6601870928288918e-08,1.0108711201439746e-08
1912,1.8753915753677575e-08,1.2502610502451716e-08
1913,3.6590627416899224e-08,1.0075680734189518e-08
1914,2.343860217024485e-08,6.696743604095445e-09
1915,2.4739600590351074e-08,1.5314990164938536e-08
1916,3.186363883855847e-08,1.0987462051303964e-09
1917,9.869782324756216e-09,3.289927441585405e-09
1918,3.445912710731136e-08,1.722956355365568e-08
1919,2.5781975665495338e-08,1.3811772170413406e-08
1920,2.8017257847068322e-08,6.815008557481406e-09
1921,2.196096815509918e-08,6.058197943303867e-09
1922,3.24629176873259e-08,4.426761179843197e-09
1923,3.6094224498128824e-08,1.3800733000834953e-08
1924,2.4494086758863887e-08,7.734974438733389e-09
1925,1.9796720707176974e-08,1.9796720707176974e-08
1926,2.1177662290483568e-08,1.0031524944054127e-08
1927,2.8987985345452216e-08,1.7838759802657478e-08
1928,2.0566874425753667e-08,6.8556245125250825e-09
1929,3.5649300400564243e-08,1.6710609784809094e-08
1930,3.151081173768944e-08,5.2518016602221e-09
1931,2.167017854048936e-08,1.3686427990933225e-08
1932,1.9727165678773417e-08,7.6716757391182e-09
1933,1.3764794637438627e-08,1.1470662641954732e-08
1934,2.156684431042777e-08,1.0783422155213884e-08
1935,1.555876849579363e-08,9.574627313213568e-09
1936,3.15242587589637e-08,3.6374143697059935e-09
1937,2.6441348666139675e-08,8.813782592653752e-09
1938,3.8895642262559704e-08,1.2965214679638848e-08
1939,3.058810094103137e-08,9.176430282309411e-09
1940,4.564409294971483e-08,1.0143131667916805e-08
1941,4.427253941230447e-08,1.1806010391524069e-08
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,5.806470415592457e-09
1944,3.855823393905666e-08,9.639558484764166e-09
1945,2.832055301382752e-08,8.714016175304096e-09
1946,3.480275978517966e-08,9.744772988540262e-09
1947,4.0530959921625254e-08,1.549713246618012e-08
1948,2.6092530802657166e-08,1.0871888278529696e-08
1949,3.043272656100271e-08,1.8652315247891238e-08
1950,2.4461330738745346e-08,7.444753258312176e-09
1951,3.3050344683260846e-08,1.4925962688039363e-08
1952,2.003512733494972e-08,7.381362632230548e-09
1953,2.0470272588113403e-08,9.69644453618912e-09
1954,2.34540866728139e-08,8.795282724349818e-09
1955,2.627970197011109e-08,5.631364707880948e-09
1956,2.9651880950609666e-08,3.488456634670456e-09
1957,1.3252556385623393e-08,8.835037590415595e-09
1958,1.8198935691771112e-08,7.445019267748876e-09
1959,3.410329085795638e-08,1.4726420971555854e-08
1960,3.252791813679323e-08,1.038124963770315e-08
1961,3.057190056665604e-08,4.16889545107324e-09
1962,3.424656469519505e-08,6.341956293454132e-09
1963,2.8450633848819962e-08,9.69907976156037e-09
1964,3.285342842218597e-08,1.2167936880302932e-08
1965,2.5171399187229326e-08,3.830430195250756e-09
1966,2.6033651678858405e-08,1.0524241922382771e-08
1967,2.859594694371026e-08,6.409436092980059e-09
1968,2.9643343779639508e-08,1.0779397818794223e-08
1969,2.8613074576355757e-08,6.358460868938209e-09
1970,4.046878032681889e-08,7.3579600190498695e-09
1971,2.209510974182649e-08,5.652237344833111e-09
1972,2.8215808356435446e-08,3.5911027485013847e-09
1973,2.811733956775697e-08,1.268036875501366e-08
1974,3.09406438248061e-08,4.500457340128605e-09
1975,2.798625331479343e-08,4.569184142155791e-09
1976,3.7709277478370495e-08,7.427584769459372e-09
1977,4.172515133404886e-08,1.1753563677885381e-09
1978,3.089107636355948e-08,9.504946163474415e-09
1979,3.160065631391262e-08,9.363157360553487e-09
1980,2.615169236719339e-08,5.116635559687666e-09
1981,3.415796712147312e-08,1.0120879245789638e-08
1982,3.1658260013500694e-08,3.7245013739806154e-09
1983,3.915495838668903e-08,3.157658134966823e-09
1984,4.001315900836744e-08,4.059305780401701e-09
1985,3.428868211585723e-08,9.624892882698077e-09
1986,4.1961399688261736e-08,4.196139880008332e-09
1987,2.0776777631681398e-08,7.332980445085013e-09
1988,3.2381390013824785e-08,1.199310784016916e-08
1989,3.0733485090195245e-08,4.390497743145261e-09
1990,2.5608660081388734e-08,5.993515905799995e-09
1991,3.458264430378222e-08,3.5168792322792797e-09
1992,3.526364267258941e-08,5.509944056569793e-09
1993,2.7142116110212555e-08,4.985286850001103e-09
1994,3.586950114708998e-08,3.6924485691258724e-09
1995,4.175286960617086e-08,1.138714633697191e-08
1996,3.790045610685411e-08,1.014237493990322e-08
1997,3.7400177177460137e-08,5.753873377756236e-09
1998,3.003921378308405e-08,1.0966696883940585e-08
1999,2.8792268125243936e-08,1.0968483010742602e-08
2000,3.401884285381129e-08,7.95245647111642e-09
2001,3.7240301509200435e-08,1.0076787404500465e-08
2002,3.5926017716292336e-08,7.009954394732176e-09
2003,4.000246178748057e-08,7.91715315529018e-09
2004,3.744072429867629e-08,1.1452457648886138e-08
2005,4.728937241793574e-08,7.656374201303606e-09
2006,4.076710879985512e-08,4.529678854225949e-09
2007,4.234148320847453e-08,6.391167151065247e-09
2008,3.363377487630714e-08,2.9802078582719105e-09
2009,4.6251468432956244e-08,6.675469510497578e-09
2010,3.7790343299093365e-08,9.919965293647692e-09
2011,3.823971894689748e-08,6.883149605840799e-09
2012,4.731911218414098e-08,4.085103366691101e-09
2013,4.155796418103819e-08,1.1435412616833673e-08
2014,4.5257802838705175e-08,9.311413862178597e-09
2015,4.1671619044336694e-08,1.0196246513771712e-08
2016,4.4533809528957136e-08,1.0356700386182638e-08
2017,4.024978039751659e-08,4.528100561174142e-09
2018,3.5624239558273985e-08,6.711813327342497e-09
2019,4.26014956644849e-08,7.90806176098613e-09
