year,était_VERB avant_ADP,était_VERB savant_ADJ,etait_VERB avant_ADP
1927,1.2230699439896853e-06,4.0137209111890115e-08,0.0
1928,1.2214437674629153e-06,2.399468712610542e-08,2.2852082448565625e-09
1929,1.220988565364678e-06,2.6736975300423182e-08,0.0
1930,1.1785043625422986e-06,3.571225093423891e-08,0.0
1931,1.088071030608262e-06,3.9918749195066994e-08,2.2810713318222042e-09
1932,1.1134889064123854e-06,3.835837958376942e-08,5.4797681947604815e-09
1933,1.1057718438678421e-06,5.391211388428019e-08,0.0
1934,1.1250704119447619e-06,2.6359476379411717e-08,0.0
1935,1.0173041573580122e-06,3.351119559624749e-08,2.393656828303392e-09
1936,9.54215011006454e-07,3.031178508194898e-08,2.424942913137329e-09
1937,1.065208607542445e-06,2.7700460591972842e-08,2.5182236296217297e-09
1938,1.094264121093147e-06,2.7226949583791793e-08,2.5930428915188486e-09
1939,1.1164656825712882e-06,2.9058696782158222e-08,0.0
1940,1.0117773854290135e-06,5.832300686847702e-08,2.5357829169792012e-09
1941,8.618387710157549e-07,5.9030050181263505e-08,2.9515025978810172e-09
1942,1.0892820228036726e-06,1.8205270180260413e-08,0.0
1943,1.2541976275315392e-06,1.1612940831184915e-08,2.9032352077962287e-09
1944,1.275634872399678e-06,1.927911696952833e-08,1.6065930807940276e-08
1945,1.368100583931664e-06,1.5249527862692958e-08,2.178504043826024e-09
1946,1.343386543339875e-06,2.3665876369705074e-08,1.3921104269343232e-09
1947,1.363747628602141e-06,2.26496545963073e-08,0.0
1948,1.191558908431034e-06,3.261566305923225e-08,0.0
1949,1.3635824416269315e-06,3.8286334103077024e-08,6.8719057111366055e-09
1950,1.1720168231477146e-06,2.9779013033248702e-08,0.0
1951,1.1247778957113042e-06,3.1984203729962246e-08,4.264560815592233e-09
1952,1.0945506119242054e-06,2.2144087452602434e-08,2.1089607837865287e-09
1953,1.0913887535934919e-06,2.3702419582605216e-08,0.0
1954,1.0691154557207483e-06,3.518113089739927e-08,9.772536113672459e-10
1955,1.0755906032500206e-06,2.2525458831523792e-08,9.385607846468247e-10
1956,1.0282226412527962e-06,3.1396108823855684e-08,0.0
1957,9.62135572990519e-07,3.975766915687018e-08,0.0
1958,8.718944854990696e-07,2.5643954515430778e-08,1.6544486891589827e-09
1959,1.0254238986817654e-06,3.1778064624177205e-08,7.750747821333448e-10
1960,1.020822878672334e-06,4.15249985508126e-08,2.7683333403416555e-09
1961,8.84500650499831e-07,2.709782087606527e-08,1.1117055165321688e-08
1962,1.0204207683273125e-06,3.424656469519505e-08,1.2683912808952869e-09
1963,9.918925343299634e-07,2.198458126656533e-08,1.2932106496776896e-09
1964,9.801273108678288e-07,3.9545792418493875e-08,3.0419841090534305e-09
1965,9.866093932942022e-07,2.2982582947861374e-08,1.6416130677043839e-09
1966,1.0020186209658277e-06,4.542041409649755e-08,3.323444963676536e-09
1967,8.943628699853434e-07,4.5852122099176995e-08,9.860671168482327e-10
1968,1.0150599791813875e-06,4.446501833399452e-08,1.3474247273492779e-09
1969,9.642151326261228e-07,2.997560244466513e-08,3.633406214786916e-09
1970,9.142265184891585e-07,4.3687887085752664e-08,1.3796175313274261e-09
1971,8.812351666165341e-07,3.596878173084406e-08,1.0276794970565106e-09
1972,9.13166161353729e-07,4.873639625202486e-08,2.0520587451500205e-09
1973,8.550978805033083e-07,2.7014698034122375e-08,1.6539611902288698e-09
1974,8.404604159295559e-07,2.3627400480563665e-08,5.06301445213353e-09
1975,8.31591535188636e-07,1.1994108817248161e-08,2.2845920710778955e-09
1976,8.673133606862393e-07,1.199840671262109e-08,1.142705374768127e-09
1977,8.139342639879033e-07,2.1744092748576804e-08,7.052138428775834e-09
1978,9.207916491504875e-07,1.3069301196821925e-08,2.9702956760857546e-09
1979,9.19930187137652e-07,2.1652301285257636e-08,1.7555920051037788e-09
1980,9.153092719316192e-07,1.4212877097463661e-08,3.97960553399912e-09
1981,8.476236530441383e-07,2.213942273954217e-08,2.5302198114474095e-09
1982,9.565760592522565e-07,1.8001756529884005e-08,3.103751144983846e-09
1983,9.106685752158228e-07,7.57837881337764e-09,2.5261264191556165e-09
1984,9.44078578868357e-07,1.3917620833581168e-08,3.4794050418618383e-09
1985,9.288021374231903e-07,2.5866899733273385e-08,2.4062232206745193e-09
1986,9.777005516298232e-07,1.978180286243969e-08,4.196139768986029e-09
1987,9.868969073068001e-07,2.5665430669619127e-08,3.0554083707556856e-09
1988,8.952854955168732e-07,2.278690480750356e-08,2.398621523624911e-09
1989,9.653606412030058e-07,1.9757239400064464e-08,4.390497743145261e-09
1990,9.66045831773954e-07,1.3621627381610324e-08,8.717841559757744e-09
1991,8.973903504738701e-07,1.4653663171770859e-08,5.275318515352012e-09
1992,1.0017078011514968e-06,2.259077191979486e-08,1.6529832502776287e-09
1993,9.804397222978878e-07,2.6034275180109034e-08,1.1078414852150331e-09
1994,9.041224302563933e-07,2.479215588380157e-08,2.637463358823311e-09
1995,9.527246334073425e-07,1.8978578708583882e-08,3.253470381991974e-09
1996,1.0019599585575634e-06,1.3345230698291743e-08,1.6014276571496566e-09
1997,1.0884410812650458e-06,8.630809844589749e-09,4.794894259418925e-09
1998,1.0237173455607262e-06,2.0979769033147022e-08,3.814503379828693e-09
1999,9.739098913996713e-07,2.422206613061917e-08,6.398281821029528e-09
2000,1.0157054930459708e-06,2.2973763336153752e-08,3.092622158362701e-09
2001,1.0707681212807074e-06,1.270551397425379e-08,1.7524847129024579e-09
2002,9.8358418654243e-07,2.8477940006155222e-08,4.38122149670761e-10
2003,1.0508979357837234e-06,1.8751153518792307e-08,8.333845835650777e-10
2004,1.0439355264679762e-06,2.4666830356068203e-08,2.2023955992267474e-09
2005,1.068739834408916e-06,1.9366122927522156e-08,2.251874686720612e-09
2006,1.0620037755870726e-06,1.4000825387938676e-08,1.2353669198716943e-09
2007,1.0553414995229105e-06,1.757570977645173e-08,7.988958938831558e-10
2008,1.108211563405348e-06,2.0009967016676455e-08,8.514879357157668e-10
2009,1.133399337049923e-06,1.907277002999308e-08,1.907277002999308e-09
2010,1.0165603043787996e-06,2.0784689525044087e-08,1.4171379625338432e-09
2011,9.842904091783566e-07,1.0707121411712706e-08,0.0
2012,1.029786403705657e-06,2.655317032917992e-08,0.0
2013,1.0414593134555616e-06,2.7891250198308626e-08,0.0
2014,1.0491581861060695e-06,2.4686075406066266e-08,2.1654451842767486e-10
2015,1.048661829372577e-06,6.49456595169795e-08,4.433150790905671e-10
2016,1.0375342753832228e-06,3.583418362040902e-08,2.0713400439298368e-10
2017,1.0248600119666662e-06,1.8112402244696568e-08,2.515611330355938e-10
2018,1.0509151024962193e-06,2.1684320117287825e-08,1.0325866828253538e-09
2019,1.0548334330451326e-06,6.173390687536084e-08,0.0
