year,comptant_VERB en_ADP,comptant_VERB cent_DET
1990,3.814055804518546e-08,5.44865097484859e-10
1991,4.6891723393116536e-08,2.9307325455363298e-09
1992,4.2426569146769566e-08,0.0
1993,3.822053012969562e-08,5.539207426075166e-10
1994,4.2726906235301954e-08,5.274926606624319e-10
1995,3.1992459681440266e-08,2.1689803286761844e-09
1996,5.0178065480466216e-08,0.0
1997,3.4043750929413363e-08,4.79489448146353e-10
1998,3.814503379828693e-08,0.0
1999,3.838968964942069e-08,3.1991407301035224e-09
2000,4.8156544085742325e-08,2.2090156370779823e-09
2001,7.009938896018753e-08,8.762423564512289e-10
2002,5.432714589304055e-08,8.76244299341522e-10
2003,4.2502613872841266e-08,1.2500769308587678e-09
2004,4.184551771757583e-08,0.0
2005,5.3594619853214454e-08,2.251874686720612e-09
2006,4.776752460244893e-08,2.4707338397433887e-09
2007,4.47381687251891e-08,1.1983438685803094e-09
2008,5.2366508684897894e-08,0.0
2009,3.9099179893753444e-08,1.907277002999308e-09
2010,3.306655199653008e-08,4.723793023408973e-10
2011,3.441574913942702e-08,1.1471915639660324e-09
2012,3.64255028362237e-08,2.0425516833455504e-09
2013,3.486406385810881e-08,1.9523875849358774e-09
2014,3.096586564943493e-08,4.330890368553497e-10
2015,3.54652060635674e-08,1.10828768384863e-09
2016,3.396997616533781e-08,2.0713399884186856e-09
2017,3.370919188228072e-08,1.0062445321423752e-09
2018,3.355906780244666e-08,1.0325866828253538e-09
2019,3.265264192364725e-08,5.1019755087367e-10
