year,comptant_VERB en_ADP,comptant_VERB cent_DET
1800,1.8864987794131594e-08,6.288328968651058e-09
1801,8.096020565062645e-08,0.0
1802,1.3427040812530322e-08,0.0
1803,1.5602713787643552e-08,0.0
1804,9.887403784603066e-09,0.0
1805,3.1271653710973624e-08,0.0
1806,2.305335300434308e-08,0.0
1807,3.4163463169534225e-08,0.0
1808,9.064295980465431e-09,1.3596443970698147e-08
1809,4.51806094758922e-08,2.4849335034105025e-08
1810,3.2761775514700275e-08,0.0
1811,3.5099075201827645e-08,0.0
1812,2.9339290108509886e-08,0.0
1813,5.463909147351842e-08,0.0
1814,2.8320094713762956e-08,0.0
1815,1.6183340889597275e-08,0.0
1816,1.622322720606917e-08,0.0
1817,1.0898113522728181e-08,1.556873407970727e-09
1818,1.3113294672351117e-08,0.0
1819,1.9666995698663925e-08,0.0
1820,9.493184904840746e-09,0.0
1821,2.070912508145284e-08,0.0
1822,3.5089655625597516e-08,4.010246357211145e-09
1823,1.680056804787e-08,0.0
1824,5.894778887238772e-09,0.0
1825,1.2327619813845558e-08,0.0
1826,1.145037931138404e-08,0.0
1827,6.452091128039683e-08,6.452091305675367e-09
1828,2.7516904310687096e-08,0.0
1829,3.8579290873030914e-08,3.429270423183084e-09
1830,3.5485243188304594e-08,0.0
1831,6.392394169552063e-08,0.0
1832,1.8941957335982806e-08,0.0
1833,1.7375443306377747e-08,0.0
1834,1.9602515166639023e-08,3.733812370398937e-09
1835,2.3445572594482655e-08,0.0
1836,2.4194699910218276e-08,0.0
1837,2.99189295560609e-08,0.0
1838,2.4617431870765927e-08,6.312161904276081e-10
1839,3.8453112694014635e-08,0.0
1840,2.4204817705708592e-08,0.0
1841,4.8796167106957e-08,2.5682194149112547e-09
1842,3.152884486823382e-08,0.0
1843,3.071593740466838e-08,1.1813822142769936e-09
1844,1.4819115712327857e-08,0.0
1845,3.2923345827384765e-08,0.0
1846,3.6883359255668324e-08,2.9272506640865004e-09
1847,5.069630049092666e-08,0.0
1848,3.218088551193432e-08,8.045221711050488e-10
1849,6.871120206142223e-08,8.379414939696517e-10
1850,4.3449574604892405e-08,8.146795238417326e-09
1851,4.837079004005318e-08,1.2898877521649865e-09
1852,2.408901877970493e-08,6.510545436100301e-10
1853,2.7470886010405593e-08,4.180352064508952e-09
1854,3.221311928314208e-08,1.558699391779328e-09
1855,5.094659627502551e-08,1.0613874223963649e-09
1856,2.5368226630462232e-08,0.0
1857,3.368241247025949e-08,4.881509085841174e-10
1858,2.5447114637699997e-08,4.893676130990343e-09
1859,2.6988518087023294e-08,2.5460866748261424e-09
1860,4.485640303641958e-08,0.0
1861,1.1789909493131745e-08,0.0
1862,1.9427341541033982e-08,0.0
1863,4.345320014920162e-08,0.0
1864,3.212467802882202e-08,5.753673537611803e-09
1865,5.836487165788995e-08,0.0
1866,3.5518973096060336e-08,2.432806400776144e-09
1867,4.610171089325377e-08,9.7056229719783e-10
1868,4.643481721355869e-08,3.951899252285784e-09
1869,3.223122579942839e-08,1.953407657850903e-09
1870,5.6193677266946906e-08,0.0
1871,4.0360472297606975e-08,0.0
1872,5.200711827857418e-08,1.2094678591978436e-09
1873,2.2746816430441186e-08,1.1972009161809183e-08
1874,5.7356248084339256e-08,1.7923826867161097e-09
1875,5.950388154429831e-08,5.149374260327022e-09
1876,6.348315717552566e-08,2.418405919968336e-09
1877,4.1438266817905856e-08,6.80329748092845e-09
1878,3.925407554561389e-08,7.2469061862534545e-09
1879,3.9099681270471365e-08,1.1607718342077078e-08
1880,4.941741682529255e-08,1.2835692508872398e-09
1881,5.0202052792602814e-08,0.0
1882,4.1263387373646765e-08,1.9966155395678697e-09
1883,7.330432905128248e-08,1.2638677882037541e-09
1884,5.479408482500503e-08,0.0
1885,6.316722789279083e-08,0.0
1886,4.001147502208369e-08,0.0
1887,6.528924956228366e-08,1.9586774424595887e-09
1888,5.452928575344629e-08,1.268122939990235e-09
1889,5.388017498830777e-08,3.759081934617825e-09
1890,4.7191583973926754e-08,0.0
1891,8.860165845447909e-08,5.099376032546843e-09
1892,4.011847920537548e-08,2.5074049503359674e-09
1893,7.88277320085129e-08,7.390100087434348e-09
1894,4.0960006941759275e-08,1.2603078580752936e-09
1895,5.236194589031129e-08,1.2037228991346183e-09
1896,3.8920389799912414e-08,5.89702897624278e-10
1897,4.8361721405321134e-08,4.661370844871726e-09
1898,7.242694455289467e-08,0.0
1899,6.743645464268866e-08,5.527578395003729e-10
1900,4.7238582823183606e-08,8.30568502863116e-09
1901,7.153585501740167e-08,1.1736351446245408e-08
1902,5.548620762851897e-08,1.9641135384773634e-09
1903,4.75219366080637e-08,0.0
1904,4.6759240035498806e-08,4.299700151477737e-09
1905,2.8384174677320573e-08,5.160759042333041e-10
1906,3.755254596171653e-08,5.144184522798412e-10
1907,5.348557241546814e-08,0.0
1908,5.697211347133191e-08,0.0
1909,2.6954818821423032e-08,1.1001967115120692e-09
1910,3.9012300834251334e-08,5.344150677544235e-10
1911,4.469114223137893e-08,5.320374141248863e-10
1912,5.053138707467042e-08,1.0418842455450772e-09
1913,4.666630815108874e-08,0.0
1914,5.022557836298347e-08,2.678697486047099e-09
1915,4.005459064426731e-08,1.1780761921542648e-09
1916,5.273981784625903e-08,0.0
1917,6.579854527899442e-08,2.1932848870420685e-09
1918,5.283732917860107e-08,8.040463406189247e-09
1919,7.918749389546065e-08,0.0
1920,7.042175331761769e-08,7.572231730534895e-10
1921,7.269837670742518e-08,7.572747429129834e-10
1922,5.01699628507879e-08,2.951174193910333e-09
1923,4.777176476622458e-08,0.0
1924,4.2542360634278964e-08,7.734974438733389e-09
1925,3.8493624288094e-08,1.0998177923937646e-09
1926,4.0126099776216506e-08,1.1146138456652466e-09
1927,3.567751882815884e-08,1.1149224876660924e-09
1928,4.227635130860108e-08,1.1426041224282812e-09
1929,6.127223373120216e-08,0.0
1930,4.3064773080914165e-08,2.100720708497761e-09
1931,4.904303363417739e-08,1.1405356659111021e-09
1932,4.274219400635104e-08,0.0
1933,4.1294382358003645e-08,0.0
1934,5.391711255242626e-08,0.0
1935,6.821922227118193e-08,5.98414207075848e-09
1936,5.092379984361628e-08,3.6374143697059935e-09
1937,5.666003299875655e-08,0.0
1938,4.797129216083107e-08,3.8895642262559704e-09
1939,3.8235127064467633e-08,0.0
1940,4.3108308034334186e-08,2.5357829169792012e-09
1941,3.5418032950929046e-08,0.0
1942,3.944475324146879e-08,0.0
1943,4.935499831049128e-08,0.0
1944,7.069009200222354e-08,0.0
1945,3.703456741277478e-08,0.0
1946,3.619487021211398e-08,1.3921104269343232e-09
1947,3.8146785952264395e-08,0.0
1948,3.261566416945527e-08,1.0871887834440486e-09
1949,3.337782672474532e-08,1.9634016634739737e-09
1950,4.2541444145172136e-08,3.190608444114673e-09
1951,4.477788806411809e-08,4.264560704569931e-09
1952,4.428817490520487e-08,7.381362632230548e-09
1953,4.3095308654983455e-08,5.386913581872932e-09
1954,4.5930919290171346e-08,9.772536113672459e-10
1955,5.162084448784299e-08,1.8771215692936494e-09
1956,4.53499349184483e-08,2.616342476002842e-09
1957,4.7709204420431917e-08,2.6505113659425206e-09
1958,3.557064687242928e-08,0.0
1959,4.5729413145068065e-08,1.5501495642666896e-09
1960,4.498541716912996e-08,1.3841666701708277e-09
1961,3.474079512955086e-08,2.08444772553662e-09
1962,4.819887000628853e-08,6.341956404476434e-10
1963,6.854016731949741e-08,2.5864212993553792e-09
1964,9.916868209947083e-08,4.258777774879263e-09
1965,9.35719413064362e-08,5.472043373977442e-10
1966,6.259154683441182e-08,2.215629901769489e-09
1967,4.437302081328198e-08,4.930335584241163e-10
1968,4.671072306727808e-08,1.7965663401398047e-09
1969,6.358461177025099e-08,1.8167031212712459e-09
1970,3.632992645608013e-08,1.3796175313274261e-09
1971,5.7036210532324105e-08,5.138397485282553e-10
1972,5.335352826207895e-08,1.0260293725750103e-09
1973,6.891504744643839e-08,1.6539611902288698e-09
1974,4.050411478440097e-08,1.1251143350321513e-09
1975,4.0551510149811065e-08,2.8557400888473694e-09
1976,5.484985793335895e-08,1.142705374768127e-09
1977,6.170621241752272e-08,2.938390863960194e-09
1978,4.930690877813504e-08,2.3762365408686037e-09
1979,4.740098524802505e-08,2.3407893401383717e-09
1980,5.62829902683859e-08,1.7055452605774235e-09
1981,4.933928604566873e-08,0.0
1982,4.531476704983106e-08,0.0
1983,3.03135170298674e-08,3.157658134966823e-09
1984,3.827345551599137e-08,1.1598016991243298e-09
1985,4.932757746711758e-08,2.4062232206745193e-09
1986,3.2370220282018636e-08,1.1988970927134801e-09
1987,5.010869941202145e-08,0.0
1988,4.8572086686071714e-08,0.0
1989,4.061210356898215e-08,5.488122178931576e-10
