year,pouvait_VERB ôter_VERB,pouvait_VERB oter_VERB,pouvait_VERB sauter_VERB
1849,5.279031256577582e-08,8.379414939696517e-10,0.0
1850,4.073397619208663e-08,6.788996032014438e-10,1.0862393651223101e-08
1851,6.191461210391935e-08,0.0,3.8696632564949596e-09
1852,2.799534470909748e-08,0.0,7.812654523320361e-09
1853,4.359510086260343e-08,0.0,1.1943863675867306e-09
1854,3.013485283531736e-08,5.195664454227256e-10,1.1950028522278444e-08
1855,3.237231638308913e-08,1.0613874223963649e-09,8.491099379170919e-09
1856,4.0899795550330964e-08,0.0,6.212626857404757e-09
1857,4.149282872845106e-08,1.4644527812635033e-09,3.4170564155999728e-09
1858,4.991549573674092e-08,4.893676019968041e-10,1.2234189661342043e-08
1859,3.208069188076479e-08,5.092173349652285e-10,8.147477359443656e-09
1860,2.8378540406492903e-08,4.577183909670879e-10,3.661747127736703e-09
1861,3.6312922446768425e-08,1.4147891747029462e-09,1.226150558863992e-08
1862,3.4336697041226216e-08,0.0,5.421583626485926e-09
1863,2.1476870060155306e-08,0.0,3.496234635136375e-09
1864,2.9247839705703882e-08,1.4384183844029508e-09,3.3563094525845827e-09
1865,2.7770381549885315e-08,0.0,3.294791106611683e-09
1866,3.065336073859726e-08,4.865612912574591e-10,8.271541673821048e-09
1867,3.299911810472622e-08,1.94112459439566e-09,6.79393608038481e-09
1868,1.679557115608077e-08,0.0,6.421836395986702e-09
1869,4.2974967584541446e-08,4.883519144627257e-10,1.8557372527538973e-08
1870,3.612450782952692e-08,5.734048791339319e-10,7.454262984651905e-09
1871,2.3366590440332402e-08,0.0,3.18635318130589e-09
1872,3.3260366905096816e-08,1.2094678591978436e-09,6.047339295989218e-10
1873,2.0352414864532875e-08,0.0,5.9860045809045914e-09
1874,2.6288279997288555e-08,0.0,4.779687312606029e-09
1875,1.94531928343622e-08,5.721527140956084e-10,6.293679799540541e-09
1876,2.5997863417615008e-08,0.0,9.069021977836655e-09
1877,2.1028373708986692e-08,0.0,8.040260901509555e-09
1878,1.6305540029293297e-08,6.039088673581716e-10,4.831270938865373e-09
1879,4.032154521382836e-08,6.10932526790009e-10,4.887460214320072e-09
1880,4.6208491255583795e-08,0.0,8.343199908722454e-09
1881,1.324776466304911e-08,0.0,6.9725074602899895e-09
1882,3.128031167420886e-08,0.0,1.4641846846075168e-08
1883,1.2638677659992936e-08,0.0,6.951272890631799e-09
1884,1.386356363042296e-08,0.0,7.2618666635548834e-09
1885,1.2891271161663553e-08,0.0,6.445635580831777e-09
1886,2.0651084398082276e-08,0.0,1.5488312854472497e-08
1887,1.3710741875172516e-08,0.0,9.140494583448344e-09
1888,1.3949351895803375e-08,0.0,2.53624587998047e-09
1889,2.318100555953606e-08,1.2530273485467092e-09,1.1903759755682586e-08
1890,5.243509182406569e-09,0.0,6.554386366985909e-09
1891,1.4023283867459213e-08,0.0,1.2748440081367107e-09
1892,7.522214851007902e-09,0.0,5.014809900671935e-09
1893,1.0469308087124318e-08,6.158416554491453e-10,9.853466487186324e-09
1894,6.9316934414587195e-09,0.0,8.822155450616265e-09
1895,1.745398137131815e-08,0.0,1.2639090662958097e-08
1896,1.7691087705884456e-08,0.0,6.486732040400511e-09
1897,8.740070001067579e-09,0.0,1.1653426668090106e-08
1898,7.921697076085366e-09,0.0,2.8291773368493978e-09
1899,1.326618814800895e-08,0.0,1.326618814800895e-08
1900,3.114631885736685e-09,0.0,1.4015843596837385e-08
1901,5.58873880507349e-09,0.0,3.353243460679778e-09
1902,1.2275709337927765e-08,4.910283846193408e-10,4.419255628107521e-09
1903,1.0800440541913758e-08,0.0,1.5660639007819555e-08
1904,1.827372564378038e-08,0.0,2.6873125946735854e-09
1905,1.1353670004154992e-08,0.0,2.0643036169332163e-09
1906,1.6975809202790515e-08,0.0,6.173021205313489e-09
1907,5.65712765521198e-09,0.0,8.742834012309686e-09
1908,9.331639461152008e-09,0.0,2.9468334439286537e-09
1909,1.870334465081669e-08,0.0,7.701377313651392e-09
1910,9.619471441624228e-09,0.0,2.137660271017694e-09
1911,1.1172785363555704e-08,0.0,8.51259862599818e-09
1912,1.0418842677495377e-08,0.0,7.814131564032323e-09
1913,1.113627856597077e-08,0.0,7.42418571064718e-09
1914,1.4063162190325329e-08,0.0,4.68772043404897e-09
1915,1.1780761921542648e-09,0.0,1.0602685840410686e-08
1916,3.2962386153911893e-09,0.0,2.0876177231343718e-08
1917,1.5352993543160665e-08,1.0966424435210342e-09,1.4256351654751143e-08
1918,1.1486376294556067e-09,0.0,1.1486376294556067e-09
1919,1.8415696745321952e-09,0.0,4.603924352863942e-09
1920,1.741613253614105e-08,1.514446346106979e-09,1.0601124422748853e-08
1921,6.815472630705699e-09,7.572747429129834e-10,1.817459427400081e-08
1922,7.377935595798135e-09,0.0,1.0329110011753073e-08
1923,6.369568872344189e-09,0.0,1.2739137744688378e-08
1924,1.4180787211159895e-08,0.0,1.1602462102189293e-08
1925,1.7597084678300234e-08,0.0,1.3197813508725176e-08
1926,4.458455382660986e-09,0.0,1.3375366592072169e-08
1927,1.2264147031260109e-08,0.0,1.3379070296082318e-08
1928,4.570416489713125e-09,0.0,6.8556245125250825e-09
1929,1.6710609784809094e-08,0.0,8.912325100141061e-09
1930,2.10072066408884e-08,0.0,9.453243521306831e-09
1931,2.2810713318222042e-09,0.0,9.124285327288817e-09
1932,2.1919073223131136e-09,0.0,8.767629289252454e-09
1933,1.1470662641954732e-08,0.0,4.588264879146209e-09
1934,1.0783422155213884e-08,0.0,3.5944740517379614e-09
1935,2.154291145473053e-08,0.0,1.3165112555668657e-08
1936,3.6374143697059935e-09,0.0,2.424942913137329e-09
1937,3.777335333410292e-09,0.0,1.3850230295986421e-08
1938,1.0372171566075394e-08,0.0,5.186085783037697e-09
1939,1.3764645423464117e-08,0.0,7.647025235257843e-09
1940,1.5214697057785997e-08,0.0,5.0715658339584024e-09
1941,1.4757512545315876e-08,0.0,8.854508237732261e-09
1942,1.2136847082899749e-08,0.0,3.034211770724937e-09
1943,4.064529335323641e-08,0.0,1.4516175816936538e-08
1944,1.6065930807940276e-08,0.0,1.2852744646352221e-08
1945,8.714016175304096e-09,0.0,2.3963544037997053e-08
1946,1.2528993842408909e-08,0.0,1.6705325123211878e-08
1947,7.152522574216391e-09,0.0,2.0265479960812627e-08
1948,2.174377566888097e-09,0.0,1.6307831529616124e-08
1949,6.8719057111366055e-09,0.0,1.2762110479513922e-08
1950,2.2334258886758107e-08,0.0,2.3397795700930146e-08
1951,1.0661401539380222e-08,0.0,6.396841278899501e-09
1952,1.0544804140977249e-08,0.0,6.326882129314981e-09
1953,5.386913581872932e-09,0.0,8.619061908632375e-09
1954,1.3681550115052232e-08,0.0,1.8567819282111486e-08
1955,4.6928039232341234e-09,0.0,7.508486277174597e-09
1956,8.72114114258693e-09,8.72114158667614e-10,6.976913269340912e-09
1957,1.7670075402875796e-09,0.0,1.767007518083119e-08
1958,8.272243334772611e-09,0.0,4.1361216673863055e-09
1959,9.300897829689347e-09,0.0,9.300897829689347e-09
1960,9.689166802218097e-09,0.0,6.2287499602575735e-09
1961,7.64297514166401e-09,0.0,5.55852741612739e-09
1962,1.2049716779927166e-08,0.0,9.512934440181198e-09
1963,1.4225316924409981e-08,0.0,9.052474325699222e-09
1964,1.0951143103454797e-08,0.0,1.2167936880302932e-08
1965,7.1136563306595235e-09,0.0,8.755269398363907e-09
1966,6.6468897053084675e-09,0.0,1.4401594583546284e-08
1967,6.409436092980059e-09,0.0,4.437302081328198e-09
1968,1.122853987567396e-08,0.0,9.88111459321317e-09
1969,9.083515273289322e-09,0.0,1.4533624970169967e-08
1970,1.0577067222072856e-08,0.0,8.7375777724219e-09
1971,5.652237344833111e-09,0.0,6.166076982339064e-09
1972,6.669190977248718e-09,0.0,6.669190977248718e-09
1973,3.859242703185828e-09,0.0,1.0475087464101307e-08
1974,7.313243344242437e-09,0.0,7.875800456247362e-09
1975,1.028066431985053e-08,0.0,5.711480177694739e-09
1976,6.8562320265641574e-09,0.0,6.2848797277581525e-09
1977,4.7014254711541525e-09,0.0,9.990529292736028e-09
1978,5.940591130126904e-09,0.0,1.0693064211864112e-08
1979,5.851973128301324e-09,0.0,7.607565244427406e-09
1980,9.664756106531058e-09,0.0,1.2507331170752423e-08
1981,5.69299452024552e-09,0.0,1.2018544381930951e-08
1982,4.966001831974154e-09,0.0,4.345251713999687e-09
1983,8.209910973278056e-09,0.0,9.47297440490047e-09
1984,7.538710988796993e-09,0.0,1.1598016769198694e-08
1985,7.218669662023558e-09,0.0,1.0828004270990732e-08
1986,1.1988970705090196e-08,0.0,9.591176741707841e-09
1987,1.2832715334809564e-08,0.0,1.4665960890170027e-08
1988,5.396898483667201e-09,0.0,1.5591039570495013e-08
1989,8.232182935330457e-09,5.488122178931576e-10,1.6464365870660913e-08
1990,7.628111475810329e-09,0.0,2.179460389939436e-09
1991,7.6199047072123e-09,0.0,8.7921980806982e-09
1992,9.91789939064347e-09,0.0,1.1570882918476855e-08
1993,4.4313659408601325e-09,0.0,1.2186256448387667e-08
1994,1.002236071911966e-08,0.0,8.967375286772494e-09
1995,1.0302656505700725e-08,0.0,1.0844901865425527e-08
1996,7.473328622609188e-09,0.0,9.60856638698715e-09
1997,4.794894259418925e-09,0.0,1.006927874414032e-08
1998,1.0013071261028017e-08,0.0,1.0013071261028017e-08
1999,4.570201106446348e-09,0.0,1.1882523409667556e-08
2000,5.743440834038438e-09,8.836062992401139e-10,1.0603275590881367e-08
2001,4.8193329327261836e-09,0.0,1.4896119893137438e-08
2002,6.571832411594869e-09,0.0,1.6648641576466616e-08
2003,5.000307723435071e-09,0.0,1.2917460878725251e-08
2004,1.2333415178034102e-08,0.0,1.189293641346012e-08
2005,1.0358624180639708e-08,0.0,1.3511249008502091e-08
2006,1.4000825387938676e-08,0.0,1.2353670086895363e-08
2007,7.589511241690161e-09,0.0,1.757570977645173e-08
2008,1.0643598891135753e-08,4.257439678578834e-10,1.830699147831183e-08
2009,1.8119131084404216e-08,0.0,1.7642312499788204e-08
2010,1.5116137674908714e-08,0.0,2.5508482437430757e-08
2011,1.606068167347985e-08,0.0,2.982698177333987e-08
2012,1.7021264397953928e-08,0.0,4.153188370992211e-08
2013,2.370756213565528e-08,0.0,3.932666459149914e-08
2014,2.4902620410216514e-08,0.0,4.2659269894329555e-08
2015,2.992376835209143e-08,0.0,3.967669925941664e-08
2016,2.237047169728612e-08,0.0,4.287673860403629e-08
2017,2.1131135952145996e-08,0.0,4.25138324544605e-08
2018,2.0393587263356494e-08,0.0,4.543381493249399e-08
2019,2.1173198305746155e-08,0.0,3.3673039467885246e-08
