year,veulent_VERB ôter_VERB,veulent_VERB oter_VERB,veulent_VERB sauter_VERB
1800,9.432493897065797e-09,0.0,1.2576657937302116e-08
1801,5.000483582762172e-08,0.0,7.143547975374531e-09
1802,2.2378401354217203e-09,0.0,2.2378401354217203e-09
1803,9.751696339321825e-09,0.0,6.241085515057421e-08
1804,3.213406074564773e-08,0.0,2.4718509461507665e-09
1805,0.0,0.0,2.842877711017877e-09
1806,2.305335300434308e-08,0.0,0.0
1807,1.1387820464392462e-08,0.0,0.0
1808,9.064295980465431e-09,0.0,6.798221985349073e-09
1809,1.129515236897305e-08,0.0,0.0
1810,4.680253518074551e-09,0.0,0.0
1811,1.7549536934780008e-08,0.0,0.0
1812,5.3344164641089264e-09,0.0,0.0
1813,0.0,0.0,0.0
1814,3.1466771410748606e-09,0.0,0.0
1815,2.697223555614414e-09,0.0,0.0
1816,6.952811659743929e-09,2.3176038865813098e-09,2.5493642752394408e-08
1817,1.2454987263765815e-08,0.0,2.3353100786493997e-08
1818,5.960588467246453e-09,0.0,0.0
1819,3.3123360054787554e-08,0.0,1.2421260464634543e-08
1820,2.4919611263385377e-08,0.0,0.0
1821,2.9584464655840748e-08,9.86148829262845e-10,1.97229765852569e-09
1822,5.012807946513931e-09,0.0,0.0
1823,3.162459805139406e-08,0.0,0.0
1824,2.5263338088166165e-09,0.0,1.6842225392110777e-09
1825,1.1447076175841175e-08,0.0,8.805443041381977e-10
1826,2.1139161532346407e-08,0.0,0.0
1827,1.1060727445055818e-08,0.0,4.608636583469661e-09
1828,7.337841001486822e-09,0.0,9.172301251858528e-10
1829,2.1432940755516938e-08,0.0,8.573175946935407e-09
1830,5.218417697960831e-09,0.0,0.0
1831,1.5591206103948707e-09,0.0,3.1182412207897414e-09
1832,1.3529969367098715e-09,0.0,2.705993873419743e-09
1833,1.1583628278799551e-08,1.1583628500844156e-09,2.3167257001688313e-09
1834,9.334531370086552e-09,0.0,7.467624740797874e-09
1835,2.7227116561334697e-08,0.0,7.563087933704082e-10
1836,1.68018754465038e-08,0.0,4.032449929525228e-09
1837,1.461157062010443e-08,0.0,4.174734336004349e-09
1838,1.009945904684173e-08,0.0,6.312161904276081e-10
1839,6.9914751765765e-10,0.0,1.3982950353153e-09
1840,7.0066574764382494e-09,0.0,8.280594876453051e-09
1841,1.0272877659645019e-08,0.0,7.704658244733764e-09
1842,5.366612043644636e-09,0.0,0.0
1843,7.678984559333912e-09,0.0,1.7720733769266417e-09
1844,1.1525978393933656e-08,5.488561272137815e-10,1.0977122322231025e-08
1845,8.37034175305007e-09,0.0,1.1160455670733427e-08
1846,1.6978054517835517e-08,5.854501328173001e-10,1.0538101946622191e-08
1847,1.294373674909366e-08,0.0,5.393223645455691e-10
1848,1.6090443422100975e-09,0.0,1.126331028444838e-08
1849,1.6758828991214614e-08,0.0,2.513824481908955e-09
1850,1.3577992064028876e-08,0.0,2.7155984128057753e-09
1851,1.2898877521649865e-09,0.0,4.514607354622058e-09
1852,7.161600201754936e-09,0.0,3.906327261660181e-09
1853,8.957897534855874e-09,1.1943863675867306e-09,3.5831591027601917e-09
1854,8.313063126763609e-09,5.195664454227256e-10,1.558699391779328e-09
1855,2.3350523292720027e-08,0.0,4.776243400783642e-09
1856,2.7439103433835044e-08,0.0,2.5885946719483854e-09
1857,2.245494101771328e-08,0.0,4.881509085841174e-10
1858,1.0766087576996597e-08,0.0,9.787352039936081e-10
1859,3.5645213447565993e-09,0.0,7.129042689513199e-09
1860,1.1442959468865865e-08,0.0,5.950338888283113e-09
1861,1.226150558863992e-08,0.0,1.4147891747029462e-09
1862,1.445755604123633e-08,9.035972525772706e-10,0.0
1863,1.2486552236623538e-08,0.0,0.0
1864,1.726102105692462e-08,0.0,2.3973640850272204e-09
1865,1.4120533187167439e-08,0.0,0.0
1866,9.731225603104576e-09,0.0,0.0
1867,4.85281148598915e-09,4.85281148598915e-10,5.338092634588065e-09
1868,3.951899252285784e-09,0.0,1.975949626142892e-09
1869,1.1720445947105418e-08,0.0,2.9301114867763545e-09
1870,1.7202146374017957e-09,0.0,2.2936195165357276e-09
1871,1.3807530230280918e-08,0.0,4.248470908407853e-09
1872,9.071008832961525e-09,0.0,0.0
1873,1.1972008939764578e-09,0.0,1.7958012854535355e-09
1874,7.766991494406739e-09,0.0,2.3898436563030145e-09
1875,4.577221712764867e-09,5.721527140956084e-10,5.721527140956084e-10
1876,3.02300739996042e-09,6.04601479992084e-10,0.0
1877,8.040260901509555e-09,0.0,6.184815992682502e-10
1878,2.4156354694326865e-09,0.0,2.4156354694326865e-09
1879,3.665595160740054e-09,1.832797580370027e-09,0.0
1880,3.8507077526617195e-09,0.0,6.417846254436199e-10
1881,8.367009307619355e-09,0.0,0.0
1882,1.9966155395678697e-09,0.0,1.3310770263785798e-09
1883,1.8958017378167824e-09,0.0,3.791603475633565e-09
1884,5.281357573494461e-09,0.0,5.281357573494461e-09
1885,5.156508553483263e-09,0.0,1.2891271383708158e-09
1886,5.808117542471791e-09,0.0,4.5174246565693466e-09
1887,6.528924512139156e-09,0.0,1.9586774424595887e-09
1888,8.242799331981132e-09,0.0,0.0
1889,0.0,0.0,5.012109394186837e-09
1890,1.3108772956016423e-09,0.0,0.0
1891,1.7210394887001712e-08,0.0,1.2748440081367107e-09
1892,4.387958441043338e-09,0.0,6.268512375839919e-10
1893,1.2316833108982905e-09,0.0,2.463366621796581e-09
1894,1.2603078580752936e-09,0.0,1.2603078580752936e-09
1895,0.0,0.0,0.0
1896,4.1279202278587945e-09,0.0,1.179405795248556e-09
1897,6.992056267307589e-09,0.0,2.330685422435863e-09
1898,1.6975064687230201e-09,0.0,1.13167097914868e-09
1899,2.7637891975018647e-09,0.0,5.527578395003729e-10
1900,4.15284251431558e-09,0.0,1.5573159428683425e-09
1901,1.676621730339889e-09,0.0,1.1177477832191585e-09
1902,9.820567692386817e-10,0.0,1.4730852093691738e-09
1903,7.560307935250421e-09,0.0,2.7001101354784396e-09
1904,8.061937784020756e-09,0.0,5.374625189347171e-10
1905,1.5482277682110634e-09,0.0,2.0643036169332163e-09
1906,5.144184633820714e-09,0.0,1.0288369045596824e-09
1907,3.599990305858114e-09,0.0,5.142843373384665e-10
1908,9.822778146428846e-10,0.0,1.4734167219643268e-09
1909,3.300590023513905e-09,0.0,1.6502950117569526e-09
1910,5.34415089958884e-09,0.0,5.344150677544235e-10
1911,7.980561100850991e-09,0.0,1.5961122423746588e-09
1912,7.814131564032323e-09,0.0,4.688478938419394e-09
1913,8.484783542428431e-09,0.0,5.30298971401777e-10
1914,3.3483718020477227e-09,0.0,6.696743604095445e-09
1915,0.0,0.0,0.0
1916,9.888715624128963e-09,0.0,0.0
1917,3.289927441585405e-09,0.0,0.0
1918,0.0,0.0,0.0
1919,1.8415696745321952e-09,0.0,9.207848372660976e-10
1920,2.2716695191604686e-09,0.0,1.514446346106979e-09
1921,8.330022005509363e-09,0.0,0.0
1922,1.4755870969551665e-09,0.0,0.0
1923,2.1231896241147297e-09,0.0,3.1847844361720945e-09
1924,0.0,0.0,3.867487219366694e-09
1925,0.0,0.0,1.0998177923937646e-09
1926,1.1146138456652466e-09,0.0,0.0
1927,1.3379070296082318e-08,0.0,0.0
1928,4.570416489713125e-09,0.0,5.713020723163709e-09
1929,5.570202965543558e-09,0.0,3.342121912552898e-09
