year,gagnant_VERB en_ADP,gagnant_VERB sans_ADP
1937,2.5182236740306507e-08,6.295559185076627e-09
1938,2.5930429359277696e-08,6.482607339819424e-09
1939,1.8352861452797242e-08,3.058810094103137e-09
1940,4.057252667166722e-08,5.0715658339584024e-09
1941,3.246652813260198e-08,5.9030051957620344e-09
1942,2.4273694831933312e-08,6.068423541449874e-09
1943,2.032264689866281e-08,1.4516175816936538e-08
1944,3.855823393905666e-08,1.2852744646352221e-08
1945,3.485606470121638e-08,1.742803190651898e-08
1946,2.645009811175214e-08,5.568441707737293e-09
1947,1.3112957830685446e-08,5.960435700558264e-09
1948,1.522064252412747e-08,1.6307831529616124e-08
1949,2.3560819850665382e-08,4.908504269707237e-09
1950,2.765193918286002e-08,9.571825110299415e-09
1951,2.1322804411028073e-08,3.1984206394497505e-09
1952,3.58523338794825e-08,4.2179215675730575e-09
1953,1.6160740301529586e-08,3.232148326759443e-09
1954,3.029486128625081e-08,1.07497895029951e-08
1955,2.9095383879962355e-08,8.447047505910632e-09
1956,3.1396109267944894e-08,1.3953826538681824e-08
1957,4.240818096690191e-08,1.0602045463770082e-08
1958,3.1434524316864554e-08,6.617794756635931e-09
1959,2.6352543258667538e-08,1.705164542897819e-08
1960,3.0451666577224756e-08,2.7683333403416555e-09
1961,1.737039800886464e-08,4.16889545107324e-09
1962,2.2196846694022554e-08,4.43936931660005e-09
1963,2.4571002121831498e-08,1.681173777967615e-08
1964,2.4335873760605864e-08,1.1559539991878864e-08
1965,3.064344211711756e-08,2.0793764932136583e-08
1966,3.1572724878969893e-08,1.0524241922382771e-08
1967,2.169347623759421e-08,2.9582012395223956e-09
1968,3.188905262074826e-08,5.838840522187638e-09
1969,3.088395261752197e-08,6.358460868938209e-09
1970,3.0811457218948846e-08,4.598724956395017e-09
1971,4.0079499052936285e-08,9.762955333059153e-09
1972,2.718977787363741e-08,4.104117490300041e-09
1973,1.984753300598996e-08,6.0645241051204835e-09
1974,2.5877629150627968e-08,1.6876715580593782e-09
1975,2.969969781219106e-08,3.4268881066168433e-09
1976,3.5423867839057266e-08,4.570821499072508e-09
1977,3.114694369088511e-08,4.11374712072643e-09
1978,2.613860194955464e-08,1.7821774056514528e-09
1979,3.6867430774911725e-08,5.266776015311336e-09
1980,3.9796053785678964e-08,2.8425752862659692e-09
1981,4.80741773056792e-08,1.0120879245789638e-08
1982,4.4073267591038245e-08,2.483000915987077e-09
1983,3.220811173321181e-08,1.2630632317822688e-08
1984,4.0593060912641477e-08,3.479405208395292e-09
1985,3.248401336808371e-08,7.820225356169885e-09
1986,4.435919231937646e-08,1.019062523255343e-08
1987,5.010869807975382e-08,8.555143260480236e-09
1988,4.0176910465206106e-08,1.0194141530917022e-08
1989,4.555141286388675e-08,7.134558721588746e-09
1990,5.067245267831311e-08,3.814055737905164e-09
1991,3.106576507150294e-08,5.8614650910726596e-09
1992,4.132458031325115e-08,3.305966445044106e-09
1993,4.874502579355067e-08,8.308811416668505e-09
1994,4.430938371768889e-08,4.747434001473039e-09
1995,4.1210624912579874e-08,4.880205572987961e-09
1996,5.658377766337708e-08,5.3380921904988554e-09
1997,5.17848595116277e-08,6.7128524960935465e-09
1998,5.483348486379214e-08,6.675381136744818e-09
1999,5.1643273657475675e-08,5.4842413388378475e-09
2000,6.36196535452882e-08,3.5344251969604557e-09
2001,5.3450784687214536e-08,2.190605918883648e-09
2002,5.5203392079761215e-08,6.133709984368352e-09
2003,6.083707360104995e-08,1.1667384391955693e-08
2004,5.550036807910885e-08,5.726228741176342e-09
2005,6.755624548659966e-08,4.503749484463526e-09
2006,6.794518370156766e-08,4.941467679486777e-09
2007,6.910449368291438e-08,5.192823282484937e-09
2008,8.812900054167017e-08,5.108927503272298e-09
2009,7.009242897204615e-08,4.76819250749827e-09
2010,6.235406724286463e-08,8.030448306328708e-09
2011,9.177532467319338e-08,6.883149605840799e-09
2012,7.591483353053263e-08,8.510631643865452e-09
2013,8.116353766851603e-08,8.08846234434668e-09
2014,6.691225795663058e-08,8.228691908418462e-09
2015,7.203869767380411e-08,8.201329393386914e-09
2016,6.524721207767925e-08,7.042556149361445e-09
2017,8.804639950454884e-08,7.798394818792076e-09
2018,8.312322830050789e-08,8.776987137082415e-09
2019,9.336615036659168e-08,6.887666936794545e-09
