year,ignorant_VERB en_ADP,ignorant_VERB sans_ADP
1800,1.2262241000371432e-07,7.860410988769218e-08
1801,1.3096504858367553e-07,4.0480102825313224e-08
1802,1.9469209178168967e-07,3.5805442166747525e-08
1803,1.1897069529531734e-07,5.460949648039559e-08
1804,1.2359254242255702e-07,2.4718509905596875e-08
1805,1.2792949632967066e-07,1.1371510844071508e-08
1806,8.068673462702236e-08,1.729001475325731e-08
1807,1.7366426163789583e-07,9.110256549149653e-08
1808,1.540930298915555e-07,4.5321478125970316e-08
1809,1.265057028021488e-07,4.292158095609011e-08
1810,1.5210824244604737e-07,1.1700633351097167e-08
1811,1.178326058948187e-07,2.2563690471599784e-08
1812,5.601137331723294e-08,9.335229123053068e-08
1813,1.1502966401621961e-07,2.0130190847567064e-08
1814,1.4160046646338742e-07,9.440030979135372e-09
1815,1.0249449644561537e-07,2.4275012222574333e-08
1816,1.1356259221884102e-07,6.952811659743929e-09
1817,8.718491395498518e-08,7.784366928831332e-09
1818,9.894577068791932e-08,1.0729059418679299e-08
1819,6.003609342997152e-08,2.070209959015301e-08
1820,1.198514629763281e-07,3.9159388620646496e-08
1821,1.6665914948088556e-07,7.889190722920603e-08
1822,9.023054303725075e-08,4.511527151862538e-08
1823,1.7887663583682212e-07,2.2730180404550993e-08
1824,9.600068207049617e-08,4.126345132249298e-08
1825,1.0214314016820936e-07,5.2832657360113444e-08
1826,1.1802698773877296e-07,1.9377565330103153e-08
1827,1.0968555086421361e-07,5.1616729557224517e-08
1828,9.906085313149404e-08,5.228211574781483e-08
1829,1.1830982815652646e-07,3.857929264938775e-08
1830,5.4271546368056534e-08,4.905312711578347e-08
1831,7.327866624606827e-08,3.2741533706470705e-08
1832,1.1635773633500435e-07,5.81788692777252e-08
1833,1.0193593225071851e-07,4.8651238260255525e-08
1834,5.040646566811802e-08,1.586870257419548e-08
1835,1.096647750387092e-07,4.386591001548368e-08
1836,1.1022030177443298e-07,3.629205025390547e-08
1837,1.1410941169742728e-07,2.4352618477330168e-08
1838,7.069621688060579e-08,1.8936486156917454e-08
1839,1.3074058013984313e-07,2.027527745696034e-08
1840,9.745623968937522e-08,5.22314479445285e-08
1841,8.539329554579922e-08,4.365973094166975e-08
1842,8.586579269831418e-08,2.6162232824589182e-08
1843,1.0514301518327329e-07,3.2488010504039266e-08
1844,8.17795653973441e-08,1.811225258663285e-08
1845,9.93280602767932e-08,2.622707206967334e-08
1846,1.1533367505478509e-07,3.5127008857216424e-08
1847,9.653870236547846e-08,4.7460366303653245e-08
1848,1.25505458470343e-07,2.011305433313737e-08
1849,5.362825450383468e-08,1.6758828991214614e-08
1850,8.146795238417326e-08,4.820187182730251e-08
1851,9.029214553812892e-08,4.385618357360954e-08
1852,8.984553012680863e-08,2.4089017225392695e-08
1853,7.763511344904828e-08,4.240071671546275e-08
1854,9.3521959954046e-08,4.520228102933288e-08
1855,1.1887539130839286e-07,4.988520885262915e-08
1856,8.283502950234833e-08,3.31340110903966e-08
1857,1.3082444022538553e-07,3.172980944654569e-08
1858,9.787351684664714e-08,2.838332013865852e-08
1859,1.3086885175539464e-07,4.124660524240653e-08
1860,9.840945514039134e-08,4.4398682730317773e-08
1861,7.734180640373012e-08,3.2540150685100855e-08
1862,7.002879032214082e-08,3.478849569527043e-08
1863,7.841554661158767e-08,3.5461807712522386e-08
1864,1.2274503813358706e-07,2.3014693706358003e-08
1865,9.649031174063794e-08,4.0478859819614854e-08
1866,8.904071480131392e-08,3.989802621617855e-08
1867,7.618913855367282e-08,3.3484399253325137e-08
1868,9.08936854671083e-08,4.1494942593089945e-08
1869,1.1280929523849181e-07,3.90681549333749e-08
1870,9.002456735629494e-08,2.8670244400785805e-08
1871,1.0302542108320267e-07,6.585129685987567e-08
1872,1.0461896726710052e-07,3.084143074261192e-08
1873,5.4472640398373073e-08,2.6338419778504374e-08
1874,8.483944746728866e-08,5.257655999457711e-08
1875,7.895707687666231e-08,3.947853721708583e-08
1876,5.501873290292281e-08,2.539326171557832e-08
1877,8.349501534610226e-08,5.318941764809182e-08
1878,6.642997307793053e-08,3.381889657205761e-08
1879,1.0508039771650601e-07,2.8102896010295808e-08
1880,9.626769470472141e-08,5.455169205248467e-08
1881,8.576184257202968e-08,2.6495528882009012e-08
1882,7.520584843767608e-08,3.3276926103553706e-08
1883,6.698499355195509e-08,2.7805091118437986e-08
1884,6.931781548757954e-08,4.291102939646407e-08
1885,6.896830484492966e-08,4.576401502198735e-08
1886,6.066255919812136e-08,3.549405036551434e-08
1887,7.442974236937516e-08,2.9380160526670807e-08
1888,8.242798932300843e-08,3.550744143154816e-08
1889,7.455512418541588e-08,4.1976416120803606e-08
1890,7.340913149578299e-08,4.325895130996571e-08
1891,8.668939388556396e-08,3.6333053343717836e-08
1892,6.707308464193318e-08,3.259626435436758e-08
1893,6.712674194275792e-08,1.9091091374434654e-08
1894,5.356308463433379e-08,1.6384002599068026e-08
1895,6.680662067992671e-08,2.2268872967856623e-08
1896,5.6021776551062885e-08,3.597187547832448e-08
1897,5.710179351581246e-08,4.0204324314174755e-08
1898,4.1871825340322744e-08,3.1686786639006925e-08
1899,6.85419703216894e-08,3.205995469102163e-08
1900,7.630848042339267e-08,3.5818266574949575e-08
1901,1.0562716257211946e-07,2.7943693803322844e-08
1902,3.780918406137701e-08,2.1605248701206392e-08
1903,5.400220270956879e-08,3.2941341876480124e-08
1904,5.589610108103216e-08,4.729670255443352e-08
1905,6.554164233563142e-08,1.5998352531632065e-08
1906,6.790323681116206e-08,2.726417791532043e-08
1907,7.457122686016504e-08,2.3142794347563722e-08
1908,5.942780800793912e-08,2.8486056180554442e-08
1909,6.05108185780523e-08,2.970531087775896e-08
1910,5.451033757708501e-08,2.5117507740368694e-08
1911,7.288912540204251e-08,1.8089271303090015e-08
1912,3.959160110866833e-08,1.8753917085945204e-08
1913,5.090870036639217e-08,3.181793872819583e-08
1914,7.36641796450499e-08,2.8795998474606677e-08
1915,5.5369582696584985e-08,2.238344798399794e-08
1916,4.1752354462687435e-08,3.186363883855847e-08
1917,6.908847272057983e-08,1.2063066989753679e-08
1918,4.479686577241182e-08,2.2972752589112133e-09
1919,4.1435317399418636e-08,2.0257266308831845e-08
1920,8.556621633459827e-08,2.1202248845497706e-08
1921,4.619375815195781e-08,2.1203692246452022e-08
1922,5.6810101511928224e-08,1.8444838545406128e-08
1923,8.598918066482497e-08,2.229349149729387e-08
1924,6.187979550986711e-08,2.5783249202326886e-08
1925,8.468597045840909e-08,8.798542339150117e-09
1926,4.124071395494866e-08,2.4521504493613122e-08
1927,5.574612549352764e-08,2.006860555514578e-08
1928,6.627103932288492e-08,3.5420727240165206e-08
1929,8.466708667498324e-08,2.0052731253272782e-08
1930,7.562594872556616e-08,1.575540542475551e-08
1931,3.763767786324479e-08,1.710803587684495e-08
1932,7.342889585260082e-08,1.9727166122862627e-08
1933,7.80005053879762e-08,2.1794258620033702e-08
1934,4.553000643170435e-08,2.2765002327673756e-08
1935,5.984141893122796e-08,3.590485242455088e-08
1936,4.7286388582534755e-08,2.0612015205756506e-08
1937,5.288269688819014e-08,1.7627565185307503e-08
1938,4.926781471681352e-08,4.537824938033452e-08
1939,5.6587985852729616e-08,2.5999885799876665e-08
1940,4.057252622757801e-08,1.7750480196809804e-08
1941,8.264207451702532e-08,2.3612021227137348e-08
1942,5.461581187304887e-08,2.730790660265825e-08
1943,5.516146828199453e-08,2.6129117092210663e-08
1944,4.4984606262232774e-08,5.462416474699694e-08
1945,6.099811145077183e-08,2.178503999417103e-08
1946,6.264496832386612e-08,3.062642939255511e-08
1947,7.986983785457369e-08,2.3841742802233057e-08
1948,4.02259852094744e-08,2.174377566888097e-08
1949,4.9085042586050065e-08,2.5524221847206263e-08
1950,4.3604980959344175e-08,1.9143651330821854e-08
1951,4.584402746310445e-08,1.7058242041123606e-08
1952,5.694194094019167e-08,2.003512733494972e-08
1953,6.033343380451583e-08,1.831550577868768e-08
1954,3.8112890177188774e-08,2.7363101118282884e-08
1955,7.039205751624422e-08,2.2525459719702212e-08
1956,5.755953536024094e-08,2.3547082950159393e-08
1957,3.3573144264664734e-08,1.1485549233913872e-08
1958,4.301566680631197e-08,2.0680609058576493e-08
1959,4.030388867093393e-08,2.40273188012452e-08
1960,4.290916666427336e-08,1.799416665670961e-08
1961,5.836453631502536e-08,1.8760029252273824e-08
1962,5.7077606641087186e-08,1.331810883797857e-08
1963,5.8841084449312575e-08,1.7458342771448088e-08
1964,4.3804572302796885e-08,1.8251904876365188e-08
1965,5.089000376656827e-08,1.6416130010910024e-08
1966,5.760637566964988e-08,2.2710207048248776e-08
1967,6.310829636646531e-08,2.1200442734681246e-08
1968,6.512552752635514e-08,2.9194203277072006e-08
1969,4.3146699102436514e-08,1.6350327314285096e-08
1970,7.449934358305654e-08,2.207388050123882e-08
1971,6.67991675307178e-08,2.0553589719085608e-08
1972,5.848367545802091e-08,1.3338381510408226e-08
1973,5.62346771371125e-08,2.039885393934071e-08
1974,4.1066674727474606e-08,1.7439272692598706e-08
1975,5.425906302036765e-08,2.227477269300948e-08
1976,4.627956839975411e-08,1.5426522059769354e-08
1977,4.4075862626336004e-08,2.1744093636755224e-08
1978,5.4059382192939154e-08,1.900989232694883e-08
1979,5.325295904246019e-08,1.872631405497316e-08
1980,6.139962627216278e-08,2.5583177798438328e-08
1981,4.238118322952289e-08,1.3283653788054295e-08
1982,4.7797769076041163e-08,2.1726258125909226e-08
1983,6.378468864198794e-08,1.4525227243211702e-08
1984,5.103127520555972e-08,1.797692572580445e-08
1985,5.59446911019279e-08,2.3460676956688076e-08
1986,3.716581009616249e-08,1.618511025203162e-08
1987,4.9497617782279235e-08,2.9331920448072424e-08
1988,4.497415395654514e-08,1.499138480021145e-08
1989,6.09181566302297e-08,1.5915554651968478e-08
1990,4.7403264868961514e-08,1.5801087660527458e-08
1991,5.2167041797446245e-08,3.223805800089963e-08
1992,4.132458175654108e-08,1.9284803753905067e-08
1993,6.591656820376102e-08,1.827938378440308e-08
1994,5.802419145162219e-08,1.476979427650349e-08
1995,5.585124185358836e-08,2.1147557482947832e-08
1996,6.138805708211237e-08,2.0284749657761836e-08
1997,5.5141285315585264e-08,1.5343662451705598e-08
1998,5.5310297897293026e-08,1.5258013297270168e-08
1999,6.124069651392006e-08,1.5538683784122043e-08
2000,5.875981878844527e-08,2.3415566818840716e-08
2001,5.388890556012882e-08,1.6648605327684862e-08
2002,4.600282554889645e-08,2.1029863850330344e-08
2003,5.0419767028131446e-08,2.083461447810464e-08
2004,6.475043168308048e-08,1.761916523790319e-08
