year,voulait_VERB ôter_VERB,voulait_VERB oter_VERB,voulait_VERB sauter_VERB
1890,2.5562107097698572e-08,6.554386478008212e-10,6.554386478008212e-10
1891,3.824531802365527e-09,0.0,5.736798147637501e-09
1892,1.3163876211308434e-08,0.0,3.1342561879199593e-09
1893,7.390100087434348e-09,6.158416554491453e-10,8.005941687372342e-09
1894,6.9316934414587195e-09,6.301539290376468e-10,1.8904617871129403e-09
1895,1.5648398132839247e-08,2.4074457982692365e-09,6.018614495673091e-09
1896,1.4152869098893461e-08,0.0,0.0
1897,5.826713334045053e-09,0.0,3.4960281336537946e-09
1898,9.05336783318944e-09,0.0,5.6583546736987955e-09
1899,9.39688327150634e-09,0.0,7.738609753005221e-09
1900,8.824790675987515e-09,0.0,8.824790675987515e-09
1901,1.7325090695408107e-08,5.588738916095792e-10,6.147612641171918e-09
1902,4.910283735171106e-09,0.0,9.820567692386817e-10
1903,1.5120615870500842e-08,0.0,1.2420506401156217e-08
1904,3.2247751136083025e-09,0.0,1.6123875568041512e-09
1905,7.2250627702885595e-09,0.0,2.580379465655369e-09
1906,8.745113966313056e-09,0.0,2.0576738091193647e-09
1907,4.6285588695127444e-09,0.0,4.114274698707732e-09
1908,3.929111258571538e-09,0.0,1.964555629285769e-09
1909,7.701377313651392e-09,0.0,2.7504918342913243e-09
1910,1.7101282168141552e-08,0.0,5.344150677544235e-10
1911,1.276889793899727e-08,5.320374141248863e-10,4.788336838146279e-09
1912,5.730363294986773e-09,0.0,4.167536982180309e-09
1913,8.484783542428431e-09,0.0,3.71209285532359e-09
1914,1.339348720819089e-08,0.0,1.3393487430235496e-09
1915,4.712304768617059e-09,0.0,2.3561523843085297e-09
1916,9.888715624128963e-09,0.0,5.493730803607377e-09
1917,1.315970976634162e-08,0.0,5.483212106582869e-09
1918,9.189101035644853e-09,0.0,3.44591288836682e-09
1919,1.8415696745321952e-09,0.0,4.603924352863942e-09
1920,1.2872794385998532e-08,0.0,5.300562211374427e-09
1921,3.0290989716519334e-09,0.0,4.543648568500203e-09
1922,5.164555005876537e-09,0.0,0.0
1923,7.431163684401554e-09,0.0,0.0
1924,1.4180787211159895e-08,0.0,1.289162443462999e-09
1925,9.898360353588487e-09,0.0,1.0998177923937646e-09
1926,7.802296586589819e-09,0.0,0.0
1927,1.1149224654616319e-08,0.0,5.574612327308159e-09
1928,1.2568645679778001e-08,0.0,1.3711249025050165e-08
1929,1.5596569369336066e-08,0.0,1.1140406375176326e-09
1930,8.402882833991043e-09,0.0,6.302162347537887e-09
1931,1.0264820993199919e-08,0.0,4.5621426636444085e-09
1932,8.767629289252454e-09,0.0,6.575722188983946e-09
1933,5.735331320977366e-09,0.0,6.882397318719313e-09
1934,4.7926320689839486e-09,0.0,1.1981580172459871e-09
1935,2.393656828303392e-09,0.0,8.377798899061872e-09
1936,0.0,0.0,6.0623572828433225e-09
1937,1.2591118148108649e-09,0.0,7.554670666820584e-09
1938,2.5930428915188486e-09,0.0,1.2965214457594243e-09
1939,1.5294050470515685e-09,0.0,3.058810094103137e-09
1940,7.607348528892999e-09,0.0,0.0
1941,2.9515025978810172e-09,0.0,0.0
1942,1.2136847082899749e-08,0.0,0.0
1943,1.7419411690866582e-08,0.0,8.709705845433291e-09
1944,6.4263723231761105e-09,0.0,0.0
1945,6.535512131478072e-09,0.0,1.089252066321933e-08
1946,6.960552134671616e-09,0.0,1.1136883415474585e-08
1947,1.0728784083369192e-08,0.0,4.7683483828109274e-09
1948,1.4133454406817236e-08,0.0,3.2615663503321457e-09
1949,1.9634016634739737e-09,0.0,1.9634016634739737e-09
1950,4.2541445921528975e-09,0.0,7.444753258312176e-09
1951,4.264560704569931e-09,0.0,6.396841278899501e-09
1952,9.490323193972472e-09,0.0,3.1634410646574906e-09
1953,1.0773827385790469e-09,0.0,2.1547654771580937e-09
1954,6.840775057526116e-09,0.0,2.9317608341017376e-09
1955,3.754243138587299e-09,0.0,2.815682353940474e-09
1956,3.488456634670456e-09,0.0,4.360570571293465e-09
1957,1.7670075402875796e-09,0.0,3.534015080575159e-09
1958,1.4890038535497752e-08,0.0,5.790570245522986e-09
1959,5.425523585955716e-09,0.0,6.200598257066758e-09
1960,4.844583401109048e-09,0.0,8.997083078554624e-09
1961,5.55852741612739e-09,0.0,4.16889545107324e-09
1962,8.8787386332001e-09,0.0,4.43936931660005e-09
1963,2.5864212993553792e-09,0.0,2.5864212993553792e-09
1964,7.300761772910391e-09,0.0,4.867174663303331e-09
1965,8.755269398363907e-09,5.472043373977442e-10,6.0192477668863376e-09
1966,9.416426749453422e-09,0.0,4.985167390003653e-09
1967,9.860671390526932e-09,0.0,2.9582012395223956e-09
1968,4.042274071025531e-09,0.0,1.7965663401398047e-09
1969,1.3171097990039016e-08,0.0,5.450109252791435e-09
1970,5.058597540852361e-09,0.0,6.898087434592526e-09
1971,8.221435976452085e-09,5.138397485282553e-10,3.083038491169532e-09
1972,4.6171320100540925e-09,0.0,3.5911027485013847e-09
1973,4.410563025913916e-09,0.0,4.410563025913916e-09
1974,5.625571564138454e-09,0.0,3.3753431161187564e-09
1975,1.2565256390928425e-08,0.0,3.4268881066168433e-09
1976,3.4281160132820787e-09,0.0,1.7140580066410394e-09
1977,6.464460078348111e-09,0.0,4.11374712072643e-09
1978,2.970295565063452e-09,0.0,3.5643548113029055e-09
1979,9.363157360553487e-09,0.0,2.3407893401383717e-09
1980,5.116635559687666e-09,0.0,5.116635559687666e-09
1981,5.69299452024552e-09,0.0,5.060439622894819e-09
1982,5.586751949948621e-09,0.0,4.966001831974154e-09
1983,3.78918940668882e-09,0.0,2.5261264191556165e-09
1984,5.799008384599347e-09,0.0,4.059305780401701e-09
1985,3.609334831011779e-09,0.0,4.812446441349039e-09
1986,4.196139880008332e-09,0.0,7.792831269171074e-09
1987,1.0388388815840699e-08,0.0,4.888653482026939e-09
1988,4.797243047249822e-09,0.0,5.996553809062277e-10
1989,6.585746614717891e-09,0.0,2.7440609784434855e-09
1990,7.628111475810329e-09,0.0,1.6345953479657283e-09
1991,7.6199047072123e-09,0.0,5.2753188484189195e-09
1992,3.856960972825618e-09,0.0,4.4079553340736766e-09
1993,7.200969598386564e-09,0.0,4.985286850001103e-09
1994,5.802419433820205e-09,0.0,7.912389854425328e-09
1995,3.795715741716776e-09,0.0,3.795715741716776e-09
1996,2.135236876199542e-09,0.0,7.473328622609188e-09
1997,3.835915585170824e-09,0.0,7.192341833217597e-09
1998,6.675381136744818e-09,0.0,4.291316191284977e-09
1999,4.570201106446348e-09,0.0,5.0272213059088244e-09
2000,7.510653432518666e-09,0.0,4.418031274155965e-09
2001,8.762423675534592e-09,4.3812117822561447e-10,6.571817756650944e-09
2002,9.200564754507923e-09,0.0,4.81934359086722e-09
2003,9.58392298855415e-09,0.0,2.9168460979889232e-09
2004,3.9643119897903034e-09,0.0,6.607186797680242e-09
2005,7.205999352777326e-09,0.0,4.503749373441224e-09
2006,4.117890028965121e-09,0.0,4.941467679486777e-09
2007,6.391167151065247e-09,0.0,1.0385647009059085e-08
2008,3.405951742863067e-09,0.0,1.1920831433087642e-08
2009,3.337734755248789e-09,0.0,8.105927484791664e-09
2010,7.558068837454357e-09,0.0,1.1809482280966677e-08
2011,8.795135286732148e-09,0.0,9.942326961720482e-09
2012,7.829781267787439e-09,0.0,1.9063815415165664e-08
2013,1.310888730898796e-08,0.0,1.8687137171014e-08
2014,8.87832563023494e-09,0.0,2.1221362445089653e-08
2015,1.0639562120218216e-08,0.0,1.551602757388082e-08
2016,1.1806638333666797e-08,0.0,1.6156452176119274e-08
2017,1.509366853724714e-08,0.0,2.4904551310100942e-08
2018,1.5488799576246493e-08,0.0,2.581466773676766e-08
2019,1.0459049626376782e-08,0.0,2.0918099252753564e-08
